PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
AJ Price,MIN,27,0.1,0.1,100,0.1,0.1,100,0.4,0.8,45.0,0.0,0.0,0.0,0.1,0.1,100,0.1,0.1,100,0.2,0.9,23.8
Aaron Brooks,DEN,29,1.0,2.1,48.9,0.5,1.6,33.3,0.5,1.2,38.6,0.2,0.3,55.6,0.1,0.3,33.3,0.3,0.6,50.0,1.1,2.9,38.0
Aaron Gray,SAC,29,0.4,0.8,48.3,0.3,0.7,41.7,0.1,0.2,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adonis Thomas,PHI,21,0.2,0.3,50.0,0.4,0.4,100,0.3,0.8,40.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.2,0.5,33.3
Al Harrington,WAS,34,1.2,2.1,57.4,0.1,0.5,16.7,0.2,0.6,28.6,0.2,0.4,41.7,0.3,0.6,46.2,0.5,1.0,50.0,0.7,2.3,30.7
Al Horford,ATL,28,3.8,5.0,75.3,1.2,2.8,45.0,3.0,6.3,48.1,0.1,0.2,40.0,0.1,0.2,33.3,0.2,0.4,50.0,0.0,0.0,0.0
Al Jefferson,CHA,29,4.1,6.1,66.9,2.6,5.2,51.3,2.8,7.4,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,30.0
Al-Farouq Aminu,NOP,23,2.0,3.2,62.0,0.3,0.9,28.2,0.5,1.5,35.8,0.1,0.2,41.7,0.1,0.3,31.6,0.2,0.5,40.0,0.0,0.2,11.8
Alan Anderson,BKN,31,0.8,1.2,62.5,0.2,0.5,29.3,0.5,1.3,38.0,0.2,0.6,37.0,0.1,0.6,21.7,0.3,1.2,25.0,0.7,2.0,37.0
Alec Burks,UTA,22,2.6,4.3,59.6,0.6,1.5,39.8,1.1,3.0,35.2,0.1,0.3,47.4,0.1,0.3,31.6,0.2,0.6,33.3,0.4,1.2,36.5
