PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
AJ Price,IND,24,50,22,28,15.9,53.4,46.6,45.2,22.9,38.1,10.2,16.7,22.0,22.3,11.0,89.0,65.9,34.1,30.7,69.3
Aaron Brooks,PHX,26,59,26,33,21.8,59.8,40.2,47.3,17.7,33.1,13.2,19.6,16.6,29.7,14.0,86.0,58.6,41.4,28.2,71.8
Aaron Gray,NOH,26,41,21,20,12.9,100,0.0,86.8,3.1,0.0,3.9,13.2,15.5,83.7,55.4,44.6,0.0,0.0,55.4,44.6
Acie Law,GSW,26,51,20,31,14.2,80.6,19.4,69.8,16.7,8.4,35.3,21.9,26.5,53.0,36.0,64.0,83.3,16.7,39.5,60.5
Al Harrington,DEN,31,73,45,28,22.8,51.4,48.6,42.9,6.5,45.9,7.7,11.2,17.6,36.3,49.4,50.6,96.6,3.4,69.0,31.0
Al Horford,ATL,25,77,41,36,35.1,99.6,0.4,86.8,39.9,0.5,8.6,12.7,12.6,46.9,69.5,30.5,50.0,50.0,69.4,30.6
Al Jefferson,UTA,26,82,39,43,35.9,100,0.0,85.6,24.7,0.0,3.6,14.4,12.4,60.9,58.4,41.6,0.0,0.0,58.4,41.6
Al Thornton,GSW,27,71,21,50,19.5,94.0,6.0,76.7,27.5,2.3,21.6,21.0,21.0,49.2,58.2,41.8,100,0.0,59.0,41.0
Al-Farouq Aminu,LAC,20,81,31,50,17.9,64.8,35.2,50.3,4.8,29.5,26.0,20.1,20.1,45.5,44.3,55.7,97.8,2.2,59.4,40.6
Alexis Ajinca,TOR,23,34,6,28,10.0,74.4,25.6,65.7,30.8,25.2,7.0,9.1,7.0,35.0,66.0,34.0,100,0.0,72.9,27.1
Alonzo Gee,CLE,24,56,16,40,20.0,80.7,19.3,62.8,6.6,15.4,17.2,21.8,19.3,56.2,49.0,51.0,94.1,5.9,55.4,44.6
Amar'e Stoudemire,NYK,28,78,39,39,36.8,98.4,1.6,74.5,23.2,1.5,6.3,24.0,14.5,51.2,52.3,47.7,80.0,20.0,52.7,47.3
Amir Johnson,TOR,24,72,20,52,25.7,99.8,0.2,81.7,13.7,0.0,24.6,18.3,16.9,68.0,64.1,35.9,0.0,0.0,64.1,35.9
Anderson Varejao,CLE,28,31,8,23,32.1,99.1,0.9,80.9,12.1,0.0,9.6,19.1,19.1,68.8,70.2,29.8,0.0,0.0,70.2,29.8
Andray Blatche,WAS,24,64,21,43,33.9,98.1,1.9,78.4,23.2,1.1,10.1,20.4,19.1,55.2,55.5,44.5,100,0.0,55.9,44.1
Andre Iguodala,PHI,27,67,36,31,36.8,76.2,23.8,58.6,23.1,19.4,26.5,22.0,20.3,35.6,44.8,55.2,83.6,16.4,51.8,48.2
Andre Miller,POR,35,81,47,34,32.7,95.6,4.4,74.6,27.4,1.2,10.6,24.2,13.0,47.2,35.9,64.1,100,0.0,36.6,63.4
