PLAYER,TEAM,AGE,Less Than 5 ft. FGM,Less Than 5 ft. FGA,Less Than 5 ft. FG PCT,5-9 ft. FGM,5-9 ft. FGA,5-9 ft. FG PCT,10-14 ft. FGM,10-14 ft. FGA,10-14 ft. FG PCT,15-19 ft. FGM,15-19 ft. FGA,15-19 ft. FG PCT,20-24 ft. FGM,20-24 ft. FGA,20-24 ft. FG PCT,25-29 ft. FGM,25-29 ft. FGA,25-29 ft. FG PCT
Jaren Jackson Jr.,MEM,19,3.0,4.4,66.7,0.9,2.3,39.7,0.3,0.8,40.9,0.1,0.2,33.3,0.2,0.9,23.6,0.7,1.5,43.7
Jaron Blossomgame,CLE,25,1.2,1.7,69.6,0.0,0.4,9.1,0.1,0.3,42.9,0.0,0.0,0.0,0.2,0.8,25.0,0.2,0.8,28.6
Jarred Vanderbilt,DEN,20,0.6,1.1,60.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Jarrett Allen,BKN,21,3.8,5.6,66.7,0.3,0.7,44.8,0.0,0.2,16.7,0.0,0.0,0.0,0.1,0.5,14.3,0.0,0.0,0.0
Jason Smith,NOP,33,0.5,1.0,47.4,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.3,50.0,0.2,0.7,30.8,0.3,0.8,31.3
Jawun Evans,OKC,22,0.1,0.1,100,0.1,0.6,25.0,0.0,0.3,0.0,0.1,0.4,33.3,0.0,0.1,0.0,0.0,0.3,0.0
Jaylen Adams,ATL,23,0.2,0.5,44.4,0.0,0.1,0.0,0.0,0.2,20.0,0.1,0.2,33.3,0.3,0.9,31.0,0.5,1.4,38.3
Jaylen Brown,BOS,22,2.6,4.3,60.8,0.4,0.9,38.2,0.5,1.1,42.0,0.3,0.6,46.5,0.5,1.6,33.0,0.8,2.3,34.5
Jaylen Morris,MIL,23,0.8,1.5,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,33.3
Jayson Tatum,BOS,21,2.6,4.3,61.3,0.2,0.8,28.8,0.6,1.4,43.8,0.8,2.1,37.7,0.8,2.3,33.0,0.9,2.2,39.3
Jeff Green,WAS,32,1.8,2.6,71.2,0.4,0.7,50.0,0.2,0.6,44.2,0.3,0.7,41.5,0.6,1.9,33.3,0.9,2.4,37.6
Jeff Teague,MIN,31,1.7,3.3,51.1,0.8,2.0,39.8,0.6,1.3,45.5,0.2,0.5,40.9,0.5,1.4,39.0,0.4,1.4,26.3
Jemerrio Jones,LAL,24,1.7,3.0,55.6,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.3,1.5,22.2
Jerami Grant,OKC,25,3.2,5.0,63.3,0.2,0.8,26.6,0.1,0.4,34.4,0.1,0.4,37.9,1.0,2.4,41.0,0.5,1.3,36.9
Jeremy Lamb,CHA,27,2.1,4.0,51.8,0.7,1.7,41.3,0.6,1.2,51.6,0.6,1.2,49.5,0.6,1.3,44.8,0.9,2.9,29.7
Jeremy Lin,TOR,30,1.5,2.7,56.9,0.3,0.6,46.8,0.3,0.7,39.6,0.3,0.6,42.9,0.4,1.0,36.0,0.5,1.6,29.5
Jerian Grant,ORL,26,0.3,0.5,66.7,0.1,0.4,28.6,0.1,0.3,25.0,0.4,0.7,58.3,0.3,0.7,34.9,0.4,1.2,35.1
Jerome Robinson,LAC,22,0.4,0.6,65.0,0.0,0.3,12.5,0.2,0.3,55.6,0.2,0.4,38.5,0.3,0.8,41.7,0.3,1.1,30.3
Jerryd Bayless,MIN,30,0.7,1.4,46.9,0.1,0.4,25.0,0.1,0.5,17.6,0.5,1.0,51.5,0.6,1.8,32.3,0.5,1.6,29.1
Jevon Carter,MEM,23,0.2,0.7,28.6,0.1,0.2,37.5,0.1,0.4,25.0,0.1,0.6,21.7,0.4,1.2,35.4,0.5,1.5,32.2
Jimmer Fredette,PHX,30,0.7,0.8,80.0,0.2,0.6,33.3,0.2,0.4,50.0,0.2,0.4,50.0,0.2,1.2,14.3,0.0,1.3,0.0
Jimmy Butler,PHI,29,3.4,5.4,63.3,0.5,1.3,34.5,0.7,1.7,43.2,0.7,2.0,35.6,0.5,1.6,31.1,0.6,1.8,33.6
Joakim Noah,MEM,34,2.4,4.0,60.2,0.1,0.7,22.2,0.0,0.1,0.0,0.0,0.1,16.7,0.1,0.2,33.3,0.0,0.0,0.0
Jodie Meeks,TOR,31,1.1,1.3,90.0,0.3,0.5,50.0,0.1,0.6,25.0,0.1,0.4,33.3,0.4,1.1,33.3,0.6,1.1,55.6
Joe Chealey,CHA,23,0.0,1.0,0.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Harris,BKN,27,2.0,3.4,57.9,0.3,0.7,39.2,0.1,0.4,33.3,0.1,0.2,38.5,0.8,1.6,46.3,1.7,3.5,48.9
Joe Ingles,UTA,31,1.6,2.6,60.7,0.2,0.6,41.3,0.1,0.4,35.5,0.0,0.2,30.8,1.5,3.4,43.9,0.9,2.6,33.5
Joel Embiid,PHI,25,5.4,8.1,66.0,0.9,2.2,41.5,0.8,2.2,38.0,0.6,1.8,35.7,0.2,0.8,28.8,1.1,3.5,30.6
John Collins,ATL,21,5.8,8.5,68.4,0.6,1.4,38.6,0.3,0.7,35.6,0.1,0.3,25.0,0.5,1.2,42.1,0.4,1.3,28.4
John Henson,CLE,28,1.2,1.9,63.0,0.2,0.5,42.9,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,33.3,0.5,1.3,38.9
John Holland,CLE,30,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0
John Jenkins,NYK,28,0.2,0.2,66.7,0.0,0.1,33.3,0.1,0.2,40.0,0.2,0.9,27.3,0.6,1.3,46.7,0.6,1.5,38.5
John Wall,WAS,28,4.2,7.2,58.4,0.2,0.5,35.3,0.5,1.3,37.5,1.1,2.6,42.2,0.6,1.7,35.8,1.1,4.0,27.6
Johnathan Motley,LAC,24,1.6,2.4,67.3,0.2,0.7,23.1,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0
Johnathan Williams,LAL,24,2.6,3.8,69.0,0.1,0.6,20.0,0.0,0.1,0.0,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Leuer,DET,30,1.1,1.3,83.3,0.2,0.5,52.9,0.1,0.5,22.2,0.2,0.3,58.3,0.0,0.2,0.0,0.0,0.1,16.7
Jonah Bolden,PHI,23,1.0,1.3,78.6,0.0,0.1,25.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.8,32.4,0.5,1.4,38.1
Jonas Jerebko,GSW,32,0.9,1.5,60.7,0.1,0.2,35.7,0.1,0.2,58.3,0.2,0.4,52.0,0.4,1.1,42.1,0.5,1.6,32.5
Jonas Valanciunas,MEM,27,3.8,5.7,65.9,1.4,2.7,51.9,0.5,1.3,41.9,0.1,0.3,38.5,0.2,0.3,52.9,0.2,0.7,25.0
Jonathan Isaac,ORL,21,1.7,2.8,61.0,0.1,0.3,36.4,0.2,0.6,38.1,0.2,0.7,28.6,0.7,2.0,36.1,0.5,1.8,29.9
Jonathon Simmons,PHI,29,1.1,2.0,52.2,0.4,1.1,39.3,0.2,0.5,32.1,0.2,0.7,26.3,0.3,0.9,33.3,0.3,1.0,25.9
Jordan Bell,GSW,24,1.0,1.5,67.0,0.1,0.2,35.7,0.2,0.4,41.7,0.2,0.7,29.8,0.0,0.1,60.0,0.0,0.0,0.0
Jordan Clarkson,CLE,27,2.2,3.7,60.7,0.8,1.9,45.3,0.9,1.9,49.0,0.7,1.5,47.1,0.7,2.1,35.3,1.1,3.5,31.5
Jordan Loyd,TOR,25,0.2,0.5,40.0,0.1,0.1,100,0.0,0.1,0.0,0.1,0.3,33.3,0.0,0.2,0.0,0.4,0.5,66.7
Jordan McRae,WAS,28,0.9,1.4,66.7,0.2,0.4,54.5,0.3,0.7,38.9,0.6,1.1,51.9,0.2,0.6,28.6,0.3,0.9,30.4
Jordan Sibert,ATL,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100
Jose Calderon,DET,37,0.2,0.4,44.4,0.0,0.0,100,0.0,0.1,33.3,0.4,0.8,54.3,0.2,0.4,36.8,0.2,0.9,20.0
Josh Hart,LAL,24,1.3,2.1,61.6,0.0,0.2,16.7,0.1,0.3,21.7,0.1,0.2,33.3,0.6,1.6,35.5,0.8,2.4,32.5
Josh Jackson,PHX,22,2.1,4.2,51.1,0.4,1.4,29.5,0.4,1.0,41.3,0.4,0.9,44.4,0.5,1.6,33.9,0.5,1.5,31.9
Josh Okogie,MIN,20,1.4,2.5,56.4,0.1,0.4,18.8,0.1,0.3,40.9,0.2,0.6,28.6,0.5,1.8,27.8,0.4,1.2,29.5
Josh Richardson,MIA,25,1.7,3.1,53.5,0.4,1.1,34.9,0.7,1.5,49.5,0.5,1.5,36.7,1.0,2.7,35.2,1.5,4.1,36.5
Jrue Holiday,NOP,29,4.3,7.0,61.9,0.7,1.8,41.3,0.9,1.9,47.2,0.4,0.9,41.0,0.7,2.1,33.3,1.1,3.5,32.1
Juancho Hernangomez,DEN,23,0.9,1.5,60.4,0.0,0.2,12.5,0.0,0.1,50.0,0.0,0.0,33.3,0.6,1.6,35.5,0.4,1.1,39.7
Julian Washburn,MEM,27,0.3,0.4,57.1,0.1,0.1,50.0,0.1,0.3,40.0,0.2,0.3,60.0,0.2,1.0,23.5,0.1,0.6,18.2
Julius Randle,NOP,24,5.4,8.4,63.6,1.0,2.3,41.7,0.3,0.8,40.3,0.1,0.4,29.0,0.4,1.2,34.5,0.6,1.7,36.1
Justin Anderson,ATL,25,0.7,1.2,57.1,0.1,0.2,50.0,0.0,0.2,20.0,0.0,0.1,25.0,0.2,0.7,30.0,0.3,1.0,32.6
Justin Holiday,MEM,30,1.0,1.7,58.3,0.1,0.4,15.6,0.2,0.5,38.6,0.3,0.9,38.4,1.1,3.0,35.7,1.0,2.9,33.8
Justin Jackson,DAL,24,0.9,1.1,76.3,0.4,0.8,43.3,0.2,0.6,36.2,0.1,0.4,36.7,0.6,1.6,36.2,0.5,1.4,36.5
Justin Patton,PHI,22,0.7,1.3,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Justise Winslow,MIA,23,2.1,3.7,56.5,0.6,1.8,34.5,0.4,1.0,35.8,0.3,0.8,37.0,0.8,2.0,40.2,0.7,1.9,37.3
Jusuf Nurkic,POR,24,4.5,7.7,58.1,0.6,1.6,36.4,0.3,0.6,43.9,0.3,0.7,44.9,0.2,0.6,28.3,0.0,0.3,11.1
Kadeem Allen,NYK,26,1.5,2.5,60.4,0.3,1.1,30.0,0.5,1.3,36.0,0.2,0.5,30.0,0.4,0.8,50.0,0.5,1.1,47.6
Kalin Lucas,DET,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Karl-Anthony Towns,MIN,23,4.4,6.6,66.8,1.6,3.4,48.5,0.3,0.9,34.3,0.5,1.1,42.4,0.8,1.8,43.2,1.2,3.2,38.1
Kawhi Leonard,TOR,28,3.7,5.6,66.4,0.9,1.9,47.4,1.4,3.0,46.1,1.2,2.7,45.4,1.0,2.4,39.9,1.2,3.3,35.9
Keita Bates-Diop,MIN,23,1.2,1.7,71.2,0.1,0.5,26.7,0.1,0.3,22.2,0.1,0.3,40.0,0.2,1.0,25.0,0.2,0.9,22.2
Kelly Olynyk,MIA,28,1.5,2.2,67.8,0.2,0.4,53.1,0.1,0.2,27.8,0.1,0.2,47.1,0.7,1.8,39.3,0.8,2.3,32.4
Kelly Oubre Jr.,PHX,23,2.8,5.0,57.3,0.5,1.3,38.6,0.3,0.6,53.8,0.2,0.4,44.4,0.7,2.0,34.6,0.9,2.9,31.5
Kemba Walker,CHA,29,3.3,6.1,53.6,0.5,1.3,35.9,0.7,1.5,46.0,1.0,2.0,48.5,1.0,2.5,39.1,2.5,6.9,35.9
Kenneth Faried,HOU,29,3.6,5.6,64.6,0.2,0.6,30.4,0.1,0.1,80.0,0.1,0.1,66.7,0.1,0.3,40.0,0.1,0.4,30.8
Kenrich Williams,NOP,24,1.0,1.9,55.3,0.0,0.3,14.3,0.1,0.2,37.5,0.0,0.3,15.4,0.5,1.6,28.6,0.7,1.9,37.2
Kent Bazemore,ATL,29,1.9,3.4,54.9,0.1,0.6,24.4,0.2,0.6,30.2,0.4,1.0,42.4,0.8,2.3,33.8,0.8,2.3,33.3
Kentavious Caldwell-Pope,LAL,26,1.3,2.0,63.6,0.1,0.2,38.9,0.2,0.5,37.8,0.5,1.0,47.5,0.9,2.4,38.9,1.0,3.2,33.1
Kevin Durant,GSW,30,2.8,3.8,72.9,0.7,1.4,52.3,1.8,3.6,50.0,2.0,3.5,57.1,0.4,1.4,30.0,1.5,3.8,38.9
Kevin Huerter,ATL,20,1.1,2.1,53.4,0.3,0.8,39.0,0.3,0.8,35.6,0.1,0.3,40.0,0.6,1.5,38.4,1.2,3.2,38.5
Kevin Knox,NYK,19,1.5,3.3,45.3,0.5,1.2,40.9,0.4,1.1,36.1,0.2,0.9,25.4,0.8,2.5,32.6,1.1,3.1,34.2
Kevin Love,CLE,30,1.7,3.3,52.8,0.3,1.0,31.8,0.1,0.9,15.8,0.2,0.7,25.0,1.1,2.6,43.1,1.4,4.2,32.6
Kevon Looney,GSW,23,2.4,3.4,68.6,0.1,0.2,22.2,0.1,0.2,58.3,0.2,0.3,58.3,0.0,0.2,23.1,0.0,0.1,25.0
Khem Birch,ORL,26,1.5,2.2,66.4,0.3,0.7,47.1,0.0,0.1,66.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khris Middleton,MIL,27,1.8,3.3,54.7,0.7,1.6,44.4,0.8,1.7,46.2,0.8,1.8,45.1,0.5,1.6,34.7,1.9,4.9,38.9
Khyri Thomas,DET,23,0.3,0.6,46.7,0.0,0.2,25.0,0.1,0.3,33.3,0.1,0.4,22.2,0.3,0.9,38.1,0.1,0.6,14.3
Klay Thompson,GSW,29,2.0,2.9,69.5,0.3,0.9,36.6,1.1,2.2,48.3,1.5,3.3,45.0,1.6,3.5,44.2,1.9,5.0,38.5
Kobi Simmons,CLE,21,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,SAC,30,0.9,1.6,58.2,0.4,1.4,31.6,0.3,0.7,51.9,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Antetokounmpo,DAL,21,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Dunn,CHI,25,1.8,3.7,49.1,0.7,1.7,42.1,0.8,1.7,44.3,0.5,1.5,35.7,0.4,1.0,37.0,0.5,1.4,34.8
Kyle Anderson,MEM,25,2.2,3.4,65.3,0.6,1.2,49.1,0.1,0.3,38.5,0.2,0.5,40.9,0.3,0.7,46.4,0.0,0.3,8.3
Kyle Korver,UTA,38,0.2,0.3,75.0,0.1,0.1,40.0,0.1,0.2,41.2,0.2,0.5,45.5,1.3,3.1,43.5,0.9,2.6,36.3
Kyle Kuzma,LAL,23,3.8,6.0,62.5,0.7,1.6,42.5,0.5,1.0,48.6,0.2,0.6,37.8,0.7,2.2,30.9,1.2,4.0,30.5
Kyle Lowry,TOR,33,1.5,2.4,61.6,0.1,0.4,39.1,0.2,0.6,37.8,0.3,0.7,48.8,0.7,2.0,35.7,1.7,5.1,32.9
Kyle O'Quinn,IND,29,0.6,1.0,64.3,0.1,0.2,50.0,0.2,0.5,42.1,0.6,1.1,50.0,0.2,0.4,50.0,0.0,0.2,11.1
Kyrie Irving,BOS,27,3.3,5.4,60.5,0.7,1.7,40.2,1.2,2.2,53.4,1.0,2.1,47.5,1.0,2.3,41.8,1.9,4.6,40.0
LaMarcus Aldridge,SAS,33,3.8,5.6,67.0,1.3,2.8,47.4,1.6,3.5,44.4,1.3,3.1,42.0,0.4,0.9,44.9,0.1,0.4,28.1
Lance Stephenson,LAL,28,1.1,1.9,56.3,0.0,0.2,7.7,0.1,0.2,45.5,0.4,0.9,45.0,0.6,1.5,36.6,0.6,1.7,37.5
Lance Thomas,NYK,31,0.7,1.2,59.3,0.1,0.3,31.3,0.1,0.3,28.6,0.2,0.3,58.3,0.5,1.7,31.2,0.1,0.5,25.0
Landry Shamet,LAC,22,0.6,1.1,53.5,0.1,0.1,45.5,0.1,0.3,36.0,0.1,0.3,30.0,0.8,1.8,42.7,1.4,3.4,41.5
Langston Galloway,DET,27,0.5,1.0,52.4,0.2,0.5,35.1,0.1,0.3,28.0,0.3,0.7,46.2,1.0,2.5,41.3,0.7,2.4,30.7
Larry Nance Jr.,CLE,26,2.6,3.8,68.5,0.2,0.7,34.1,0.2,0.6,31.6,0.2,0.5,40.0,0.2,0.6,30.0,0.3,1.0,33.3
Lauri Markkanen,CHI,22,2.5,4.4,56.8,0.9,1.8,47.9,0.4,1.3,31.4,0.3,0.9,30.6,0.8,2.0,40.0,1.7,4.7,36.0
LeBron James,LAL,34,6.2,8.9,69.0,0.3,1.3,25.7,0.6,1.3,47.9,0.6,1.6,34.4,0.9,2.0,42.3,1.5,4.5,34.1
Lonnie Walker IV,SAS,20,0.4,0.9,46.7,0.0,0.2,0.0,0.1,0.3,40.0,0.1,0.6,25.0,0.3,0.6,42.9,0.1,0.4,33.3
Lonzo Ball,LAL,21,1.9,3.4,56.3,0.1,0.5,29.2,0.1,0.4,21.1,0.1,0.4,30.0,0.5,1.5,30.6,1.2,3.4,35.2
Lorenzo Brown,TOR,28,0.4,1.1,37.0,0.1,0.3,50.0,0.1,0.2,40.0,0.1,0.1,50.0,0.2,0.6,28.6,0.1,0.7,20.0
Lou Williams,LAC,32,2.2,4.4,50.8,0.9,1.8,47.1,0.9,2.0,44.4,0.8,2.1,38.1,0.7,1.9,34.7,0.9,2.7,34.7
Luc Mbah a Moute,LAC,32,1.0,2.5,40.0,0.3,0.3,100,0.0,0.0,0.0,0.3,0.3,100,0.0,0.8,0.0,0.5,0.8,66.7
Luka Doncic,DAL,20,2.8,4.7,58.8,1.0,2.3,45.5,0.6,1.5,38.5,0.2,0.6,38.6,0.6,1.7,37.7,1.7,5.3,32.8
Luke Kennard,DET,23,0.7,1.1,60.0,0.3,0.6,48.6,0.3,0.7,43.9,0.6,1.2,44.9,0.7,1.7,39.0,1.2,2.9,39.9
Luke Kornet,NYK,23,0.5,1.0,55.8,0.1,0.3,27.3,0.2,0.6,30.8,0.0,0.2,0.0,0.6,1.2,48.0,1.0,3.2,31.7
Luol Deng,MIN,34,1.6,2.2,71.4,0.1,0.2,60.0,0.2,0.5,40.0,0.1,0.3,28.6,0.5,1.5,36.4,0.1,0.6,23.1
Malachi Richardson,TOR,23,0.0,0.1,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,33.3,0.2,0.6,27.3
Malcolm Brogdon,MIL,26,3.8,6.4,59.0,0.2,0.7,28.6,0.1,0.3,38.1,0.1,0.3,40.9,0.6,1.3,47.0,1.1,2.6,40.5
Malcolm Miller,TOR,26,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,100,0.5,1.2,41.7,0.4,0.8,50.0
Malik Beasley,DEN,22,1.5,2.3,65.4,0.2,0.6,37.0,0.2,0.4,45.7,0.3,0.7,46.3,1.1,2.6,43.5,1.0,2.5,38.0
Malik Monk,CHA,21,1.1,1.9,58.8,0.1,0.5,19.4,0.2,0.4,40.0,0.2,0.6,37.2,0.5,1.8,30.5,1.0,2.7,35.4
MarShon Brooks,MEM,30,1.2,1.6,76.1,0.3,0.8,33.3,0.4,0.9,46.2,0.2,0.5,35.7,0.3,0.8,33.3,0.3,1.4,24.4
Marc Gasol,TOR,34,1.4,2.4,60.3,1.0,2.1,47.9,0.6,1.6,36.6,0.5,1.2,41.1,0.5,1.1,47.6,0.9,2.7,33.3
Marcin Gortat,LAC,35,1.5,2.5,61.5,0.3,0.7,42.9,0.2,0.6,37.9,0.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Belinelli,SAS,33,0.6,1.2,54.9,0.2,0.4,53.1,0.2,0.6,35.3,0.3,1.0,35.5,0.9,2.2,41.6,1.3,3.2,38.7
Marcus Derrickson,GSW,23,0.2,0.4,50.0,0.0,0.1,0.0,0.1,0.2,50.0,0.2,0.4,50.0,0.3,0.6,50.0,0.6,1.4,46.7
Marcus Morris,BOS,29,1.6,2.5,62.4,0.4,0.8,46.6,0.5,1.3,35.4,0.6,1.2,52.3,0.6,2.0,32.2,1.4,3.4,39.8
Marcus Smart,BOS,25,0.9,1.5,63.0,0.2,0.6,36.4,0.1,0.3,38.5,0.1,0.3,30.0,0.7,1.8,38.4,1.0,2.6,36.2
Mario Hezonja,NYK,24,1.7,3.3,52.9,0.2,0.7,31.6,0.3,0.6,48.6,0.2,0.5,43.3,0.3,1.1,23.1,0.6,1.8,33.3
Markelle Fultz,ORL,21,1.9,3.5,56.1,0.3,0.8,40.0,0.6,1.7,34.4,0.3,1.3,20.0,0.2,0.5,40.0,0.1,0.2,50.0
Markieff Morris,OKC,29,1.3,2.2,58.3,0.5,1.1,49.2,0.3,1.1,30.3,0.2,0.4,48.0,0.5,1.5,33.7,0.7,2.0,33.1
Marquese Chriss,CLE,21,1.0,2.1,48.9,0.1,0.3,46.2,0.0,0.1,33.3,0.0,0.1,0.0,0.2,0.8,32.3,0.1,0.9,15.0
Marvin Bagley III,SAC,20,3.4,5.3,63.4,1.0,2.4,43.8,0.5,1.1,40.0,0.4,1.0,41.7,0.1,0.6,21.6,0.4,1.0,35.9
Marvin Williams,CHA,33,1.1,1.9,56.4,0.5,1.1,45.2,0.1,0.3,34.6,0.0,0.1,33.3,1.0,2.3,41.7,1.0,2.9,33.8
Mason Plumlee,DEN,29,2.7,4.0,67.1,0.3,0.8,37.1,0.1,0.3,48.0,0.0,0.1,33.3,0.0,0.1,37.5,0.0,0.0,0.0
Matthew Dellavedova,CLE,28,0.4,0.8,54.1,0.4,0.9,48.8,0.2,0.4,40.0,0.1,0.2,40.0,0.2,0.6,40.7,0.7,2.0,32.7
Maurice Harkless,POR,26,2.4,3.8,63.2,0.2,0.4,34.6,0.0,0.1,40.0,0.0,0.1,0.0,0.4,1.4,27.1,0.2,0.6,29.7
Maxi Kleber,DAL,27,1.0,1.6,64.3,0.1,0.3,55.6,0.1,0.3,39.1,0.0,0.1,20.0,0.5,1.5,34.0,0.6,1.7,38.1
Melvin Frazier Jr.,ORL,22,0.6,0.8,75.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.3,50.0,0.0,0.4,0.0,0.0,0.3,0.0
Meyers Leonard,POR,27,1.1,1.5,71.4,0.1,0.2,41.7,0.1,0.3,47.1,0.1,0.2,33.3,0.3,0.6,55.6,0.5,1.2,41.3
Michael Beasley,LAL,30,2.1,3.3,64.7,0.3,1.0,32.0,0.3,0.8,33.3,0.1,0.3,33.3,0.1,0.5,25.0,0.0,0.3,14.3
Michael Carter-Williams,ORL,27,0.9,2.0,45.5,0.3,0.8,40.9,0.1,0.2,33.3,0.0,0.0,0.0,0.2,0.6,40.0,0.1,0.8,17.4
Michael Kidd-Gilchrist,CHA,25,1.6,2.8,57.9,0.2,0.7,34.1,0.1,0.3,27.3,0.2,0.3,55.0,0.3,0.8,38.5,0.0,0.2,27.3
Mikal Bridges,PHX,22,1.4,2.2,63.3,0.1,0.4,33.3,0.1,0.3,28.6,0.0,0.1,36.4,0.7,2.2,32.2,0.6,1.7,35.3
Mike Conley,MEM,31,2.1,3.8,54.9,0.8,1.7,48.3,0.9,2.2,42.8,0.6,1.4,43.8,1.0,2.6,37.0,1.6,4.2,36.9
Mike Muscala,LAL,27,0.6,1.0,57.1,0.1,0.2,45.5,0.1,0.2,50.0,0.1,0.2,53.8,0.4,1.3,30.0,1.0,2.8,37.1
Mike Scott,PHI,30,0.4,0.9,47.8,0.1,0.5,23.3,0.2,0.3,52.2,0.1,0.3,37.5,0.6,1.5,40.4,0.7,1.8,40.3
Miles Bridges,CHA,21,1.9,3.0,62.7,0.2,0.5,33.3,0.1,0.2,37.5,0.0,0.1,14.3,0.5,1.4,32.7,0.4,1.2,35.4
Miles Plumlee,ATL,30,1.6,2.2,73.0,0.2,0.3,66.7,0.1,0.3,25.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milos Teodosic,LAC,32,0.2,0.3,75.0,0.0,0.2,0.0,0.1,0.1,100,0.1,0.3,50.0,0.3,0.8,33.3,0.5,1.1,46.7
Mitchell Creek,MIN,27,1.8,3.0,58.3,0.3,0.3,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
Mitchell Robinson,NYK,21,3.0,4.3,69.8,0.0,0.0,66.7,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Bamba,ORL,21,1.5,2.0,72.6,0.2,0.5,32.0,0.0,0.3,14.3,0.3,0.7,48.4,0.2,0.7,28.1,0.3,1.0,31.1
Monte Morris,DEN,24,1.2,2.1,56.7,0.7,1.3,54.6,0.7,1.2,56.4,0.4,1.0,38.5,0.8,1.9,44.2,0.4,1.1,40.2
Montrezl Harrell,LAC,25,5.8,8.5,68.7,0.5,1.4,37.9,0.2,0.6,39.1,0.0,0.2,28.6,0.0,0.0,25.0,0.0,0.1,27.3
Moritz Wagner,LAL,22,1.0,1.8,54.7,0.2,0.3,50.0,0.0,0.1,0.0,0.1,0.1,66.7,0.2,0.4,35.3,0.4,1.4,26.7
Myles Turner,IND,23,2.1,3.1,65.8,0.5,1.1,43.6,0.5,0.9,48.6,0.8,2.1,40.0,0.5,1.1,42.5,0.9,2.2,38.6
Naz Mitrou-Long,UTA,25,0.3,0.7,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.6,25.0
Nemanja Bjelica,SAC,31,1.9,3.2,59.3,0.3,0.8,41.7,0.0,0.1,22.2,0.0,0.1,22.2,0.4,1.1,36.8,1.0,2.2,43.0
Nene,HOU,36,1.0,1.5,66.2,0.1,0.3,21.4,0.1,0.2,33.3,0.2,0.5,42.9,0.0,0.1,40.0,0.0,0.0,0.0
Nerlens Noel,OKC,25,1.6,2.3,70.6,0.2,0.6,39.1,0.2,0.4,39.4,0.1,0.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Young,DEN,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,1.3,40.0,0.3,0.8,33.3
Nicolas Batum,CHA,30,1.1,1.7,62.8,0.2,0.4,50.0,0.2,0.5,38.2,0.3,0.7,38.8,0.9,2.0,45.3,0.7,2.2,33.7
Nik Stauskas,CLE,25,0.5,1.2,46.3,0.0,0.1,22.2,0.2,0.4,48.0,0.2,0.4,52.0,0.4,1.3,30.8,0.6,1.5,41.2
Nikola Jokic,DEN,24,4.3,6.9,63.2,1.3,2.5,51.5,0.6,1.1,51.6,0.4,0.9,43.5,0.5,1.5,30.9,0.6,2.1,30.3
Nikola Mirotic,MIL,28,1.8,2.8,63.8,0.3,0.5,57.1,0.2,0.5,41.7,0.2,0.7,30.3,0.9,2.4,35.7,1.8,4.8,37.9
