PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
AJ Price,IND,25,0.2,0.4,47.1,0.1,0.4,23.5,0.5,1.2,40.4,0.0,0.0,100,0.1,0.2,42.9,0.1,0.2,50.0,0.5,1.9,28.2
Aaron Gray,TOR,27,1.3,2.1,61.8,0.3,0.8,35.0,0.1,0.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Al Harrington,DEN,32,2.9,4.9,58.3,0.3,0.7,39.5,0.7,1.8,38.9,0.3,0.9,32.7,0.3,0.5,54.5,0.6,1.4,42.9,1.0,3.3,30.5
Al Horford,ATL,26,3.1,4.4,70.8,0.8,1.6,50.0,1.3,3.3,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Al Jefferson,UTA,27,3.1,4.8,65.0,2.5,5.3,47.4,2.8,7.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,25.0
Al-Farouq Aminu,NOH,21,1.3,2.5,53.3,0.3,0.9,31.1,0.5,1.4,32.6,0.0,0.2,10.0,0.1,0.1,42.9,0.1,0.3,33.3,0.1,0.5,30.0
Alan Anderson,TOR,29,0.8,1.3,63.6,0.2,0.8,23.1,0.8,2.7,30.4,0.3,0.5,50.0,0.3,0.7,36.4,0.6,1.2,50.0,1.0,2.6,38.6
Alec Burks,UTA,20,1.5,2.5,60.3,0.3,0.9,26.8,0.6,1.9,31.8,0.1,0.2,22.2,0.1,0.1,66.7,0.2,0.3,66.7,0.2,0.5,35.5
Alonzo Gee,CLE,25,2.1,3.8,56.1,0.2,1.2,16.2,0.6,1.6,36.9,0.2,0.5,32.1,0.1,0.5,25.0,0.3,1.0,30.0,0.4,1.3,34.6
Amar'e Stoudemire,NYK,29,4.1,6.0,67.3,0.8,2.5,31.1,1.8,4.9,36.1,0.0,0.0,0.0,0.0,0.1,16.7,0.0,0.1,0.0,0.1,0.3,33.3
Amir Johnson,TOR,25,2.1,3.0,70.7,0.4,0.8,46.9,0.6,1.5,37.9,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.1,0.0,0.0,0.0,0.0
Anderson Varejao,CLE,29,3.6,5.8,62.5,0.4,1.4,28.6,0.6,1.6,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.2,0.0
Andray Blatche,WAS,25,1.6,2.8,56.2,0.5,1.6,29.3,1.5,4.8,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.1,0.2,33.3
Andre Emmett,NJN,29,0.6,0.8,75.0,0.3,0.3,100,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Andre Iguodala,PHI,28,1.8,2.6,71.3,0.3,0.8,42.6,1.2,3.7,33.2,0.1,0.3,44.4,0.2,0.3,50.0,0.3,0.6,50.0,1.0,2.5,38.1
Andre Miller,DEN,36,2.0,3.3,60.2,0.6,1.6,36.1,0.8,2.1,37.1,0.0,0.2,10.0,0.0,0.1,22.2,0.0,0.3,0.0,0.2,0.8,25.9
Andrea Bargnani,TOR,26,1.9,3.2,59.0,0.9,2.1,43.8,2.8,6.6,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,3.6,30.1
Andres Nocioni,PHI,32,0.2,0.3,66.7,0.2,0.6,28.6,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,20.0
Andrew Bogut,MIL,27,3.2,4.7,67.9,1.2,4.7,25.0,0.8,1.9,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Andrew Bynum,LAL,24,5.3,7.6,70.6,1.7,4.4,38.0,0.4,1.3,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,25.0
Andrew Goudelock,LAL,23,0.0,0.1,0.0,0.5,0.8,64.5,0.5,1.6,31.7,0.2,0.3,62.5,0.0,0.0,100,0.2,0.3,66.7,0.6,1.7,33.3
Andris Biedrins,GSW,26,0.7,0.9,73.2,0.2,0.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Antawn Jamison,CLE,36,2.5,4.2,60.5,1.2,3.1,39.2,1.4,4.7,28.7,0.1,0.2,42.9,0.2,0.4,35.7,0.3,0.6,50.0,1.2,3.5,33.3
Anthony Carter,TOR,37,0.3,0.4,75.0,0.1,0.2,75.0,0.1,1.1,12.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,38.5
Anthony Morrow,NJN,26,0.4,0.6,55.0,0.4,1.0,42.9,1.9,4.3,43.5,0.5,1.2,39.1,0.4,1.0,36.8,0.9,2.2,40.9,0.9,2.6,36.5
Anthony Parker,CLE,37,0.3,0.4,68.4,0.3,0.6,45.5,1.2,2.7,46.3,0.2,0.4,42.1,0.3,0.8,41.7,0.5,1.2,41.7,0.5,1.6,32.5
Anthony Randolph,MIN,22,1.8,2.9,62.9,0.3,1.0,25.0,0.7,2.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Anthony Tolliver,MIN,27,0.7,1.0,73.1,0.0,0.1,14.3,0.1,0.4,31.8,0.2,0.5,28.6,0.1,0.5,27.3,0.3,1.0,30.0,0.3,1.1,22.4
Armon Johnson,NJN,23,1.3,2.3,57.1,0.6,1.0,62.5,0.2,1.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.1,0.4,33.3
Arron Afflalo,DEN,26,2.1,3.3,64.9,0.7,1.8,36.8,1.1,2.6,41.5,0.5,1.2,38.9,0.4,0.6,55.3,0.9,1.8,50.0,0.6,1.8,35.5
Austin Daye,DET,24,0.5,0.8,62.5,0.2,0.6,33.3,0.8,2.7,29.4,0.1,0.4,20.0,0.0,0.2,20.0,0.1,0.6,16.7,0.3,1.2,21.3
Avery Bradley,BOS,21,1.8,2.7,64.2,0.1,0.5,17.2,1.0,2.3,42.5,0.0,0.2,18.2,0.4,0.6,72.0,0.4,0.8,50.0,0.0,0.3,11.1
Baron Davis,NYK,33,0.7,1.2,52.8,0.3,0.9,40.0,0.4,1.3,34.2,0.1,0.1,66.7,0.1,0.2,40.0,0.2,0.3,66.7,0.8,2.7,28.6
Ben Gordon,DET,29,0.7,1.4,47.2,0.4,0.9,44.9,2.2,5.0,43.9,0.2,0.5,45.5,0.1,0.3,35.7,0.3,0.8,37.5,0.9,2.1,43.2
Ben Uzoh,TOR,24,1.2,2.6,46.8,0.6,1.7,32.3,0.2,1.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Ben Wallace,DET,37,0.4,0.8,46.2,0.1,0.2,33.3,0.1,0.3,27.8,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Beno Udrih,MIL,29,0.6,1.3,50.7,0.4,0.7,51.2,1.2,2.6,44.5,0.0,0.2,12.5,0.1,0.3,28.6,0.1,0.5,20.0,0.2,0.6,30.6
Bismack Biyombo,CHA,19,1.5,2.6,57.7,0.4,1.2,35.9,0.1,0.6,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Blake Ahearn,UTA,28,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.8,33.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,1.0,50.0
Blake Griffin,LAC,23,5.9,8.1,72.3,1.0,2.6,37.2,1.6,4.5,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.2,20.0
Bobby Simmons,LAC,32,0.1,0.4,16.7,0.0,0.1,33.3,0.2,0.5,33.3,0.3,0.8,42.1,0.2,1.1,20.8,0.5,1.9,26.3,0.3,0.6,41.2
Boris Diaw,SAS,30,1.2,2.2,54.0,0.4,0.9,48.0,0.6,1.4,43.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-,0.5,1.7,31.3
Brad Miller,MIN,36,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.5,12.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.0,50.0
Brandan Wright,DAL,24,2.3,3.1,75.5,0.4,1.3,34.9,0.2,0.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Brandon Bass,BOS,27,1.5,2.8,51.5,0.3,1.1,31.7,3.3,6.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Brandon Jennings,MIL,22,2.7,5.0,54.5,1.0,2.4,40.4,1.4,3.6,39.2,0.1,0.5,25.0,0.2,0.5,42.4,0.3,1.0,30.0,1.6,4.8,33.3
Brandon Knight,DET,20,1.8,3.2,56.5,0.7,1.8,36.9,0.7,2.4,30.6,0.2,0.4,42.9,0.1,0.2,50.0,0.3,0.6,50.0,1.3,3.6,37.7
Brandon Rush,GSW,26,1.3,2.1,62.7,0.2,0.4,42.3,0.6,1.4,44.9,0.3,0.7,42.2,0.4,0.9,46.3,0.7,1.6,43.7,0.9,1.8,47.1
Brendan Haywood,DAL,32,1.8,2.7,66.0,0.3,1.2,24.2,0.1,0.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Brian Cardinal,DAL,35,0.1,0.1,100,0.0,0.0,0.0,0.0,0.1,33.3,0.2,0.5,40.0,0.2,0.8,22.2,0.4,1.3,30.8,0.0,0.5,9.5
Brian Cook,WAS,31,0.3,0.5,62.5,0.0,0.2,20.0,0.3,0.9,37.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,1.6,20.4
Brian Scalabrine,CHI,34,0.2,0.4,66.7,0.1,0.2,50.0,0.2,0.4,50.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.1,0.2,25.0
Brian Skinner,MEM,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Brook Lopez,NJN,24,4.0,6.2,64.5,2.0,4.8,41.7,1.6,4.4,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Byron Mullens,CHA,23,1.9,3.0,63.0,0.2,0.5,29.4,1.7,4.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.2,0.7,25.5
C.J. Watson,CHI,28,0.7,1.5,44.0,0.2,0.9,25.6,1.0,3.0,33.6,0.2,0.3,63.6,0.2,0.5,45.0,0.4,0.8,50.0,1.1,2.8,37.7
CJ Miles,UTA,25,1.4,2.4,58.5,0.4,1.3,32.4,0.5,1.9,26.4,0.1,0.4,25.0,0.1,0.4,33.3,0.2,0.8,25.0,0.7,2.1,31.9
Carl Landry,NOH,28,2.4,3.6,66.0,1.0,2.1,45.9,1.1,3.1,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Carldell Johnson,NOH,29,0.2,0.5,42.9,0.1,0.6,22.2,0.1,0.3,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,28.6
Carlos Boozer,CHI,30,2.9,4.3,67.3,1.0,2.0,51.5,2.9,6.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Carlos Delfino,MIL,29,1.1,2.0,54.1,0.1,0.4,42.1,0.5,1.6,33.7,0.3,1.0,33.3,0.3,0.8,38.5,0.6,1.8,33.3,1.0,2.7,35.6
Carmelo Anthony,NYK,28,3.5,6.0,58.5,0.5,1.7,27.1,2.8,7.2,38.9,0.1,0.2,40.0,0.1,0.3,21.4,0.2,0.5,40.0,1.1,3.3,34.1
Caron Butler,LAC,32,1.0,2.0,53.7,0.2,0.7,31.8,1.8,4.5,40.9,0.3,0.8,39.2,0.2,0.7,34.1,0.5,1.5,33.3,0.9,2.6,34.6
Cartier Martin,WAS,27,0.8,1.1,72.2,0.2,0.4,57.1,0.8,2.0,38.2,0.5,0.9,57.1,0.3,0.9,28.6,0.8,1.8,44.4,0.9,2.7,34.8
Chandler Parsons,HOU,23,2.3,3.8,61.3,0.2,0.9,25.9,0.5,1.3,36.6,0.2,0.5,46.7,0.3,0.7,39.5,0.5,1.2,41.7,0.5,1.8,28.4
Channing Frye,PHX,29,0.9,1.5,58.8,0.6,1.1,55.6,1.0,2.8,37.0,0.1,0.3,37.5,0.1,0.1,57.1,0.2,0.4,50.0,1.3,3.8,33.8
Charles Jenkins,GSW,23,0.7,1.5,49.3,0.2,0.6,34.4,1.6,3.4,48.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,18.8
Charlie Villanueva,DET,27,1.2,2.0,58.3,0.2,0.9,20.0,0.3,0.9,33.3,0.1,0.9,14.3,0.1,0.3,50.0,0.2,1.2,16.7,1.1,3.0,36.1
Chase Budinger,HOU,24,1.3,2.0,64.9,0.3,0.9,29.6,0.5,1.4,35.7,0.4,0.9,47.7,0.6,1.1,49.1,1.0,2.0,50.0,0.7,2.1,33.6
Chauncey Billups,LAC,35,0.6,1.5,37.9,0.2,0.8,26.7,1.0,3.0,33.9,0.3,0.8,40.0,0.1,0.5,25.0,0.4,1.3,30.8,2.0,5.1,39.6
Chris Andersen,DEN,33,1.5,2.4,62.8,0.1,0.2,42.9,0.2,0.7,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Chris Bosh,MIA,28,3.1,4.8,64.8,0.9,2.5,38.0,2.7,6.3,42.6,0.0,0.1,25.0,0.1,0.2,37.5,0.1,0.3,33.3,0.1,0.3,27.8
Chris Duhon,ORL,29,0.3,0.6,53.8,0.0,0.3,18.8,0.2,0.5,37.9,0.2,0.3,56.3,0.1,0.2,42.9,0.3,0.5,60.0,0.6,1.5,40.0
Chris Johnson,NOH,26,0.6,0.9,66.7,0.1,0.5,18.2,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Chris Kaman,NOH,30,1.9,3.9,50.0,1.2,2.9,40.1,2.6,5.9,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Chris Paul,LAC,27,2.0,3.0,65.7,1.5,3.5,43.5,2.3,4.8,47.4,0.1,0.2,57.1,0.1,0.3,40.0,0.2,0.5,40.0,1.1,3.0,35.7
Chris Singleton,WAS,22,0.6,1.1,52.7,0.1,0.3,22.7,0.4,1.3,31.5,0.1,0.3,35.3,0.2,0.4,39.1,0.3,0.7,42.9,0.4,1.3,33.3
Chris Wilcox,BOS,29,1.6,2.4,66.2,0.3,0.7,42.1,0.4,0.7,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Chris Wright,GSW,23,1.0,1.7,57.1,0.1,0.2,50.0,0.0,0.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Christian Eyenga,LAL,23,0.6,1.1,50.0,0.0,0.2,0.0,0.2,2.2,7.7,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.1,100
Chuck Hayes,SAC,29,0.9,1.9,47.1,0.4,1.0,40.7,0.1,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Cole Aldrich,OKC,23,0.7,1.1,66.7,0.3,0.8,31.3,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Corey Brewer,DEN,26,2.2,3.8,59.2,0.3,0.9,31.4,0.3,1.1,32.3,0.2,0.9,27.1,0.2,0.8,29.3,0.4,1.7,23.5,0.1,0.6,22.2
Corey Maggette,CHA,32,2.0,3.7,54.6,0.3,0.9,33.3,1.3,4.9,25.3,0.2,0.4,40.0,0.2,0.3,55.6,0.4,0.7,57.1,0.5,1.5,31.9
Cory Higgins,CHA,23,0.5,1.3,38.0,0.2,0.9,22.6,0.6,1.6,37.3,0.1,0.1,50.0,0.1,0.2,33.3,0.2,0.3,66.7,0.1,0.4,13.3
Cory Joseph,SAS,20,0.2,0.6,37.5,0.1,0.4,18.2,0.4,1.1,39.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.4,30.0
Courtney Fortson,HOU,24,0.7,1.5,46.7,0.0,0.3,0.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.3,1.4,23.1
Courtney Lee,HOU,26,1.3,2.2,58.1,0.4,1.0,36.7,1.2,3.0,38.5,0.5,1.1,45.9,0.4,0.8,52.4,0.9,1.9,47.4,0.6,1.9,32.7
Craig Brackins,PHI,24,0.2,0.3,75.0,0.0,0.1,0.0,0.2,1.4,15.8,0.3,0.3,100,0.2,0.2,100,0.5,0.5,100,0.1,0.7,14.3
Craig Smith,POR,28,0.9,1.4,61.8,0.3,0.9,40.0,0.0,0.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
D.J. Augustin,CHA,24,1.5,3.2,47.4,0.3,1.3,20.6,0.8,1.9,39.6,0.1,0.3,42.9,0.1,0.2,27.3,0.2,0.5,40.0,1.1,3.2,34.2
D.J. Kennedy,CLE,22,0.5,1.0,50.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,66.7
DJ White,CHA,25,1.0,1.6,66.7,0.3,0.9,37.0,1.6,3.6,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,100
DaJuan Summers,NOH,24,0.7,1.3,55.0,0.0,0.1,0.0,0.9,2.0,42.9,0.2,0.7,33.3,0.2,0.4,50.0,0.4,1.1,36.4,0.1,0.4,16.7
Daequan Cook,OKC,25,0.1,0.2,55.6,0.1,0.1,50.0,0.4,0.9,42.0,0.4,1.0,38.6,0.3,0.9,35.7,0.7,1.9,36.8,0.8,2.5,33.1
Dahntay Jones,IND,31,0.8,1.5,56.7,0.2,0.5,28.6,0.3,1.1,23.6,0.3,0.9,40.0,0.2,0.4,40.0,0.5,1.3,38.5,0.1,0.3,56.3
Damien Wilkins,DET,32,0.6,0.9,64.7,0.2,0.4,42.3,0.4,1.6,26.9,0.0,0.1,25.0,0.1,0.2,28.6,0.1,0.3,33.3,0.1,0.2,36.4
Damion James,NJN,24,0.7,1.4,50.0,0.3,1.4,20.0,0.9,2.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Dan Gadzuric,NYK,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,-,0.0,0.0,0.0
Daniel Gibson,CLE,26,0.4,0.8,55.6,0.1,0.7,20.8,0.3,1.7,20.7,0.3,0.9,34.6,0.2,0.3,50.0,0.5,1.2,41.7,1.2,2.9,40.2
Daniel Orton,ORL,21,1.1,1.7,61.5,0.0,0.1,0.0,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Danilo Gallinari,DEN,23,2.1,3.7,56.3,0.3,0.9,35.1,0.7,2.0,35.2,0.2,0.4,43.8,0.1,0.5,21.1,0.3,0.9,33.3,1.1,3.4,33.6
Danny Granger,IND,29,1.9,3.6,52.0,0.9,2.2,39.3,1.6,4.2,38.2,0.2,0.7,27.8,0.2,0.6,34.2,0.4,1.3,30.8,1.6,4.0,40.3
Danny Green,SAS,25,1.0,1.9,54.4,0.2,0.7,27.1,0.4,1.1,40.0,0.4,0.9,46.2,0.4,0.8,46.3,0.8,1.7,47.1,0.9,2.1,42.4
Dante Cunningham,MEM,25,1.4,1.8,76.7,0.2,0.4,38.5,0.7,2.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
