PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
Andrea Bargnani,TOR,24,80,39,41,35.0,71.6,28.4,60.5,25.4,26.4,10.9,13.2,13.8,35.0,68.8,31.3,98.3,1.7,75.4,24.6
Andrei Kirilenko,UTA,29,58,37,21,29.0,81.5,18.5,63.4,16.9,11.3,17.7,25.3,21.5,46.5,72.9,27.1,100,0.0,75.8,24.2
Andres Nocioni,SAC,30,75,22,53,19.7,57.6,42.4,43.5,15.1,45.4,13.5,11.2,11.2,28.3,52.9,47.1,99.0,1.0,71.8,28.2
Andrew Bogut,MIL,25,69,40,29,32.3,99.8,0.2,86.4,8.6,0.0,3.7,13.6,13.0,77.8,52.4,47.6,0.0,0.0,52.4,47.6
Andrew Bynum,LAL,22,65,47,18,30.4,99.9,0.1,80.2,5.9,0.0,8.2,19.8,12.2,74.3,58.7,41.3,0.0,0.0,58.7,41.3
Andris Biedrins,GSW,24,33,10,23,23.1,100,0.0,97.6,1.2,0.0,3.6,2.4,8.4,96.4,70.4,29.6,0.0,0.0,70.4,29.6
Antawn Jamison,CLE,34,66,32,34,36.5,76.2,23.8,63.6,18.3,20.6,8.7,15.7,11.9,45.3,69.7,30.3,100,0.0,75.1,24.9
Anthony Carter,DEN,35,54,32,22,15.9,65.2,34.8,65.6,22.2,28.3,18.9,6.1,20.6,43.3,55.9,44.1,100,0.0,65.8,34.2
Anthony Johnson,ORL,35,31,25,6,13.1,64.9,35.1,55.4,26.2,30.0,6.2,14.6,9.2,29.2,19.4,80.6,92.3,7.7,38.8,61.2
Anthony Morrow,GSW,24,69,24,45,29.2,56.3,43.7,42.0,20.9,46.7,21.1,11.2,18.9,21.1,43.4,56.6,95.7,4.3,65.7,34.3
Anthony Parker,CLE,35,81,61,20,28.3,45.1,54.9,32.9,17.1,54.5,11.1,12.6,11.6,15.8,74.5,25.5,97.2,2.8,86.4,13.6
Anthony Randolph,GSW,20,33,11,22,22.7,98.4,1.6,70.8,20.8,0.8,18.5,28.4,20.6,50.0,57.4,42.6,100,0.0,57.7,42.3
Anthony Tolliver,GSW,25,46,17,29,31.0,66.1,33.9,53.1,18.2,27.8,11.7,19.1,18.9,34.9,79.7,20.3,100,0.0,85.0,15.0
Antoine Wright,TOR,26,67,32,35,20.8,56.6,43.4,47.8,17.9,40.0,18.2,12.2,12.6,29.9,36.5,63.5,89.7,10.3,55.6,44.4
Antonio Anderson,OKC,25,1,0,1,14.6,100,0.0,100,100,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0
Antonio McDyess,SAS,35,77,46,31,21.0,99.5,0.5,91.9,59.6,0.0,6.1,8.1,13.9,32.3,85.4,14.6,0.0,0.0,85.4,14.6
Arron Afflalo,DEN,24,82,53,29,27.1,57.4,42.6,45.3,17.7,44.8,16.9,9.9,20.3,27.6,54.3,45.7,97.2,2.8,71.3,28.7
Austin Daye,DET,22,69,22,47,13.3,67.8,32.2,61.9,28.7,24.9,12.3,13.2,17.8,33.2,58.3,41.7,93.1,6.9,65.7,34.3
Baron Davis,LAC,31,75,27,48,33.6,70.8,29.2,57.6,17.3,21.5,23.3,20.9,14.3,40.3,18.8,81.2,40.2,59.8,23.1,76.9
Ben Gordon,DET,27,62,18,44,27.9,66.5,33.5,50.5,29.5,26.3,11.3,23.2,20.4,21.1,35.2,64.8,78.7,21.3,46.4,53.6
Ben Wallace,DET,35,69,25,44,28.6,99.3,0.7,82.9,3.7,0.0,5.5,17.1,20.2,79.3,59.5,40.5,0.0,0.0,59.5,40.5
Beno Udrih,SAC,27,79,24,55,31.3,76.3,23.7,66.5,30.7,22.0,16.2,11.5,17.2,35.8,33.5,66.5,78.7,21.3,41.7,58.3
Bobby Brown,LAC,25,45,14,31,11.5,58.6,41.4,57.7,20.5,36.3,20.0,6.0,19.1,37.2,29.0,71.0,80.8,19.2,44.3,55.7
Bobby Simmons,NJN,30,23,2,21,17.2,46.2,53.8,36.1,16.4,49.2,10.7,14.8,20.5,19.7,50.0,50.0,100,0.0,73.8,26.2
Boris Diaw,CHA,28,82,44,38,35.4,73.4,26.6,66.4,14.3,21.4,8.8,12.2,14.5,52.1,69.1,30.9,100,0.0,74.5,25.5
Brad Miller,CHI,34,82,41,41,23.8,77.3,22.7,59.2,21.4,15.4,4.9,25.3,10.4,37.8,63.8,36.2,100,0.0,69.2,30.8
Brandon Bass,ORL,25,50,38,12,13.0,100,0.0,82.1,31.0,0.0,9.7,17.9,17.2,51.0,51.3,48.7,0.0,0.0,51.3,48.7
Brandon Jennings,MIL,20,82,46,36,32.6,68.1,31.9,48.2,21.1,34.3,13.1,17.6,17.9,27.1,19.0,81.0,61.4,38.6,32.6,67.4
Brandon Roy,POR,25,65,42,23,37.2,78.7,21.3,59.8,25.5,15.7,3.3,24.5,14.8,34.3,26.3,73.7,82.2,17.8,34.6,65.4
Brandon Rush,IND,24,82,32,50,30.4,57.0,43.0,44.7,18.3,48.1,8.9,7.2,15.4,26.4,52.6,47.4,99.2,0.8,72.1,27.9
Brendan Haywood,DAL,30,77,37,40,30.6,99.8,0.2,78.4,3.1,0.0,8.0,21.6,9.7,75.3,58.3,41.7,0.0,0.0,58.3,41.7
Brian Cardinal,MIN,33,29,4,25,9.2,75.0,25.0,45.8,25.0,18.8,16.7,35.4,6.3,20.8,72.7,27.3,100,0.0,78.6,21.4
Brian Cook,HOU,29,15,6,9,3.0,60.9,39.1,47.6,0.0,28.6,9.5,23.8,0.0,47.6,60.0,40.0,100,0.0,71.4,28.6
Brian Scalabrine,BOS,32,52,32,20,9.1,42.4,57.6,33.3,15.4,61.5,2.6,5.1,12.8,17.9,92.3,7.7,100,0.0,96.6,3.4
Brian Skinner,LAC,34,16,5,11,7.7,100,0.0,76.9,30.8,0.0,0.0,23.1,0.0,46.2,70.0,30.0,0.0,0.0,70.0,30.0
Brook Lopez,NJN,22,82,12,70,36.9,99.8,0.2,73.0,13.9,0.0,8.0,27.0,13.6,59.1,56.8,43.2,0.0,0.0,56.8,43.2
Byron Mullens,OKC,21,13,10,3,4.2,100,0.0,100,42.9,0.0,0.0,0.0,14.3,57.1,71.4,28.6,0.0,0.0,71.4,28.6
C.J. Watson,GSW,26,65,18,47,27.5,72.5,27.5,60.6,29.7,20.2,30.6,19.2,26.2,30.9,45.5,54.5,93.3,6.7,54.3,45.7
CJ Miles,UTA,23,63,42,21,23.8,61.4,38.6,53.7,17.4,35.7,17.5,10.6,20.4,36.3,59.3,40.7,91.9,8.1,69.3,30.7
Carl Landry,SAC,26,80,34,46,30.9,99.7,0.3,74.2,19.5,0.2,9.0,25.6,14.3,54.7,56.2,43.8,100,0.0,56.3,43.7
Carlos Arroyo,MIA,30,72,43,29,22.0,93.3,6.7,77.9,62.4,4.8,9.1,17.3,14.6,15.5,36.8,63.2,71.4,28.6,38.2,61.8
Carlos Boozer,UTA,28,78,50,28,34.3,100,0.0,81.2,19.2,0.0,8.2,18.8,13.7,62.0,74.2,25.8,0.0,0.0,74.2,25.8
Carlos Delfino,MIL,27,75,42,33,30.4,50.1,49.9,40.0,15.3,48.7,9.3,11.3,17.9,24.7,55.8,44.2,93.3,6.7,72.6,27.4
Carmelo Anthony,DEN,26,69,45,24,38.2,87.5,12.5,64.7,26.1,9.1,11.5,26.1,16.6,38.6,37.5,62.5,84.7,15.3,41.6,58.4
Caron Butler,DAL,30,74,35,39,37.6,86.2,13.8,67.7,39.1,10.4,14.7,21.9,15.2,28.5,48.8,51.2,66.7,33.3,50.4,49.6
Cartier Martin,WAS,25,18,5,13,21.7,64.0,36.0,46.8,17.0,36.2,8.5,17.0,11.3,29.8,33.3,66.7,88.2,11.8,52.0,48.0
Cedric Jackson,WAS,24,12,11,1,6.2,70.0,30.0,50.0,0.0,15.0,20.0,35.0,5.0,50.0,0.0,100,0.0,100,0.0,100
Channing Frye,PHX,27,81,54,27,27.0,44.2,55.8,32.1,16.6,57.1,7.5,10.8,11.4,15.5,69.0,31.0,96.5,3.5,83.9,16.1
Charlie Bell,MIL,31,71,37,34,22.7,54.9,45.1,41.8,23.1,47.7,18.3,10.5,18.3,18.7,61.5,38.5,94.5,5.5,75.7,24.3
Charlie Villanueva,DET,25,78,27,51,23.7,65.9,34.1,56.7,19.8,31.9,7.3,11.4,17.5,36.9,51.9,48.1,96.0,4.0,63.9,36.1
Chase Budinger,HOU,22,74,38,36,20.1,55.9,44.1,47.8,14.9,42.0,20.5,10.2,16.6,32.9,76.4,23.6,94.6,5.4,83.1,16.9
Chauncey Billups,DEN,33,73,50,23,34.1,57.7,42.3,34.3,15.1,33.0,15.4,32.7,14.4,19.2,26.9,73.1,52.9,47.1,37.1,62.9
Chris Andersen,DEN,31,76,49,27,22.3,98.8,1.2,63.4,6.7,0.0,5.6,36.6,13.4,56.7,71.1,28.9,0.0,0.0,71.1,28.9
Chris Bosh,TOR,26,70,35,35,36.1,98.1,1.9,70.6,25.3,1.4,7.7,28.0,12.0,45.3,49.3,50.7,87.5,12.5,49.8,50.2
Chris Douglas-Roberts,NJN,23,67,12,55,25.8,90.6,9.4,73.4,23.4,6.4,21.8,20.2,21.9,49.9,53.9,46.1,78.6,21.4,55.3,44.7
Chris Duhon,NYK,27,67,25,42,30.9,42.8,57.2,31.6,7.7,54.7,8.9,13.8,13.6,23.9,25.6,74.4,70.0,30.0,49.4,50.6
Chris Hunter,GSW,25,60,19,41,13.0,98.2,1.8,80.7,19.3,0.0,3.0,19.3,16.7,61.5,69.7,30.3,0.0,0.0,69.7,30.3
Chris Kaman,LAC,28,76,29,47,34.3,99.5,0.5,83.7,30.5,0.0,4.1,16.3,11.4,53.1,70.5,29.5,0.0,0.0,70.5,29.5
Chris Paul,NOH,25,45,23,22,38.1,80.1,19.9,62.3,30.2,18.5,15.0,19.1,15.8,32.1,6.9,93.1,40.4,59.6,12.4,87.6
Chris Quinn,NJN,26,25,4,21,8.9,42.9,57.1,35.7,14.3,53.6,7.1,10.7,10.7,21.4,30.0,70.0,80.0,20.0,55.0,45.0
Chris Richard,CHI,25,18,7,11,12.4,100,0.0,81.1,0.0,0.0,10.8,18.9,8.1,81.1,66.7,33.3,0.0,0.0,66.7,33.3
Chris Wilcox,DET,27,34,9,25,13.0,100,0.0,82.9,10.5,0.0,17.1,17.1,9.2,72.4,65.1,34.9,0.0,0.0,65.1,34.9
Chuck Hayes,HOU,27,82,42,40,21.6,100,0.0,89.9,0.0,0.0,5.3,10.1,12.0,89.9,58.4,41.6,0.0,0.0,58.4,41.6
Chucky Atkins,DET,35,40,15,25,16.1,53.5,46.5,43.5,23.6,41.0,16.8,15.5,14.9,19.9,31.4,68.6,81.8,18.2,50.9,49.1
Coby Karl,GSW,27,7,2,5,16.2,65.6,34.4,64.3,0.0,21.4,35.7,14.3,21.4,64.3,44.4,55.6,100,0.0,54.5,45.5
Corey Brewer,MIN,24,82,15,67,30.3,75.0,25.0,61.4,19.1,23.1,26.5,15.6,21.3,42.2,58.4,41.6,96.3,3.7,66.0,34.0
Corey Maggette,GSW,30,70,21,49,29.7,94.4,5.6,64.0,22.9,2.8,24.6,33.2,19.3,41.1,57.7,42.3,100,0.0,58.9,41.1
Courtney Lee,NJN,24,71,11,60,33.5,71.0,29.0,59.2,25.3,25.8,19.2,15.0,19.1,33.9,49.2,50.8,97.4,2.6,60.1,39.9
Craig Smith,LAC,26,75,25,50,16.4,98.7,1.3,76.9,4.1,0.5,8.2,22.6,15.4,72.8,65.8,34.2,100,0.0,65.9,34.1
D.J. Augustin,CHA,22,80,43,37,18.4,59.1,40.9,38.6,13.0,41.3,13.0,20.1,19.9,25.6,28.6,71.4,82.9,17.1,51.2,48.8
DJ Mbenga,LAL,29,49,33,16,7.2,100,0.0,91.4,24.8,0.0,11.4,8.6,17.1,66.7,56.3,43.8,0.0,0.0,56.3,43.8
DJ White,OKC,23,12,5,7,8.5,100,0.0,84.7,57.6,0.0,3.4,15.3,16.9,27.1,64.0,36.0,0.0,0.0,64.0,36.0
DaJuan Summers,DET,22,44,13,31,9.2,67.7,32.3,46.3,14.9,33.6,18.7,20.1,17.9,31.3,64.5,35.5,93.3,6.7,73.9,26.1
Daequan Cook,MIA,23,45,23,22,15.4,50.2,49.8,36.8,21.5,53.8,9.0,9.4,13.9,15.2,56.1,43.9,82.5,17.5,69.1,30.9
Dahntay Jones,IND,29,76,28,48,24.9,94.9,5.1,72.9,27.3,1.5,16.8,25.5,20.6,45.6,49.1,50.9,100,0.0,49.8,50.2
Damien Wilkins,MIN,30,80,14,66,19.8,84.0,16.0,65.2,25.7,12.0,21.7,22.8,16.4,39.5,53.7,46.3,72.2,27.8,55.8,44.2
Dan Gadzuric,MIL,32,32,16,16,9.8,100,0.0,88.6,13.6,0.0,8.0,11.4,18.2,75.0,53.8,46.2,0.0,0.0,53.8,46.2
Daniel Gibson,CLE,24,56,42,14,19.1,44.4,55.6,30.4,16.3,60.0,10.7,9.6,10.1,14.1,55.6,44.4,94.4,5.6,77.6,22.4
Danilo Gallinari,NYK,21,81,28,53,33.9,47.4,52.6,33.7,14.4,45.7,6.5,20.6,14.1,19.3,44.7,55.3,89.8,10.2,66.1,33.9
Danny Granger,IND,27,62,25,37,36.7,61.5,38.5,44.1,15.2,31.7,14.8,24.2,15.6,28.9,37.6,62.4,90.5,9.5,54.7,45.3
Danny Green,CLE,23,20,14,6,5.7,43.6,56.4,45.0,10.0,45.0,7.5,10.0,7.5,35.0,55.6,44.4,83.3,16.7,66.7,33.3
Dante Cunningham,POR,23,63,37,26,11.2,99.1,0.9,87.2,55.1,0.0,10.3,12.8,17.7,32.1,86.8,13.2,0.0,0.0,86.8,13.2
Darius Songaila,NOH,32,75,34,41,18.8,98.8,1.2,88.4,43.8,0.6,7.2,11.0,10.3,44.6,80.8,19.2,100,0.0,80.9,19.1
Darko Milicic,MIN,25,32,3,29,21.4,99.5,0.5,93.0,22.3,0.0,2.3,7.0,6.0,70.7,50.0,50.0,0.0,0.0,50.0,50.0
Darnell Jackson,MIL,24,28,25,3,4.4,86.7,13.3,69.6,0.0,13.0,0.0,17.4,8.7,69.6,50.0,50.0,100,0.0,55.6,44.4
Darrell Arthur,MEM,22,32,14,18,14.3,99.3,0.7,88.1,28.0,0.0,12.6,11.9,14.0,60.1,66.7,33.3,0.0,0.0,66.7,33.3
Darren Collison,NOH,22,76,34,42,27.8,85.4,14.6,69.8,28.3,14.6,25.5,15.6,20.7,41.4,27.6,72.4,67.4,32.6,32.4,67.6
David Andersen,HOU,30,63,33,30,14.1,77.1,22.9,65.4,33.2,22.1,5.7,12.5,10.4,32.2,65.8,34.2,96.3,3.7,71.4,28.6
David Lee,NYK,27,81,28,53,37.3,99.4,0.6,83.7,26.8,0.0,6.7,16.3,14.3,56.8,63.8,36.2,0.0,0.0,63.8,36.2
David West,NOH,29,81,37,44,36.4,97.8,2.2,79.4,29.6,1.4,5.4,19.2,11.7,49.8,56.5,43.5,100,0.0,57.0,43.0
DeAndre Jordan,LAC,21,70,23,47,16.2,99.2,0.8,85.7,1.2,0.0,9.2,14.3,15.8,84.5,66.0,34.0,0.0,0.0,66.0,34.0
DeJuan Blair,SAS,21,82,50,32,18.2,99.6,0.4,86.2,5.0,0.0,5.3,13.8,15.5,81.2,59.6,40.4,0.0,0.0,59.6,40.4
DeMar DeRozan,TOR,20,77,36,41,21.6,96.9,3.1,75.8,22.1,1.8,25.5,22.4,19.0,53.8,67.3,32.7,100,0.0,67.8,32.2
DeMarre Carroll,MEM,23,71,34,37,11.2,97.3,2.7,84.2,42.1,0.0,17.7,15.8,21.5,42.1,65.9,34.1,0.0,0.0,65.9,34.1
DeSagana Diop,CHA,28,27,14,13,9.7,100,0.0,93.8,0.0,0.0,3.1,6.3,6.3,93.8,60.0,40.0,0.0,0.0,60.0,40.0
DeShawn Stevenson,DAL,29,64,31,33,13.8,46.6,53.4,39.7,23.5,41.9,9.6,18.4,15.4,16.2,66.7,33.3,94.7,5.3,78.3,21.7
Delonte West,CLE,26,60,42,18,25.0,82.3,17.7,64.0,24.6,14.2,12.5,21.8,21.0,39.4,33.1,66.9,80.0,20.0,39.2,60.8
Derek Fisher,LAL,35,82,57,25,27.2,59.9,40.1,43.6,30.9,38.0,10.7,18.4,17.1,12.7,53.0,47.0,91.0,9.0,67.0,33.0
Deron Williams,UTA,26,76,50,26,36.9,75.4,24.6,56.1,21.0,20.3,18.4,23.6,15.4,35.1,45.5,54.5,52.1,47.9,46.8,53.2
Derrick Brown,CHA,22,57,34,23,9.4,95.2,4.8,71.0,9.7,3.2,24.7,25.8,36.6,61.3,66.7,33.3,100,0.0,67.6,32.4
Derrick Rose,CHI,21,78,41,37,36.8,95.6,4.4,81.0,35.6,3.0,18.0,16.0,14.0,45.5,30.9,69.1,56.3,43.8,31.5,68.5
Desmond Mason,SAC,32,5,1,4,13.1,100,0.0,76.9,15.4,0.0,7.7,23.1,7.7,61.5,80.0,20.0,0.0,0.0,80.0,20.0
Devean George,GSW,32,45,13,32,16.9,40.3,59.7,33.9,18.2,59.5,21.9,6.6,14.0,15.7,56.1,43.9,93.8,6.3,76.4,23.6
Devin Brown,CHI,31,50,26,24,21.2,54.6,45.4,39.1,7.0,43.6,25.3,17.3,21.3,32.1,55.1,44.9,86.2,13.8,68.4,31.6
Devin Harris,NJN,27,64,11,53,34.7,75.5,24.5,54.8,18.0,16.7,22.5,28.5,14.2,36.9,21.6,78.4,81.7,18.3,31.7,68.3
Dirk Nowitzki,DAL,32,81,54,27,37.5,91.9,8.1,66.0,42.9,7.5,8.9,26.4,13.6,23.1,58.7,41.3,98.0,2.0,61.5,38.5
Dominic McGuire,SAC,24,51,12,39,6.0,100,0.0,100,36.8,0.0,0.0,0.0,26.3,63.2,47.4,52.6,0.0,0.0,47.4,52.6
Donte Greene,SAC,22,76,22,54,21.4,66.9,33.1,54.1,16.4,32.0,14.8,13.9,17.6,37.7,54.3,45.7,98.6,1.4,66.8,33.2
Dorell Wright,MIA,24,72,40,32,20.8,62.5,37.5,52.2,18.0,35.9,16.5,12.0,22.7,34.1,57.1,42.9,98.4,1.6,70.1,29.9
Drew Gooden,LAC,28,70,33,37,25.1,98.7,1.3,75.2,19.7,0.4,5.9,24.4,12.6,55.6,54.7,45.3,100,0.0,54.9,45.1
Dwayne Jones,PHX,27,2,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,ORL,24,82,59,23,34.7,99.2,0.8,67.9,2.8,0.0,5.4,32.1,13.6,65.1,49.6,50.4,0.0,0.0,49.6,50.4
Dwyane Wade,MIA,28,77,45,32,36.3,83.9,16.1,63.2,18.9,10.7,17.1,26.1,18.2,44.3,27.9,72.1,26.0,74.0,27.7,72.3
Earl Barron,NYK,28,7,3,4,33.1,100,0.0,73.2,34.1,0.0,4.9,26.8,4.9,39.0,83.3,16.7,0.0,0.0,83.3,16.7
Earl Boykins,WAS,34,67,22,45,16.7,85.1,14.9,69.5,39.1,13.0,15.0,17.5,17.7,30.5,17.0,83.0,73.7,26.3,23.3,76.7
Earl Clark,PHX,22,51,36,15,7.5,96.7,3.3,77.1,38.6,4.3,5.7,18.6,11.4,38.6,57.4,42.6,100,0.0,58.9,41.1
Earl Watson,IND,31,79,31,48,29.4,64.9,35.1,54.9,9.0,25.7,22.6,19.4,14.9,45.9,27.1,72.9,86.8,13.2,41.3,58.7
Eddie House,NYK,32,68,37,31,17.9,50.1,49.9,39.7,31.7,50.1,11.6,10.1,18.2,8.0,68.1,31.9,87.3,12.7,76.9,23.1
Eddy Curry,NYK,27,7,3,4,8.9,100,0.0,61.5,7.7,0.0,0.0,38.5,26.9,53.8,37.5,62.5,0.0,0.0,37.5,62.5
Eduardo Najera,DAL,33,46,24,22,14.9,56.2,43.8,54.8,11.5,36.3,13.4,8.9,18.5,43.3,76.7,23.3,94.7,5.3,82.3,17.7
Elton Brand,PHI,31,76,27,49,30.2,99.9,0.1,82.7,33.7,0.0,11.1,17.3,14.7,49.0,56.6,43.4,0.0,0.0,56.6,43.4
Emeka Okafor,NOH,27,82,37,45,28.9,100,0.0,81.9,7.5,0.0,6.0,18.1,11.9,74.4,67.5,32.5,0.0,0.0,67.5,32.5
Eric Gordon,LAC,21,62,23,39,36.0,59.1,40.9,44.6,8.4,34.2,22.0,21.2,15.5,36.2,52.8,47.2,89.9,10.1,65.3,34.7
Eric Maynor,OKC,23,81,53,28,15.7,80.7,19.3,69.1,19.4,17.3,16.0,13.6,13.1,49.7,14.4,85.6,81.8,18.2,24.0,76.0
Erick Dampier,DAL,34,55,32,23,23.3,98.6,1.4,80.5,1.8,0.9,9.8,18.6,14.0,78.7,64.4,35.6,100,0.0,64.7,35.3
Ersan Ilyasova,MIL,23,81,46,35,23.4,66.9,33.1,57.6,21.2,28.9,9.6,13.5,16.0,36.4,69.0,31.0,98.8,1.2,76.5,23.5
Etan Thomas,OKC,32,23,13,10,13.9,100,0.0,82.7,2.7,0.0,5.3,17.3,22.7,80.0,64.5,35.5,0.0,0.0,64.5,35.5
Fabricio Oberto,WAS,35,57,18,39,11.4,100,0.0,84.3,7.2,0.0,4.8,15.7,15.7,77.1,94.3,5.7,0.0,0.0,94.3,5.7
Flip Murray,CHI,30,75,37,38,22.3,67.6,32.4,53.4,22.5,27.7,20.6,18.9,17.8,30.8,44.7,55.3,75.4,24.6,52.6,47.4
Francisco Elson,PHI,34,12,4,8,5.5,100,0.0,83.3,50.0,0.0,0.0,16.7,16.7,33.3,40.0,60.0,0.0,0.0,40.0,60.0
Francisco Garcia,SAC,28,25,7,18,23.0,66.5,33.5,58.4,33.7,34.2,18.3,7.4,20.3,24.8,74.6,25.4,91.3,8.7,79.3,20.7
Garrett Temple,SAS,24,27,12,15,12.4,63.4,36.6,45.6,8.8,28.7,26.5,25.7,19.1,36.8,22.6,77.4,100,0.0,45.5,54.5
George Hill,SAS,24,78,48,30,29.2,74.5,25.5,57.7,19.1,23.3,20.1,19.0,18.2,38.6,40.6,59.4,96.0,4.0,52.4,47.6
Gerald Henderson,CHA,22,43,27,16,8.3,81.7,18.3,58.4,19.5,10.6,30.1,31.0,17.7,38.9,63.6,36.4,100,0.0,67.6,32.4
Gerald Wallace,CHA,27,76,41,35,41.0,85.2,14.8,58.3,8.8,11.3,23.1,30.4,24.5,49.5,56.7,43.3,98.1,1.9,61.4,38.6
Gilbert Arenas,WAS,28,32,11,21,36.5,70.6,29.4,52.6,25.8,26.2,17.5,21.2,17.3,26.9,16.3,83.7,50.8,49.2,24.9,75.1
Glen Davis,BOS,24,54,28,26,17.3,98.6,1.4,71.8,15.3,0.0,6.8,28.2,20.0,56.5,68.0,32.0,0.0,0.0,68.0,32.0
Goran Dragic,PHX,24,80,53,27,18.0,61.7,38.3,46.6,12.9,35.0,19.4,18.4,16.1,33.7,26.4,73.6,66.2,33.8,39.6,60.4
Grant Hill,PHX,37,81,54,27,30.0,88.6,11.4,66.0,28.1,11.5,26.9,22.5,14.1,37.9,55.5,44.5,100,0.0,60.1,39.9
Greg Oden,POR,22,21,13,8,23.9,100,0.0,79.0,4.3,0.0,3.9,21.0,10.7,74.7,54.3,45.7,0.0,0.0,54.3,45.7
Hakim Warrick,CHI,27,76,36,40,20.5,98.7,1.3,72.0,23.2,0.4,13.5,27.6,16.5,48.8,62.1,37.9,100,0.0,62.3,37.7
Hamed Haddadi,MEM,25,36,18,18,6.7,95.2,4.8,77.4,9.7,0.0,0.0,22.6,8.1,67.7,41.7,58.3,0.0,0.0,41.7,58.3
Hasheem Thabeet,MEM,23,68,32,36,13.0,100,0.0,74.0,3.8,0.0,12.5,26.0,10.6,70.2,58.4,41.6,0.0,0.0,58.4,41.6
