PLAYER,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
Jonathan Isaac,27,11,16,20,94.1,101.1,-7.0,9.0,3.3,16.0,9.9,13.4,15.5,100.10
Jonathon Simmons,69,21,48,29,103.8,110.9,-7.2,14.4,3.3,9.8,6.5,12.3,22.0,100.34
Jordan Bell,57,43,14,14,115.0,103.0,11.9,28.5,9.1,18.1,14.1,14.3,13.9,101.57
Jordan Clarkson,81,40,41,23,104.4,105.3,-0.8,15.9,3.3,9.2,6.3,9.2,26.4,101.81
Jordan Crawford,5,3,2,11,114.0,128.6,-14.7,28.6,3.8,4.1,4.0,11.0,24.1,107.27
Jordan Mickey,23,15,8,12,102.6,109.2,-6.5,7.7,7.6,25.3,16.6,15.3,17.6,94.64
Jose Calderon,57,33,24,16,111.8,108.7,3.1,32.8,1.8,8.7,5.3,11.5,12.1,96.71
Josh Gray,5,0,5,17,81.6,118.2,-36.7,18.5,1.9,11.9,5.8,10.8,25.2,105.37
Josh Hart,63,27,36,23,105.8,107.6,-1.9,14.7,3.2,16.0,9.7,8.7,13.7,101.00
Josh Huestis,69,43,26,14,109.2,102.6,6.5,8.4,4.8,13.5,9.2,11.0,9.8,97.10
Josh Jackson,77,19,58,25,98.3,110.3,-12.0,9.0,5.0,13.9,9.3,11.1,25.9,103.38
Josh Magette,18,3,15,12,103.1,106.0,-3.0,49.3,1.0,8.7,4.9,7.8,12.2,98.67
Josh McRoberts,2,2,0,3,100.0,101.0,-1.0,0.0,0.0,0.0,0.0,0.0,8.3,99.67
Josh Richardson,81,44,37,33,104.3,103.6,0.7,17.5,2.9,9.1,6.0,10.6,18.1,97.98
Josh Smith,3,2,1,4,77.5,103.7,-26.2,0.0,15.8,14.3,15.4,0.0,13.1,106.54
Jrue Holiday,81,47,34,36,108.9,103.2,5.7,23.7,2.4,10.7,6.7,10.4,22.9,103.14
Juancho Hernangomez,25,15,10,11,106.8,111.2,-4.4,11.8,6.8,15.6,10.9,8.9,13.8,97.72
Julius Randle,82,35,47,27,106.2,107.5,-1.3,13.9,9.2,22.7,16.2,14.1,25.6,102.10
Julyan Stone,23,10,13,8,107.0,101.2,5.9,55.5,0.6,16.6,8.8,14.9,5.2,101.52
Justin Anderson,38,27,11,14,100.2,105.7,-5.5,9.6,5.3,13.7,9.6,6.2,19.8,100.68
Justin Holiday,72,24,48,32,102.9,107.5,-4.7,13.9,1.4,12.5,6.8,8.5,18.1,101.36
Justin Jackson,68,21,47,22,100.5,108.7,-8.2,13.5,1.9,12.2,6.9,7.3,14.2,97.79
Justin Patton,1,0,1,4,135.1,93.4,41.8,0.0,0.0,0.0,0.0,0.0,22.5,119.06
Justise Winslow,68,33,35,25,103.6,102.1,1.6,19.5,4.2,20.1,12.1,10.1,16.3,98.19
Jusuf Nurkic,79,48,31,26,105.3,102.2,3.1,10.2,9.7,26.5,18.1,13.1,26.2,99.81
Kadeem Allen,18,9,9,6,95.4,102.5,-7.1,25.6,3.8,7.4,5.5,19.2,14.1,98.16
Karl-Anthony Towns,82,47,35,36,113.5,107.7,5.9,11.7,9.5,30.4,20.1,9.3,22.9,97.60
Kawhi Leonard,9,5,4,23,100.9,95.2,5.7,12.7,3.1,17.5,10.5,9.7,31.3,98.11
Kay Felder,16,6,10,9,91.3,108.7,-17.3,18.0,2.1,12.1,6.8,14.4,28.4,100.14
Kelly Olynyk,76,42,34,23,109.4,104.5,4.9,19.4,5.9,22.5,14.2,13.8,21.9,96.80
Kelly Oubre Jr.,81,43,38,28,105.9,107.5,-1.6,9.1,2.9,15.5,9.2,8.3,19.3,99.80
Kemba Walker,80,36,44,34,109.7,106.3,3.5,20.5,1.3,8.5,4.9,8.2,27.3,100.85
Kendrick Perkins,1,0,1,15,123.4,116.6,6.8,34.0,0.0,10.0,5.3,17.0,11.5,103.18
Kenneth Faried,32,16,16,14,103.9,108.6,-4.6,8.5,15.5,21.1,18.2,10.9,17.8,98.15
Kent Bazemore,65,19,46,28,103.7,107.4,-3.7,19.8,1.6,13.9,7.8,13.7,22.7,100.20
Kentavious Caldwell-Pope,74,31,43,33,105.0,106.1,-1.1,14.2,2.6,14.2,8.4,8.5,16.9,102.78
Kevin Durant,68,49,19,34,115.7,106.8,8.9,18.6,1.6,19.2,11.1,10.5,29.9,103.30
Kevin Love,59,37,22,28,112.2,111.3,0.9,9.9,7.1,29.9,18.7,8.7,25.2,98.98
Kevon Looney,66,45,21,14,112.4,103.8,8.6,14.0,10.6,15.7,13.3,10.3,12.5,100.30
Khem Birch,42,14,28,14,104.7,104.5,0.2,16.4,13.1,21.9,17.4,10.1,13.2,97.12
Khris Middleton,82,44,38,36,109.6,107.5,2.1,16.8,1.8,15.0,8.4,9.8,24.5,98.59
Klay Thompson,73,55,18,34,113.5,103.7,9.8,12.1,1.5,10.1,6.2,8.3,23.7,101.91
Kobi Simmons,32,6,26,20,100.5,117.5,-17.0,21.8,2.4,6.9,4.6,14.1,16.8,98.06
Kosta Koufos,71,22,49,20,98.8,107.1,-8.4,15.6,11.2,26.7,18.6,8.8,15.3,95.76
Kris Dunn,52,19,33,29,101.0,110.1,-9.1,26.4,1.6,14.4,7.8,12.8,24.7,101.42
Kristaps Porzingis,48,22,26,32,105.5,105.4,0.1,4.9,4.5,17.3,11.1,8.0,31.1,99.10
Kyle Anderson,74,41,33,27,106.0,101.4,4.6,25.3,4.7,17.7,11.1,11.8,13.6,96.74
Kyle Collinsworth,32,9,23,15,105.4,107.8,-2.4,28.5,6.7,18.8,12.2,12.2,12.9,97.16
Kyle Korver,73,43,30,22,111.7,104.2,7.5,13.4,0.7,10.6,5.9,8.4,16.0,101.22
Kyle Kuzma,77,34,43,31,104.4,106.4,-2.0,10.0,3.9,17.4,10.7,9.9,22.4,102.80
Kyle Lowry,78,57,21,32,111.6,104.1,7.5,30.2,3.0,15.7,9.5,10.3,21.5,100.74
Kyle O'Quinn,77,28,49,18,105.8,107.3,-1.5,22.6,10.1,27.7,19.1,14.3,17.3,98.42
Kyle Singler,12,5,7,5,94.8,98.0,-3.2,6.3,1.9,17.3,9.4,9.5,22.8,96.06
Kyrie Irving,60,41,19,32,108.7,103.5,5.3,18.6,1.9,10.7,6.5,8.4,30.7,99.21
LaMarcus Aldridge,75,45,30,33,107.8,102.1,5.7,8.5,10.8,17.4,14.1,6.2,29.4,95.64
Lance Stephenson,82,48,34,23,106.2,109.0,-2.8,20.8,3.8,23.0,13.2,11.6,21.5,97.94
Lance Thomas,73,25,48,19,101.6,107.9,-6.3,11.7,3.7,11.1,7.4,10.9,10.9,98.06
Langston Galloway,58,28,30,15,102.2,98.5,3.7,13.4,1.6,10.0,5.8,4.1,19.5,97.52
Larry Drew II,10,6,4,7,105.2,113.1,-7.9,27.0,4.8,0.0,2.4,8.1,17.9,94.48
Larry Nance Jr.,66,32,34,22,104.7,103.2,1.5,13.5,11.9,22.6,17.1,8.4,15.8,101.48
Lauri Markkanen,68,23,45,30,100.3,110.2,-9.8,7.2,4.0,23.6,13.5,7.6,22.1,100.21
LeBron James,82,50,32,37,112.7,110.9,1.7,25.7,3.7,22.5,13.3,11.9,31.6,100.10
London Perrantes,14,8,6,5,107.0,124.1,-17.0,23.6,1.9,7.0,4.1,4.7,10.8,95.78
Lonzo Ball,52,24,28,34,103.5,104.1,-0.6,34.0,4.0,17.0,10.5,12.3,17.2,104.22
Lorenzo Brown,14,9,5,10,106.0,88.9,17.1,25.6,1.0,11.0,6.5,5.9,12.8,95.28
Lou Williams,79,42,37,33,110.6,110.0,0.6,18.9,1.7,6.6,4.2,10.6,29.2,102.43
Luc Mbah a Moute,61,52,9,26,111.8,101.2,10.6,10.8,1.7,11.3,6.7,13.3,13.1,98.95
Lucas Nogueira,49,36,13,9,108.0,96.4,11.7,16.9,4.9,18.3,11.7,12.3,11.9,98.51
Luis Montero,2,1,1,4,73.9,100.0,-26.1,0.0,0.0,22.2,11.1,66.7,18.9,93.22
Luke Babbitt,50,15,35,14,106.0,108.7,-2.7,11.3,1.1,14.0,7.6,6.9,15.1,99.78
Luke Kennard,73,34,39,20,106.8,102.9,3.9,17.9,1.6,11.7,6.7,10.0,17.5,97.43
Luke Kornet,20,6,14,16,101.2,112.8,-11.6,15.5,3.5,18.2,10.6,7.2,19.2,100.16
Luol Deng,1,0,1,13,83.7,110.4,-26.8,25.0,0.0,0.0,0.0,25.0,8.8,111.40
Malachi Richardson,26,8,18,12,99.9,110.5,-10.6,10.6,1.6,11.0,5.9,8.2,15.2,97.55
Malcolm Brogdon,48,25,23,30,107.1,107.5,-0.4,20.0,1.9,11.2,6.5,8.7,19.3,97.85
Malcolm Delaney,54,16,38,19,102.0,106.8,-4.7,29.4,1.0,10.4,5.7,11.9,17.0,99.55
Malcolm Miller,15,15,0,8,105.9,101.4,4.5,7.9,3.4,9.8,6.6,13.2,11.8,98.87
Malik Beasley,62,34,28,9,106.3,107.3,-1.1,12.5,2.6,10.7,6.6,9.7,15.9,100.98
Malik Monk,63,26,37,14,100.6,112.7,-12.2,15.6,0.9,7.7,4.1,8.4,24.7,101.64
Mangok Mathiang,4,3,1,5,93.0,96.7,-3.7,0.0,16.7,35.0,26.3,0.0,15.2,103.56
Manu Ginobili,65,39,26,20,107.8,105.9,2.0,20.7,1.7,10.8,6.2,13.3,21.2,98.45
MarShon Brooks,7,2,5,28,112.4,115.7,-3.4,16.3,4.7,8.7,6.6,10.4,28.1,99.26
Marc Gasol,73,21,52,33,101.7,108.2,-6.5,18.2,3.7,25.6,14.4,11.5,26.1,96.18
Marcin Gortat,82,43,39,25,106.9,105.0,1.9,17.1,9.8,23.4,16.6,11.2,15.6,98.37
Marco Belinelli,80,39,41,24,105.3,107.2,-1.9,13.7,1.1,7.6,4.3,8.7,20.4,100.88
Marcus Georges-Hunt,42,24,18,5,108.6,112.5,-3.9,10.4,3.4,5.0,4.2,4.5,11.8,99.84
Marcus Morris,54,34,20,27,104.7,104.8,-0.1,8.8,3.3,18.9,11.0,8.0,22.7,99.31
Marcus Paige,5,4,1,6,120.7,110.9,9.8,16.8,0.0,17.4,7.8,0.0,22.8,96.08
Marcus Smart,54,38,16,30,105.9,99.4,6.5,26.9,2.9,9.6,6.3,13.4,19.2,99.13
Mario Chalmers,66,21,45,22,101.9,105.3,-3.4,24.1,1.0,11.9,6.3,14.3,19.1,99.59
Mario Hezonja,75,21,54,22,102.4,109.5,-7.1,12.4,2.8,16.1,9.5,10.1,20.0,99.32
Markel Brown,4,4,0,8,94.1,121.9,-27.8,18.2,3.6,12.1,8.2,18.2,13.7,95.35
Markelle Fultz,14,11,3,18,102.6,96.9,5.7,27.9,4.4,11.9,8.3,8.9,22.6,105.97
Markieff Morris,73,37,36,27,107.0,106.9,0.1,14.0,4.4,19.1,11.9,12.5,19.7,98.06
Marquese Chriss,72,19,53,21,100.5,109.9,-9.4,11.3,5.2,22.5,13.7,14.5,18.0,102.74
Marquis Teague,3,0,3,25,95.5,114.7,-19.2,38.0,1.5,8.3,4.7,8.8,12.5,99.81
Marreese Speights,52,15,37,13,104.5,104.1,0.5,8.8,3.4,17.7,10.7,8.8,27.1,99.37
Marshall Plumlee,8,5,3,7,91.1,90.2,0.9,13.3,8.7,27.1,18.1,19.9,10.8,104.90
Marvin Williams,78,33,45,26,108.0,105.5,2.4,12.3,4.0,15.5,9.8,8.5,14.7,101.14
Mason Plumlee,74,40,34,20,107.1,108.8,-1.7,20.6,10.5,20.3,15.5,14.8,16.6,99.89
Matt Costello,4,2,2,8,127.8,103.4,24.3,28.6,4.3,30.8,18.4,14.3,7.3,94.81
Matt Williams Jr.,3,1,2,4,131.3,56.3,75.0,0.0,0.0,9.1,5.6,14.3,30.3,95.07
Matthew Dellavedova,38,21,17,19,105.7,109.2,-3.5,40.5,2.3,8.6,5.4,13.7,13.9,96.48
Maurice Harkless,59,36,23,21,104.8,104.9,-0.1,12.7,4.1,10.1,7.1,9.6,12.6,99.20
Maxi Kleber,72,20,52,17,101.5,105.3,-3.8,12.3,6.1,15.6,10.6,7.2,13.8,97.90
Meyers Leonard,33,17,16,8,104.5,114.4,-9.8,15.5,5.3,28.0,16.1,9.1,16.3,99.24
Michael Beasley,74,24,50,22,105.3,110.8,-5.5,10.8,6.5,21.4,13.9,12.5,26.6,99.47
Michael Carter-Williams,52,23,29,16,103.9,107.1,-3.2,26.6,4.5,14.9,9.2,11.9,16.9,97.49
Michael Kidd-Gilchrist,74,34,40,25,108.1,105.8,2.3,9.4,4.8,12.7,8.7,7.0,16.1,101.05
Mike Conley,12,7,5,31,103.2,103.1,0.1,18.6,0.0,8.0,4.1,6.8,27.1,96.32
Mike James,36,11,25,19,104.4,107.1,-2.7,23.6,1.9,11.9,6.7,9.2,24.4,104.94
Mike Muscala,53,14,39,20,103.2,108.1,-4.9,11.8,5.7,17.1,11.5,9.7,15.4,102.53
Mike Scott,76,39,37,19,106.4,107.2,-0.8,11.2,4.0,16.1,10.0,11.0,20.1,98.92
Miles Plumlee,55,19,36,17,99.7,106.6,-6.9,14.3,9.3,18.1,13.7,20.0,12.9,100.29
Milos Teodosic,45,29,16,25,109.2,107.0,2.2,30.5,1.6,10.2,6.0,14.1,18.1,102.21
Milton Doyle,10,2,8,13,99.1,102.5,-3.4,16.0,2.4,14.3,7.8,3.2,18.5,100.59
Mindaugas Kuzminskas,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,90.81
Mirza Teletovic,10,4,6,16,97.6,108.9,-11.3,13.5,2.5,14.7,9.1,9.5,18.7,98.59
Monte Morris,3,2,1,8,102.8,112.6,-9.9,47.0,0.0,9.5,4.8,6.7,13.9,103.04
Montrezl Harrell,76,39,37,17,109.7,107.4,2.3,9.4,9.1,16.7,13.0,8.6,23.7,101.86
Myke Henry,20,3,17,19,105.1,110.7,-5.6,14.2,2.9,9.2,5.8,12.3,15.2,98.99
Myles Turner,65,39,26,28,108.0,104.8,3.2,9.5,5.8,19.2,12.7,10.5,20.2,98.11
Nate Wolters,5,3,2,4,110.2,106.6,3.5,14.3,5.3,6.7,5.9,0.0,13.8,88.37
Naz Mitrou-Long,1,0,1,1,266.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,53.2,133.78
Nemanja Bjelica,67,38,29,21,108.4,108.0,0.4,16.3,4.3,18.4,11.3,9.8,14.3,99.07
Nene,52,42,10,15,115.5,98.4,17.1,12.2,8.4,17.9,13.3,10.3,18.8,101.77
Nerlens Noel,30,6,24,16,95.1,106.6,-11.6,12.2,10.1,30.4,19.3,15.9,13.6,98.31
Nick Collison,15,9,6,5,98.5,101.7,-3.2,11.2,10.6,20.0,15.3,19.6,18.8,99.05
Nick Young,80,56,24,17,108.5,105.3,3.1,6.1,1.6,8.2,5.0,6.6,17.6,100.99
Nicolas Batum,64,27,37,31,107.7,107.7,0.0,29.4,3.1,13.7,8.4,11.0,18.2,101.62
Nicolas Brussino,4,0,4,3,114.3,40.5,73.8,0.0,0.0,23.1,16.7,0.0,8.7,100.84
Nigel Hayes,9,6,3,14,98.0,94.9,3.1,14.2,3.6,16.4,10.0,4.7,13.8,93.47
Nik Stauskas,41,14,27,13,100.0,105.9,-6.0,16.8,0.8,12.2,6.5,11.2,16.4,99.05
Nikola Jokic,75,43,32,33,112.6,108.0,4.6,25.2,9.2,28.2,18.7,11.6,24.2,98.04
Nikola Mirotic,55,34,21,27,109.6,105.1,4.5,9.0,4.2,24.1,14.3,7.0,23.0,103.20
Nikola Vucevic,57,17,40,30,105.2,106.5,-1.3,16.2,6.6,27.4,17.0,9.2,25.6,102.38
Noah Vonleh,54,24,30,16,100.9,104.7,-3.8,10.5,8.6,29.2,18.9,9.6,14.5,99.08
Norman Powell,70,51,19,15,105.5,105.9,-0.4,16.3,1.5,11.4,6.4,12.1,19.2,99.41
OG Anunoby,74,51,23,20,112.4,102.2,10.2,11.6,3.5,10.0,6.9,9.5,12.4,100.23
Okaro White,6,2,4,13,102.5,103.0,-0.5,9.8,4.5,11.0,7.9,4.9,10.5,98.32
Omari Johnson,4,1,3,19,123.2,119.0,4.2,22.6,6.8,11.7,9.2,9.7,14.0,98.12
Omer Asik,18,7,11,10,105.5,112.1,-6.6,7.6,5.9,23.9,15.1,22.7,9.1,99.80
Omri Casspi,53,40,13,14,107.9,102.8,5.1,15.7,4.9,23.4,15.0,11.4,16.3,101.62
Otto Porter Jr.,77,42,35,32,109.6,104.5,5.0,13.4,4.9,17.9,11.5,6.4,18.5,98.35
PJ Dozier,2,1,1,2,80.0,108.7,-28.7,0.0,0.0,20.0,12.5,33.3,50.0,86.11
PJ Tucker,82,65,17,28,113.7,102.9,10.8,12.5,4.7,18.1,11.5,12.0,10.5,99.54
Pascal Siakam,81,59,22,21,111.1,102.0,9.0,20.9,5.5,19.3,12.4,8.8,16.0,98.60
Pat Connaughton,82,49,33,18,107.6,104.7,2.8,16.7,2.7,9.0,5.9,7.9,13.3,98.51
Patrick Beverley,11,5,6,30,109.9,105.5,4.4,17.4,5.1,10.0,7.5,13.6,20.0,96.18
Patrick McCaw,57,41,16,17,107.2,107.9,-0.7,22.4,1.9,7.5,4.8,11.3,12.9,101.08
Patrick Patterson,82,48,34,16,102.7,105.0,-2.3,15.1,2.7,14.8,8.6,8.8,11.4,96.69
Patty Mills,82,47,35,26,107.7,104.8,2.9,21.4,1.4,7.0,4.1,9.9,17.7,97.29
Pau Gasol,77,45,32,24,102.6,101.3,1.3,22.3,7.7,28.5,18.2,10.1,20.5,97.14
Paul George,79,47,32,37,108.1,105.2,3.0,13.2,2.7,14.9,8.6,10.6,25.4,100.31
Paul Millsap,38,22,16,30,111.1,107.0,4.1,15.4,6.5,17.1,11.9,10.7,22.2,98.74
Paul Zipser,54,17,37,15,97.4,109.8,-12.4,13.8,1.7,16.5,8.8,12.9,16.0,97.17
Quincy Acy,70,26,44,19,105.2,108.1,-2.9,11.2,3.2,17.2,10.2,11.8,14.6,100.02
Quincy Pondexter,23,6,17,9,87.2,111.9,-24.7,11.8,3.9,11.9,7.4,14.4,15.2,98.73
Quinn Cook,33,21,12,22,106.4,107.6,-1.2,23.2,1.5,10.6,6.1,8.3,18.0,99.10
RJ Hunter,5,3,2,9,98.7,95.0,3.8,11.6,0.0,10.4,5.3,7.7,23.1,97.35
Rajon Rondo,65,41,24,26,106.8,106.3,0.5,44.5,2.0,14.0,8.2,12.6,16.6,104.13
Ramon Sessions,28,10,18,14,100.8,109.9,-9.1,30.9,1.7,9.8,5.6,12.0,19.2,98.71
Rashad Vaughn,28,13,15,8,106.6,108.6,-1.9,16.7,1.8,9.7,6.0,7.7,14.2,95.55
Raul Neto,41,28,13,12,107.7,96.8,10.9,27.0,1.6,8.9,5.4,13.0,18.2,98.29
Raymond Felton,82,48,34,17,103.5,105.2,-1.7,23.9,2.0,11.2,6.5,8.9,21.6,95.71
Reggie Bullock,62,32,30,28,106.3,105.6,0.7,13.4,1.6,8.1,4.8,6.6,15.5,99.55
Reggie Hearn,3,3,0,2,80.4,105.6,-25.2,0.0,0.0,0.0,0.0,0.0,11.5,96.48
Reggie Jackson,45,27,18,27,106.1,105.9,0.2,24.5,2.6,9.3,5.8,10.2,27.0,97.60
Richard Jefferson,20,10,10,8,98.1,111.9,-13.8,30.0,1.3,10.9,5.8,10.0,9.4,98.83
Richaun Holmes,48,30,18,16,105.3,106.2,-0.9,17.3,8.4,20.6,14.8,7.1,16.6,102.63
Ricky Rubio,77,44,33,29,105.6,101.3,4.3,26.4,2.2,15.5,8.9,13.3,22.9,97.62
Robert Covington,80,51,29,32,109.8,99.0,10.9,13.2,2.5,15.5,9.3,10.7,17.2,101.97
Robin Lopez,64,23,41,26,100.2,107.0,-6.8,13.5,8.1,10.1,9.1,11.7,20.6,99.99
Rodney Hood,60,29,31,27,107.2,108.6,-1.4,9.8,1.6,10.2,5.9,7.2,24.7,98.04
Rodney McGruder,18,11,7,17,112.0,105.9,6.1,17.4,3.9,8.9,6.2,4.1,11.8,97.13
Rodney Purvis,16,5,11,18,97.8,106.4,-8.6,12.1,0.3,9.8,4.8,7.1,19.1,98.86
Ron Baker,29,12,17,13,108.2,104.0,4.2,34.7,1.6,7.5,4.6,13.3,10.3,98.08
Rondae Hollis-Jefferson,68,26,42,28,105.3,108.4,-3.1,14.5,5.5,19.7,12.6,10.5,22.2,102.01
Royce O'Neale,69,43,26,17,107.6,97.4,10.3,20.3,2.5,19.9,11.4,11.8,14.5,97.61
Rudy Gay,57,36,21,22,105.6,103.9,1.7,9.7,6.8,19.7,13.2,10.4,24.2,97.45
Rudy Gobert,56,37,19,32,106.0,97.7,8.3,10.5,10.5,26.2,18.6,14.0,16.6,98.99
Russell Westbrook,80,47,33,36,110.0,104.4,5.7,26.1,5.5,25.4,15.1,12.1,33.2,101.19
Ryan Anderson,66,52,14,26,112.6,106.5,6.1,9.6,6.1,15.6,10.8,6.7,14.3,100.21
Ryan Arcidiacono,24,6,18,13,99.0,103.8,-4.8,38.2,0.3,8.5,4.3,14.2,8.1,100.10
Salah Mejri,61,21,40,12,106.5,103.7,2.8,14.6,12.7,24.4,18.5,16.2,12.9,95.97
Sam Dekker,73,36,37,12,108.0,103.7,4.3,10.7,5.7,15.7,10.8,9.3,15.4,101.87
Scotty Hopson,1,0,1,8,87.1,123.0,-35.9,25.8,0.0,0.0,0.0,25.8,11.7,114.12
Sean Kilpatrick,52,22,30,12,101.2,110.7,-9.4,11.2,0.8,14.7,7.4,9.3,24.7,100.05
Semi Ojeleye,73,50,23,16,99.0,103.8,-4.7,8.0,3.5,11.9,7.6,10.0,9.1,97.35
Serge Ibaka,76,53,23,28,111.8,104.6,7.2,6.3,4.3,20.3,12.6,9.1,19.2,100.82
Shabazz Muhammad,43,25,18,10,104.0,115.2,-11.2,6.1,6.2,15.1,10.5,2.6,23.0,99.51
Shabazz Napier,74,46,28,21,105.7,103.6,2.1,18.0,1.9,10.1,6.1,10.8,19.8,97.40
Shane Larkin,54,39,15,14,100.8,98.9,1.9,26.8,2.1,11.2,6.6,9.0,15.8,95.78
Shaquille Harrison,23,3,20,17,107.0,104.2,2.9,25.3,2.8,14.5,8.9,10.1,17.9,103.84
Shaun Livingston,71,49,22,16,109.8,101.3,8.5,24.7,3.5,9.2,6.6,10.2,17.2,99.89
Shelvin Mack,69,21,48,20,102.3,105.2,-2.9,33.3,1.9,11.8,6.9,10.9,17.9,98.32
Sindarius Thornwell,73,36,37,16,104.0,105.3,-1.3,17.3,3.2,9.9,6.6,13.5,12.3,101.17
Skal Labissiere,60,19,41,21,104.1,108.8,-4.7,11.0,8.7,17.8,13.1,11.1,20.9,97.87
Solomon Hill,12,8,4,16,103.4,106.3,-2.9,29.5,5.0,14.0,9.7,12.1,11.6,107.16
Spencer Dinwiddie,80,28,52,29,106.2,108.9,-2.7,32.6,1.8,10.4,6.1,8.0,20.6,99.57
Stanley Johnson,69,33,36,27,103.8,104.3,-0.4,13.8,1.9,13.0,7.3,9.5,16.4,98.63
Stephen Curry,51,41,10,32,120.4,105.7,14.8,21.2,2.7,14.1,8.9,10.5,29.8,105.99
Sterling Brown,54,26,28,14,102.8,103.7,-0.9,9.4,3.9,17.0,10.4,9.4,13.9,98.36
Steven Adams,76,43,33,33,109.8,104.8,4.9,8.4,16.2,13.8,15.0,12.1,16.2,100.32
T.J. McConnell,76,50,26,23,103.2,104.2,-1.0,35.5,2.4,11.6,7.1,13.1,13.8,102.44
T.J. Warren,65,18,47,33,102.1,111.6,-9.5,6.3,6.2,10.5,8.3,6.3,24.9,102.61
TJ Leaf,53,31,22,9,103.5,113.5,-10.0,5.6,6.7,13.6,10.0,6.2,14.4,98.99
Taj Gibson,82,47,35,33,111.8,107.1,4.7,9.8,8.1,16.4,12.3,8.8,14.7,98.45
Tarik Black,51,40,11,11,98.5,104.8,-6.3,6.4,12.5,20.8,16.6,17.3,15.4,100.93
Taurean Prince,82,24,58,30,102.9,109.8,-6.9,14.7,2.3,15.4,8.8,13.1,22.1,101.17
Terrance Ferguson,61,37,24,13,103.9,110.4,-6.5,9.3,2.7,4.3,3.4,5.4,10.5,97.55
Terrence Ross,24,10,14,25,103.4,105.7,-2.3,13.9,1.8,11.4,6.5,10.6,17.0,103.40
Terry Rozier,80,54,26,26,104.0,101.0,3.0,19.7,3.3,16.4,9.8,6.8,20.4,98.03
Thabo Sefolosha,38,16,22,21,106.8,102.1,4.8,10.1,4.2,19.1,11.6,9.2,16.8,96.83
Thaddeus Young,81,48,33,32,108.6,104.2,4.5,13.1,8.1,14.1,11.2,9.0,17.5,97.56
Thomas Bryant,15,7,8,5,103.2,106.4,-3.3,18.2,4.5,22.6,13.2,6.1,16.7,99.77
Thon Maker,74,40,34,17,106.2,110.4,-4.2,10.3,7.1,15.4,11.1,9.8,15.0,97.21
Tim Frazier,59,31,28,14,103.7,107.9,-4.2,44.5,2.4,13.9,8.0,13.1,13.0,97.47
Tim Hardaway Jr.,57,19,38,33,105.4,109.2,-3.8,13.1,1.8,11.1,6.4,7.8,23.2,100.62
Tim Quarterman,3,2,1,4,55.7,92.2,-36.5,14.5,0.0,18.8,10.7,29.1,17.5,112.56
Timofey Mozgov,31,12,19,12,94.2,105.5,-11.2,7.3,9.3,20.0,14.6,22.0,16.5,104.51
Timothe Luwawu-Cabarrot,52,29,23,16,103.4,102.7,0.7,14.0,1.9,7.2,4.6,9.9,17.4,102.46
Tobias Harris,80,39,41,33,106.7,109.3,-2.6,11.9,2.4,16.3,9.2,6.5,23.2,99.52
Tomas Satoransky,73,39,34,23,107.4,104.8,2.6,36.0,5.1,11.1,8.1,10.4,13.7,98.20
Tony Allen,22,12,10,12,105.2,103.7,1.6,7.0,8.5,10.3,9.4,14.8,19.1,102.96
Tony Bradley,9,6,3,3,103.5,97.5,6.0,7.8,11.1,28.0,18.0,0.0,17.5,99.33
Tony Parker,55,32,23,20,104.5,105.3,-0.9,28.5,0.7,9.3,4.9,9.9,20.6,97.14
Tony Snell,75,42,33,27,108.8,108.8,0.0,16.9,0.5,7.6,4.1,6.2,10.6,98.83
Torrey Craig,39,22,17,16,109.4,111.1,-1.8,12.7,7.4,15.2,11.4,10.1,12.2,99.30
Travis Wear,17,7,10,13,104.4,103.2,1.2,7.9,0.0,18.2,9.2,6.8,15.8,100.19
Treveon Graham,63,28,35,17,103.4,108.3,-4.9,17.7,4.1,8.8,6.3,8.1,11.5,99.23
Trevor Ariza,67,51,16,34,112.1,104.3,7.8,12.4,1.6,13.0,7.3,6.1,14.3,100.42
Trevor Booker,68,36,32,17,106.2,106.6,-0.4,15.6,11.0,19.5,15.2,11.2,16.5,100.58
Trey Burke,36,10,26,22,110.4,114.2,-3.8,27.3,1.8,8.5,5.1,6.9,25.3,99.50
Trey Lyles,73,41,32,19,108.1,109.0,-0.9,11.9,4.5,24.1,14.2,8.0,21.1,98.77
Trey McKinney-Jones,1,1,0,1,138.9,138.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.09
Tristan Thompson,53,27,26,20,107.0,112.1,-5.1,9.7,12.7,23.6,18.1,10.6,12.4,100.54
Troy Daniels,79,20,59,21,101.0,113.3,-12.4,6.8,0.8,7.9,4.2,7.9,17.4,101.63
Troy Williams,21,7,14,15,106.9,113.9,-7.1,10.2,8.0,15.2,11.6,12.1,19.6,101.16
Tyler Cavanaugh,39,11,28,13,105.2,108.2,-2.9,13.4,9.4,19.7,14.2,6.5,14.4,100.62
Tyler Dorsey,56,15,41,17,100.9,109.3,-8.4,15.0,1.9,12.5,7.2,7.0,20.0,100.72
Tyler Ennis,54,22,32,13,101.6,102.2,-0.6,27.6,3.0,11.4,7.3,10.0,17.5,101.46
