PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
DeAndre Jordan,LAC,26,82,56,26,34.4,99.3,0.7,79.9,0.2,0.3,12.3,19.8,14.2,79.7,69.0,31.0,0.0,100,68.9,31.1
DeJuan Blair,WAS,26,29,15,14,6.2,100,0.0,92.9,3.6,0.0,10.7,7.1,7.1,89.3,69.2,30.8,0.0,0.0,69.2,30.8
DeMar DeRozan,TOR,25,60,37,23,35.0,91.1,8.9,63.8,30.2,6.2,10.2,30.0,16.4,33.6,41.7,58.3,96.0,4.0,45.0,55.0
DeMarcus Cousins,SAC,24,59,23,36,34.1,99.2,0.8,69.8,18.0,0.4,6.5,29.8,12.8,51.8,52.0,48.0,100,0.0,52.2,47.8
DeMarre Carroll,ATL,28,70,53,17,31.3,53.4,46.6,44.8,5.9,40.8,18.8,14.4,23.9,39.0,72.7,27.3,99.2,0.8,82.7,17.3
Dennis Schroder,ATL,21,77,57,20,19.7,77.7,22.3,60.4,14.1,20.3,7.4,19.3,16.0,46.4,20.7,79.3,67.3,32.7,29.2,70.8
Deron Williams,BKN,31,68,34,34,31.1,69.3,30.7,47.7,17.4,29.5,10.6,22.7,10.6,30.3,19.9,80.1,79.3,20.7,37.2,62.8
Derrick Favors,UTA,23,74,33,41,30.8,99.3,0.7,81.0,16.8,0.3,5.0,18.7,14.1,64.2,68.0,32.0,100,0.0,68.0,32.0
Derrick Rose,CHI,26,51,33,18,30.0,67.5,32.5,58.0,15.7,25.2,19.7,16.8,11.5,42.3,24.8,75.2,68.4,31.6,34.6,65.4
Derrick Williams,SAC,24,74,27,47,19.8,67.8,32.2,54.5,10.0,23.8,21.9,21.7,11.2,44.4,68.5,31.5,91.8,8.2,73.7,26.3
Devin Harris,DAL,32,76,45,31,22.2,49.2,50.8,37.3,8.1,42.9,26.0,19.8,17.4,29.2,22.6,77.4,81.1,18.9,47.9,52.1
Devyn Marble,ORL,22,16,3,13,13.0,50.0,50.0,54.1,10.8,32.4,16.2,13.5,16.2,43.2,50.0,50.0,100,0.0,64.3,35.7
Dewayne Dedmon,ORL,25,59,17,42,14.3,99.4,0.6,84.3,1.9,0.0,9.3,15.7,20.4,82.4,53.8,46.2,0.0,0.0,53.8,46.2
Dion Waiters,OKC,23,80,46,34,27.6,74.0,26.0,64.3,24.7,23.3,20.1,12.4,16.7,39.6,37.1,62.9,84.9,15.1,46.4,53.6
Dirk Nowitzki,DAL,37,77,47,30,29.6,74.2,25.8,57.5,42.3,23.4,7.5,19.1,18.2,15.2,64.0,36.0,99.0,1.0,71.5,28.5
Donald Sloan,IND,27,53,22,31,20.9,63.1,36.9,53.2,9.7,31.5,13.8,15.3,18.4,43.5,10.6,89.4,68.3,31.7,26.9,73.1
Donatas Motiejunas,HOU,24,71,48,23,28.7,81.0,19.0,71.1,2.3,17.2,7.7,11.7,13.7,68.8,59.5,40.5,98.0,2.0,64.9,35.1
Dorell Wright,POR,29,48,28,20,12.3,43.2,56.8,28.3,4.6,56.2,19.2,15.5,16.9,23.7,38.7,61.3,97.6,2.4,72.2,27.8
Doug McDermott,CHI,23,36,23,13,8.9,61.7,38.3,55.0,9.2,35.8,16.5,9.2,14.7,45.9,76.7,23.3,92.3,7.7,81.4,18.6
Draymond Green,GSW,25,79,64,15,31.5,57.0,43.0,49.5,5.9,36.2,17.7,14.3,16.2,43.6,73.7,26.3,100,0.0,82.3,17.7
Drew Gooden,WAS,33,51,31,20,16.9,78.6,21.4,62.8,38.3,24.9,5.4,12.3,11.9,24.5,65.5,34.5,95.7,4.3,71.8,28.2
Drew Gordon,PHI,24,9,0,9,7.9,84.2,15.8,94.1,11.8,0.0,11.8,5.9,0.0,82.4,87.5,12.5,0.0,0.0,87.5,12.5
Dwight Buycks,LAL,26,6,1,5,20.5,72.5,27.5,42.3,11.5,40.4,1.9,17.3,7.7,30.8,9.1,90.9,57.1,42.9,27.8,72.2
Dwight Howard,HOU,29,41,29,12,29.8,99.5,0.5,77.4,0.6,0.5,6.0,22.1,13.8,76.8,61.2,38.8,100,0.0,61.4,38.6
Dwight Powell,DAL,23,29,11,18,8.2,83.6,16.4,62.2,22.2,10.0,13.3,27.8,17.8,40.0,71.4,28.6,100,0.0,74.2,25.8
Dwyane Wade,MIA,33,62,28,34,31.8,90.6,9.4,72.1,28.9,6.5,11.2,21.3,18.9,43.3,34.2,65.8,48.3,51.7,35.0,65.0
E'Twaun Moore,CHI,26,56,36,20,9.0,72.7,27.3,65.8,17.4,26.2,9.4,8.1,16.1,48.3,49.0,51.0,84.6,15.4,56.5,43.5
Earl Barron,PHX,33,16,5,11,8.9,89.7,10.3,62.5,43.8,18.8,0.0,18.8,12.5,18.8,90.0,10.0,100,0.0,91.7,8.3
Earl Clark,BKN,27,10,6,4,9.3,53.3,46.7,51.9,29.6,44.4,11.1,3.7,25.9,22.2,57.1,42.9,100,0.0,72.7,27.3
Ed Davis,LAL,26,79,20,59,23.3,100,0.0,86.0,2.1,0.0,8.7,14.0,12.7,83.8,65.2,34.8,0.0,0.0,65.2,34.8
Ekpe Udoh,LAC,28,33,24,9,3.9,100,0.0,75.9,13.8,0.0,6.9,24.1,24.1,62.1,72.7,27.3,0.0,0.0,72.7,27.3
Elfrid Payton,ORL,21,82,25,57,30.3,94.1,5.9,79.3,10.1,4.5,18.7,16.1,21.2,69.2,17.9,82.1,90.9,9.1,20.6,79.4
Elijah Millsap,UTA,27,47,25,22,19.7,62.2,37.8,42.7,4.8,33.9,21.8,23.4,21.0,37.9,34.0,66.0,96.4,3.6,55.6,44.4
Elliot Williams,PHI,26,13,6,7,9.1,51.4,48.6,32.4,10.8,64.9,5.4,2.7,18.9,21.6,50.0,50.0,87.5,12.5,71.4,28.6
Elton Brand,ATL,36,36,25,11,13.5,98.9,1.1,87.5,43.8,0.0,4.2,12.5,21.9,43.8,83.3,16.7,0.0,0.0,83.3,16.7
Enes Kanter,OKC,23,75,32,43,28.5,95.2,4.8,80.1,15.8,4.1,8.0,15.7,13.3,64.3,52.8,47.2,100,0.0,54.4,45.6
Eric Bledsoe,PHX,25,81,39,42,34.6,74.0,26.0,55.2,14.4,19.2,24.4,25.6,21.3,40.8,21.1,78.9,59.1,40.9,28.2,71.8
Eric Gordon,NOP,26,61,35,26,33.1,54.6,45.4,35.2,10.5,51.7,8.9,13.1,14.1,24.7,36.1,63.9,94.3,5.7,64.9,35.1
Eric Moreland,SAC,23,3,0,3,0.7,100,0.0,100,0.0,0.0,0.0,0.0,0.0,100,0.0,100,0.0,0.0,0.0,100
Erick Green,DEN,24,43,15,28,9.5,71.0,29.0,64.4,35.6,28.8,30.1,6.8,24.7,28.8,48.9,51.1,92.9,7.1,59.0,41.0
Ersan Ilyasova,MIL,28,58,26,32,22.7,65.9,34.1,56.5,19.4,33.2,9.4,10.3,16.4,37.1,71.4,28.6,97.3,2.7,78.7,21.3
Evan Fournier,ORL,22,58,19,39,28.6,60.9,39.1,48.1,7.4,36.5,15.8,15.3,19.8,40.7,44.6,55.4,77.6,22.4,55.7,44.3
Evan Turner,BOS,26,82,40,42,27.6,84.0,16.0,73.7,33.6,12.7,12.6,13.6,17.6,40.1,24.4,75.6,81.8,18.2,30.3,69.7
Festus Ezeli,GSW,25,46,39,7,10.9,100,0.0,75.6,4.0,0.0,6.5,24.4,11.4,71.6,63.2,36.8,0.0,0.0,63.2,36.8
Francisco Garcia,HOU,33,14,10,4,14.3,28.6,71.4,31.1,4.4,66.7,24.4,2.2,11.1,26.7,57.1,42.9,90.0,10.0,76.5,23.5
Furkan Aldemir,PHI,23,41,9,32,13.2,93.6,6.4,86.0,10.8,0.0,6.5,14.0,15.1,75.3,45.0,55.0,0.0,0.0,45.0,55.0
Gal Mekel,DAL,27,4,2,2,10.9,85.0,15.0,100,0.0,0.0,33.3,0.0,33.3,100,33.3,66.7,0.0,0.0,33.3,66.7
Garrett Temple,WAS,29,52,28,24,14.1,48.2,51.8,34.3,11.8,48.5,19.6,17.2,28.4,22.5,51.4,48.6,87.9,12.1,69.1,30.9
Gary Harris,DEN,20,55,18,37,13.1,52.5,47.5,47.9,14.9,33.5,20.7,18.6,23.9,33.0,51.1,48.9,90.5,9.5,63.6,36.4
Gary Neal,MIN,30,54,24,30,22.1,67.4,32.6,50.8,33.1,27.6,7.6,21.5,16.0,17.7,37.7,62.3,58.0,42.0,43.1,56.9
George Hill,IND,29,43,26,17,29.5,63.9,36.1,53.8,18.8,29.9,11.1,16.3,14.6,35.0,23.7,76.3,72.5,27.5,36.9,63.1
Gerald Green,PHX,29,74,34,40,19.5,50.3,49.7,42.3,20.1,46.5,17.0,11.2,14.5,22.2,38.5,61.5,73.7,26.3,53.4,46.6
Gerald Henderson,CHA,27,80,32,48,28.9,83.9,16.1,67.1,35.5,13.9,14.6,19.0,15.5,31.6,51.7,48.3,95.6,4.4,57.0,43.0
Gerald Wallace,BOS,32,32,15,17,8.9,91.2,8.8,74.3,0.0,8.6,11.4,17.1,17.1,74.3,61.5,38.5,100,0.0,64.3,35.7
Giannis Antetokounmpo,MIL,20,81,41,40,31.4,94.4,5.6,73.0,15.5,2.0,24.1,25.0,20.9,57.5,51.9,48.1,85.7,14.3,52.5,47.5
Gigi Datome,BOS,27,21,11,10,10.0,55.1,44.9,47.6,22.9,51.4,11.4,1.0,11.4,24.8,60.0,40.0,94.4,5.6,74.4,25.6
Glen Davis,LAC,29,74,52,22,12.2,98.4,1.6,79.6,10.9,0.0,5.1,20.4,17.3,68.7,76.1,23.9,0.0,0.0,76.1,23.9
