PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
A.C. Green,MIA,37,82,50,32,17.2,98.1,1.9,78.5,43.6,0.0,10.6,21.5,19.9,34.9,76.4,23.6,0.0,0.0,76.4,23.6
A.J. Guyton,CHI,23,33,6,27,19.0,64.1,35.9,51.5,37.4,40.9,3.5,7.6,20.7,14.1,60.8,39.2,85.2,14.8,69.2,30.8
Aaron McKie,PHI,28,76,51,25,31.5,76.2,23.8,64.9,26.9,18.1,18.3,17.0,17.7,38.0,48.1,51.9,94.3,5.7,55.3,44.7
Aaron Williams,NJN,29,82,26,56,28.5,99.7,0.3,70.9,10.5,0.0,6.0,29.1,16.9,60.4,62.3,37.7,0.0,0.0,62.3,37.7
Adam Keefe,GSW,31,67,14,53,12.6,98.1,1.9,75.0,22.6,1.8,13.1,23.2,25.0,52.4,68.3,31.7,100,0.0,68.8,31.3
Adonal Foyle,GSW,26,58,8,50,25.2,100,0.0,91.2,11.1,0.0,8.8,8.8,14.9,80.1,59.0,41.0,0.0,0.0,59.0,41.0
Adrian Griffin,BOS,26,44,16,28,8.5,73.2,26.8,51.6,12.9,29.0,8.6,19.4,9.7,38.7,33.3,66.7,88.9,11.1,48.5,51.5
Al Harrington,IND,21,78,39,39,24.3,98.7,1.3,81.9,31.4,0.5,15.7,17.6,16.0,50.5,67.5,32.5,0.0,100,67.2,32.8
Alan Henderson,ATL,28,73,20,53,24.8,99.9,0.1,77.5,15.9,0.0,10.1,22.5,13.8,61.6,53.7,46.3,0.0,0.0,53.7,46.3
Allan Houston,NYK,30,78,45,33,36.6,79.1,20.9,61.1,47.0,19.7,5.3,19.1,14.7,14.1,43.7,56.3,75.0,25.0,49.3,50.7
Allen Iverson,PHI,26,71,50,21,41.9,83.1,16.9,60.2,25.3,13.3,22.4,26.5,20.7,34.9,37.0,63.0,78.6,21.4,42.4,57.6
Alonzo Mourning,MIA,31,13,8,5,23.5,99.3,0.7,82.5,21.5,0.0,6.2,17.5,13.6,61.0,63.0,37.0,0.0,0.0,63.0,37.0
Alvin Williams,TOR,26,82,47,35,29.2,85.9,14.1,74.1,43.9,12.3,19.2,13.6,22.4,30.2,51.9,48.1,63.6,36.4,53.0,47.0
Andre Miller,CLE,25,82,30,52,34.7,93.6,6.4,67.1,26.2,3.9,21.3,28.9,15.8,40.9,24.4,75.6,52.9,47.1,25.4,74.6
Andrew DeClercq,ORL,28,67,37,30,13.4,100,0.0,82.0,6.1,0.0,16.9,18.0,14.6,75.9,73.8,26.2,0.0,0.0,73.8,26.2
Andy Panko,ATL,23,1,1,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anfernee Hardaway,PHX,29,4,2,2,27.6,77.8,22.2,66.7,25.6,15.4,10.3,17.9,15.4,41.0,46.2,53.8,50.0,50.0,46.7,53.3
Antawn Jamison,GSW,25,82,17,65,41.4,88.7,11.3,72.2,26.8,9.1,13.6,18.7,15.9,45.4,71.8,28.2,93.5,6.5,73.5,26.5
Anthony Carter,MIA,26,72,43,29,22.7,91.7,8.3,82.0,37.7,3.9,21.9,14.1,24.1,44.3,52.9,47.1,50.0,50.0,52.8,47.2
Anthony Goldwire,DEN,29,20,8,12,10.0,57.5,42.5,51.2,26.8,32.9,11.0,15.9,14.6,24.4,38.1,61.9,66.7,33.3,46.7,53.3
Anthony Johnson,CLE,26,53,16,37,9.6,96.7,3.3,80.0,33.8,2.3,20.8,17.7,14.6,46.2,28.8,71.2,0.0,100,28.3,71.7
Anthony Mason,MIA,34,80,49,31,40.7,100,0.0,71.3,19.1,0.0,4.4,28.7,15.0,52.2,48.3,51.7,0.0,0.0,48.3,51.7
Anthony Miller,PHI,29,4,1,3,2.9,100,0.0,100,100,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0
