PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
Aaron McKie,PHI,31,1.1,1.9,57.6,0.3,0.7,44.4,1.1,2.8,40.6,0.4,0.9,41.4,0.3,0.6,56.8,0.7,1.5,46.7,0.4,1.0,39.0
Aaron Williams,NJN,32,1.5,2.3,66.5,0.4,1.2,34.1,0.4,1.2,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,33.3
Adonal Foyle,GSW,29,0.8,1.4,59.7,0.4,1.0,39.5,0.1,0.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adrian Griffin,HOU,29,0.1,0.2,66.7,0.1,0.2,33.3,0.1,0.6,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,100
Al Harrington,IND,24,2.3,4.0,56.1,0.4,1.4,31.8,2.4,5.1,46.2,0.1,0.3,25.0,0.1,0.1,44.4,0.2,0.4,50.0,0.2,0.6,26.7
Alan Henderson,ATL,31,1.0,1.7,60.0,0.0,0.7,0.0,0.7,1.2,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alex Garcia,SAS,24,0.0,2.0,0.0,0.0,0.5,0.0,0.5,1.0,50.0,0.0,0.0,0.0,-,-,-,0.0,0.0,-,0.0,0.0,0.0
Allan Houston,NYK,33,0.2,0.7,24.2,0.5,1.1,47.4,4.4,9.8,44.6,0.4,0.6,58.6,0.2,0.6,34.5,0.6,1.2,50.0,1.2,2.9,42.0
Allen Iverson,PHI,29,3.5,6.8,51.8,0.9,2.8,32.4,3.4,9.6,35.5,0.1,0.3,26.7,0.0,0.1,0.0,0.1,0.4,25.0,1.1,3.8,29.3
Alonzo Mourning,NJN,34,1.4,2.3,63.0,0.8,1.1,69.2,0.6,2.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alton Ford,HOU,23,0.3,0.4,75.0,0.1,0.4,33.3,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alvin Williams,TOR,29,0.6,1.0,56.1,0.4,1.0,46.3,2.1,5.3,39.9,0.1,0.1,60.0,0.1,0.5,30.4,0.2,0.6,33.3,0.3,1.1,27.1
Amal McCaskill,PHI,30,0.6,1.0,55.7,0.1,0.3,21.4,0.2,0.7,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Amar'e Stoudemire,PHX,21,4.2,6.9,60.8,2.0,4.9,41.3,1.2,3.8,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,25.0
Andre Miller,DEN,28,2.6,4.3,61.0,1.1,2.7,42.2,1.3,3.7,36.2,0.0,0.1,14.3,0.0,0.0,33.3,0.0,0.1,0.0,0.1,0.6,20.4
Andrei Kirilenko,UTA,23,3.6,6.3,57.0,0.2,0.7,32.8,0.6,2.3,24.2,0.0,0.1,28.6,0.1,0.2,60.0,0.1,0.3,33.3,0.8,2.3,33.0
Andrew DeClercq,ORL,31,1.0,1.9,53.4,0.2,0.6,34.9,0.1,0.3,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
