PLAYER,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
Jayson Tatum,79,48,31,31,111.3,104.5,6.8,11.8,3.0,17.8,10.4,8.6,22.2,101.24
Jeff Green,77,29,48,27,110.0,112.5,-2.5,13.5,3.0,13.2,8.0,9.9,17.8,103.36
Jeff Teague,42,23,19,30,111.2,110.7,0.5,37.1,1.4,7.7,4.5,10.5,18.9,103.78
Jemerrio Jones,6,3,3,24,105.7,97.3,8.4,25.1,11.1,22.3,16.8,9.6,10.9,102.42
Jerami Grant,80,48,32,33,109.3,104.4,4.9,7.4,3.7,13.1,8.2,6.3,15.2,105.99
Jeremy Lamb,79,38,41,29,108.8,108.7,0.1,12.8,3.0,17.9,10.3,5.9,22.5,100.81
Jeremy Lin,74,31,43,19,101.8,107.5,-5.7,23.4,1.6,11.4,6.5,12.5,21.9,105.63
Jerian Grant,60,28,32,16,101.2,107.5,-6.3,35.1,2.1,9.4,5.6,11.5,13.5,100.16
Jerome Robinson,33,18,15,10,108.7,111.8,-3.1,13.0,1.0,12.4,6.9,8.9,16.7,104.66
Jerryd Bayless,34,15,19,19,103.6,117.2,-13.6,30.3,1.8,8.9,5.2,8.1,17.7,100.50
Jevon Carter,39,9,30,15,98.7,106.8,-8.1,22.9,2.6,10.5,6.4,11.0,17.6,98.99
Jimmer Fredette,6,1,5,11,90.5,120.0,-29.5,17.9,1.4,9.8,5.3,11.2,24.3,104.39
Jimmy Butler,65,38,27,34,111.3,107.9,3.4,18.5,6.0,10.4,8.3,6.7,22.3,102.93
Joakim Noah,42,14,28,17,103.8,102.2,1.6,22.3,8.7,28.3,18.2,12.5,19.5,100.02
Jodie Meeks,8,7,1,13,119.7,115.5,4.2,16.2,1.1,9.9,5.9,4.0,17.5,101.40
Joe Chealey,1,0,1,8,94.9,107.9,-13.0,25.0,0.0,0.0,0.0,0.0,19.0,94.51
Joe Harris,76,41,35,30,108.1,109.8,-1.7,16.3,2.5,11.0,6.8,10.9,17.0,104.08
Joe Ingles,82,50,32,31,109.4,101.6,7.8,30.9,1.5,12.3,7.0,12.7,17.5,102.03
Joel Embiid,64,43,21,34,112.6,104.6,7.9,12.0,8.5,32.7,21.5,11.6,33.4,103.95
John Collins,61,24,37,30,109.8,112.5,-2.7,10.2,12.7,21.8,17.3,10.1,23.5,106.15
John Henson,14,10,4,14,106.2,105.7,0.5,14.4,8.5,25.9,17.8,12.3,17.8,108.84
John Holland,1,0,1,1,113.6,0.0,113.6,0.0,0.0,0.0,0.0,0.0,0.0,61.25
John Jenkins,26,8,18,13,100.5,106.4,-5.9,15.3,2.0,9.5,5.9,6.3,16.6,100.21
John Wall,32,11,21,35,105.9,111.3,-5.5,27.1,1.5,10.0,5.7,11.8,28.8,105.51
Johnathan Motley,22,12,10,7,98.0,108.0,-10.0,9.4,11.8,24.3,17.6,13.6,28.1,106.37
Johnathan Williams,24,10,14,16,109.7,103.6,6.1,8.1,13.0,14.8,13.8,10.0,16.4,101.89
Jon Leuer,41,16,25,10,94.0,107.9,-13.9,8.6,7.0,20.3,13.3,14.1,16.4,100.12
Jonah Bolden,44,24,20,15,107.3,108.2,-1.0,16.0,7.5,19.3,13.4,14.4,13.4,105.44
Jonas Jerebko,73,52,21,17,110.5,107.7,2.8,18.1,6.2,19.3,12.6,8.1,15.0,102.17
Jonas Valanciunas,49,31,18,22,108.6,106.6,2.0,9.0,10.9,29.4,20.6,11.5,27.7,102.48
Jonathan Isaac,75,37,38,27,107.7,106.6,1.0,9.7,5.2,16.8,11.0,9.1,16.3,100.23
Jonathon Simmons,56,25,31,19,102.4,107.5,-5.2,21.7,2.7,10.2,6.5,11.6,18.8,102.01
Jordan Bell,68,46,22,12,107.9,111.4,-3.5,23.2,7.5,17.7,12.6,12.8,13.9,101.20
Jordan Clarkson,81,18,63,27,106.5,114.4,-7.8,12.3,4.0,9.9,6.8,8.5,27.5,99.66
Jordan Loyd,12,11,1,5,93.7,110.9,-17.2,19.5,2.0,15.7,9.0,6.5,17.2,111.31
Jordan McRae,27,9,18,12,107.6,110.6,-3.1,15.8,1.9,10.6,6.2,7.9,20.1,106.01
Jordan Sibert,1,1,0,4,127.1,188.9,-61.8,0.0,0.0,0.0,0.0,0.0,8.0,104.54
Jose Calderon,49,22,27,13,93.5,108.2,-14.6,41.8,1.8,8.8,5.1,12.7,10.8,101.28
Josh Hart,67,31,36,26,103.9,104.4,-0.5,14.3,2.1,12.1,7.3,8.9,13.4,106.38
Josh Jackson,79,19,60,25,101.6,111.4,-9.7,14.2,3.6,15.7,9.6,13.4,23.8,103.29
Josh Okogie,74,32,42,24,109.1,110.2,-1.2,12.4,2.4,10.9,6.6,8.6,15.1,104.36
Josh Richardson,73,35,38,35,105.4,104.6,0.8,19.4,2.3,8.9,5.6,7.3,20.9,100.54
Jrue Holiday,67,30,37,36,111.8,108.2,3.6,25.8,3.3,10.9,7.2,10.5,25.4,105.37
Juancho Hernangomez,70,44,26,19,107.6,107.0,0.6,12.4,4.9,16.2,10.5,8.3,12.2,100.22
Julian Washburn,18,7,11,14,103.7,106.4,-2.7,19.8,3.1,14.8,8.5,9.9,9.9,96.97
Julius Randle,73,31,42,31,109.9,111.1,-1.2,13.2,7.8,21.9,15.0,12.0,27.8,105.27
Justin Anderson,48,17,31,10,104.2,108.8,-4.6,10.5,5.1,13.8,9.3,10.5,17.3,107.44
Justin Holiday,82,25,57,32,101.0,109.0,-8.0,13.6,1.9,11.7,6.8,9.7,15.7,100.85
Justin Jackson,81,36,45,20,107.5,107.9,-0.5,14.9,2.8,10.9,6.8,4.5,14.4,103.61
Justin Patton,3,2,1,7,97.3,105.8,-8.5,27.6,6.9,17.4,11.5,0.0,15.1,99.82
Justise Winslow,66,30,36,30,106.5,103.1,3.4,22.9,3.5,15.8,9.7,11.5,20.9,100.65
Jusuf Nurkic,72,45,27,27,115.3,105.6,9.7,16.8,13.4,26.6,20.2,12.1,24.4,102.75
Kadeem Allen,19,3,16,22,108.2,111.8,-3.7,28.5,2.1,11.3,6.8,9.7,20.3,99.71
Kalin Lucas,1,0,1,6,55.1,77.3,-22.2,34.7,0.0,60.0,25.0,0.0,15.8,96.80
Karl-Anthony Towns,77,34,43,33,109.9,110.1,-0.2,12.9,11.1,28.9,20.0,11.9,28.7,102.65
Kawhi Leonard,60,41,19,34,114.9,105.6,9.3,12.2,4.4,18.5,11.8,7.4,30.7,101.70
Keita Bates-Diop,30,10,20,17,106.4,111.2,-4.9,9.2,3.2,14.8,8.7,7.6,14.3,101.63
Kelly Olynyk,79,39,40,23,106.7,105.0,1.7,15.6,4.3,17.8,11.1,12.7,18.0,100.50
Kelly Oubre Jr.,69,21,48,28,106.2,111.7,-5.5,7.4,3.9,14.6,9.2,9.1,22.9,105.16
Kemba Walker,82,39,43,35,110.0,110.5,-0.5,18.8,1.9,11.9,6.8,8.2,31.5,100.94
Kenneth Faried,37,21,16,20,112.7,109.2,3.5,5.5,13.8,24.0,18.7,9.1,19.8,102.60
Kenrich Williams,46,17,29,24,107.3,110.8,-3.5,20.4,5.1,16.0,10.4,8.9,12.1,106.43
Kent Bazemore,67,24,43,25,101.8,109.2,-7.4,14.6,2.2,14.5,8.2,11.6,22.0,107.00
Kentavious Caldwell-Pope,82,37,45,25,105.7,109.4,-3.7,11.0,2.5,9.9,6.2,6.5,18.2,104.87
Kevin Durant,78,54,24,35,118.0,106.0,12.1,20.0,1.4,17.3,9.9,9.8,28.8,104.30
Kevin Huerter,75,27,48,27,108.3,111.4,-3.0,21.3,3.0,9.7,6.3,10.9,15.6,106.17
Kevin Knox,75,15,60,29,100.7,113.9,-13.2,6.8,2.8,13.5,7.9,9.4,22.3,102.81
Kevin Love,22,7,15,27,109.8,114.7,-4.9,11.3,5.7,37.6,21.2,9.9,26.6,100.58
Kevon Looney,80,56,24,19,116.8,105.5,11.3,21.7,13.9,15.1,14.5,9.0,12.5,103.33
Khem Birch,50,26,24,13,106.4,103.2,3.2,15.5,12.6,18.9,15.6,8.1,13.9,100.73
Khris Middleton,77,56,21,31,113.2,103.0,10.2,18.7,2.3,16.3,9.8,9.9,25.2,105.69
Khyri Thomas,26,13,13,8,94.2,104.0,-9.8,9.3,1.9,9.7,5.3,4.7,16.6,100.38
Klay Thompson,78,55,23,34,114.7,107.1,7.6,10.5,1.6,10.1,6.1,6.5,25.9,103.23
Kobi Simmons,1,0,1,2,82.0,34.7,47.2,0.0,0.0,0.0,0.0,0.0,0.0,103.47
Kosta Koufos,42,21,21,12,106.1,108.2,-2.1,15.9,9.9,26.2,17.6,11.9,15.5,105.35
Kostas Antetokounmpo,2,1,1,5,111.0,92.4,18.6,0.0,0.0,11.1,5.6,17.4,24.3,96.21
Kris Dunn,46,14,32,30,105.0,112.0,-7.0,30.2,1.5,13.3,7.4,11.3,20.2,100.77
Kyle Anderson,43,19,24,30,102.1,103.8,-1.6,26.1,4.3,18.4,11.3,11.8,13.0,97.43
Kyle Korver,70,39,31,19,107.7,103.5,4.2,12.4,0.7,11.9,6.4,9.0,18.1,103.30
Kyle Kuzma,70,33,37,33,106.8,108.5,-1.7,11.8,2.8,14.1,8.6,8.8,23.8,106.07
Kyle Lowry,65,47,18,34,115.1,103.3,11.8,35.9,2.1,12.9,7.7,11.6,19.5,102.97
Kyle O'Quinn,45,27,18,8,107.5,107.0,0.5,24.1,9.0,24.3,17.2,13.3,20.2,103.56
Kyrie Irving,67,37,30,33,112.3,105.9,6.4,23.4,3.4,12.6,8.1,8.7,29.2,103.11
LaMarcus Aldridge,81,48,33,33,111.6,109.2,2.4,10.6,10.4,20.3,15.4,7.8,27.2,99.52
Lance Stephenson,68,33,35,17,104.2,109.2,-5.0,20.3,3.0,16.9,9.9,12.5,20.3,105.84
Lance Thomas,46,7,39,17,96.8,109.0,-12.2,10.2,2.6,12.8,7.5,9.1,13.1,101.67
Landry Shamet,79,51,28,23,110.6,109.0,1.6,15.4,1.3,6.8,4.0,5.9,15.0,103.98
Langston Galloway,80,41,39,22,108.0,107.2,0.8,11.5,2.9,8.0,5.3,3.3,16.0,100.30
Larry Nance Jr.,67,16,51,27,105.3,114.4,-9.1,25.2,10.1,25.1,17.3,11.4,15.5,98.24
Lauri Markkanen,52,16,36,32,105.4,111.4,-6.0,7.2,4.8,26.1,15.3,8.2,25.0,100.36
LeBron James,55,28,27,35,107.9,106.3,1.6,23.5,3.2,21.5,12.7,10.2,31.7,105.56
Lonnie Walker IV,17,12,5,7,91.5,112.6,-21.0,14.2,0.0,13.0,7.1,6.3,20.9,99.55
Lonzo Ball,47,25,22,30,103.5,105.0,-1.4,30.5,4.0,13.6,9.0,12.3,16.9,106.12
Lorenzo Brown,26,20,6,8,95.0,101.1,-6.1,24.1,2.4,12.2,7.4,13.8,17.6,103.09
Lou Williams,75,47,28,27,112.2,109.6,2.6,20.8,2.2,9.1,5.8,9.4,31.7,105.93
Luc Mbah a Moute,4,2,2,15,109.7,100.9,8.8,8.3,3.8,7.1,5.7,8.3,15.0,108.75
Luka Doncic,72,28,44,32,106.8,110.0,-3.2,20.7,4.1,21.9,13.1,11.9,30.4,101.64
Luke Kennard,63,30,33,23,107.5,107.5,0.0,15.9,0.9,13.5,7.0,7.9,18.4,98.05
Luke Kornet,46,9,37,17,102.9,105.1,-2.3,14.1,3.7,14.0,8.9,6.5,18.4,102.17
Luol Deng,22,11,11,18,115.2,105.1,10.1,10.9,5.6,13.9,9.9,8.5,16.0,100.82
Malachi Richardson,22,16,6,5,91.9,99.2,-7.3,0.0,1.9,9.9,6.0,20.4,14.9,108.58
Malcolm Brogdon,64,49,15,29,113.1,102.6,10.4,18.5,3.9,11.9,8.2,8.2,20.7,105.16
Malcolm Miller,10,9,1,7,107.2,111.6,-4.4,3.4,1.7,5.1,3.6,3.4,18.6,103.31
Malik Beasley,81,53,28,23,110.3,108.3,2.1,10.6,2.0,9.5,5.8,6.0,18.7,100.51
Malik Monk,73,34,39,17,108.0,111.2,-3.2,14.0,1.4,10.6,5.9,10.3,24.5,102.37
MarShon Brooks,29,15,14,13,100.7,104.6,-3.9,10.9,3.4,10.5,6.7,9.2,24.0,97.13
Marc Gasol,79,39,40,31,107.5,103.6,3.8,23.5,3.8,25.7,14.8,10.4,21.3,98.20
Marcin Gortat,47,25,22,16,105.3,112.1,-6.8,20.2,9.9,27.3,18.8,15.5,15.0,100.48
Marco Belinelli,79,46,33,23,111.8,109.8,2.0,13.9,0.9,10.5,5.8,7.6,19.4,102.19
Marcus Derrickson,11,9,2,6,100.1,105.4,-5.3,2.6,11.3,6.9,9.1,7.7,24.7,97.12
Marcus Morris,75,44,31,28,110.1,107.9,2.3,9.7,3.9,19.8,11.9,8.2,20.8,102.41
Marcus Smart,80,48,32,28,110.8,105.2,5.6,30.1,2.8,8.7,5.7,11.5,14.8,101.76
Mario Hezonja,58,12,46,21,101.2,111.0,-9.7,12.8,2.4,18.8,10.4,12.8,21.3,101.66
Markelle Fultz,19,12,7,23,103.1,101.9,1.2,23.1,6.4,10.2,8.4,9.8,19.3,105.34
Markieff Morris,58,24,34,22,106.2,111.5,-5.4,12.0,5.1,18.5,11.5,8.2,19.4,103.72
Marquese Chriss,43,17,26,12,101.4,119.7,-18.3,8.5,8.2,24.9,15.8,14.0,20.4,99.31
Marvin Bagley III,62,30,32,25,107.4,110.2,-2.8,6.3,10.3,20.5,15.3,10.0,24.0,104.74
Marvin Williams,75,35,40,28,109.3,110.6,-1.3,11.1,3.7,17.0,10.2,5.7,15.0,100.42
Mason Plumlee,82,54,28,21,108.9,106.9,2.1,27.1,10.4,22.2,16.4,14.0,16.4,99.38
Matthew Dellavedova,48,20,28,17,104.0,107.0,-3.0,35.2,0.8,9.4,5.0,13.2,17.8,100.33
Maurice Harkless,60,37,23,24,113.4,106.1,7.3,13.7,5.9,14.2,10.1,8.3,13.7,102.59
Maxi Kleber,71,30,41,21,107.1,104.9,2.2,12.9,6.6,16.9,11.9,10.0,13.5,100.98
Melvin Frazier Jr.,10,8,2,4,101.4,109.5,-8.2,4.0,5.9,4.7,5.3,4.0,22.1,101.91
Meyers Leonard,61,35,26,14,108.6,114.1,-5.5,19.6,6.2,22.8,14.6,11.2,15.3,99.38
Michael Beasley,26,11,15,11,103.2,109.7,-6.5,11.3,4.9,17.0,11.1,12.2,29.9,102.91
Michael Carter-Williams,28,17,11,13,109.8,110.0,-0.2,29.6,5.0,16.1,10.0,8.5,18.0,105.16
Michael Kidd-Gilchrist,64,29,35,18,106.3,106.7,-0.4,12.4,7.9,14.8,11.3,8.8,15.7,101.29
Mikal Bridges,82,19,63,30,104.8,111.3,-6.5,20.2,2.5,9.7,6.1,8.2,12.2,102.79
Mike Conley,70,30,40,34,105.7,105.4,0.4,23.9,1.9,10.0,5.8,6.9,27.3,98.50
Mike Muscala,64,35,29,20,108.0,106.0,2.0,14.5,4.7,15.1,9.9,9.2,14.3,105.06
Mike Scott,79,44,35,18,108.4,106.8,1.6,12.1,3.3,16.6,10.2,8.1,14.3,105.14
Miles Bridges,80,38,42,21,107.2,111.3,-4.1,13.8,4.3,16.6,10.4,7.2,15.1,101.66
Miles Plumlee,18,1,17,10,101.9,116.4,-14.4,19.3,9.6,16.1,12.6,11.3,16.8,105.25
Milos Teodosic,15,8,7,10,118.2,110.9,7.4,33.3,2.3,9.4,6.0,21.9,17.8,106.13
Mitchell Creek,5,1,4,9,101.6,99.3,2.3,23.0,12.8,11.8,12.2,3.8,17.3,102.86
Mitchell Robinson,66,16,50,21,103.4,108.7,-5.3,8.8,13.7,18.8,16.3,8.3,12.3,101.45
Mo Bamba,47,19,28,16,94.2,108.0,-13.8,11.1,8.2,24.4,15.8,12.2,18.0,100.27
Monte Morris,82,54,28,24,108.7,105.7,3.1,27.3,1.9,8.9,5.3,4.8,17.3,99.20
Montrezl Harrell,82,48,34,26,111.2,109.6,1.6,11.9,9.4,16.4,13.1,9.7,23.5,104.57
Moritz Wagner,43,15,28,10,95.1,106.5,-11.3,9.3,4.0,16.1,10.0,15.2,21.8,105.54
Myles Turner,74,43,31,29,106.2,103.6,2.6,10.6,5.4,21.9,13.9,9.2,20.3,99.80
Naz Mitrou-Long,14,9,5,6,110.4,122.3,-11.9,34.2,1.2,6.8,3.8,18.2,14.9,102.79
Nemanja Bjelica,77,38,39,23,111.1,108.0,3.1,17.0,7.2,19.1,13.0,9.5,16.5,105.80
Nene,42,29,13,13,111.4,103.0,8.5,15.0,6.7,17.2,12.0,6.3,11.8,101.03
Nerlens Noel,77,48,29,14,99.9,102.1,-2.2,11.1,12.1,19.7,15.8,11.9,14.3,103.22
Nick Young,4,3,1,9,98.8,105.3,-6.6,15.4,0.0,2.7,1.3,15.4,12.9,100.70
Nicolas Batum,75,35,40,31,108.4,109.3,-0.9,25.6,3.2,14.8,8.9,12.1,13.2,100.86
Nik Stauskas,68,33,35,15,101.4,114.3,-12.9,16.3,1.8,11.6,6.6,10.2,17.7,100.69
Nikola Jokic,80,53,27,31,111.3,107.0,4.3,26.5,10.0,27.7,18.9,11.3,27.4,99.51
Nikola Mirotic,46,24,22,27,111.9,107.6,4.3,7.9,5.0,22.2,13.8,6.9,21.1,106.97
Nikola Vucevic,80,41,39,31,109.2,105.6,3.6,16.0,9.7,31.7,20.8,8.3,28.0,100.11
Noah Vonleh,68,13,55,25,103.9,111.6,-7.7,17.8,6.8,26.3,16.3,12.1,14.7,102.03
Norman Powell,60,45,15,19,105.8,104.7,1.1,15.4,1.5,11.7,6.6,11.0,18.8,103.80
OG Anunoby,67,46,21,20,105.0,105.6,-0.6,8.8,4.5,11.3,7.8,10.3,15.2,103.42
Okaro White,3,2,1,2,76.9,93.7,-16.7,0.0,9.1,20.0,12.5,0.0,11.8,102.78
Omari Spellman,46,15,31,18,102.4,113.9,-11.4,13.8,9.0,16.4,12.6,9.1,14.9,106.45
Omri Casspi,36,14,22,15,104.1,103.6,0.5,11.0,3.7,20.5,12.3,9.8,17.5,100.84
Otto Porter Jr.,56,25,31,30,110.3,110.2,0.1,13.8,3.5,17.5,10.3,7.5,18.9,104.16
PJ Dozier,6,5,1,9,117.2,90.1,27.1,18.6,10.5,20.4,15.3,0.0,18.0,102.77
PJ Tucker,82,53,29,34,112.4,108.1,4.3,13.6,4.7,14.7,9.5,8.9,9.5,99.57
Pascal Siakam,80,57,23,32,114.2,102.6,11.6,16.8,5.5,17.3,11.7,10.4,20.9,101.93
Pat Connaughton,61,43,18,21,111.2,106.0,5.2,23.3,5.2,14.9,10.3,6.3,13.3,104.78
Patrick Beverley,78,48,30,27,112.0,108.4,3.6,32.7,3.9,15.1,9.7,9.3,12.2,103.17
Patrick McCaw,29,17,12,14,104.6,110.1,-5.5,25.1,2.0,11.8,6.9,14.7,9.6,101.37
Patrick Patterson,63,40,23,14,101.5,107.4,-5.9,10.9,5.0,12.8,8.9,7.7,12.2,105.14
Patty Mills,82,48,34,23,114.4,109.0,5.4,23.4,1.4,8.8,5.1,8.9,18.0,102.41
Pau Gasol,30,17,13,12,107.0,110.9,-4.0,29.0,6.4,34.0,20.1,8.9,15.4,102.21
Paul George,77,46,31,37,110.4,103.1,7.3,13.4,3.7,19.4,11.4,8.6,29.4,105.51
Paul Millsap,70,49,21,27,112.8,105.1,7.7,14.0,8.8,20.3,14.6,9.4,19.5,100.08
Quincy Acy,10,2,8,12,102.1,96.9,5.2,23.3,2.6,18.5,10.7,11.6,9.2,106.78
Quincy Pondexter,53,29,24,6,102.1,105.3,-3.2,21.1,3.1,13.2,8.4,11.5,13.4,99.32
Quinn Cook,74,49,25,14,107.0,111.7,-4.7,18.8,2.3,14.1,8.2,8.1,20.8,100.42
RJ Hunter,1,1,0,26,136.0,76.4,59.6,17.8,3.8,5.7,4.9,0.0,22.9,99.46
Rajon Rondo,46,19,27,30,104.0,111.7,-7.7,39.0,2.6,15.9,9.3,13.5,17.5,105.65
Raul Neto,37,26,11,13,117.5,100.6,16.9,30.6,1.6,11.9,7.3,11.5,19.0,102.93
Rawle Alkins,10,3,7,12,105.9,111.2,-5.3,19.9,8.4,13.2,10.6,12.3,17.9,102.34
Ray Spalding,14,3,11,11,100.6,107.2,-6.6,7.5,10.4,21.4,16.1,13.6,17.3,104.06
Raymond Felton,33,19,14,12,100.9,98.0,2.9,25.2,1.0,8.5,4.5,6.8,17.0,103.11
Reggie Bullock,63,27,36,30,107.5,109.6,-2.1,15.6,1.2,9.2,5.1,7.9,15.8,102.10
Reggie Jackson,82,41,41,28,107.9,107.7,0.2,20.9,2.1,8.5,5.2,9.0,24.5,99.56
Richaun Holmes,70,16,54,17,102.9,109.5,-6.6,10.8,11.0,20.1,15.6,9.4,18.0,102.34
Ricky Rubio,68,40,28,28,109.8,103.5,6.3,29.2,1.9,12.1,7.0,12.6,22.7,102.57
Robert Covington,35,20,15,34,107.4,103.7,3.7,9.3,2.5,14.6,8.5,9.5,15.8,102.80
Robert Williams III,32,18,14,9,100.7,102.5,-1.9,9.4,9.3,19.2,14.2,13.4,10.5,102.35
Robin Lopez,74,20,54,22,104.2,109.2,-5.0,11.5,9.5,9.5,9.5,12.4,18.6,101.15
Rodions Kurucs,63,36,27,21,106.4,106.8,-0.4,8.4,4.6,14.9,9.8,12.5,17.9,106.58
Rodney Hood,72,29,43,26,105.5,112.5,-7.0,13.7,1.4,7.9,4.6,6.0,18.3,98.74
Rodney McGruder,66,31,35,24,103.9,105.7,-1.8,16.7,4.0,11.8,8.0,9.6,15.1,101.38
Ron Baker,15,4,11,10,91.2,97.2,-6.0,35.2,0.6,7.9,3.9,11.7,7.7,102.94
Rondae Hollis-Jefferson,59,27,32,21,105.5,105.5,0.0,13.1,6.8,19.3,13.0,9.3,21.4,104.21
Royce O'Neale,82,50,32,20,107.4,101.3,6.2,22.3,1.5,16.4,9.2,12.6,11.1,102.28
Rudy Gay,69,42,27,27,111.1,106.1,5.0,16.4,3.8,23.7,13.9,10.3,22.0,99.85
Rudy Gobert,81,50,31,32,109.0,102.3,6.7,13.1,13.3,30.3,21.9,10.5,17.7,102.56
Russell Westbrook,73,44,29,36,110.5,106.0,4.6,28.2,4.1,28.4,15.8,11.7,30.5,106.55
Ryan Anderson,25,7,18,13,95.7,107.5,-11.7,17.4,6.3,12.2,9.3,12.8,12.4,98.92
Ryan Arcidiacono,81,22,59,24,103.9,109.8,-6.0,33.8,1.5,10.8,6.1,7.9,11.9,100.17
Ryan Broekhoff,42,15,27,11,110.4,104.3,6.1,12.8,1.9,12.8,7.4,9.3,14.5,100.63
Salah Mejri,36,13,23,11,104.1,110.6,-6.5,19.2,9.2,24.9,17.0,11.5,15.9,100.62
Sam Dekker,47,14,33,17,107.5,112.4,-4.9,13.3,7.3,14.1,10.6,6.9,16.2,102.16
Scott Machado,4,3,1,5,102.2,113.4,-11.2,31.8,0.0,0.0,0.0,0.0,14.3,100.17
Semi Ojeleye,56,39,17,11,108.5,99.5,9.0,10.6,4.2,10.6,7.5,8.7,14.2,101.23
Serge Ibaka,74,53,21,27,113.0,105.8,7.2,8.5,8.7,23.0,16.2,9.7,23.1,101.36
Seth Curry,74,49,25,19,108.7,106.2,2.5,10.7,2.1,6.9,4.6,9.9,16.8,99.97
Shabazz Napier,56,26,30,18,105.9,104.2,1.7,20.3,1.9,9.0,5.4,9.4,24.2,102.66
Shai Gilgeous-Alexander,82,48,34,27,108.6,110.4,-1.9,22.3,2.9,8.5,5.8,11.6,18.5,103.54
Shake Milton,20,10,10,13,113.0,112.4,0.6,15.8,3.4,10.6,6.9,5.3,15.2,101.56
Shaquille Harrison,73,20,53,20,100.2,110.3,-10.1,20.5,2.5,14.9,8.5,8.8,16.5,101.16
Shaun Livingston,64,45,19,15,111.4,106.3,5.1,29.7,4.7,8.1,6.4,9.9,12.1,101.48
Shelvin Mack,57,22,35,22,99.7,108.6,-8.9,26.6,1.6,8.1,4.8,9.6,18.5,97.86
Sindarius Thornwell,64,37,27,5,101.2,101.6,-0.3,17.7,1.7,12.5,7.2,19.6,11.4,106.91
Skal Labissiere,22,12,10,8,117.1,121.9,-4.8,14.0,5.5,20.1,12.9,14.0,16.1,107.43
Solomon Hill,44,14,30,20,105.1,112.8,-7.8,19.8,4.1,11.3,7.8,11.1,10.5,105.40
Spencer Dinwiddie,68,36,32,28,106.8,108.9,-2.2,21.5,1.4,7.9,4.7,10.5,25.1,102.92
Stanley Johnson,66,28,38,18,95.6,103.7,-8.1,13.8,2.8,16.0,9.3,12.7,19.3,102.80
Stephen Curry,69,52,17,34,118.4,104.7,13.7,17.9,2.2,13.7,8.4,9.5,29.8,105.22
Sterling Brown,58,45,13,18,106.8,105.7,1.1,18.2,2.9,14.4,8.9,10.0,15.4,105.67
Steven Adams,80,47,33,33,110.6,104.9,5.7,10.4,14.5,14.8,14.7,11.3,16.1,106.31
Svi Mykhailiuk,42,19,23,11,105.5,108.0,-2.5,17.9,2.2,6.1,4.2,10.2,16.1,103.45
T.J. McConnell,76,46,30,19,109.2,109.3,-0.1,32.9,2.1,10.6,6.4,11.6,15.3,102.23
T.J. Warren,43,10,33,32,105.5,112.7,-7.2,8.2,2.5,12.3,7.2,6.7,22.6,102.93
TJ Leaf,58,35,23,9,107.0,103.1,3.9,10.3,8.8,16.9,12.9,5.2,16.7,104.01
Tahjere McCall,1,0,1,8,151.2,80.0,71.3,0.0,0.0,20.0,8.3,0.0,16.5,116.28
Taj Gibson,70,32,38,24,108.6,109.7,-1.1,10.9,10.9,18.5,14.7,9.5,17.1,103.05
Taurean Prince,55,19,36,28,107.7,114.9,-7.2,13.7,1.5,12.2,6.7,11.6,19.5,106.87
Terrance Ferguson,74,44,30,26,109.9,106.7,3.1,12.6,1.7,6.1,3.8,8.2,10.6,105.07
Terrence Jones,2,2,0,3,45.0,140.2,-95.1,0.0,0.0,57.1,25.0,18.4,38.0,123.11
Terrence Ross,81,42,39,27,104.9,105.1,-0.3,10.3,1.3,12.8,6.9,6.8,23.8,100.44
Terry Rozier,79,47,32,23,105.0,105.2,-0.2,23.0,1.8,16.7,9.1,6.8,18.7,101.18
Thabo Sefolosha,50,28,22,12,109.7,98.6,11.1,12.8,1.5,19.8,11.2,11.9,13.3,101.55
Thaddeus Young,81,47,34,31,108.0,105.4,2.6,16.6,8.8,14.6,11.8,10.0,18.3,99.07
Theo Pinson,18,7,11,12,93.5,94.3,-0.8,17.3,1.8,14.3,8.0,14.8,19.6,103.40
Thomas Bryant,72,29,43,21,108.6,112.1,-3.5,12.9,8.0,24.5,16.2,8.4,17.6,103.66
Thomas Welsh,11,8,3,3,109.9,103.3,6.6,25.2,0.0,12.5,5.0,5.0,16.5,106.74
Thon Maker,64,44,20,15,104.9,103.0,1.9,11.8,4.5,17.1,10.9,8.6,15.2,101.06
Tim Frazier,59,27,32,19,107.7,111.0,-3.2,40.7,3.9,11.7,7.9,12.5,13.4,104.49
Tim Hardaway Jr.,65,14,51,32,104.1,113.2,-9.2,11.5,1.6,10.1,5.7,7.6,25.3,102.23
Timothe Luwawu-Cabarrot,50,25,25,13,98.4,113.8,-15.4,9.2,1.7,14.0,7.6,7.4,16.2,103.01
Tobias Harris,82,46,36,35,109.9,109.8,0.1,12.9,2.7,20.7,12.0,8.5,23.0,102.81
Tomas Satoransky,80,32,48,27,109.3,110.5,-1.2,35.6,4.0,10.1,7.0,10.7,14.1,102.74
Tony Bradley,3,2,1,12,106.7,128.6,-21.9,4.8,21.4,21.4,21.4,14.4,20.4,110.25
Tony Parker,56,30,26,18,107.1,107.4,-0.3,25.9,1.5,7.7,4.6,9.4,25.4,101.74
Tony Snell,74,55,19,18,110.5,103.5,7.0,14.5,2.4,9.6,6.3,4.9,13.1,104.45
