PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
A.C. Green,MIA,37,0.7,1.2,60.0,0.1,0.4,24.1,1.0,2.4,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
A.J. Guyton,CHI,23,0.3,0.5,60.0,0.2,0.3,55.6,1.2,3.1,37.4,0.2,0.5,36.4,0.2,0.4,37.5,0.4,0.9,44.4,0.6,1.6,40.0
Aaron McKie,PHI,28,1.7,2.4,72.4,0.5,1.3,37.1,1.6,3.5,44.4,0.2,0.5,33.3,0.3,0.6,47.2,0.5,1.1,45.5,0.3,1.4,25.2
Aaron Williams,NJN,29,2.3,4.1,57.0,0.8,2.0,38.3,0.5,1.8,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adam Keefe,GSW,31,0.6,1.1,56.3,0.1,0.3,23.5,0.3,1.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,50.0
Adonal Foyle,GSW,26,1.3,2.6,49.0,1.1,3.1,35.8,0.3,0.8,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adrian Griffin,BOS,26,0.3,0.7,44.8,0.1,0.4,35.7,0.2,0.7,21.4,0.2,0.4,57.1,0.1,0.4,14.3,0.3,0.8,37.5,0.1,0.3,36.4
Al Harrington,IND,21,1.5,2.7,55.8,0.4,1.3,31.1,1.2,2.9,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,16.7
Alan Henderson,ATL,28,2.5,4.2,59.6,0.8,2.5,30.7,0.8,2.6,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Allan Houston,NYK,30,0.7,1.7,44.3,0.6,1.7,33.6,4.4,8.9,49.7,0.2,0.4,44.4,0.1,0.2,46.2,0.3,0.6,50.0,1.0,2.7,36.5
