PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
Aaron McKie,PHI,32,0.2,0.4,64.0,0.0,0.2,27.3,0.3,0.6,50.0,0.2,0.4,50.0,0.2,0.5,34.8,0.4,0.9,44.4,0.0,0.3,11.1
Aaron Williams,TOR,33,0.4,0.6,59.3,0.2,0.5,46.7,0.2,0.5,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adonal Foyle,GSW,30,1.2,2.2,55.6,0.6,1.3,45.5,0.2,0.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,100
Adrian Griffin,CHI,30,0.2,0.6,36.8,0.2,0.4,44.0,0.5,1.3,34.8,0.0,0.0,100,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,16.7
Al Harrington,ATL,25,4.1,6.7,60.7,0.6,1.8,34.5,1.9,5.3,36.3,0.0,0.2,21.4,0.0,0.2,21.4,0.0,0.4,0.0,0.2,0.7,23.3
Al Jefferson,BOS,20,1.7,3.0,57.9,0.8,1.6,49.5,0.3,0.7,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alan Henderson,DAL,32,1.2,1.9,62.3,0.2,0.6,32.6,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Aleksandar Radojevic,UTA,28,0.2,1.0,16.7,0.1,0.3,33.3,0.3,0.3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alex Garcia,NOH,25,1.3,2.5,50.0,0.0,0.3,0.0,0.4,1.5,25.0,0.1,0.4,33.3,0.0,0.7,0.0,0.1,1.1,9.1,0.5,1.4,36.4
Allan Houston,NYK,34,0.1,0.3,40.0,0.2,0.5,40.0,2.4,5.5,43.6,0.2,1.1,18.8,0.5,1.0,46.7,0.7,2.1,33.3,1.1,2.4,43.8
