PLAYER,TEAM,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
"Ferguson, Terrance",OKC,5,1,4,128,32.0,69.2,46.3,12.1,24.7,48.9,14.9,18.3,81.5,6.7,25.9,32.6,14.6,8.4,6.2,4.5,4.5,14.6,18.3,91.1,11.0
"Forbes, Bryn",SAS,7,3,4,212,28.8,64.1,45.0,7.3,19.8,36.8,12.7,16.8,75.8,7.0,24.6,31.5,19.7,6.1,3.6,2.9,3.2,13.1,16.3,77.7,2.7
"Fournier, Evan",ORL,5,1,4,175,32.7,64.4,50.8,9.7,24.1,40.2,9.3,10.9,84.9,6.0,28.4,34.4,21.0,8.8,6.8,3.3,3.1,16.3,15.2,84.4,19.6
"Frazier Jr., Melvin",ORL,3,0,3,15,7.4,64.3,11.5,2.5,39.5,6.3,12.4,12.4,100,4.9,39.5,44.5,2.5,12.4,4.9,2.5,2.5,22.2,7.4,29.7,-44.5
"Frazier, Tim",MIL,11,9,2,40,30.7,63.3,48.6,8.1,21.7,37.5,16.3,24.4,66.7,4.5,28.9,33.5,20.8,10.9,9.0,4.5,4.5,12.7,19.9,85.9,11.8
"Gallinari, Danilo",LAC,6,2,4,201,34.1,67.4,50.7,9.3,23.8,39.1,16.4,18.9,86.8,7.7,26.1,33.8,24.7,10.5,5.4,6.1,2.3,19.7,18.8,94.0,7.7
"Galloway, Langston",DET,4,0,4,110,30.5,62.9,48.4,8.8,23.3,38.0,12.8,17.0,75.0,7.2,33.1,40.3,20.0,12.8,4.3,5.6,3.9,15.7,16.1,82.5,11.8
"Gasol, Marc",TOR,24,16,8,735,27.0,60.3,44.8,8.4,24.0,35.1,12.9,16.8,76.7,6.9,26.1,33.0,18.1,12.4,5.2,4.0,3.1,17.2,15.7,75.3,-3.8
"Gay, Rudy",SAS,7,3,4,178,32.3,69.2,46.6,6.7,20.2,33.0,11.1,13.9,79.7,9.1,25.0,34.1,20.0,5.8,3.4,2.4,2.4,16.3,12.7,82.3,5.8
"George, Paul",OKC,5,1,4,204,28.8,66.6,43.2,9.4,23.8,39.3,14.7,18.9,77.6,8.1,26.0,34.1,12.4,10.8,5.5,3.7,4.2,18.9,19.2,81.6,-0.5
"Gilgeous-Alexander, Shai",LAC,6,2,4,173,34.8,66.8,52.2,8.8,23.2,37.8,15.7,18.2,86.2,7.5,28.2,35.7,24.8,11.3,5.2,5.8,3.5,20.5,17.9,94.1,11.1
"Gobert, Rudy",UTA,5,1,4,152,29.4,63.7,46.1,12.3,32.0,38.5,14.2,18.9,75.0,6.9,26.8,33.6,16.3,11.8,7.3,4.5,4.0,15.4,17.5,85.2,11.8
"Gordon, Aaron",ORL,5,1,4,164,33.6,63.7,52.8,8.8,21.5,40.8,10.1,12.5,80.7,6.4,27.5,33.8,20.0,9.7,6.8,3.5,3.1,16.5,14.5,86.1,17.4
"Gordon, Eric",HOU,11,6,5,410,29.1,64.2,45.3,8.0,25.0,32.0,13.2,17.1,76.9,8.4,23.1,31.5,18.0,10.6,6.9,3.4,3.7,15.3,16.0,79.4,-0.7
