PLAYER,TEAM,AGE,GP,W,L,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
Ish Smith,DET,30,4,0,4,81.0,22.3,19.6,24.2,6.7,11.7,12.5,11.8,6.3,15.9,13.9,45.2,22.2,25.0,11.1,9.1,20.5,9.4,17.0
Ivica Zubac,LAC,22,4,1,3,39.0,22.1,34.6,22.5,0.0,0.0,11.8,14.3,61.1,40.7,48.9,6.3,30.8,15.4,50.0,22.2,33.3,15.0,25.3
JJ Redick,PHI,35,12,7,5,375.0,16.8,17.4,18.5,44.4,36.0,11.6,10.6,2.4,5.4,4.7,9.5,17.2,2.4,6.1,0.0,18.7,12.2,19.0
JaMychal Green,LAC,29,6,2,4,141.0,17.4,18.1,16.4,27.3,20.5,13.6,13.7,25.0,28.9,28.1,6.2,25.0,28.6,0.0,28.6,29.7,13.9,18.5
Jacob Evans,GSW,22,7,5,2,18.0,17.5,15.4,18.5,25.0,20.0,0.0,0.0,0.0,6.7,5.9,12.5,40.0,0.0,0.0,0.0,50.0,12.5,13.9
Jae Crowder,UTA,28,5,1,4,130.0,17.6,19.3,19.2,36.0,28.6,28.0,28.4,11.1,27.8,23.0,6.6,2.6,18.5,0.0,15.0,11.9,21.8,22.7
Jake Layman,POR,25,6,3,3,20.0,18.4,11.1,19.4,0.0,31.3,42.9,36.4,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,21.4,22.2,18.5
Jakob Poeltl,SAS,23,7,3,4,177.0,11.0,14.9,11.3,0.0,1.4,8.3,11.4,58.1,23.6,32.5,14.1,9.1,12.5,23.8,7.7,33.3,14.9,12.9
Jamal Murray,DEN,22,14,7,7,508.0,26.1,25.4,27.4,28.6,29.0,25.8,22.9,14.2,11.9,12.5,26.4,22.4,23.7,4.1,22.2,11.3,20.5,25.8
James Ennis III,PHI,28,11,7,4,232.0,14.8,16.9,15.7,20.0,24.1,10.7,13.9,26.7,14.9,17.9,10.5,13.7,14.3,12.5,21.1,25.0,16.4,15.9
James Harden,HOU,29,11,6,5,424.0,36.1,32.9,36.4,33.6,37.0,47.1,43.4,11.3,22.4,20.1,43.7,35.7,31.6,25.0,48.9,21.9,35.4,35.5
Jared Dudley,BKN,33,4,1,3,82.0,8.5,4.8,7.5,13.3,17.3,9.1,7.8,0.0,3.7,3.0,32.4,14.3,16.7,20.0,0.0,27.0,14.3,6.5
Jarell Martin,ORL,25,3,0,3,18.0,21.7,28.6,23.7,66.7,35.0,0.0,18.2,20.0,4.3,7.1,10.0,0.0,0.0,50.0,0.0,33.3,20.0,27.0
Jarred Vanderbilt,DEN,20,3,1,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,20.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
Jarrett Allen,BKN,21,5,1,4,110.0,16.7,24.1,15.0,0.0,0.0,37.0,33.9,45.5,29.7,35.1,21.6,20.5,15.0,50.0,30.0,27.1,35.8,24.0
Jaylen Brown,BOS,22,9,5,4,274.0,18.2,21.7,18.3,23.0,21.2,21.7,23.4,16.7,20.4,19.9,8.2,18.0,17.6,8.7,20.8,25.2,20.2,21.8
Jayson Tatum,BOS,21,9,5,4,295.0,21.4,22.1,22.0,14.7,16.5,25.7,27.7,17.5,21.0,20.5,12.5,19.8,27.0,28.0,33.3,15.9,22.2,21.9
Jerami Grant,OKC,25,5,1,4,176.0,12.0,13.9,12.5,20.5,16.0,13.6,14.4,17.6,17.4,17.4,4.5,7.7,16.7,55.6,9.5,16.5,17.9,14.6
Jeremy Lin,TOR,30,8,7,1,27.0,23.5,16.7,19.1,20.0,8.3,40.0,33.3,0.0,11.1,10.3,50.0,45.5,25.0,0.0,50.0,15.4,28.6,23.1
Jerian Grant,ORL,26,3,0,3,14.0,28.9,16.7,32.3,0.0,50.0,20.0,11.1,0.0,20.0,16.7,37.5,50.0,0.0,0.0,0.0,33.3,37.5,16.7
Jerome Robinson,LAC,22,5,1,4,46.0,14.2,11.6,14.4,37.5,20.7,22.7,17.2,10.0,14.8,12.8,25.0,12.5,18.2,0.0,16.7,17.4,13.0,15.5
Jimmy Butler,PHI,29,12,7,5,421.0,22.7,22.5,23.4,14.1,18.8,32.5,30.1,22.2,15.3,16.9,28.3,16.3,30.0,16.7,17.9,10.2,27.8,23.8
Jodie Meeks,TOR,31,14,9,5,67.0,20.2,19.6,23.6,14.3,25.0,11.8,11.5,0.0,16.4,14.3,3.1,14.3,40.0,20.0,11.1,17.1,10.0,17.9
Joe Harris,BKN,27,5,1,4,149.0,15.0,14.4,15.4,15.4,21.4,10.8,8.9,15.0,18.1,17.1,4.7,18.4,13.0,0.0,14.3,17.4,10.1,13.7
Joe Ingles,UTA,31,5,1,4,151.0,12.7,10.8,14.2,26.7,26.9,0.0,0.0,9.1,20.6,17.8,32.5,16.3,28.9,0.0,0.0,19.2,5.7,10.4
Joel Embiid,PHI,25,11,6,5,334.0,30.1,24.6,27.7,16.2,18.1,47.1,45.5,30.4,33.6,33.0,21.1,37.0,21.1,52.1,27.3,25.4,40.5,28.4
Jon Leuer,DET,30,1,0,1,5.0,18.2,20.0,22.2,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,33.3,14.3
Jonah Bolden,PHI,23,10,7,3,79.0,14.7,8.8,12.9,30.8,30.2,6.1,9.3,21.1,17.2,18.2,10.7,30.0,12.5,12.5,0.0,33.3,10.0,10.0
Jonas Jerebko,GSW,32,16,11,5,121.0,16.5,13.5,20.2,19.2,26.8,9.6,9.5,45.5,26.4,32.4,20.7,6.9,4.5,22.2,18.2,17.6,8.5,13.3
Jonathan Isaac,ORL,21,5,1,4,137.0,15.1,12.5,16.9,12.1,20.6,14.6,14.3,31.3,22.1,24.4,3.8,10.2,10.5,41.7,16.7,15.3,16.1,12.8
Jonathon Simmons,PHI,29,7,5,2,52.0,27.0,25.0,28.3,33.3,29.4,25.0,23.5,13.3,20.0,18.0,14.3,28.6,12.5,0.0,60.0,8.0,11.8,25.5
Jordan Bell,GSW,24,15,11,4,106.0,15.3,19.3,17.4,0.0,0.0,14.3,17.2,36.8,17.6,21.8,18.3,7.1,30.8,53.8,30.0,29.5,11.6,16.2
Jose Calderon,DET,37,3,0,3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Juancho Hernangomez,DEN,23,5,3,2,15.0,12.9,8.3,12.5,14.3,15.4,0.0,0.0,0.0,23.1,18.8,0.0,20.0,0.0,0.0,0.0,40.0,0.0,9.7
Kawhi Leonard,TOR,28,24,16,8,939.0,31.0,32.7,30.3,23.6,21.8,46.7,44.0,31.2,25.8,26.9,22.1,31.5,24.2,18.7,31.2,13.2,39.8,34.4
Kenneth Faried,HOU,29,6,4,2,56.0,11.9,25.7,13.7,6.3,2.1,15.6,15.0,33.3,45.0,42.9,13.3,0.0,20.0,0.0,0.0,20.7,16.1,20.3
Kevin Durant,GSW,30,12,8,4,442.0,31.8,31.7,30.4,32.4,28.0,52.3,48.7,1.1,19.5,15.0,20.3,32.1,20.0,24.0,20.0,17.1,45.6,35.5
Kevon Looney,GSW,23,21,14,7,431.0,11.6,17.0,12.2,0.0,0.0,10.6,12.2,45.6,16.5,22.9,7.9,10.0,19.0,21.6,6.5,26.0,12.0,14.0
Khem Birch,ORL,26,5,1,4,92.0,11.6,16.1,10.5,0.0,0.0,18.2,14.9,33.3,26.5,28.2,12.5,21.4,7.7,55.6,25.0,22.2,17.6,15.1
Khris Middleton,MIL,27,15,10,5,515.0,20.4,19.7,21.7,28.4,23.2,21.1,17.4,8.8,19.6,17.6,24.8,20.7,13.2,0.0,16.0,19.6,18.0,20.9
Khyri Thomas,DET,23,3,0,3,15.0,37.5,46.2,48.0,33.3,50.0,25.0,14.3,0.0,25.0,22.2,0.0,0.0,28.6,0.0,0.0,0.0,28.6,42.4
Klay Thompson,GSW,29,21,14,7,818.0,21.6,23.2,24.6,35.2,29.4,12.5,11.1,7.3,13.5,12.0,9.1,14.8,23.0,14.9,19.0,14.8,9.7,22.8
Kyle Korver,UTA,38,4,1,3,30.0,13.2,16.7,15.7,40.0,26.1,13.3,13.6,25.0,20.0,20.8,0.0,9.1,0.0,0.0,14.3,27.3,12.5,17.9
Kyle Lowry,TOR,33,24,16,8,900.0,18.2,17.1,17.6,22.4,22.5,18.0,18.9,13.5,15.3,15.0,36.7,24.7,20.9,8.5,19.3,23.4,28.0,17.8
Kyle O'Quinn,IND,29,1,0,1,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0
Kyrie Irving,BOS,27,9,5,4,330.0,29.2,27.2,30.5,21.7,25.1,26.7,24.1,10.6,12.2,12.0,40.6,28.9,31.7,17.4,22.6,18.2,25.7,26.4
LaMarcus Aldridge,SAS,33,7,3,4,244.0,26.7,28.5,27.9,9.4,11.3,31.0,29.7,34.5,26.5,28.4,18.1,14.6,20.8,36.8,15.8,20.0,27.0,27.7
Landry Shamet,LAC,22,6,2,4,174.0,11.4,8.8,12.0,19.6,24.2,12.8,10.5,3.0,9.5,8.1,10.9,11.7,20.7,0.0,20.0,15.8,10.4,10.9
Langston Galloway,DET,27,4,0,4,110.0,13.2,13.9,15.4,36.0,30.5,0.0,0.0,8.3,17.8,15.5,8.7,7.4,10.5,33.3,0.0,20.4,4.2,14.4
Lonnie Walker IV,SAS,20,6,3,3,21.0,16.7,17.6,20.0,0.0,6.3,0.0,0.0,0.0,11.8,8.3,30.0,0.0,0.0,0.0,0.0,0.0,25.0,14.3
Lou Williams,LAC,32,6,2,4,176.0,31.4,30.0,31.3,18.8,17.8,37.4,36.6,18.2,10.8,12.6,50.5,33.3,18.5,10.0,35.5,14.0,30.6,30.7
Luke Kennard,DET,23,4,0,4,133.0,16.3,22.3,17.7,28.1,16.5,13.5,12.5,0.0,19.8,14.8,10.9,11.5,12.5,7.1,20.0,9.4,12.7,21.8
Malcolm Brogdon,MIL,26,7,3,4,198.0,20.7,21.1,22.5,26.9,25.5,8.8,10.0,17.1,16.6,16.7,21.1,22.2,18.5,4.2,23.5,19.0,9.5,19.6
Malcolm Miller,TOR,26,10,7,3,28.0,15.3,15.4,15.7,20.0,23.1,37.5,36.4,0.0,20.0,17.9,10.0,10.0,0.0,50.0,0.0,20.0,33.3,20.5
Malik Beasley,DEN,22,14,7,7,281.0,16.8,15.6,17.6,33.3,30.1,19.3,20.8,12.9,20.2,17.9,9.9,11.9,8.3,3.8,11.1,15.4,17.1,17.9
Marc Gasol,TOR,34,24,16,8,735.0,13.5,13.3,14.0,18.6,17.0,13.8,13.2,11.9,28.3,24.8,22.2,10.9,15.0,41.3,6.1,26.3,15.1,14.0
Marco Belinelli,SAS,33,7,3,4,131.0,13.7,12.2,15.6,42.1,36.2,8.9,8.1,0.0,14.0,10.3,15.4,10.5,0.0,22.2,9.1,14.9,12.3,13.4
Marcus Morris,BOS,29,9,5,4,254.0,16.8,19.9,17.2,25.4,20.5,24.5,27.0,30.0,27.9,28.2,8.9,10.1,3.4,23.8,15.0,20.2,22.5,21.3
Marcus Smart,BOS,25,2,0,2,32.0,19.5,6.7,18.3,20.0,36.7,17.4,20.7,40.0,0.0,12.1,36.4,27.3,37.5,0.0,0.0,25.0,26.3,12.1
Markieff Morris,OKC,29,5,1,4,59.0,15.0,12.5,15.4,25.0,21.2,22.6,24.3,22.2,22.5,22.4,21.7,9.1,7.7,37.5,12.5,22.5,20.6,16.0
Mason Plumlee,DEN,29,14,7,7,218.0,13.1,14.8,11.8,0.0,1.0,20.8,25.5,48.1,23.5,30.0,22.1,18.6,25.9,40.0,8.7,35.5,23.1,14.6
Maurice Harkless,POR,26,16,8,8,388.0,15.2,16.4,15.0,7.6,10.9,16.1,19.8,27.9,18.6,21.2,14.3,15.7,26.1,48.5,17.6,31.3,18.8,15.4
Melvin Frazier Jr.,ORL,22,3,0,3,15.0,15.4,16.7,16.1,0.0,0.0,20.0,18.2,25.0,14.3,16.0,0.0,0.0,33.3,0.0,0.0,0.0,11.1,16.7
Meyers Leonard,POR,27,11,5,6,170.0,18.8,23.8,20.4,28.0,24.4,5.7,11.7,24.0,32.1,30.5,14.5,12.9,13.0,9.1,13.0,34.2,18.9,21.9
Michael Carter-Williams,ORL,27,5,1,4,92.0,18.8,19.7,18.5,12.5,12.3,19.4,17.8,8.7,23.4,20.0,38.7,26.7,27.3,0.0,0.0,33.3,24.5,19.0
Mike Scott,PHI,30,10,6,4,193.0,11.3,13.2,13.7,35.3,32.1,2.2,1.6,6.9,20.5,16.7,5.1,9.3,12.0,0.0,0.0,21.2,3.2,12.6
Monte Morris,DEN,24,14,7,7,224.0,18.2,18.6,20.4,0.0,10.7,12.3,12.5,5.0,10.1,8.7,33.0,13.6,20.8,5.3,33.3,14.2,10.9,16.0
Montrezl Harrell,LAC,25,6,2,4,158.0,21.2,35.9,22.3,0.0,1.2,21.7,25.2,46.2,23.9,28.9,15.9,17.4,12.5,40.0,17.4,22.9,25.9,30.1
Myles Turner,IND,23,4,0,4,126.0,15.6,15.1,15.7,11.1,17.9,20.5,26.5,18.2,23.9,22.7,10.2,8.6,0.0,70.0,0.0,26.9,20.8,15.5
Nene,HOU,36,7,3,4,53.0,13.5,21.7,10.8,0.0,0.0,26.9,26.5,75.0,20.8,38.9,14.3,20.0,27.3,66.7,0.0,31.8,20.7,19.7
Nerlens Noel,OKC,25,5,1,4,60.0,16.8,26.7,18.7,0.0,0.0,0.0,5.4,64.7,20.0,33.3,0.0,19.0,16.7,30.0,33.3,25.0,11.8,18.8
Nikola Jokic,DEN,24,14,7,7,556.0,26.2,29.0,25.8,21.6,17.6,28.1,26.8,36.2,32.6,33.6,42.8,31.9,23.2,24.5,22.4,24.2,32.0,28.2
Nikola Mirotic,MIL,28,14,10,4,298.0,19.5,18.1,20.7,27.2,29.7,19.8,17.3,23.0,18.1,19.2,6.9,16.9,22.7,9.7,15.2,17.2,15.3,19.5
Nikola Vucevic,ORL,28,5,1,4,147.0,23.9,21.4,23.9,8.3,12.7,20.8,21.9,42.9,36.0,37.4,24.2,26.5,10.0,45.5,30.8,21.1,25.0,19.6
Norman Powell,TOR,26,23,15,8,366.0,17.6,19.7,19.5,25.5,23.3,10.2,11.4,9.6,16.6,15.5,14.1,13.8,17.3,0.0,31.4,15.9,12.2,18.8
PJ Tucker,HOU,34,11,6,5,426.0,10.9,12.2,12.1,19.0,15.4,11.0,10.4,22.1,21.3,21.5,11.7,5.6,23.5,19.5,7.0,19.0,14.6,13.0
Pascal Siakam,TOR,25,24,16,8,891.0,22.8,25.6,24.6,13.4,16.9,19.7,21.6,26.8,20.9,22.0,15.7,14.9,15.4,20.2,30.1,16.3,15.4,23.2
