PLAYER,TEAM,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
"Rivers, Austin",HOU,47,34,13,28.6,24.0,52.2,46.0,5.7,18.0,31.7,11.1,14.2,78.1,6.9,21.8,28.7,14.6,9.0,3.9,2.5,2.7,12.5,13.0,64.8,-2.8
"Rivers, Austin",WAS,29,11,18,23.5,19.8,42.7,46.5,5.5,15.6,35.3,10.5,13.8,76.4,6.0,17.0,23.0,12.0,7.6,3.3,2.4,2.7,11.5,12.0,55.7,0.9
"Robinson III, Glenn",DET,47,24,23,13.0,10.5,22.7,46.2,2.2,7.1,31.2,4.5,5.9,77.5,2.5,9.4,11.9,6.2,4.1,2.1,1.4,1.0,5.5,5.7,27.7,0.2
"Robinson, Devin",WAS,7,1,6,13.5,12.1,25.1,48.3,4.6,10.6,43.2,3.9,6.4,60.0,3.0,9.7,12.7,7.3,3.0,1.9,1.4,1.4,5.6,4.6,32.7,1.3
"Robinson, Duncan",MIA,15,7,8,10.7,8.9,20.7,43.1,3.4,9.5,35.9,3.3,4.3,78.1,3.2,8.5,11.7,5.9,3.2,1.5,0.9,1.1,4.6,4.7,24.6,2.2
"Robinson, Jerome",LAC,33,18,15,9.7,8.5,18.2,46.6,2.3,6.7,33.9,4.5,6.0,74.9,2.1,6.8,8.9,4.7,2.4,1.7,1.3,1.1,4.8,5.7,23.7,0.7
"Robinson, Mitchell",NYK,66,16,50,20.6,17.3,38.3,45.2,4.9,14.3,34.5,8.1,10.7,76.4,4.7,15.2,19.8,10.7,5.6,3.3,2.2,3.5,8.9,9.3,47.7,3.1
"Rondo, Rajon",LAL,46,19,27,29.8,27.0,57.7,46.7,7.9,21.8,36.2,11.5,14.5,79.3,7.3,22.3,29.7,17.0,8.9,5.0,3.1,3.2,11.4,13.3,73.3,5.3
"Rose, Derrick",MIN,51,24,27,27.3,23.8,52.2,45.5,7.7,20.0,38.4,9.9,12.8,77.7,6.8,19.0,25.8,14.7,8.3,3.6,3.1,3.2,12.1,11.3,65.1,-0.7
"Ross, Terrence",ORL,81,42,39,26.5,21.1,47.4,44.6,6.0,17.3,34.5,10.1,13.2,76.2,4.8,20.0,24.8,11.8,7.1,3.9,2.4,3.1,10.7,11.3,58.3,-0.1
"Rozier, Terry",BOS,79,47,32,22.7,18.5,41.3,44.7,5.2,15.5,33.7,8.3,10.7,77.6,5.0,17.1,22.1,11.0,7.0,3.2,2.1,2.7,9.5,9.5,50.5,0.5
"Rubio, Ricky",UTA,68,40,28,27.9,23.1,50.7,45.6,6.0,16.3,37.2,9.5,12.1,78.3,5.0,19.5,24.5,12.6,8.7,4.9,2.8,3.1,13.4,11.7,61.8,-3.7
"Russell, D'Angelo",BKN,81,42,39,30.2,26.6,57.9,46.0,6.4,18.2,35.3,9.8,13.0,75.4,7.4,22.0,29.4,15.0,8.7,5.2,3.2,2.8,13.0,12.8,69.5,-0.3
"Sabonis, Domantas",IND,73,42,31,24.8,19.9,43.7,45.5,5.7,16.4,34.5,7.9,10.6,75.1,4.5,16.5,20.9,13.0,7.9,3.9,2.6,1.9,10.8,10.8,53.3,-2.5
"Sampson, Brandon",CHI,14,3,11,15.3,13.8,27.4,50.3,3.8,9.4,40.5,4.9,6.4,75.6,2.6,12.0,14.6,8.3,3.6,2.1,1.9,0.9,5.2,6.2,36.2,2.0
"Sampson, JaKarr",CHI,4,1,3,31.8,26.0,57.8,45.0,8.3,23.5,35.1,11.3,16.3,69.2,6.3,25.8,32.0,13.5,7.8,2.5,4.8,2.8,12.5,13.8,71.5,1.8
"Saric, Dario",PHI,13,8,5,30.5,26.8,61.2,43.9,6.9,20.5,33.7,10.5,13.8,76.5,6.4,21.8,28.2,15.5,8.1,5.4,3.7,4.1,15.2,15.1,71.2,2.0
"Saric, Dario",MIN,68,31,37,23.9,21.3,44.8,47.5,6.7,17.0,39.3,7.8,10.5,73.9,5.1,17.0,22.1,13.4,6.9,3.6,2.7,2.1,10.9,9.9,56.9,0.6
"Satoransky, Tomas",WAS,80,32,48,27.0,24.2,50.2,48.3,6.4,17.6,36.2,9.1,11.9,76.7,6.1,19.8,25.9,14.4,8.6,4.4,2.5,2.2,11.7,11.2,64.0,0.7
"Schroder, Dennis",OKC,79,47,32,29.3,24.6,53.4,46.1,6.7,18.8,35.4,11.4,14.8,76.8,5.9,21.4,27.3,14.7,10.1,5.0,3.0,3.1,14.3,13.5,67.2,-2.1
"Scott, Mike",PHI,27,17,10,24.0,20.7,46.1,44.9,4.9,15.7,31.0,9.4,13.0,72.6,5.4,17.4,22.9,11.7,5.3,3.4,2.1,2.0,10.1,10.3,55.7,-0.3
"Scott, Mike",LAC,52,27,25,14.4,12.1,27.6,43.9,2.9,9.2,31.2,6.8,8.8,77.4,3.4,10.5,13.9,6.9,4.0,2.6,1.9,1.7,7.7,7.8,33.9,-0.6
"Sefolosha, Thabo",UTA,50,28,22,12.2,9.7,21.8,44.5,2.2,6.5,34.4,3.9,5.3,73.8,2.3,8.2,10.5,5.1,4.1,2.2,1.0,1.6,5.4,5.5,25.6,-2.5
"Selden, Wayne",CHI,43,12,31,22.9,20.3,42.1,48.2,6.1,15.9,38.3,8.5,11.2,76.3,4.7,17.4,22.1,12.2,5.9,3.1,2.8,1.8,9.4,9.8,55.2,5.4
"Selden, Wayne",MEM,32,15,17,14.2,11.2,24.7,45.1,3.4,9.3,36.1,6.1,7.6,81.0,3.2,10.4,13.6,7.1,5.1,2.3,1.4,1.9,6.0,7.3,31.8,1.9
"Sexton, Collin",CLE,82,19,63,31.8,29.2,57.8,50.5,8.3,21.2,39.0,10.4,13.4,77.5,6.3,23.0,29.2,17.6,8.1,4.6,3.7,1.4,13.1,12.7,77.1,8.2
"Shamet, Landry",PHI,54,34,20,20.5,17.8,38.1,46.8,4.1,11.6,35.0,8.9,11.2,79.0,4.0,14.5,18.4,10.0,5.5,3.0,1.7,2.1,9.1,9.7,48.6,0.6
"Shamet, Landry",LAC,25,17,8,27.7,24.2,51.7,46.8,6.0,17.4,34.8,10.8,13.7,78.7,5.8,19.7,25.6,14.1,8.0,4.4,3.2,2.4,13.7,12.7,65.2,-3.7
"Shumpert, Iman",HOU,20,15,5,19.1,15.7,35.8,43.8,4.2,12.7,33.1,7.3,9.5,77.2,4.7,14.8,19.5,8.5,5.0,2.8,1.4,1.6,6.5,8.5,42.8,0.2
"Shumpert, Iman",SAC,42,24,18,26.2,23.4,48.6,48.1,6.1,17.5,34.9,11.0,14.2,77.6,6.3,20.3,26.6,13.6,9.4,4.0,2.6,2.7,11.5,12.3,63.9,1.0
"Siakam, Pascal",TOR,80,57,23,31.8,26.0,59.0,44.1,7.1,21.2,33.7,10.5,13.5,77.8,6.7,21.9,28.7,15.8,9.7,5.0,2.6,3.4,13.6,13.1,69.6,-7.4
"Sibert, Jordan",ATL,1,1,0,4.2,7.0,9.0,77.8,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,5.0
"Simmons, Ben",PHI,79,50,29,34.2,30.2,65.3,46.2,7.4,21.7,34.0,13.1,17.3,75.6,7.1,23.5,30.7,17.0,9.3,5.9,2.9,3.7,16.2,15.1,80.8,-1.5
"Simmons, Jonathon",ORL,41,17,24,20.6,16.8,37.5,44.8,4.8,12.7,37.6,8.2,10.8,76.6,4.2,15.7,19.9,9.3,5.9,3.1,2.1,2.8,7.9,9.5,46.6,3.2
"Simmons, Jonathon",PHI,15,8,7,14.6,13.7,26.5,51.8,2.9,8.0,35.8,5.5,7.5,72.6,2.1,8.9,11.0,7.5,4.1,2.8,1.4,1.2,6.6,6.4,35.8,1.1
"Simmons, Kobi",CLE,1,0,1,1.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0
"Simons, Anfernee",POR,20,17,3,7.0,7.0,14.2,49.3,2.2,5.7,37.7,2.6,3.1,83.9,1.8,4.7,6.5,3.8,1.5,1.3,0.5,0.5,2.1,2.6,18.8,2.6
"Smart, Marcus",BOS,80,48,32,27.5,22.6,50.0,45.2,6.7,19.4,34.7,10.0,13.0,76.4,6.0,20.3,26.3,13.5,9.1,4.0,1.9,3.0,10.8,11.4,61.9,-2.1
"Smith Jr., Dennis",DAL,32,16,16,28.4,23.8,53.2,44.9,6.5,19.1,34.1,9.9,13.3,74.4,6.6,19.9,26.4,14.3,7.8,6.1,2.5,2.4,13.4,11.7,64.1,1.7
"Smith Jr., Dennis",NYK,21,5,16,28.6,23.2,52.4,44.3,7.0,19.6,36.0,11.8,15.1,77.9,5.6,22.6,28.2,13.8,7.5,4.0,3.3,3.5,11.3,12.7,65.2,4.7
"Smith, Ish",DET,55,33,22,22.2,18.1,38.8,46.7,4.0,12.0,33.7,9.1,12.3,74.0,4.0,15.8,19.8,10.2,6.0,2.8,2.1,1.9,9.7,10.8,49.3,-1.8
"Smith, JR",CLE,11,1,10,20.2,16.8,36.3,46.4,4.1,13.6,30.0,7.2,9.4,76.7,3.8,14.1,17.9,8.9,6.6,4.1,1.9,1.3,7.8,9.5,44.9,1.3
"Smith, Jason",NOP,2,0,2,10.2,9.5,24.0,39.6,2.5,8.5,29.4,3.0,4.5,66.7,5.0,8.5,13.5,5.5,2.5,0.5,1.5,0.0,5.0,3.5,24.5,0.0
"Smith, Jason",MIL,6,6,0,6.7,5.8,12.7,46.1,2.5,6.7,37.5,3.3,5.0,66.7,0.8,5.2,6.0,4.8,1.2,2.7,0.2,0.8,1.5,3.8,17.5,5.8
"Smith, Jason",WAS,12,4,8,10.8,8.8,19.0,46.1,2.6,7.4,34.8,4.9,6.1,80.8,2.0,8.0,10.0,5.8,3.8,1.6,1.3,1.4,4.5,5.2,25.0,1.2
"Smith, Zhaire",PHI,6,2,4,18.4,17.0,35.3,48.1,4.5,11.7,38.6,5.8,8.2,71.4,3.0,12.7,15.7,10.5,4.3,1.5,2.2,2.2,5.5,6.2,44.3,-2.3
"Snell, Tony",MIL,74,55,19,17.6,14.8,33.9,43.5,4.6,13.1,35.5,5.7,7.6,74.9,3.4,12.7,16.2,9.0,4.7,2.5,1.6,1.9,7.5,7.2,39.9,-2.3
"Spalding, Ray",PHX,13,3,10,11.3,9.0,21.1,42.7,3.0,8.4,35.8,5.2,7.0,74.7,3.6,8.2,11.8,5.5,4.0,1.5,1.0,1.2,4.4,5.4,26.2,1.5
"Spalding, Ray",DAL,1,0,1,0.9,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"Spellman, Omari",ATL,46,15,31,17.5,16.0,33.1,48.4,4.8,13.0,36.6,7.4,9.7,76.6,4.2,13.2,17.4,10.2,5.7,3.4,2.0,1.8,8.8,8.4,44.2,4.4
"Stauskas, Nik",POR,44,26,18,15.3,13.7,29.1,46.9,3.8,10.5,36.5,5.3,6.7,78.6,3.3,11.5,14.8,7.9,3.4,2.6,1.8,1.5,6.1,6.6,36.4,3.7
"Stauskas, Nik",CLE,24,7,17,14.2,12.8,25.8,49.4,3.8,9.3,40.5,5.0,6.4,77.3,3.0,10.8,13.8,7.3,3.7,1.7,1.8,0.5,5.6,6.5,34.2,3.8
"Stephens, DJ",MEM,1,0,1,6.7,5.0,10.0,50.0,2.0,3.0,66.7,3.0,5.0,60.0,2.0,7.0,9.0,4.0,6.0,2.0,2.0,2.0,3.0,4.0,15.0,3.0
"Stephenson, Lance",LAL,68,33,35,16.5,14.4,31.5,45.8,3.9,11.6,33.2,7.0,8.9,78.1,3.8,12.6,16.4,8.9,4.8,2.7,1.6,1.6,6.8,7.7,39.7,1.6
"Sumner, Edmond",IND,23,14,9,9.1,7.4,16.7,44.3,2.2,6.3,35.4,4.6,6.1,75.2,2.3,6.8,9.1,5.0,3.0,1.7,1.0,1.0,3.4,4.4,21.6,1.4
"Swanigan, Caleb",SAC,3,0,3,11.0,9.7,20.3,47.5,3.0,8.0,37.5,5.0,6.7,75.0,2.7,7.0,9.7,5.3,2.7,2.0,0.3,0.3,4.7,5.7,27.3,0.3
"Swanigan, Caleb",POR,18,10,8,8.1,6.7,15.2,43.8,1.9,6.6,29.7,2.9,3.7,78.8,1.9,6.5,8.4,3.7,2.1,1.6,1.2,0.8,3.3,3.3,18.2,3.3
"Tatum, Jayson",BOS,79,48,31,31.1,25.1,56.3,44.6,7.6,21.7,34.8,10.7,14.1,75.9,6.7,22.9,29.6,15.1,9.7,4.4,2.5,3.6,12.0,12.8,68.4,-4.6
"Teague, Jeff",MIN,42,23,19,30.1,26.4,56.6,46.6,8.3,21.6,38.3,11.1,14.4,77.4,7.2,20.0,27.2,16.4,9.5,4.5,3.6,3.6,13.6,12.8,72.2,0.0
"Temple, Garrett",LAC,26,18,8,19.6,17.0,37.5,45.4,4.3,12.7,33.9,9.2,11.9,77.7,4.4,14.3,18.7,10.3,5.6,3.6,2.9,1.8,9.8,10.6,47.5,-0.6
"Temple, Garrett",MEM,49,19,30,31.2,23.8,51.9,45.8,7.3,19.3,37.7,12.0,15.8,76.2,5.4,23.5,28.9,14.7,10.3,4.7,2.8,3.8,13.7,14.4,66.8,2.0
"Teodosic, Milos",LAC,15,8,7,10.0,8.9,18.7,47.9,1.9,6.3,29.8,4.7,5.6,84.5,1.7,6.7,8.4,5.0,2.6,2.0,0.7,0.9,5.6,5.6,24.5,-1.7
"Terrell, Jared",MIN,14,4,10,7.9,6.5,14.4,45.0,1.8,5.9,30.5,3.0,4.0,75.0,2.1,6.6,8.7,4.0,2.4,1.4,0.9,0.4,2.7,3.3,17.8,1.9
"Terry, Emanuel",PHX,2,0,2,9.7,9.5,17.0,55.9,2.0,6.0,33.3,4.0,6.0,66.7,1.0,4.0,5.0,5.5,4.5,2.5,0.5,0.5,7.0,6.0,25.0,-1.5
"Terry, Emanuel",MIA,1,0,1,3.3,2.0,3.0,66.7,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,-1.0
"Theis, Daniel",BOS,66,38,28,13.8,10.8,24.3,44.4,3.1,9.8,31.9,5.6,7.6,73.6,2.8,10.1,12.9,6.4,4.5,1.7,1.3,1.2,6.0,6.7,30.3,-2.0
"Thomas, Isaiah",DEN,12,6,6,15.1,12.0,27.5,43.6,3.2,9.0,35.2,7.9,10.4,76.0,3.9,11.8,15.7,8.2,5.3,2.7,2.2,1.9,7.8,8.3,35.1,1.8
"Thomas, Khyri",DET,26,13,13,7.5,5.4,12.0,45.3,1.5,4.2,35.8,3.9,5.7,68.7,0.9,5.8,6.8,3.3,2.1,0.9,1.0,0.5,2.6,4.2,16.2,1.3
"Thomas, Lance",NYK,46,7,39,17.0,14.4,31.3,46.0,3.7,11.5,32.6,6.6,8.7,75.6,3.5,14.2,17.7,8.3,4.3,2.0,1.9,1.4,6.9,8.0,39.2,4.1
"Thompson, Klay",GSW,78,55,23,34.0,28.9,64.7,44.7,8.4,23.7,35.2,12.7,16.5,76.7,8.1,23.5,31.6,17.3,9.7,5.4,2.6,4.4,13.5,14.9,78.8,-4.5
"Thompson, Tristan",CLE,43,8,35,27.9,25.5,50.3,50.7,7.1,17.5,40.6,8.8,11.2,78.5,5.0,19.4,24.3,14.6,6.8,3.9,3.4,1.3,11.1,11.2,67.0,7.0
"Thornwell, Sindarius",LAC,64,37,27,4.9,4.2,9.3,44.6,1.0,3.4,29.1,2.0,2.9,70.4,1.0,3.8,4.8,2.3,1.6,0.9,0.7,0.6,2.4,2.6,11.4,0.6
"Tolliver, Anthony",MIN,65,27,38,16.6,14.1,30.6,46.0,4.2,11.7,35.8,6.0,7.8,77.0,3.8,12.8,16.7,8.5,5.0,2.0,1.9,1.5,7.5,7.0,38.3,1.0
"Towns, Karl-Anthony",MIN,77,34,43,33.0,28.8,62.1,46.4,8.4,22.3,37.8,11.3,14.8,76.4,8.1,22.5,30.6,17.9,9.8,4.6,4.0,3.7,15.6,13.6,77.4,-0.7
"Trent Jr., Gary",POR,15,14,1,7.4,6.9,14.9,46.2,2.3,5.9,38.2,2.3,3.1,74.5,2.0,4.8,6.8,3.7,1.7,1.1,0.3,0.6,2.1,2.4,18.3,0.5
"Trier, Allonzo",NYK,64,13,51,22.8,19.1,41.6,46.0,4.8,14.2,33.9,9.4,12.5,75.3,5.2,16.2,21.4,11.3,6.4,3.6,3.3,2.8,11.2,10.9,52.5,3.2
"Tucker, PJ",HOU,82,53,29,34.2,28.5,60.5,47.1,7.2,20.7,34.8,12.4,16.0,77.6,7.6,24.1,31.7,16.9,11.0,5.3,3.3,3.4,14.0,15.0,76.7,-3.0
"Turner, Evan",POR,73,47,26,22.0,18.5,40.9,45.3,4.9,14.1,35.0,8.4,11.1,76.2,4.7,15.2,20.0,10.1,5.1,3.5,2.4,1.9,9.4,9.3,50.4,-0.4
"Turner, Myles",IND,73,42,31,28.7,23.1,51.7,44.7,7.0,19.0,36.9,8.6,11.3,75.5,6.7,20.3,27.0,14.6,9.5,4.6,3.1,3.6,11.8,10.4,61.8,-1.5
"Udoh, Ekpe",UTA,51,35,16,6.3,5.5,11.6,47.6,1.3,3.8,34.4,2.8,3.7,76.5,1.2,4.4,5.6,3.0,1.7,1.0,0.5,0.9,2.3,3.0,15.2,1.0
"Ulis, Tyler",CHI,1,0,1,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valanciunas, Jonas",TOR,30,23,7,18.8,15.8,36.0,44.0,3.6,11.6,31.4,6.4,8.7,72.9,4.7,12.8,17.5,9.1,6.0,3.1,1.9,1.8,8.3,8.5,41.7,-2.3
"Valanciunas, Jonas",MEM,19,8,11,27.7,22.7,49.3,46.0,7.4,18.9,39.3,11.5,14.3,80.4,6.3,19.3,25.6,14.1,7.8,4.7,3.5,3.0,12.5,12.0,64.3,-0.1
"VanVleet, Fred",TOR,64,46,18,27.5,22.3,50.3,44.4,5.7,16.9,33.6,9.7,12.5,78.2,6.0,18.6,24.6,13.5,8.1,3.8,2.6,2.8,11.5,12.0,60.1,-4.7
"Vanderbilt, Jarred",DEN,17,10,7,4.1,3.1,7.5,40.6,0.7,2.5,28.6,1.8,2.2,83.8,0.7,3.8,4.5,1.8,1.4,0.5,0.6,0.5,1.5,1.5,8.6,-0.6
"Vonleh, Noah",NYK,68,13,55,25.3,22.3,47.1,47.4,6.3,17.1,37.1,9.2,12.0,76.6,5.6,18.8,24.4,13.5,7.1,3.9,3.1,2.5,10.7,11.0,60.2,4.3
"Vucevic, Nikola",ORL,80,41,39,31.4,26.1,57.1,45.8,6.9,19.3,35.6,9.8,12.5,78.6,5.7,22.3,27.9,15.3,8.4,4.7,3.0,3.3,12.0,11.1,68.9,-2.7
"Wade, Dwyane",MIA,72,35,37,26.2,21.0,47.6,44.2,6.3,18.6,34.1,10.5,13.9,75.8,5.9,18.9,24.8,12.9,7.7,4.2,2.6,3.0,11.1,11.7,58.9,0.9
"Wagner, Moritz",LAL,43,15,28,10.4,9.1,19.5,46.4,2.7,7.8,34.1,3.3,4.4,74.3,1.9,7.9,9.8,5.6,3.0,2.0,1.0,0.9,4.1,4.2,24.1,2.3
"Waiters, Dion",MIA,44,20,24,25.9,20.4,45.5,44.9,6.8,18.4,36.6,9.2,11.9,77.0,5.2,18.5,23.6,12.8,7.8,3.8,2.2,2.5,10.2,11.3,56.8,0.9
"Walker IV, Lonnie",SAS,17,12,5,6.9,6.1,13.5,45.2,1.6,5.3,31.1,2.4,3.4,71.9,2.2,5.4,7.6,4.1,1.7,1.4,0.7,0.7,2.8,2.8,16.3,3.2
"Walker, Kemba",CHA,82,39,43,34.9,30.3,64.3,47.0,9.0,24.9,36.1,11.2,14.2,78.5,7.2,25.7,33.0,19.1,9.6,5.0,4.6,3.5,15.1,13.5,80.7,-0.4
"Wall, John",WAS,32,11,21,34.5,30.8,65.1,47.2,9.2,24.1,38.2,14.0,17.8,78.9,9.0,26.4,35.4,18.6,12.1,5.5,3.2,4.2,15.3,15.6,84.7,4.8
"Wallace, Tyrone",LAC,62,34,28,10.1,8.3,19.4,43.0,2.0,6.6,30.4,5.0,6.5,77.1,2.5,7.3,9.8,4.9,3.0,1.7,1.6,1.1,5.4,5.7,23.7,-0.9
"Wanamaker, Brad",BOS,36,27,9,9.5,7.1,17.7,40.1,2.0,6.7,29.3,3.7,4.9,76.1,2.1,7.0,9.1,4.1,2.7,1.3,0.6,1.2,3.8,4.1,19.9,-2.0
"Warren, T.J.",PHX,43,10,33,31.6,27.7,56.6,49.0,7.1,18.5,38.1,14.1,18.5,76.3,7.6,22.8,30.4,17.0,10.8,5.6,3.0,3.4,12.2,15.4,76.6,5.2
"Washburn, Julian",MEM,18,7,11,14.1,10.9,24.4,44.5,3.5,10.0,35.0,5.3,7.2,73.6,3.0,10.7,13.7,7.4,4.1,2.2,1.0,1.2,6.1,5.8,30.6,1.2
"Watanabe, Yuta",MEM,15,5,10,11.6,9.3,20.8,44.6,3.1,8.7,36.2,3.5,4.3,81.3,2.1,8.2,10.3,6.2,3.7,1.7,0.9,1.1,5.3,3.9,25.1,-1.3
"Welsh, Thomas",DEN,11,8,3,3.3,2.6,5.5,48.3,0.5,1.6,33.3,1.9,2.5,75.0,0.6,3.4,4.0,1.2,1.5,0.2,0.4,0.0,1.1,1.7,7.7,-0.2
"Westbrook, Russell",OKC,73,44,29,36.0,31.0,66.6,46.6,9.0,24.2,37.1,13.5,17.6,77.0,6.9,26.8,33.7,19.2,12.4,6.0,3.7,3.7,16.8,16.5,84.5,-4.0
"White, Derrick",SAS,67,41,26,25.8,21.3,47.2,45.0,6.4,17.7,36.2,8.0,10.6,75.7,4.7,17.9,22.6,13.4,6.6,3.5,2.2,2.8,10.2,9.5,56.9,-2.3
"White, Okaro",WAS,3,2,1,2.1,1.7,4.0,41.7,0.7,2.3,28.6,0.3,0.7,50.0,0.3,2.3,2.7,1.3,0.7,0.0,0.0,0.3,0.3,0.7,4.3,1.0
"Whiteside, Hassan",MIA,72,33,39,23.3,18.9,43.3,43.6,5.6,15.6,36.2,7.8,10.1,77.0,4.9,16.1,21.0,11.7,6.1,3.8,2.5,3.1,9.7,9.6,51.2,-0.3
"Wiggins, Andrew",MIN,73,31,42,34.8,30.3,65.5,46.3,8.9,23.9,37.4,12.9,16.9,76.4,8.5,24.4,32.8,18.6,10.1,4.8,4.2,3.6,15.8,14.9,82.5,0.9
"Williams III, Robert",BOS,32,18,14,8.8,7.1,16.9,41.7,2.3,6.2,36.4,3.6,4.8,73.5,2.2,7.1,9.3,4.6,2.5,1.2,0.7,1.9,4.0,3.3,19.9,1.6
"Williams, Alan",BKN,5,1,4,5.1,3.6,10.6,34.0,1.0,4.2,23.8,2.2,2.6,84.6,1.6,4.0,5.6,1.8,1.0,0.6,0.2,0.6,2.4,1.6,10.4,-3.2
"Williams, C.J.",MIN,15,4,11,8.5,7.4,15.9,46.6,2.3,6.2,36.6,3.2,4.1,77.4,2.2,7.5,9.7,4.8,2.6,1.0,0.5,0.6,2.7,3.6,20.3,3.3
"Williams, Johnathan",LAL,24,10,14,15.5,12.1,27.5,44.2,3.3,10.3,31.7,6.4,8.0,79.8,3.4,11.0,14.5,7.9,5.2,2.2,2.0,1.4,7.0,6.9,33.9,-2.3
"Williams, Kenrich",NOP,46,17,29,23.5,21.8,45.2,48.2,6.0,16.2,37.1,8.0,10.2,78.6,5.0,17.2,22.2,13.4,7.3,4.3,2.7,2.5,9.7,9.0,57.7,1.9
"Williams, Lou",LAC,75,47,28,26.6,22.8,50.9,44.7,5.8,17.4,33.5,12.4,16.1,76.7,7.2,19.2,26.4,12.8,7.3,4.3,3.6,2.9,14.6,13.6,63.7,-2.6
"Williams, Marvin",CHA,75,35,40,28.4,24.7,52.4,47.1,7.2,20.0,36.0,8.9,11.3,78.8,5.9,21.3,27.2,15.7,7.7,3.8,3.5,2.9,11.6,11.1,65.5,0.1
"Williams, Troy",SAC,21,7,14,14.9,13.2,27.7,47.7,3.7,10.8,34.5,6.8,8.8,77.3,2.9,12.0,14.9,7.9,5.1,2.9,1.4,1.3,7.6,7.6,36.9,3.2
"Wilson, D.J.",MIL,48,37,11,18.4,15.0,35.0,42.9,5.1,14.2,36.1,6.2,8.6,72.0,3.6,14.0,17.6,9.8,5.2,2.8,1.9,1.6,7.0,7.5,41.4,-1.7
"Winslow, Justise",MIA,66,30,36,29.7,23.3,53.5,43.6,7.0,20.2,35.0,10.7,13.8,77.6,5.8,20.9,26.7,13.9,8.6,4.7,2.9,3.3,11.9,12.8,64.4,-1.8
"Wood, Christian",MIL,13,11,2,4.7,4.4,9.8,44.9,1.3,3.5,37.8,1.4,2.5,54.5,1.5,4.1,5.5,2.8,1.3,0.8,0.3,0.2,1.5,1.7,11.5,1.9
"Wood, Christian",NOP,8,2,6,23.6,22.4,47.1,47.5,6.9,18.1,37.9,7.6,9.9,77.2,4.9,17.8,22.6,12.9,6.6,6.1,3.3,2.4,8.6,8.8,59.3,3.5
"Wright, Delon",TOR,49,34,15,18.3,15.3,32.9,46.6,3.5,9.9,34.9,7.0,9.2,75.9,4.3,13.7,18.0,8.7,6.2,2.8,2.0,2.0,7.8,8.4,41.1,0.8
"Wright, Delon",MEM,26,11,15,30.8,24.9,55.3,45.0,7.3,21.3,34.1,12.0,15.4,77.6,6.7,21.9,28.6,15.0,9.2,4.9,3.3,3.0,14.0,13.4,69.0,-1.7
"Yabusele, Guerschon",BOS,41,27,14,6.1,4.8,11.5,42.1,1.4,4.2,33.1,2.8,3.5,79.7,1.6,4.8,6.4,2.9,1.6,0.7,0.6,0.8,2.1,2.9,13.8,0.4
"Young, Nick",DEN,4,3,1,9.3,8.8,18.0,48.6,1.3,4.0,31.3,1.8,2.8,63.6,3.0,8.8,11.8,4.3,3.3,1.0,1.0,1.0,2.8,3.8,20.5,1.3
"Young, Thaddeus",IND,80,46,34,30.7,25.0,54.5,45.8,7.5,20.5,36.6,9.3,12.1,76.7,7.0,21.1,28.2,15.7,10.5,4.5,3.3,3.1,12.5,11.5,66.8,-1.6
"Young, Trae",ATL,81,29,52,30.9,28.5,58.7,48.5,8.0,22.0,36.2,13.2,17.3,76.3,6.9,22.1,29.0,17.9,9.1,6.5,3.3,3.2,14.2,14.5,78.1,4.1
"Zeller, Cody",CHA,49,22,27,25.4,21.9,47.5,46.1,6.5,18.7,35.0,8.6,10.9,79.2,5.9,18.2,24.1,14.1,7.4,3.5,3.2,2.3,10.8,10.5,58.9,-0.9
"Zeller, Tyler",MEM,4,2,2,20.5,15.8,38.0,41.4,5.8,15.8,36.5,8.3,11.5,71.7,4.5,13.5,18.0,11.8,4.3,1.3,2.3,1.5,7.8,10.8,45.5,-5.0
"Zeller, Tyler",ATL,2,1,1,5.3,3.0,7.0,42.9,1.5,4.0,37.5,5.0,8.0,62.5,0.5,5.5,6.0,2.5,2.0,1.0,1.0,0.0,2.0,4.5,12.5,4.0
Zhou Qi,HOU,1,0,1,1.0,1.0,1.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0
