PLAYER,TEAM,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
"Abrines, Alex",OKC,31,21,10,19.0,14.8,34.5,43.0,3.6,11.7,30.8,7.7,10.4,74.8,4.7,14.3,19.0,8.5,6.9,3.1,1.8,2.5,9.5,9.6,41.0,-0.9
"Acy, Quincy",PHX,10,2,8,12.3,9.0,22.1,40.7,2.4,8.1,29.6,6.6,9.0,73.3,3.0,9.5,12.5,5.2,4.8,1.6,1.2,1.6,6.6,7.6,27.0,-0.4
"Adams, Jaylen",ATL,34,13,21,12.6,10.6,22.9,46.3,3.2,9.1,35.1,6.1,8.2,74.5,2.5,10.3,12.8,6.1,4.0,2.5,1.6,1.4,4.3,6.3,30.4,1.7
"Adams, Steven",OKC,80,47,33,33.4,28.5,61.3,46.5,8.1,22.3,36.3,12.2,15.9,76.5,6.2,24.4,30.5,17.9,11.5,5.7,3.4,3.1,15.7,14.8,77.2,-4.9
"Adebayo, Bam",MIA,82,39,43,23.3,18.1,40.8,44.5,5.6,16.1,34.8,8.6,11.2,76.8,4.6,16.5,21.1,10.7,7.3,3.5,2.0,2.3,9.8,10.2,50.5,-0.3
"Adel, Deng",CLE,19,4,15,10.2,8.7,17.8,48.8,2.2,6.4,33.6,2.8,3.7,76.1,1.8,7.6,9.4,5.6,2.5,1.7,1.3,0.5,3.6,3.6,22.4,1.6
"Akoon-Purcell, DeVaughn",DEN,7,7,0,3.1,2.4,5.1,47.2,0.7,2.1,33.3,1.6,2.1,73.3,0.6,2.0,2.6,1.1,1.0,0.1,0.7,0.1,1.0,1.6,7.1,-0.1
"Aldridge, LaMarcus",SAS,81,48,33,33.2,28.4,60.7,46.7,8.0,21.7,36.8,10.7,14.0,76.3,5.9,23.7,29.7,17.0,8.1,4.5,2.6,3.2,13.4,12.7,75.4,-1.1
"Alkins, Rawle",CHI,10,3,7,12.0,10.7,22.3,48.0,3.2,8.5,37.6,3.9,5.3,73.6,1.9,9.6,11.5,6.9,2.9,1.0,2.0,0.6,4.0,4.7,28.5,1.3
"Allen, Grayson",UTA,38,22,16,11.0,10.2,20.7,49.4,2.3,6.7,34.8,3.9,5.1,75.9,2.1,8.2,10.3,5.6,2.8,1.6,0.9,1.2,5.2,4.6,26.7,3.1
"Allen, Jarrett",BKN,80,42,38,26.2,24.0,51.6,46.6,6.0,16.4,36.4,8.5,11.0,77.2,6.6,18.6,25.2,13.4,6.9,4.5,3.0,2.7,11.4,10.4,62.6,1.5
"Allen, Kadeem",NYK,19,3,16,21.9,18.3,39.7,46.2,5.3,15.0,35.4,9.0,10.9,82.2,4.3,15.6,19.9,12.2,5.4,2.8,2.5,2.9,9.6,9.4,50.9,1.9
"Aminu, Al-Farouq",POR,81,52,29,28.3,24.1,52.7,45.7,6.3,16.8,37.4,10.1,13.2,76.8,5.9,18.6,24.5,13.9,7.7,4.0,2.9,3.2,12.4,11.8,64.6,-4.7
"Anderson, Justin",ATL,48,17,31,9.7,8.4,18.2,46.3,2.4,6.8,34.9,4.7,6.3,74.7,2.0,7.6,9.6,5.1,3.0,1.9,1.0,1.2,4.6,4.5,23.9,1.6
"Anderson, Kyle",MEM,43,19,24,29.8,22.7,50.5,44.9,6.6,18.2,36.4,11.0,14.7,75.1,5.6,21.6,27.1,13.9,9.3,4.6,2.7,4.0,13.0,13.7,63.0,1.4
"Anderson, Ryan",PHX,15,3,12,18.5,15.5,33.1,46.7,3.7,11.7,31.3,6.8,8.9,76.7,3.3,12.8,16.1,10.0,4.3,3.7,2.3,1.1,9.0,9.1,41.4,5.5
"Anderson, Ryan",MIA,10,4,6,4.4,2.6,7.1,36.6,1.2,3.9,30.8,2.4,2.8,85.7,0.9,2.9,3.8,2.1,1.6,0.7,0.5,0.3,1.8,1.7,8.8,-0.9
"Anigbogu, Ike",IND,3,2,1,2.1,2.0,4.3,46.2,0.3,1.7,20.0,0.0,0.7,0.0,1.3,2.0,3.3,1.3,0.7,0.0,0.0,0.3,0.3,0.3,4.3,0.7
"Antetokounmpo, Giannis",MIL,72,56,16,32.8,27.1,63.0,43.0,8.8,24.3,36.2,10.1,13.5,74.7,6.4,23.7,30.1,16.4,9.4,4.3,3.4,4.6,15.0,13.3,73.1,-9.1
"Antetokounmpo, Kostas",DAL,2,1,1,5.3,3.5,7.5,46.7,1.0,3.5,28.6,2.0,3.0,66.7,0.5,3.0,3.5,1.5,2.5,1.5,0.5,0.0,3.0,3.0,10.0,-1.5
"Anthony, Carmelo",HOU,10,4,6,29.4,24.0,51.1,47.0,6.2,17.3,35.8,14.6,17.6,83.0,6.1,22.3,28.4,12.6,9.0,4.3,3.1,4.2,12.1,14.9,68.8,6.3
"Anunoby, OG",TOR,67,46,21,20.2,16.9,36.5,46.4,4.2,12.1,35.0,8.0,10.6,75.8,4.1,14.9,19.0,10.3,6.6,3.2,2.3,2.2,8.7,9.7,46.2,0.7
"Arcidiacono, Ryan",CHI,81,22,59,24.2,20.9,44.2,47.3,5.9,16.3,36.3,7.8,10.5,74.7,5.1,18.3,23.4,12.5,6.9,3.3,2.9,2.1,9.3,10.0,55.5,3.1
"Ariza, Trevor",WAS,43,18,25,34.1,31.0,63.3,49.0,8.8,22.6,38.9,12.1,15.7,77.4,7.5,25.1,32.6,18.9,10.7,5.6,2.7,2.7,14.2,13.8,83.0,1.3
"Ariza, Trevor",PHX,26,4,22,34.0,30.3,60.5,50.1,6.9,20.2,34.0,14.0,18.9,74.3,7.2,25.9,33.1,18.7,10.2,6.5,3.1,2.8,12.9,16.3,81.6,10.7
"Augustin, D.J.",ORL,81,42,39,28.0,23.7,50.9,46.5,6.1,16.9,35.9,8.4,10.8,77.4,5.2,20.1,25.2,13.9,7.4,4.1,2.5,3.0,10.6,9.6,61.7,-2.1
"Ayton, Deandre",PHX,71,17,54,30.7,27.1,55.0,49.2,6.8,18.8,36.2,12.7,16.5,76.7,6.8,22.5,29.3,16.5,10.0,6.1,3.1,2.7,12.3,14.4,73.6,5.4
"Bacon, Dwayne",CHA,43,20,23,17.6,15.4,32.7,47.2,4.7,12.7,37.4,5.7,7.1,81.3,3.6,13.1,16.7,10.1,4.6,2.1,2.1,1.7,7.0,6.5,41.3,0.5
"Bagley III, Marvin",SAC,62,30,32,25.3,22.2,48.1,46.2,6.5,19.3,33.7,9.9,13.0,75.7,6.1,18.7,24.8,12.8,7.5,3.9,2.6,2.4,11.6,11.3,60.9,1.7
"Baker, Ron",WAS,4,2,2,11.4,9.3,20.0,46.3,0.8,4.5,16.7,4.3,5.5,77.3,2.8,9.0,11.8,4.8,4.5,3.3,1.8,1.3,5.8,5.0,23.5,4.8
"Baker, Ron",NYK,11,2,9,9.7,7.4,16.3,45.3,1.9,6.0,31.8,3.6,4.5,81.6,1.5,8.0,9.5,3.7,4.1,1.8,1.0,0.9,5.5,4.3,20.3,0.1
"Baldwin IV, Wade",POR,16,10,6,5.9,5.4,11.6,46.2,1.9,5.4,35.6,1.8,2.3,75.7,1.7,4.9,6.6,3.1,1.4,1.0,0.8,0.4,1.9,2.0,14.4,4.1
"Ball, Lonzo",LAL,47,25,22,30.3,26.5,59.2,44.7,7.3,20.3,35.8,9.7,12.2,79.4,6.9,22.8,29.7,15.0,8.9,5.6,3.4,3.7,12.8,12.0,69.9,0.3
"Bamba, Mo",ORL,47,19,28,16.3,13.5,29.5,45.7,3.9,10.2,38.0,6.2,8.2,75.3,3.5,13.4,16.9,7.6,4.7,2.5,1.4,2.3,6.3,7.3,37.0,5.1
"Barea, J.J.",DAL,38,20,18,19.8,16.4,35.7,46.0,4.4,12.3,36.2,7.6,9.8,77.6,3.8,13.5,17.3,9.9,6.3,3.0,1.7,2.3,11.0,9.2,44.9,-1.5
"Barnes, Harrison",DAL,49,23,26,32.3,28.0,61.1,45.8,6.8,20.9,32.8,10.9,14.3,76.3,7.3,23.0,30.3,16.2,8.4,6.1,3.1,2.8,15.8,12.3,73.7,1.6
"Barnes, Harrison",SAC,28,11,17,33.9,30.1,65.0,46.3,8.4,24.9,33.7,12.8,16.3,78.9,6.9,27.2,34.1,17.5,9.9,4.2,3.9,3.0,13.8,13.7,81.4,-0.9
"Barton, Will",DEN,43,27,16,27.7,23.5,50.4,46.6,6.3,18.7,33.7,9.7,12.5,78.0,5.6,19.0,24.6,14.7,7.8,4.5,2.3,2.4,11.4,11.3,63.0,-0.2
"Bates-Diop, Keita",MIN,30,10,20,16.8,14.9,31.4,47.3,4.2,11.9,35.1,5.6,7.4,76.5,4.1,12.8,16.9,9.4,4.9,2.0,1.8,1.8,7.0,6.8,39.5,1.8
"Batum, Nicolas",CHA,75,35,40,31.4,27.1,58.2,46.6,7.7,21.7,35.6,10.0,12.6,78.9,6.8,23.0,29.9,16.9,8.9,4.7,4.1,3.4,13.2,12.3,71.9,0.3
"Bayless, Jerryd",MIN,34,15,19,19.3,17.0,34.6,49.0,5.8,13.8,42.1,7.2,9.5,75.9,4.2,13.6,17.9,10.9,5.5,2.5,2.3,1.7,7.9,8.6,47.0,4.7
"Baynes, Aron",BOS,51,32,19,16.1,13.0,29.2,44.6,3.7,10.7,34.6,5.6,7.3,77.2,3.4,11.5,14.9,7.9,5.4,2.5,1.3,1.6,6.5,6.7,35.3,-2.5
"Bazemore, Kent",ATL,67,24,43,24.5,21.4,46.1,46.3,6.4,17.9,35.6,10.8,14.6,73.9,5.9,18.7,24.6,13.2,8.2,4.9,2.8,3.0,11.7,12.4,59.9,4.4
"Beal, Bradley",WAS,82,32,50,36.9,33.3,69.2,48.1,9.4,25.2,37.4,13.7,17.3,78.8,8.6,27.2,35.8,20.1,11.8,5.8,3.3,3.4,15.9,15.6,89.7,1.4
"Beasley, Malik",DEN,81,53,28,23.2,19.4,41.7,46.4,5.5,15.5,35.2,8.1,11.0,73.5,4.8,15.9,20.8,11.9,6.5,3.4,2.6,2.0,9.8,9.6,52.3,-1.7
"Beasley, Michael",LAL,26,11,15,10.7,9.3,20.7,44.8,2.7,8.3,32.7,3.8,4.8,80.0,2.8,7.8,10.6,5.7,2.9,1.6,1.2,1.2,4.4,4.7,25.1,1.5
"Belinelli, Marco",SAS,79,46,33,23.0,20.2,43.8,46.1,5.5,15.7,35.1,8.0,10.5,76.7,4.8,16.9,21.7,11.7,5.6,3.5,1.9,2.2,9.7,9.1,54.0,-0.4
"Bell, Jordan",GSW,68,46,22,11.6,9.9,21.6,46.0,2.8,7.8,36.0,4.9,6.2,78.0,2.5,8.3,10.8,5.9,2.9,1.7,1.0,1.8,4.4,4.9,27.5,1.5
"Bembry, DeAndre'",ATL,82,29,53,23.6,20.1,43.3,46.5,5.9,16.7,35.2,11.0,14.8,74.9,5.2,17.0,22.2,12.5,7.6,4.8,2.7,2.5,11.1,11.8,57.2,2.8
"Bender, Dragan",PHX,46,9,37,18.0,16.2,34.1,47.3,4.4,11.4,38.3,7.1,9.5,74.5,4.9,13.6,18.5,9.8,5.5,3.7,1.6,1.9,7.6,8.0,43.7,3.5
"Bertans, Dairis",NOP,12,3,9,13.9,12.8,28.3,45.1,4.3,10.9,39.7,4.7,5.8,81.2,3.3,11.4,14.7,7.3,2.8,2.8,1.5,0.9,5.0,5.4,34.5,4.2
"Bertans, Davis",SAS,76,44,32,21.5,18.5,40.1,46.1,5.6,15.1,37.2,6.7,9.0,74.1,4.0,15.1,19.1,10.9,5.6,3.3,1.6,2.2,9.4,7.8,49.2,-3.4
"Beverley, Patrick",LAC,78,48,30,27.4,23.1,51.2,45.1,5.9,17.1,34.5,11.9,15.2,78.6,6.6,19.0,25.6,13.4,7.7,4.4,3.3,2.7,13.9,13.4,63.9,-1.9
"Birch, Khem",ORL,50,26,24,12.9,10.5,23.3,44.9,2.4,8.3,28.5,4.5,5.9,76.9,2.3,9.7,12.0,6.0,3.3,1.7,1.1,1.5,5.4,5.4,27.8,-0.9
"Biyombo, Bismack",CHA,54,24,30,14.5,12.5,26.8,46.6,3.5,9.9,35.4,4.9,6.1,80.8,2.9,10.9,13.7,7.8,3.5,2.1,1.8,1.7,6.1,5.5,33.4,2.5
"Bjelica, Nemanja",SAC,77,38,39,23.2,20.7,43.7,47.4,5.6,16.0,35.4,8.5,11.0,77.3,5.1,17.4,22.5,12.1,8.0,4.0,2.5,2.1,10.1,9.9,55.5,-1.1
"Blakeney, Antonio",CHI,57,14,43,14.5,12.7,27.2,46.7,3.6,10.3,35.4,5.1,6.7,76.3,3.1,11.6,14.7,8.0,3.6,2.2,1.8,1.1,5.8,5.6,34.1,2.6
"Bledsoe, Eric",MIL,78,59,19,29.1,24.7,56.4,43.7,8.0,21.2,37.8,8.6,11.7,73.6,6.0,21.3,27.3,15.0,8.5,4.0,2.8,3.9,12.3,11.9,65.9,-7.2
"Blossomgame, Jaron",CLE,27,4,23,16.3,14.1,29.8,47.4,3.7,10.2,35.9,4.4,6.2,71.3,3.7,12.0,15.7,8.7,4.4,2.0,1.7,1.2,6.9,5.9,36.3,1.6
"Bogdanovic, Bogdan",SAC,70,32,38,27.8,23.6,51.6,45.7,6.9,19.8,34.9,11.2,14.3,77.8,6.6,20.5,27.1,13.5,8.7,4.1,2.7,2.4,12.3,12.7,65.2,0.6
"Bogdanovic, Bojan",IND,80,46,34,31.7,25.8,56.8,45.4,7.6,21.0,36.1,10.3,13.6,75.4,7.4,21.8,29.2,16.1,10.5,5.3,3.5,3.3,13.4,12.3,69.5,-2.0
"Bogut, Andrew",GSW,11,8,3,12.2,10.5,23.0,45.8,3.2,7.9,40.2,4.5,5.8,78.1,3.1,8.9,12.0,6.6,3.4,1.8,0.2,1.5,4.1,5.1,28.8,-0.9
"Bolden, Jonah",PHI,44,24,20,14.5,12.7,27.2,46.5,3.1,9.0,34.2,6.3,8.3,75.8,2.8,10.4,13.2,7.4,4.0,2.5,1.2,2.0,5.9,6.8,34.7,0.7
"Bonga, Isaac",LAL,22,7,15,5.5,4.0,10.0,39.5,1.2,3.6,34.2,1.9,2.7,68.3,1.2,4.2,5.4,2.1,1.9,1.0,0.6,0.9,1.9,2.0,11.0,-0.6
"Booker, Devin",PHX,64,15,49,35.0,31.2,64.6,48.3,8.1,21.8,37.0,15.3,20.4,75.2,8.9,24.8,33.8,18.9,10.7,6.7,3.8,3.5,15.4,16.7,85.8,5.2
"Boucher, Chris",TOR,28,21,7,5.8,5.1,11.3,45.1,1.3,3.7,33.7,2.8,3.8,72.9,1.6,4.4,5.9,3.3,1.6,1.3,0.9,1.3,2.3,2.8,14.2,0.5
"Bradley, Avery",MEM,14,6,8,31.6,25.7,56.6,45.4,7.9,21.4,36.7,15.1,19.1,78.7,7.9,23.1,31.1,16.4,9.1,4.7,3.9,3.5,14.8,15.0,74.4,1.2
"Bradley, Avery",LAC,49,25,24,29.9,25.7,56.4,45.5,6.0,18.3,32.7,11.9,15.3,77.8,7.4,21.5,28.9,14.9,7.8,5.2,3.5,2.5,13.9,13.7,69.2,1.3
"Bradley, Tony",UTA,3,2,1,12.0,12.7,22.7,55.9,3.3,7.0,47.6,6.7,8.7,76.9,2.3,9.0,11.3,6.7,3.3,1.0,1.3,1.7,5.7,7.3,35.3,6.0
"Brewer, Corey",PHI,7,5,2,19.9,16.1,37.4,43.1,4.6,13.6,33.7,8.4,11.0,76.6,4.4,15.4,19.9,9.6,6.0,3.4,2.7,2.6,7.4,8.9,45.3,0.6
"Brewer, Corey",SAC,24,8,16,14.7,12.3,25.9,47.7,4.2,10.7,39.3,5.2,7.3,71.4,3.0,10.8,13.7,7.5,5.1,2.3,1.6,1.1,7.3,6.0,34.1,-0.2
"Bridges, Mikal",PHX,82,19,63,29.5,25.5,53.3,47.9,6.8,18.0,37.6,12.7,16.6,76.4,7.1,21.3,28.4,15.5,9.9,5.4,2.9,3.2,12.1,14.6,70.6,4.7
"Bridges, Miles",CHA,80,38,42,21.2,18.8,39.3,47.8,5.1,14.2,35.9,7.2,9.2,78.2,4.3,15.5,19.8,11.6,5.7,3.1,2.7,2.1,8.6,8.3,49.9,1.6
"Briscoe, Isaiah",ORL,39,17,22,14.3,11.2,26.5,42.3,2.8,9.7,28.8,4.9,6.4,77.8,2.9,11.2,14.1,6.4,3.7,2.0,1.3,1.6,6.1,5.9,30.2,-0.5
"Broekhoff, Ryan",DAL,42,15,27,10.8,8.4,19.3,43.5,2.3,7.1,32.0,4.4,5.9,74.8,2.0,8.0,10.1,5.0,2.6,1.4,1.0,1.1,4.7,5.0,23.5,-1.7
"Brogdon, Malcolm",MIL,64,49,15,28.6,24.2,55.3,43.7,7.5,20.8,35.9,8.5,11.3,75.0,5.5,20.3,25.8,14.6,7.9,3.8,3.3,3.5,11.9,11.0,64.3,-6.6
"Brooks, Dillon",MEM,18,9,9,18.3,13.4,28.9,46.3,4.6,12.3,37.4,8.5,10.3,82.7,3.4,12.5,15.9,9.1,7.3,2.5,1.6,1.3,8.8,9.1,39.9,0.9
"Brooks, MarShon",MEM,29,15,14,13.3,9.9,22.2,44.8,2.9,8.6,33.7,5.3,6.9,77.5,2.9,10.0,12.8,6.1,4.5,1.5,1.5,1.5,5.9,5.9,28.1,0.8
"Brown Jr., Troy",WAS,52,20,32,14.0,12.6,26.0,48.5,3.2,9.4,34.2,4.8,6.2,76.7,3.1,10.1,13.1,7.6,4.3,2.0,1.6,1.1,5.9,5.5,33.2,0.0
"Brown, Bruce",DET,73,35,38,19.7,16.0,35.2,45.6,3.9,11.5,34.2,7.1,9.2,77.5,4.1,13.5,17.6,9.8,6.0,3.0,2.3,1.8,8.0,8.7,43.2,0.0
"Brown, Jaylen",BOS,74,41,33,25.9,21.3,47.4,44.9,6.3,18.3,34.2,9.7,12.5,77.4,5.5,19.3,24.9,13.0,8.3,3.7,2.1,2.9,10.8,11.5,58.5,-0.9
"Brown, Lorenzo",TOR,26,20,6,8.2,6.5,15.0,43.2,1.7,5.2,32.1,3.3,4.5,72.0,1.8,6.0,7.8,3.7,2.5,1.7,0.9,1.1,2.5,4.1,17.8,1.3
"Brown, Sterling",MIL,58,45,13,17.8,15.2,34.7,43.9,5.1,14.2,36.0,6.1,8.5,72.4,3.7,13.8,17.6,9.3,4.7,2.6,1.8,1.9,7.0,7.5,41.7,0.0
"Brunson, Jalen",DAL,73,27,46,21.8,18.8,40.5,46.6,5.1,14.7,34.5,7.5,9.5,79.6,4.6,16.0,20.6,11.3,5.7,3.4,2.1,1.9,10.4,8.9,50.3,1.1
"Bryant, Thomas",WAS,72,29,43,20.8,19.3,39.9,48.5,5.2,13.9,37.4,6.4,8.2,77.7,4.8,15.4,20.2,11.7,6.2,3.4,1.9,1.9,8.4,7.7,50.3,1.5
"Bullock, Reggie",DET,44,23,21,30.8,26.1,54.3,48.1,5.9,17.5,33.7,11.4,15.0,75.5,5.5,21.6,27.2,15.3,8.7,4.3,3.5,2.4,14.4,13.4,69.4,-0.3
"Bullock, Reggie",LAL,19,4,15,27.6,25.1,51.9,48.3,7.6,20.6,36.8,11.1,13.9,79.9,5.9,22.1,28.0,15.3,9.0,4.5,2.3,2.6,11.0,12.4,68.9,3.1
"Burke, Trey",DAL,25,8,17,17.4,14.2,32.5,43.7,4.3,13.0,33.3,6.0,7.9,76.6,4.2,13.6,17.8,8.8,4.7,1.8,2.0,1.4,7.5,7.6,38.8,-2.2
"Burke, Trey",NYK,33,8,25,20.9,18.1,38.5,47.0,4.7,13.7,34.1,7.7,10.2,75.1,4.7,16.0,20.7,10.8,6.2,2.7,3.0,1.9,8.8,9.3,48.5,2.7
"Burks, Alec",SAC,13,4,9,9.7,9.1,19.1,47.6,2.2,7.1,31.5,3.0,4.8,61.9,2.5,6.9,9.5,5.4,2.8,1.6,1.0,0.9,4.5,4.5,23.4,1.0
"Burks, Alec",UTA,17,8,9,15.8,13.9,28.4,49.1,3.4,8.7,39.2,5.8,7.9,73.1,2.8,11.1,13.8,7.1,4.6,2.4,1.6,1.7,8.1,7.5,37.1,1.5
"Burks, Alec",CLE,34,7,27,28.8,26.3,52.9,49.8,6.6,17.8,37.2,9.1,11.6,78.2,5.7,21.6,27.4,15.6,6.9,3.9,3.7,1.5,11.8,11.4,68.3,7.6
"Burton, Deonte",OKC,32,21,11,7.5,5.2,13.0,39.9,1.4,4.3,32.4,3.2,4.3,74.5,1.8,5.9,7.8,3.1,3.0,1.2,1.0,0.9,2.9,3.8,15.0,-0.8
"Butler, Jimmy",MIN,10,3,7,36.1,33.6,69.5,48.3,8.6,22.6,38.1,10.9,13.7,79.6,9.9,26.8,36.7,19.8,11.6,4.9,4.4,4.8,17.1,14.2,86.7,6.1
"Butler, Jimmy",PHI,55,35,20,33.2,28.7,63.1,45.5,7.0,20.9,33.7,11.6,15.1,76.8,7.4,22.1,29.5,16.3,8.7,5.6,2.7,3.2,14.7,13.2,76.1,-4.0
"Caboclo, Bruno",MEM,34,14,20,23.5,18.7,42.3,44.2,6.0,16.4,36.4,9.5,11.8,80.8,5.0,16.4,21.4,11.4,6.6,3.7,2.4,2.4,10.4,10.2,52.9,0.0
"Calderon, Jose",DET,49,22,27,12.9,10.6,22.3,47.4,2.6,7.0,37.0,5.4,7.3,74.5,2.3,10.1,12.4,6.7,3.8,2.0,1.7,1.0,5.8,6.7,29.2,3.5
"Caldwell-Pope, Kentavious",LAL,82,37,45,24.8,21.8,46.9,46.5,5.9,17.1,34.4,9.8,12.7,77.3,5.8,18.2,24.0,13.0,7.5,4.1,2.4,2.5,10.7,11.2,59.3,1.9
"Canaan, Isaiah",MIN,7,3,4,13.6,11.7,23.6,49.7,2.6,8.6,30.0,6.4,7.4,86.5,2.4,10.6,13.0,6.7,3.1,1.6,1.6,1.4,5.6,5.9,32.4,3.1
"Canaan, Isaiah",MIL,4,3,1,7.6,9.5,16.0,59.4,2.0,4.0,50.0,2.5,4.5,55.6,1.8,5.5,7.3,6.0,0.8,1.8,0.8,0.5,3.5,3.5,23.5,6.3
"Canaan, Isaiah",PHX,19,4,15,26.5,23.4,47.8,48.9,5.7,16.5,34.7,9.8,12.6,77.9,6.1,19.3,25.3,14.3,7.7,4.7,2.6,2.1,10.9,11.5,62.3,6.7
"Capela, Clint",HOU,67,44,23,33.6,28.0,60.5,46.2,7.1,20.4,34.7,11.7,15.1,77.7,7.5,23.1,30.6,16.2,9.8,5.6,3.2,3.5,13.6,14.4,74.7,-3.5
"Carroll, DeMarre",BKN,67,36,31,25.4,21.7,48.0,45.2,5.4,16.5,32.4,9.4,12.2,77.2,5.3,17.8,23.1,12.3,6.7,3.9,2.8,2.0,12.6,11.4,58.1,-0.7
"Carter Jr., Wendell",CHI,44,10,34,25.2,20.9,44.8,46.6,6.7,17.6,37.9,8.9,11.6,76.5,5.2,19.6,24.8,12.8,7.8,4.2,3.4,2.4,9.0,11.1,57.4,6.6
"Carter, Jevon",MEM,39,9,30,14.8,11.0,24.8,44.2,3.8,10.2,36.9,6.7,8.5,79.2,2.3,10.5,12.7,6.9,4.1,2.4,1.5,1.6,6.1,7.1,32.5,2.3
"Carter, Vince",ATL,76,25,51,17.5,14.7,32.1,45.7,4.5,12.7,35.3,8.3,11.3,73.4,4.0,13.7,17.7,8.9,5.9,3.2,2.0,2.0,7.9,9.1,42.1,2.4
"Carter-Williams, Michael",HOU,16,7,9,9.0,8.4,15.6,53.8,1.8,4.4,40.0,5.6,6.6,84.0,1.5,7.5,9.0,4.2,2.9,1.6,0.9,1.3,4.5,5.6,24.1,4.0
"Carter-Williams, Michael",ORL,12,10,2,18.9,15.5,34.1,45.5,3.9,13.3,29.4,7.5,9.4,79.6,2.7,13.2,15.8,8.5,5.7,2.3,1.7,2.3,9.3,7.9,42.4,-5.6
"Caruso, Alex",LAL,25,8,17,21.2,16.5,39.0,42.3,4.8,16.0,29.9,8.5,10.9,77.7,5.3,14.7,20.0,10.2,7.0,3.6,2.3,2.2,10.1,9.4,46.3,-1.8
"Casspi, Omri",MEM,36,14,22,14.5,11.1,25.3,43.9,3.5,10.0,35.0,5.6,6.7,84.2,3.1,10.0,13.1,7.1,5.1,2.8,1.7,1.5,6.9,6.4,31.3,-0.5
"Cauley-Stein, Willie",SAC,81,39,42,27.3,24.0,51.5,46.7,6.9,19.5,35.2,9.8,12.7,77.1,6.3,21.3,27.6,13.9,9.4,4.3,3.2,2.5,11.7,11.7,64.8,-0.7
"Caupain, Troy",ORL,4,3,1,3.9,2.8,5.8,47.8,0.5,1.8,28.6,2.0,2.5,80.0,0.5,2.0,2.5,1.5,1.0,0.5,0.0,0.3,1.5,1.5,8.0,-2.0
"Cavanaugh, Tyler",UTA,11,7,4,3.6,3.7,7.0,53.2,1.0,2.3,44.0,1.8,2.4,76.9,0.9,3.1,4.0,1.9,0.9,0.5,0.3,0.5,1.4,1.6,10.3,3.4
"Chandler, Tyson",PHX,7,1,6,12.7,12.9,25.3,50.8,3.1,7.7,40.7,5.3,7.6,69.8,2.1,10.4,12.6,8.4,3.1,3.3,1.3,1.1,6.7,8.0,34.1,9.6
"Chandler, Tyson",LAL,48,25,23,16.4,13.5,31.7,42.6,4.0,11.6,34.1,5.7,7.4,77.5,3.9,12.7,16.6,7.9,4.7,2.6,1.6,1.3,7.5,6.9,36.7,-0.6
"Chandler, Wilson",PHI,36,25,11,26.4,22.8,49.6,45.9,5.7,16.1,35.4,9.5,12.4,76.3,5.9,17.0,22.9,12.3,7.4,4.9,2.1,3.3,12.5,11.1,60.7,-4.1
"Chandler, Wilson",LAC,15,10,5,15.0,13.7,29.1,47.2,3.9,11.1,35.5,6.3,8.5,73.4,3.7,11.5,15.1,7.3,3.7,2.7,2.1,1.3,6.7,8.0,37.7,2.8
"Chealey, Joe",CHA,1,0,1,7.8,6.0,13.0,46.2,2.0,5.0,40.0,3.0,4.0,75.0,3.0,9.0,12.0,4.0,4.0,0.0,2.0,3.0,3.0,2.0,17.0,3.0
"Chiozza, Chris",HOU,7,6,1,4.6,4.1,7.9,52.7,0.3,2.3,12.5,2.0,2.4,82.4,1.1,5.0,6.1,2.1,2.0,0.4,0.3,0.6,1.6,1.7,10.6,1.7
"Chriss, Marquese",HOU,16,9,7,6.5,5.7,11.7,48.7,1.6,4.5,36.1,2.8,3.4,81.5,1.6,5.0,6.6,3.1,1.9,1.1,0.8,0.5,3.2,3.3,15.8,1.4
"Chriss, Marquese",CLE,27,8,19,14.6,13.4,26.0,51.5,4.0,9.4,42.3,5.3,7.1,74.6,3.2,10.8,14.0,8.3,4.0,1.8,1.8,0.9,4.9,7.0,36.0,5.5
