PLAYER,TEAM,AGE,GP,W,L,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
Kobi Simmons,CLE,21,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,SAC,30,42,21,21,502.0,15.0,16.7,15.3,0.0,0.0,6.5,11.3,39.4,35.0,36.2,14.2,20.0,17.4,40.9,19.0,30.2,12.4,13.4
Kostas Antetokounmpo,DAL,21,2,1,1,11.0,24.0,0.0,21.4,0.0,0.0,18.2,30.8,0.0,12.5,9.1,0.0,25.0,50.0,0.0,100,0.0,33.3,8.7
Kris Dunn,CHI,25,46,14,32,1389.0,19.8,18.4,20.0,12.6,13.6,12.4,12.6,7.2,17.1,15.0,44.4,25.6,32.2,15.8,20.9,27.8,15.9,17.0
Kyle Anderson,MEM,25,43,19,24,1282.0,12.7,15.3,12.8,3.8,4.9,8.2,10.8,24.1,23.5,23.6,20.6,15.3,25.4,21.5,12.0,19.1,10.7,13.1
Kyle Korver,UTA,38,70,39,31,1334.0,17.4,18.0,19.7,38.4,34.6,12.0,11.1,3.0,14.8,12.2,11.1,13.6,12.0,7.6,14.4,18.5,11.1,19.4
Kyle Kuzma,LAL,23,70,33,37,2314.0,23.3,23.9,25.1,25.6,28.1,22.8,21.2,12.7,18.2,17.1,14.1,17.9,11.5,9.9,26.3,16.9,19.3,23.9
Kyle Lowry,TOR,33,65,47,18,2213.0,19.1,15.1,18.0,26.2,28.8,19.8,19.2,9.4,16.7,15.2,43.5,29.3,23.7,13.3,15.2,17.9,24.7,17.0
Kyle O'Quinn,IND,29,45,27,18,371.0,19.6,20.1,19.6,1.4,6.3,16.3,14.6,41.4,31.5,33.4,26.0,27.7,20.9,55.6,14.6,39.1,15.0,18.1
Kyrie Irving,BOS,27,67,37,30,2214.0,28.6,30.0,29.3,29.4,26.9,28.9,27.3,16.2,16.6,16.5,37.9,30.0,25.6,15.2,25.6,17.7,27.5,29.8
LaMarcus Aldridge,SAS,33,81,48,33,2687.0,26.8,28.8,26.9,2.0,3.3,37.1,36.4,51.6,25.2,30.5,14.3,22.4,12.7,41.3,21.2,17.3,35.2,27.9
Lance Stephenson,LAL,28,68,33,35,1123.0,19.7,18.7,20.3,27.5,25.5,14.3,14.8,14.3,22.2,20.5,23.3,24.0,22.9,6.6,16.2,21.3,14.5,19.0
Lance Thomas,NYK,31,46,7,39,783.0,12.7,12.9,13.5,14.8,16.3,10.5,10.3,14.2,16.3,15.9,8.5,11.7,18.3,10.6,10.3,22.6,13.2,12.7
Landry Shamet,LAC,22,79,51,28,1802.0,14.5,15.6,17.0,35.9,32.8,9.6,9.2,5.6,8.6,8.0,11.6,8.1,13.4,5.8,9.4,18.4,9.9,16.7
Langston Galloway,DET,27,80,41,39,1745.0,15.3,16.2,18.2,30.6,29.5,11.9,10.7,11.4,10.1,10.5,10.4,5.2,15.2,5.4,14.1,16.5,10.1,17.1
Larry Nance Jr.,CLE,26,67,16,51,1795.0,15.2,17.2,14.9,8.3,8.7,16.6,17.8,40.5,32.0,34.2,26.1,17.9,39.1,46.0,12.1,24.4,22.5,16.2
Lauri Markkanen,CHI,22,52,16,36,1682.0,24.5,24.2,25.9,37.2,37.1,29.9,28.0,22.0,33.3,30.8,9.6,17.7,15.0,21.6,23.0,16.8,25.3,26.2
LeBron James,LAL,34,55,28,27,1937.0,31.1,31.6,30.5,27.8,27.1,40.3,41.8,15.4,27.9,25.4,43.2,32.0,23.7,14.6,25.2,12.0,35.6,32.6
Lonnie Walker IV,SAS,20,17,12,5,118.0,19.6,20.3,23.6,26.3,22.4,17.8,17.2,0.0,18.3,15.3,21.4,10.0,36.8,25.0,25.0,14.6,19.1,20.3
Lonzo Ball,LAL,21,47,25,22,1423.0,16.7,14.6,17.1,25.1,25.2,4.5,7.2,19.3,17.6,17.9,33.6,21.6,29.0,10.9,15.5,20.2,10.3,14.2
Lorenzo Brown,TOR,28,26,20,6,212.0,16.7,14.0,18.3,13.0,17.4,5.4,4.1,10.2,15.6,14.4,32.2,19.5,32.4,17.2,29.2,20.6,6.3,12.8
Lou Williams,LAC,32,75,47,28,1993.0,30.8,27.7,31.0,26.4,27.4,39.2,35.5,9.9,12.5,11.9,40.2,32.3,19.8,5.1,26.9,7.8,32.1,30.1
Luc Mbah a Moute,LAC,32,4,2,2,61.0,14.1,15.4,17.0,25.0,25.0,5.1,10.6,20.0,9.6,11.3,7.1,9.5,14.3,14.3,18.2,27.6,9.4,13.2
Luka Doncic,DAL,20,72,28,44,2318.0,29.6,27.2,28.7,27.6,29.2,37.0,38.6,17.3,28.1,25.7,39.6,33.4,23.4,12.5,25.4,14.7,35.7,29.0
Luke Kennard,DET,23,63,30,33,1437.0,17.9,19.6,20.0,29.6,26.6,10.3,9.2,3.8,17.2,13.9,16.4,15.1,13.8,8.3,12.3,14.1,9.6,19.3
Luke Kornet,NYK,23,46,9,37,784.0,17.8,17.7,20.2,33.5,33.2,13.3,12.1,22.2,18.1,18.9,15.0,11.5,23.5,49.4,9.0,16.9,16.2,18.9
Luol Deng,MIN,34,22,11,11,392.0,15.5,16.9,16.0,14.9,17.3,15.7,17.6,20.6,18.3,18.9,8.5,14.1,21.7,28.6,15.2,15.7,15.0,16.5
Malachi Richardson,TOR,23,22,16,6,103.0,14.2,11.7,14.9,34.8,31.6,9.8,10.4,7.7,12.6,11.5,0.0,16.7,5.9,0.0,13.3,23.6,11.6,13.8
Malcolm Brogdon,MIL,26,64,49,15,1832.0,20.2,22.5,21.6,20.9,17.3,20.7,17.5,18.5,14.6,15.4,20.6,17.6,16.3,5.8,28.6,14.4,14.8,22.0
Malcolm Miller,TOR,26,10,9,1,67.0,18.0,20.8,22.6,45.5,36.2,11.5,12.9,9.1,7.0,7.4,2.8,3.8,10.0,10.0,16.7,13.9,11.1,22.7
Malik Beasley,DEN,22,81,53,28,1879.0,18.1,21.1,20.9,35.8,32.5,9.3,8.3,8.0,12.3,11.2,8.9,10.6,18.7,6.1,16.0,14.9,8.6,21.0
Malik Monk,CHA,21,73,34,39,1258.0,23.6,21.7,25.2,35.5,36.7,17.4,15.5,7.0,13.8,12.4,19.1,27.3,19.9,13.9,22.9,19.9,16.5,22.4
MarShon Brooks,MEM,30,29,15,14,387.0,23.3,25.4,24.9,22.7,25.5,18.0,19.3,17.9,14.3,15.2,15.6,21.4,14.5,9.3,18.2,19.2,17.1,24.0
Marc Gasol,TOR,34,79,39,40,2436.0,21.0,19.9,20.9,17.0,17.6,22.9,23.6,22.5,32.7,30.9,26.6,22.3,19.1,32.6,17.9,20.7,27.4,20.1
Marcin Gortat,LAC,35,47,25,22,750.0,14.8,15.7,13.7,0.0,0.0,14.2,16.3,46.2,36.4,38.5,18.5,21.2,6.5,45.3,19.5,30.1,22.4,14.1
Marco Belinelli,SAS,33,79,46,33,1815.0,18.7,18.0,20.5,32.2,33.9,16.4,14.8,4.5,13.5,11.7,13.9,15.5,16.8,4.5,11.8,16.8,14.2,19.3
Marcus Derrickson,GSW,23,11,9,2,67.0,23.5,29.6,25.2,52.6,41.7,50.0,45.5,40.0,9.1,17.3,3.2,15.8,0.0,16.7,16.7,27.3,25.0,34.1
Marcus Morris,BOS,29,75,44,31,2091.0,20.3,20.2,21.4,27.5,26.5,22.7,21.8,18.6,25.4,24.0,9.6,16.3,12.0,12.0,22.0,20.5,19.6,21.4
Marcus Smart,BOS,25,80,48,32,2200.0,14.4,12.4,13.8,20.8,21.3,16.1,15.7,13.4,11.4,11.8,26.4,21.5,34.5,11.8,8.4,22.0,17.7,13.8
Mario Hezonja,NYK,24,58,12,46,1206.0,20.8,20.1,21.1,19.5,21.9,18.6,19.0,10.2,25.1,21.4,17.6,24.2,30.8,7.3,20.4,23.3,20.2,19.8
Markelle Fultz,ORL,21,19,12,7,427.0,18.9,19.0,19.9,4.6,5.2,11.5,15.7,28.9,12.8,16.1,27.7,18.5,28.3,9.4,36.2,25.0,14.3,16.2
Markieff Morris,OKC,29,58,24,34,1271.0,19.1,19.2,20.7,22.5,22.5,14.6,14.1,25.3,25.0,25.1,12.9,15.3,16.4,16.9,18.2,28.0,16.6,18.8
Marquese Chriss,CLE,21,43,17,26,499.0,19.6,17.4,19.8,13.9,19.4,19.0,21.4,33.9,34.2,34.1,11.1,23.2,21.8,35.5,32.8,33.5,24.2,17.3
Marvin Bagley III,SAC,20,62,30,32,1567.0,23.7,25.8,23.2,9.0,10.5,31.6,33.5,39.7,27.5,30.7,8.0,22.4,13.9,39.9,28.0,17.1,31.2,25.1
Marvin Williams,CHA,33,75,35,40,2133.0,14.7,15.4,16.3,24.7,24.1,8.6,9.1,17.2,22.0,20.9,9.0,9.0,21.6,28.0,8.1,18.8,10.2,15.4
Mason Plumlee,DEN,29,82,54,28,1731.0,15.9,17.7,13.8,0.5,0.9,20.7,26.7,40.0,29.1,31.9,25.1,26.7,23.2,43.4,18.8,33.1,27.7,16.3
Matthew Dellavedova,CLE,28,48,20,28,812.0,17.3,15.1,16.4,22.0,21.6,15.8,15.1,3.4,12.2,10.2,44.3,28.1,12.8,3.4,5.6,20.7,18.5,16.0
Maurice Harkless,POR,26,60,37,23,1415.0,13.5,14.8,14.4,11.3,13.9,8.2,10.3,20.9,18.3,18.9,10.6,11.7,28.5,30.5,14.2,27.0,9.4,13.4
Maxi Kleber,DAL,27,71,30,41,1502.0,13.2,14.6,14.4,19.8,18.7,9.8,9.1,27.0,21.9,23.1,9.6,12.0,18.8,47.9,11.2,21.9,10.0,14.3
Melvin Frazier Jr.,ORL,22,10,8,2,44.0,20.5,18.4,22.6,0.0,16.2,12.5,30.8,21.4,5.7,10.2,5.3,11.1,10.0,0.0,0.0,21.4,36.4,15.8
Meyers Leonard,POR,27,61,35,26,878.0,14.9,17.8,15.1,21.2,18.0,16.2,15.8,26.2,29.4,28.7,17.8,16.0,14.8,18.0,6.8,29.1,16.5,18.0
Michael Beasley,LAL,30,26,11,15,277.0,28.8,30.9,29.5,8.3,13.1,30.4,28.7,20.3,23.2,22.5,19.1,33.3,22.5,32.3,28.1,34.1,25.2,29.5
Michael Carter-Williams,ORL,27,28,17,11,372.0,17.6,14.7,17.1,9.3,11.9,19.6,23.3,18.1,19.6,19.2,37.6,19.6,32.3,30.6,22.9,25.9,29.9,14.9
Michael Kidd-Gilchrist,CHA,25,64,29,35,1179.0,15.3,16.6,15.4,6.3,6.2,20.3,20.2,34.1,18.9,22.5,11.9,13.9,17.6,31.7,24.4,32.4,20.3,16.3
Mikal Bridges,PHX,22,82,19,63,2417.0,11.9,11.9,12.9,21.8,21.3,11.0,10.8,12.5,13.4,13.2,14.1,9.2,26.9,14.6,13.3,16.8,10.6,12.7
Mike Conley,MEM,31,70,30,40,2342.0,26.2,26.3,27.3,33.2,30.7,38.3,35.5,9.3,12.8,12.0,38.9,20.6,22.7,7.9,19.3,11.5,33.2,29.1
Mike Muscala,LAL,27,64,35,29,1306.0,13.8,13.3,15.0,26.1,26.9,12.6,11.9,21.0,19.2,19.6,10.2,12.0,10.3,27.5,9.4,21.2,11.9,14.6
Mike Scott,PHI,30,79,44,35,1396.0,13.9,14.0,16.2,35.1,32.1,3.5,4.1,14.3,21.7,20.1,9.3,10.8,13.2,9.3,13.3,22.9,5.1,13.9
Miles Bridges,CHA,21,80,38,42,1696.0,14.7,16.8,16.3,16.4,17.2,9.1,9.5,20.0,21.4,21.1,11.5,11.3,21.6,29.0,15.2,16.8,9.0,15.5
Miles Plumlee,ATL,30,18,1,17,173.0,16.6,22.5,15.1,0.0,0.0,21.1,27.8,41.0,21.5,26.7,20.7,16.9,18.8,36.4,20.0,17.5,22.8,20.4
Milos Teodosic,LAC,32,15,8,7,150.0,17.1,12.1,14.7,24.4,29.3,5.6,7.4,11.1,11.5,11.4,35.2,45.7,12.0,7.1,20.0,32.1,11.9,12.2
Mitchell Creek,MIN,27,5,1,4,47.0,16.9,20.0,16.8,0.0,5.6,35.7,36.8,46.2,19.4,27.3,22.2,7.7,18.2,0.0,20.0,14.3,17.6,20.0
Mitchell Robinson,NYK,21,66,16,50,1360.0,11.9,18.6,12.0,0.0,0.0,16.6,19.8,60.2,24.6,32.7,6.7,8.4,26.9,69.7,15.8,35.2,19.3,16.5
Mo Bamba,ORL,21,47,19,28,766.0,17.4,20.6,17.4,12.1,13.8,19.5,23.3,43.2,31.9,34.4,11.1,19.1,13.3,58.7,22.1,29.6,21.4,19.5
Monte Morris,DEN,24,82,54,28,1970.0,16.8,20.5,19.1,21.2,17.2,10.3,9.5,7.4,11.4,10.4,27.3,10.2,21.9,2.4,19.2,12.2,12.6,19.1
Montrezl Harrell,LAC,25,82,48,34,2158.0,22.7,29.3,22.9,0.7,1.5,24.8,29.9,42.9,21.9,26.4,15.0,20.8,22.5,46.0,25.8,23.0,31.2,26.1
Moritz Wagner,LAL,22,43,15,28,446.0,21.0,19.9,21.3,26.8,26.6,29.9,25.6,20.2,19.9,20.0,10.9,22.0,17.2,34.2,39.5,31.3,21.5,22.0
Myles Turner,IND,23,74,43,31,2119.0,19.9,21.6,20.8,17.1,17.1,20.8,21.7,28.1,29.2,29.0,10.3,16.4,15.0,76.0,14.3,25.2,23.4,21.0
Naz Mitrou-Long,UTA,25,14,9,5,84.0,13.9,9.1,13.4,8.3,17.5,5.9,5.1,4.5,9.3,7.9,35.7,28.6,14.3,5.9,20.0,28.6,12.9,8.4
Nemanja Bjelica,SAC,31,77,38,39,1788.0,16.2,17.1,17.1,23.0,22.5,11.9,11.3,31.1,25.0,26.4,14.6,16.1,16.3,34.1,18.4,25.8,13.5,17.0
Nene,HOU,36,42,29,13,546.0,11.4,13.9,11.8,0.0,0.6,13.5,16.6,34.7,22.6,25.0,11.8,7.9,18.9,31.9,18.0,30.9,23.2,11.8
Nerlens Noel,OKC,25,77,48,29,1056.0,13.7,19.4,13.9,0.0,0.0,14.6,16.2,50.6,26.3,32.4,10.3,15.5,31.6,62.3,8.7,30.4,20.8,16.8
Nick Young,DEN,34,4,3,1,37.0,12.6,10.3,12.3,27.3,23.5,0.0,0.0,0.0,4.0,3.1,8.7,25.0,0.0,25.0,0.0,26.7,0.0,11.7
Nicolas Batum,CHA,30,75,35,40,2354.0,12.9,13.0,12.9,19.2,17.7,8.9,8.3,14.3,19.3,18.2,21.8,18.8,20.4,17.0,6.1,15.1,9.3,13.0
Nik Stauskas,CLE,25,68,33,35,1015.0,17.1,17.1,18.2,30.3,28.1,16.6,15.3,8.4,15.0,13.5,18.9,16.3,18.4,9.1,14.6,11.2,12.2,18.4
Nikola Jokic,DEN,24,80,53,27,2504.0,27.1,27.7,25.8,14.5,16.9,35.7,33.7,36.2,34.9,35.3,39.8,33.9,28.1,24.7,28.0,23.6,39.1,27.5
Nikola Mirotic,MIL,28,46,24,22,1245.0,20.6,21.0,22.6,36.4,35.9,20.3,18.6,21.1,28.9,27.1,7.9,13.2,16.0,21.0,11.8,19.3,19.1,22.4
Nikola Vucevic,ORL,28,80,41,39,2510.0,27.6,32.2,29.1,14.1,14.0,22.9,23.5,43.2,39.4,40.2,21.8,22.8,23.2,34.1,25.2,17.7,22.6,29.0
Noah Vonleh,NYK,23,68,13,55,1722.0,14.4,14.8,13.8,12.2,12.9,17.7,19.4,28.8,34.7,33.2,17.9,17.6,18.5,30.5,14.8,23.3,21.4,15.0
Norman Powell,TOR,26,60,45,15,1126.0,18.2,20.2,19.0,25.3,21.5,15.9,15.0,7.4,15.2,13.6,16.2,19.9,18.6,10.1,19.1,17.2,15.5,20.1
OG Anunoby,TOR,21,67,46,21,1352.0,14.8,16.3,16.1,21.3,21.4,7.5,10.1,19.6,14.6,15.8,7.3,13.4,18.6,14.8,20.9,21.6,10.2,15.4
Okaro White,WAS,26,3,2,1,6.0,10.5,0.0,13.3,0.0,28.6,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omari Spellman,ATL,21,46,15,31,805.0,14.6,15.0,16.2,20.7,20.2,10.3,10.9,37.1,22.1,26.0,11.7,10.6,19.8,30.5,15.6,17.4,9.4,14.9
Omri Casspi,MEM,31,36,14,22,520.0,17.0,20.2,17.8,16.7,16.4,19.0,21.1,17.2,26.7,24.7,9.8,13.2,18.5,16.4,19.4,15.1,19.4,19.7
Otto Porter Jr.,CHI,26,56,25,31,1684.0,18.5,19.9,20.4,26.2,23.5,12.8,11.9,16.9,23.0,21.7,13.3,14.2,26.5,18.5,8.5,15.4,15.3,19.4
PJ Dozier,BOS,22,6,5,1,51.0,17.3,16.7,20.6,11.1,18.6,9.1,9.1,40.0,26.2,29.8,19.2,0.0,25.0,0.0,0.0,13.3,15.8,15.2
PJ Tucker,HOU,34,82,53,29,2802.0,9.4,9.2,10.4,15.8,15.0,3.8,4.3,19.9,19.8,19.8,8.1,8.1,25.9,13.8,5.8,20.5,9.7,9.2
Pascal Siakam,TOR,25,80,57,23,2548.0,20.5,22.8,20.3,11.8,12.3,25.1,25.9,25.5,22.2,22.9,17.6,21.5,17.2,19.0,20.4,23.0,22.0,22.0
Pat Connaughton,MIL,26,61,43,18,1261.0,13.0,14.6,14.7,18.4,19.0,6.3,6.6,23.1,18.9,19.8,17.6,9.2,19.3,16.8,15.1,14.9,7.3,13.8
Patrick Beverley,LAC,30,78,48,30,2137.0,12.0,10.6,12.3,22.4,22.8,9.9,10.1,16.5,20.1,19.3,27.3,13.6,21.6,20.8,9.7,25.4,14.5,11.6
Patrick McCaw,TOR,23,29,17,12,397.0,9.3,8.2,8.9,8.6,9.6,10.2,9.7,9.7,15.6,14.3,15.3,13.0,31.5,4.9,8.6,20.2,9.9,8.5
Patrick Patterson,OKC,30,63,40,23,861.0,11.8,11.6,13.5,26.1,24.9,5.9,6.8,21.3,17.3,18.3,8.8,8.4,9.6,11.9,6.5,11.0,8.5,12.0
Patty Mills,SAS,30,82,48,34,1908.0,17.5,16.7,18.6,32.8,33.1,11.2,10.7,6.2,11.3,10.2,24.6,20.0,21.6,5.5,8.2,17.4,15.2,17.5
Pau Gasol,MIL,38,30,17,13,361.0,15.1,14.4,14.4,7.7,6.5,17.5,20.1,35.5,41.5,40.4,28.3,18.2,14.3,44.1,19.4,22.7,19.8,14.4
Paul George,OKC,29,77,46,31,2841.0,28.5,27.7,29.2,41.7,38.5,40.4,35.1,14.3,24.6,21.9,22.8,25.7,30.1,11.4,26.6,16.6,31.0,31.2
Paul Millsap,DEN,34,70,49,21,1895.0,19.1,19.2,18.7,13.1,13.1,27.0,28.7,30.5,25.6,26.9,12.7,17.6,27.1,32.7,27.6,23.9,26.1,19.7
Quincy Acy,PHX,28,10,2,8,123.0,8.8,4.2,8.2,7.4,16.1,12.3,12.8,15.0,24.7,22.9,13.3,11.8,4.5,25.0,0.0,31.6,21.2,6.2
Quincy Pondexter,SAS,31,53,29,24,292.0,12.9,12.7,11.5,13.3,13.3,28.8,28.2,12.7,16.7,15.8,17.1,13.1,28.2,3.2,18.8,23.8,21.9,15.8
Quinn Cook,GSW,26,74,49,25,1059.0,20.0,22.7,22.8,33.9,30.2,6.3,6.4,11.0,18.5,16.9,20.5,16.8,12.6,2.2,22.4,19.3,7.1,21.6
RJ Hunter,BOS,25,1,1,0,26.0,22.6,23.1,25.5,44.4,41.7,11.1,11.8,11.1,8.0,8.8,16.7,0.0,25.0,0.0,50.0,42.9,7.7,24.3
Rajon Rondo,LAL,33,46,19,27,1369.0,17.2,14.6,16.7,16.3,15.3,5.4,6.3,12.6,21.4,19.5,50.1,28.5,26.5,4.7,24.1,16.3,10.5,13.6
Raul Neto,UTA,27,37,26,11,474.0,18.4,16.6,18.7,14.0,17.0,17.3,15.6,6.7,15.1,13.4,31.4,23.2,17.1,6.3,28.1,21.8,21.4,16.4
Rawle Alkins,CHI,21,10,3,7,120.0,17.3,12.0,16.3,14.3,19.7,22.9,23.1,31.4,15.8,20.0,22.0,26.7,6.3,0.0,20.0,14.9,17.5,13.6
Ray Spalding,PHX,22,14,3,11,148.0,16.4,20.7,16.8,0.0,3.2,7.7,18.2,42.9,30.8,33.8,7.2,19.1,31.0,50.0,23.1,32.9,14.0,16.8
Raymond Felton,OKC,35,33,19,14,379.0,16.5,18.1,18.3,23.8,20.6,9.5,8.1,3.9,11.2,9.2,30.6,13.5,13.7,11.8,8.6,16.0,8.5,17.4
Reggie Bullock,LAL,28,63,27,36,1879.0,15.4,15.5,17.2,31.6,29.9,10.8,9.4,5.5,11.7,10.3,13.7,11.6,15.6,7.8,11.7,13.2,8.4,16.5
Reggie Jackson,DET,29,82,41,41,2289.0,23.7,23.6,25.2,29.2,28.7,25.4,21.7,8.4,10.9,10.3,32.1,22.3,16.6,4.7,16.7,20.9,18.3,24.5
Richaun Holmes,PHX,25,70,16,54,1184.0,17.4,23.2,17.3,0.0,0.0,27.8,29.5,52.5,28.3,33.7,10.9,13.9,19.4,51.3,22.1,32.4,28.7,22.0
Ricky Rubio,UTA,28,68,40,28,1899.0,22.1,18.2,21.4,16.8,19.8,26.4,22.5,8.4,15.1,13.6,39.5,30.7,26.5,4.7,15.5,22.6,21.1,19.4
Robert Covington,MIN,28,35,20,15,1203.0,15.4,15.6,16.4,33.6,30.6,13.5,13.8,9.9,18.8,16.6,7.1,13.4,33.2,30.1,7.3,24.6,13.4,16.9
Robert Williams III,BOS,21,32,18,14,283.0,10.1,17.0,10.1,0.0,0.0,8.3,10.6,43.5,25.5,29.6,5.4,12.5,19.1,64.5,17.4,33.6,9.4,13.8
Robin Lopez,CHI,31,74,20,54,1606.0,18.3,22.4,18.2,2.4,3.8,17.1,18.4,47.8,12.2,19.2,12.3,20.8,5.0,51.0,12.3,21.2,23.8,19.9
Rodions Kurucs,BKN,21,63,36,27,1294.0,17.5,18.0,18.4,17.1,19.5,15.0,14.4,19.7,19.0,19.1,7.7,17.7,23.2,19.8,24.7,25.0,12.7,17.4
Rodney Hood,POR,26,72,29,43,1893.0,17.8,19.0,19.4,23.0,22.4,20.4,18.3,5.7,10.2,9.1,16.1,11.0,23.0,9.1,9.3,18.0,15.0,19.6
Rodney McGruder,LAC,27,66,31,35,1550.0,14.7,14.6,16.1,22.3,22.0,10.4,9.8,15.0,15.2,15.2,15.4,12.9,16.7,6.2,16.6,16.5,10.2,14.8
Ron Baker,WAS,26,15,4,11,152.0,7.5,3.6,7.4,4.8,16.3,9.6,8.3,3.2,10.0,8.4,25.0,9.1,27.3,6.7,5.6,26.9,9.5,4.7
Rondae Hollis-Jefferson,BKN,24,59,27,32,1234.0,21.0,19.8,21.3,3.0,5.7,23.7,26.6,28.0,24.6,25.5,15.9,17.8,26.0,25.5,33.1,20.3,28.6,18.7
Royce O'Neale,UTA,26,82,50,32,1671.0,10.8,11.8,11.6,16.3,15.0,5.1,4.9,6.6,20.3,17.5,14.2,13.0,20.9,11.1,12.3,22.7,6.8,11.2
Rudy Gay,SAS,32,69,42,27,1842.0,21.6,23.0,21.9,21.3,20.6,19.2,19.4,16.8,29.7,26.9,19.6,25.0,24.3,18.7,22.0,22.3,18.1,22.3
Rudy Gobert,UTA,27,81,50,31,2577.0,17.5,21.9,15.4,0.0,0.0,32.8,37.8,58.6,37.4,41.9,11.7,16.4,15.2,60.1,22.3,21.4,38.3,21.4
Russell Westbrook,OKC,30,73,44,29,2629.0,30.1,26.1,28.3,18.2,22.4,30.0,32.1,15.5,35.7,30.4,57.1,44.3,28.2,12.2,25.2,20.3,28.0,25.9
Ryan Anderson,MIA,31,25,7,18,321.0,12.0,8.9,12.5,15.5,19.9,11.3,11.9,28.6,15.3,18.1,13.2,11.9,9.5,5.0,17.9,16.3,13.7,9.9
Ryan Arcidiacono,CHI,25,81,22,59,1961.0,11.7,11.7,11.8,20.3,18.9,13.7,12.3,8.0,14.0,12.8,29.6,12.0,21.3,2.4,7.2,21.2,15.8,12.8
Ryan Broekhoff,DAL,28,42,15,27,454.0,14.0,15.2,15.1,26.6,23.1,9.2,8.8,10.1,15.9,14.9,8.8,14.8,13.3,8.7,11.4,16.8,9.1,15.8
Salah Mejri,DAL,33,36,13,23,399.0,15.3,17.7,15.3,10.4,10.6,13.8,16.1,41.4,33.3,35.2,17.6,20.0,21.7,60.5,18.2,32.4,21.1,16.2
Sam Dekker,WAS,25,47,14,33,789.0,15.7,17.5,17.5,12.2,13.8,10.2,12.3,29.6,18.9,21.7,11.1,10.5,25.0,11.7,23.6,14.3,10.6,15.9
Scott Machado,LAL,29,4,3,1,19.0,13.0,22.2,15.8,50.0,14.3,20.0,14.3,0.0,0.0,0.0,27.3,0.0,50.0,0.0,0.0,18.2,14.3,23.3
Semi Ojeleye,BOS,24,56,39,17,594.0,13.7,13.6,14.5,17.2,20.5,12.6,15.4,18.0,13.8,14.8,7.2,11.3,9.9,6.0,19.2,16.8,12.5,13.9
Serge Ibaka,TOR,29,74,53,21,2010.0,22.7,26.3,23.8,9.6,12.5,18.4,19.8,38.5,29.8,31.6,9.1,20.4,9.8,44.0,16.5,25.6,18.5,23.3
Seth Curry,POR,28,74,49,25,1399.0,16.4,18.0,18.1,34.5,27.6,8.6,8.3,8.4,9.0,8.8,10.1,14.4,22.1,8.9,10.6,16.3,12.8,18.2
Shabazz Napier,BKN,27,56,26,30,983.0,23.4,21.8,24.4,30.6,30.7,27.8,25.1,7.8,11.2,10.4,32.1,22.0,31.3,20.5,27.8,16.1,25.2,23.9
Shai Gilgeous-Alexander,LAC,20,82,48,34,2174.0,18.2,18.5,18.4,11.0,12.0,17.0,16.9,14.0,11.1,11.7,24.5,20.8,31.5,21.5,25.8,18.2,18.0,17.5
Shake Milton,PHI,22,20,10,10,268.0,14.7,14.0,16.9,24.6,25.4,5.2,5.3,13.2,13.7,13.6,12.0,10.0,19.0,30.8,23.5,24.6,6.8,13.6
Shaquille Harrison,CHI,25,73,20,53,1430.0,16.0,15.8,16.5,11.1,13.6,17.6,20.1,12.7,19.5,18.1,23.3,14.5,37.6,26.8,23.0,20.7,20.3,15.7
Shaun Livingston,GSW,33,64,45,19,967.0,11.8,12.8,11.8,0.0,0.3,13.2,13.3,19.6,10.6,12.7,20.7,13.4,19.9,20.8,14.9,16.6,10.7,11.5
Shelvin Mack,CHA,29,57,22,35,1247.0,17.9,17.7,19.2,20.3,18.7,12.8,13.6,8.9,10.8,10.4,31.7,17.9,22.9,3.0,29.0,14.6,12.2,17.0
Sindarius Thornwell,LAC,24,64,37,27,313.0,10.5,6.9,9.0,7.1,10.9,16.1,16.3,9.1,15.7,14.5,12.8,20.4,24.1,17.5,4.5,24.3,12.4,9.0
Skal Labissiere,POR,23,22,12,10,176.0,15.4,15.6,15.3,10.7,10.0,13.4,16.5,30.0,27.4,27.9,12.9,20.4,19.2,50.0,25.0,34.1,15.2,14.7
Solomon Hill,NOP,28,44,14,30,879.0,10.4,9.0,10.7,17.5,18.0,6.8,7.4,18.4,14.9,15.7,11.8,11.5,18.5,12.7,8.7,21.3,9.5,9.4
Spencer Dinwiddie,BKN,26,68,36,32,1914.0,24.2,24.2,24.0,25.5,26.1,32.8,31.0,6.1,10.3,9.3,35.9,26.1,17.2,11.6,18.7,20.3,30.6,26.1
Stanley Johnson,NOP,23,66,28,38,1207.0,18.6,18.6,19.8,24.1,24.8,13.0,12.1,13.2,20.4,18.8,16.8,20.6,31.6,14.9,26.4,18.8,12.6,18.3
