PLAYER,TEAM,AGE,GP,W,L,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
Stephen Curry,GSW,31,69,52,17,2331.0,29.2,28.3,30.4,47.9,44.1,31.6,28.2,9.8,17.7,16.1,23.5,27.2,23.7,8.2,22.4,16.4,26.3,31.1
Sterling Brown,MIL,24,58,45,13,1034.0,14.9,16.6,16.2,18.7,18.5,7.5,8.5,15.7,18.1,17.6,15.6,15.2,15.7,7.4,18.7,20.3,7.4,15.4
Steven Adams,OKC,25,80,47,33,2669.0,16.0,19.6,15.4,0.0,0.1,14.6,20.5,52.8,18.5,27.7,9.1,17.2,22.6,30.4,18.4,17.3,22.2,16.9
Svi Mykhailiuk,DET,22,42,19,23,440.0,15.7,12.0,17.0,28.2,28.9,8.5,9.9,9.3,8.3,8.5,16.6,14.9,19.2,2.4,20.0,13.7,10.4,13.2
T.J. McConnell,PHI,27,76,46,30,1470.0,14.8,17.5,15.6,4.6,4.9,4.8,4.7,9.3,13.7,12.7,32.3,23.0,34.1,11.0,17.0,16.4,7.0,14.1
T.J. Warren,PHX,25,43,10,33,1360.0,22.1,25.4,24.4,28.4,22.6,22.0,21.0,11.9,17.1,15.9,9.4,12.8,18.5,19.7,25.0,17.9,17.7,25.2
TJ Leaf,IND,22,58,35,23,522.0,15.8,20.7,18.2,8.1,10.8,12.5,14.8,35.8,21.3,24.8,8.5,7.9,13.0,35.2,16.4,14.4,13.0,18.6
Tahjere McCall,BKN,24,1,0,1,8.0,13.6,20.0,21.4,0.0,25.0,0.0,9.1,0.0,33.3,25.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,13.3
Taj Gibson,MIN,34,70,32,38,1686.0,16.7,20.6,16.8,3.5,3.9,20.8,21.7,40.4,25.0,29.2,9.9,15.4,17.3,18.9,25.5,26.2,21.0,19.2
Taurean Prince,ATL,25,55,19,36,1552.0,19.0,19.2,20.0,28.1,25.8,17.1,16.3,6.0,16.1,13.5,13.9,18.6,20.5,11.4,9.0,19.0,16.0,19.9
Terrance Ferguson,OKC,21,74,44,30,1931.0,10.4,10.5,11.4,22.0,22.3,5.8,5.6,6.7,7.6,7.4,7.1,8.6,11.0,9.5,6.4,26.4,7.0,11.0
Terrence Jones,HOU,27,2,2,0,5.0,33.3,50.0,40.0,0.0,33.3,0.0,33.3,0.0,80.0,66.7,0.0,33.3,0.0,0.0,0.0,20.0,50.0,33.3
Terrence Ross,ORL,28,81,42,39,2150.0,23.0,25.2,25.9,41.0,38.0,18.0,15.8,6.1,16.0,13.8,12.3,15.2,26.1,11.5,12.2,13.0,11.3,25.9
Terry Rozier,BOS,25,79,47,32,1791.0,18.1,17.7,20.0,26.4,26.5,12.5,12.8,8.2,22.0,18.7,25.3,13.6,22.7,9.9,15.7,13.5,14.4,17.9
Thabo Sefolosha,UTA,35,50,28,22,609.0,12.9,13.5,14.1,22.8,20.7,6.9,7.7,7.6,24.6,21.5,7.9,12.6,32.1,6.2,7.8,15.0,6.3,13.6
Thaddeus Young,IND,31,81,47,34,2489.0,17.9,20.7,18.8,10.3,11.2,11.2,13.1,41.1,19.6,24.3,15.0,18.1,25.2,14.3,19.0,20.8,17.4,18.5
Theo Pinson,BKN,23,18,7,11,211.0,19.1,16.6,18.3,30.0,28.0,22.4,18.3,6.9,18.2,15.4,21.4,28.1,18.2,0.0,15.4,19.2,17.2,19.0
Thomas Bryant,WAS,21,72,29,43,1496.0,17.0,23.3,17.8,9.8,9.8,20.6,20.7,37.0,32.6,33.6,10.9,14.2,10.6,47.9,23.1,22.7,21.4,21.6
Thomas Welsh,DEN,23,11,8,3,36.0,15.3,21.9,16.5,25.0,20.0,9.1,14.3,0.0,16.0,11.1,20.8,20.0,0.0,0.0,0.0,15.8,16.7,20.7
Thon Maker,DET,22,64,44,20,972.0,14.8,13.8,15.0,19.7,20.8,19.0,20.5,20.1,22.0,21.6,9.0,12.5,13.5,44.3,14.8,23.6,19.9,15.2
Tim Frazier,MIL,28,59,27,32,1120.0,13.2,11.8,12.4,14.1,13.4,10.1,10.6,16.7,14.9,15.3,38.8,20.8,17.3,4.5,11.2,22.3,15.4,11.8
Tim Hardaway Jr.,DAL,27,65,14,51,2057.0,24.6,23.5,26.0,33.4,33.5,30.9,28.4,7.5,13.5,12.1,17.8,18.4,17.7,4.6,23.9,15.6,27.1,25.8
Timothe Luwawu-Cabarrot,CHI,24,50,25,25,669.0,15.6,15.2,17.5,33.3,33.2,13.4,13.4,7.9,18.1,15.8,8.9,10.6,18.1,14.3,16.5,25.4,13.6,16.3
Tobias Harris,PHI,26,82,46,36,2848.0,22.5,25.1,24.3,27.6,26.3,20.7,19.2,11.5,26.7,23.4,16.2,18.1,14.2,13.7,18.4,14.7,16.0,24.5
Tomas Satoransky,WAS,27,80,32,48,2164.0,13.9,13.8,13.2,12.6,10.8,16.0,15.4,17.7,13.6,14.6,33.1,19.0,23.2,7.3,12.1,19.2,16.4,14.0
Tony Bradley,UTA,21,3,2,1,36.0,20.0,25.0,21.1,0.0,0.0,6.7,11.8,60.0,28.6,41.7,5.9,21.4,33.3,40.0,0.0,27.3,11.8,19.3
Tony Parker,CHA,37,56,30,26,1003.0,24.7,25.4,25.2,6.6,8.7,22.0,23.1,7.0,10.0,9.3,44.1,28.5,14.7,6.0,32.0,12.5,20.4,23.2
Tony Snell,MIL,27,74,55,19,1304.0,12.7,14.1,14.9,22.1,19.2,8.2,7.0,11.9,11.9,11.9,9.6,6.1,14.4,13.1,7.7,17.0,5.8,14.2
Torrey Craig,DEN,28,75,50,25,1503.0,12.1,12.2,12.9,17.8,19.1,10.0,10.9,22.1,16.4,18.0,8.4,10.4,15.9,29.1,8.9,27.9,9.5,12.4
Trae Young,ATL,20,81,29,52,2503.0,27.7,23.9,26.4,22.8,24.9,37.7,35.0,10.6,13.5,12.8,47.2,34.5,17.6,5.9,36.7,11.9,37.5,25.9
Treveon Graham,BKN,25,35,19,16,715.0,12.3,10.4,13.8,18.4,21.1,6.8,6.7,14.5,15.5,15.3,9.3,8.4,13.5,11.5,9.6,24.6,12.6,10.8
Trevon Duval,HOU,20,3,2,1,6.0,23.1,40.0,37.5,50.0,25.0,0.0,0.0,0.0,25.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7
Trevor Ariza,WAS,33,69,22,47,2349.0,16.4,14.8,17.3,24.9,26.5,16.2,16.1,12.2,20.8,19.0,19.5,14.3,22.7,11.2,16.8,12.8,15.7,16.1
Trey Burke,DAL,26,58,16,42,1125.0,24.2,25.4,25.8,21.5,21.1,24.7,23.3,12.1,9.0,9.7,33.1,18.5,20.9,7.1,26.0,11.7,20.1,24.9
Trey Lyles,DEN,23,64,42,22,1120.0,22.9,21.6,23.6,22.6,27.9,23.2,24.4,18.6,25.4,23.9,14.5,23.1,16.5,22.3,17.8,19.0,22.6,21.9
Tristan Thompson,CLE,28,43,8,35,1198.0,17.5,20.5,17.3,0.0,0.0,17.0,21.0,59.7,33.9,40.9,18.6,18.1,18.3,29.1,24.8,18.4,25.6,18.2
Troy Brown Jr.,WAS,19,52,20,32,730.0,15.8,15.1,17.0,13.9,14.2,11.2,12.8,20.2,21.7,21.3,20.2,15.5,17.9,8.6,31.0,19.7,13.3,14.4
Troy Caupain,ORL,23,4,3,1,16.0,21.6,28.6,28.6,50.0,30.0,0.0,0.0,20.0,25.0,23.1,50.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0
Troy Daniels,PHX,27,51,13,38,760.0,17.1,18.3,20.1,43.5,38.3,6.3,6.3,8.7,12.4,11.6,7.1,11.0,19.4,6.7,8.7,22.2,9.3,18.8
Troy Williams,SAC,24,21,7,14,312.0,14.4,17.1,16.7,21.9,22.1,7.0,8.2,16.9,21.3,20.2,7.7,8.3,20.8,28.6,20.0,23.1,8.1,15.7
Tyler Cavanaugh,UTA,25,11,7,4,39.0,11.8,11.5,14.5,14.3,17.2,11.8,10.0,33.3,20.0,23.5,6.3,6.7,0.0,0.0,0.0,16.7,6.7,11.8
Tyler Davis,OKC,22,1,1,0,1.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0,100,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Dorsey,MEM,23,48,11,37,698.0,18.2,18.4,20.5,25.0,27.0,13.8,16.2,16.5,16.7,16.7,15.7,11.8,11.5,3.0,24.4,16.9,16.0,18.4
Tyler Johnson,PHX,27,57,26,31,1529.0,18.0,17.7,19.1,25.4,25.6,16.9,16.7,10.2,13.2,12.5,21.4,15.9,21.1,16.5,17.3,14.3,16.2,18.4
Tyler Lydon,DEN,23,25,20,5,94.0,9.7,11.5,9.8,16.7,13.2,4.3,7.7,26.9,18.6,21.2,11.1,19.0,14.3,0.0,33.3,25.0,8.6,11.3
Tyler Ulis,CHI,23,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Zeller,MEM,29,6,3,3,93.0,19.1,21.6,17.0,0.0,1.4,31.1,34.6,44.0,18.1,24.7,8.9,21.1,9.1,50.0,9.1,38.5,31.4,21.0
Tyreke Evans,IND,29,69,41,28,1402.0,25.5,21.4,26.0,30.9,31.3,25.0,25.4,11.0,16.5,15.3,22.8,28.7,24.2,11.9,33.5,19.5,21.6,22.7
Tyrone Wallace,LAC,25,62,34,28,628.0,17.4,16.5,18.5,3.9,6.6,9.8,13.5,14.4,16.7,16.2,13.5,18.8,20.8,9.9,32.7,23.3,14.3,14.3
Tyson Chandler,LAL,36,55,26,29,875.0,8.4,8.6,6.1,0.0,0.2,16.0,18.4,46.9,30.5,34.1,9.3,14.0,16.5,33.8,6.9,28.4,17.6,8.8
Tyus Jones,MIN,23,68,29,39,1560.0,13.9,13.8,15.3,12.8,13.6,9.3,8.6,7.4,10.3,9.7,40.7,12.1,28.5,3.4,12.2,12.3,10.3,12.9
Udonis Haslem,MIA,39,10,8,2,75.0,19.6,20.8,22.4,0.0,18.5,14.3,14.3,18.8,35.3,32.1,8.3,13.0,0.0,0.0,14.3,25.7,31.8,17.9
Victor Oladipo,IND,27,36,25,11,1147.0,27.8,25.1,28.3,31.8,36.2,28.5,28.6,10.0,22.9,20.2,31.1,27.2,26.5,8.9,36.0,17.4,27.5,26.1
Vince Carter,ATL,42,76,25,51,1330.0,16.4,18.0,18.8,34.8,30.5,9.6,9.9,11.2,17.2,15.8,13.1,10.7,18.6,18.0,5.8,20.5,13.9,18.6
Vincent Edwards,HOU,23,2,1,1,16.0,11.1,9.1,14.8,25.0,28.6,0.0,0.0,33.3,8.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,11.1,8.3
Wade Baldwin IV,POR,23,16,10,6,94.0,22.7,16.7,19.8,10.0,15.0,32.0,31.4,11.1,18.8,17.2,36.4,40.0,11.1,28.6,41.7,34.4,29.0,18.2
Walter Lemon Jr.,CHI,26,6,1,5,167.0,25.3,26.4,27.4,7.4,6.5,16.7,16.9,11.4,18.5,17.0,39.5,23.8,42.3,7.7,41.4,23.3,19.3,23.7
Wayne Ellington,DET,31,53,26,27,1297.0,16.7,18.0,19.1,39.7,36.8,8.7,7.8,4.1,10.6,8.7,12.1,10.9,24.5,4.3,8.3,16.5,7.1,19.2
Wayne Selden,CHI,24,75,27,48,1439.0,17.8,16.8,18.5,21.3,23.0,13.3,13.9,13.8,14.6,14.4,16.8,20.2,15.4,9.3,18.7,19.9,13.5,16.6
Wendell Carter Jr.,CHI,20,44,10,34,1110.0,19.2,21.4,18.9,3.0,5.1,25.5,26.4,49.4,28.8,32.6,15.5,18.3,13.5,54.2,18.7,31.1,27.2,20.4
Wes Iwundu,ORL,24,68,36,32,1233.0,12.5,11.1,11.9,10.0,9.8,21.3,20.4,14.3,15.7,15.4,11.6,13.5,16.2,16.8,19.5,26.6,16.2,12.4
Wesley Johnson,WAS,31,38,17,21,534.0,11.5,9.6,12.5,22.1,22.0,8.0,8.9,10.3,15.2,14.1,7.6,10.8,18.4,16.2,0.0,25.4,7.5,10.5
Wesley Matthews,IND,32,69,27,42,2091.0,17.5,16.5,18.9,29.1,28.8,16.3,15.1,8.1,9.2,9.0,15.5,14.2,17.1,9.1,14.6,19.9,16.2,17.8
Will Barton,DEN,28,43,27,16,1189.0,19.5,17.9,20.6,25.6,25.9,14.7,14.8,11.3,19.4,17.4,18.9,19.0,9.7,21.0,19.8,16.9,12.3,18.2
Willie Cauley-Stein,SAC,25,81,39,42,2213.0,17.3,20.4,17.3,0.2,0.1,19.1,24.6,37.4,31.3,32.7,15.8,14.2,24.0,24.8,28.1,24.0,22.8,18.2
Willy Hernangomez,CHA,25,58,31,27,812.0,20.6,22.2,19.2,8.4,7.6,28.5,31.4,57.6,34.4,40.5,14.5,25.0,14.8,25.3,30.4,31.5,30.8,22.1
Wilson Chandler,LAC,32,51,35,16,1176.0,11.5,11.0,12.9,21.2,21.7,3.6,3.8,18.1,19.2,18.9,12.3,11.9,13.0,15.2,6.5,23.6,5.1,10.7
Yante Maten,MIA,22,2,1,1,13.0,13.3,9.1,16.7,0.0,10.0,0.0,0.0,100,22.2,30.0,0.0,0.0,33.3,0.0,0.0,0.0,20.0,7.4
Yogi Ferrell,SAC,26,71,33,38,1067.0,16.0,16.5,17.5,22.0,22.0,17.0,14.1,5.5,13.1,11.2,26.7,13.5,21.8,4.8,19.0,13.9,18.1,17.1
Yuta Watanabe,MEM,24,15,5,10,174.0,14.8,10.6,16.1,4.7,12.8,9.7,11.1,9.3,22.1,18.8,9.8,12.2,12.5,6.3,7.1,18.6,7.6,9.8
Zach Collins,POR,21,77,51,26,1356.0,16.6,16.9,16.4,11.9,13.5,20.0,21.3,39.2,21.0,24.9,11.3,18.6,17.0,50.8,20.1,30.3,21.9,16.8
Zach LaVine,CHI,24,63,16,47,2171.0,29.8,29.6,29.0,28.3,26.3,40.2,39.0,10.4,16.3,15.1,28.4,32.3,18.5,12.9,39.6,15.3,31.1,31.2
Zach Lofton,DET,26,1,1,0,4.0,25.0,0.0,16.7,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100,50.0,0.0,0.0,0.0,0.0,0.0
Zaza Pachulia,DET,35,68,35,33,878.0,14.7,13.1,12.1,0.0,0.6,29.8,30.8,48.1,26.2,31.6,22.8,22.2,25.6,32.1,18.7,33.9,33.7,14.6
Zhaire Smith,PHI,20,6,2,4,111.0,16.6,12.4,15.7,20.0,23.2,25.0,21.1,15.8,11.4,12.1,15.2,25.0,13.3,15.4,23.1,21.6,12.1,14.3
Zhou Qi,HOU,23,1,0,1,1.0,33.3,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
