PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,NBA_FANTASY_PTS,DD2,TD3,PLUS_MINUS
Vinny Del Negro,SAS,31,54,35,19,31.8,9.5,3.9,8.9,44.1,0.3,0.7,43.6,1.4,1.7,79.6,0.2,2.6,2.8,3.4,1.0,0.7,0.1,2.1,19.5,1,0,2.1
Vitaly Potapenko,CLE,23,80,47,33,17.6,7.1,2.9,6.1,48.0,0.0,0.0,0.0,1.3,1.8,70.8,1.4,2.5,3.9,0.7,1.7,0.3,0.4,2.5,13.3,2,0,0.1
Vlade Divac,CHH,30,64,40,24,28.2,10.4,4.2,8.4,49.8,0.0,0.2,21.4,2.0,2.9,69.1,2.9,5.2,8.1,2.7,1.8,1.3,1.5,2.8,30.7,17,0,3.2
Voshon Lenard,MIA,25,81,54,27,32.3,12.6,4.5,10.5,42.5,1.9,4.7,40.5,1.7,2.2,78.8,0.9,2.7,3.6,2.2,1.2,0.7,0.2,2.7,21.8,1,0,4.6
Walt Williams,POR,28,59,22,37,24.9,10.3,3.6,9.2,38.6,1.4,3.7,36.5,1.8,2.1,86.4,0.8,2.5,3.4,2.1,1.6,1.0,0.6,2.7,20.7,1,0,-3.6
Walter McCarty,BOS,24,82,36,46,28.6,9.6,3.6,8.9,40.4,0.7,2.1,30.9,1.8,2.4,74.2,1.7,2.7,4.4,2.2,1.7,1.3,0.5,3.3,22.1,1,0,-2.6
Wesley Person,CLE,27,82,47,35,39.0,14.7,5.4,11.7,46.0,2.3,5.5,43.0,1.6,2.1,77.6,0.8,3.6,4.4,2.3,1.3,1.6,0.6,1.3,28.6,0,0,2.1
Will Perdue,SAS,32,79,53,26,18.9,5.0,2.1,3.7,54.9,0.0,0.0,0.0,0.9,1.7,52.6,2.2,4.5,6.8,0.7,1.0,0.3,0.6,1.7,15.9,9,0,2.0
William Cunningham,PHI,24,7,6,1,5.6,1.1,0.6,1.3,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,1.4,0.1,0.0,0.3,0.0,1.4,3.9,0,0,2.1
Willie Burton,SAS,30,13,10,3,3.2,2.1,0.6,1.6,38.1,0.2,0.7,33.3,0.6,0.9,66.7,0.2,0.5,0.7,0.1,0.1,0.2,0.2,0.5,3.9,0,0,-0.3
Xavier McDaniel,NJN,35,20,11,9,8.9,1.3,0.5,1.5,33.3,0.0,0.0,0.0,0.3,0.4,62.5,0.6,1.0,1.6,0.5,0.4,0.2,0.1,1.2,4.1,0,0,-0.6
Yinka Dare,NJN,25,10,6,4,5.9,1.2,0.4,1.8,22.2,0.0,0.0,0.0,0.4,0.8,50.0,1.0,0.7,1.7,0.1,0.2,0.0,0.2,0.9,3.8,0,0,-2.3
Zan Tabak,BOS,28,57,16,41,17.2,5.4,2.5,5.3,46.7,0.0,0.0,0.0,0.4,1.1,37.7,1.5,2.2,3.7,0.8,1.1,0.4,0.7,2.9,13.1,0,0,-3.8
Zydrunas Ilgauskas,CLE,23,82,47,35,29.0,13.9,5.5,10.7,51.8,0.0,0.0,25.0,2.8,3.7,76.2,3.4,5.4,8.8,0.9,1.8,0.6,1.6,3.5,30.8,35,0,2.6
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,
