PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
Anthony Peeler,MIN,29,0.7,1.4,52.6,0.1,0.6,22.2,1.6,3.7,44.7,0.1,0.7,20,0.1,0.6,16.7,0.2,1.3,15.4,1,3.1,32.6
Antoine Carr,HOU,37,0.1,0.3,40,0.3,0.8,35.7,0.8,1.8,43.8,0,0.2,0,0,0,0,0,0.2,0,0,0,0
Antoine Walker,BOS,22,3.5,6.5,54.4,1.4,3.9,36,0.7,2.9,24.6,0.1,0.3,50,0.2,0.5,50,0.3,0.8,37.5,1.3,3.6,35.1
Antonio Daniels,SAS,24,0.8,1.3,57.1,0.3,0.8,42.4,0.6,1.6,40,0,0,100,0,0,0,0,0,-,0.1,0.3,25
Antonio Davis,IND,30,1.9,3.2,60.1,0.5,1.4,34.3,0.9,2.5,37.4,0,0,0,0,0,0,0,0,-,0,0,0
Antonio Lang,CLE,27,0.4,0.6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0
Antonio McDyess,DEN,24,3.7,6,62.5,1,2.2,43.2,3.6,9.3,38.7,0,0,0,0,0,0,0,0,-,0,0.2,11.1
Armen Gilliam,MIL,35,1.1,2.1,52.9,1,2.4,40.2,0.9,2.1,44.3,0,0,0,0,0,0,0,0,-,0,0,0
Arvydas Sabonis,POR,34,2.1,3.7,55.4,1.2,2.5,45.7,1.3,2.8,45.4,0,0,0,0,0,0,0,0,-,0.1,0.5,30.4
Austin Croshere,IND,24,0.6,0.9,60,0,0.1,50,0.3,0.7,42.1,0.3,0.7,37.5,0.2,0.8,22.2,0.5,1.5,33.3,0.1,0.5,25
Avery Johnson,SAS,34,2.1,3.7,57.2,0.7,1.6,41.5,1.5,3.6,42.2,0,0.1,0,0,0.1,33.3,0,0.2,0,0,0.1,0
B.J. Armstrong,ORL,31,0.3,0.5,47.1,0.1,0.2,33.3,0.7,1.6,46,0.2,0.2,100,0,0.2,0,0.2,0.4,50,0.1,0.3,40
Ben Davis,NYK,26,0.6,1.5,41.7,0.3,0.3,100,0.2,0.7,25,0,0,0,-,-,-,0,0,-,0,0,0
Ben Wallace,WAS,24,2.3,3.8,61.5,0.1,0.3,33.3,0,0.2,22.2,0,0,0,0,0,0,0,0,-,0,0,0
Benoit Benjamin,PHI,34,0.2,0.2,100,0,0.8,0,0.2,0.2,100,0,0,0,0,0,0,0,0,-,0,0,0
Bill Curley,MIN,27,0.4,0.7,52,0.1,0.3,36.4,0.3,0.9,35.5,0,0,0,0,0,0,0,0,-,0,0.1,25
Bill Wennington,CHI,36,0.2,0.5,38.9,0.1,0.5,26.3,1.3,3.7,35,0,0,0,0,0,0,0,0,-,0,0,100
Billy Owens,SEA,30,1.8,3,57.8,0.2,1.1,21.7,0.9,3.2,26.9,0,0.1,0,0,0,0,0,0.1,0,0.2,0.5,50
Bimbo Coles,GSW,31,0.9,1.7,52.5,0.6,1.4,39.7,2.3,5,44.8,0,0.1,25,0,0,0,0,0.1,0,0.1,0.4,27.8
Bison Dele,DET,30,2.6,3.9,66.3,0.8,2,39.2,1,2.9,35.7,0,0,0,0,0,0,0,0,-,0,0,0
Blue Edwards,MIA,33,0.5,0.8,72.2,0,0.3,16.7,0.6,1.6,35.9,0,0.1,0,0.1,0.1,100,0.1,0.2,50,0.1,0.3,42.9
Bo Outlaw,ORL,28,2.5,3.7,68.4,0.2,0.9,17.9,0,0.3,11.1,0,0,0,0,0,0,0,0,-,0,0.1,0
Bob Sura,CLE,26,1,2.2,46.8,0,0.4,5.9,0.2,0.7,21.6,0,0.1,33.3,0,0.1,50,0,0.2,0,0.1,0.8,17.9
Bobby Jackson,MIN,26,1.1,2.1,51.9,0.3,0.9,38.6,1.2,3.5,34.7,0,0,0,0,0,0,0,0,-,0.2,0.5,40
Bobby Phills,CHH,29,1.8,2.7,64.4,0.3,1.1,31.9,1.3,3.7,35,0.7,1.3,50.9,0.1,0.3,16.7,0.8,1.6,50,0.9,2.4,36.2
Bonzi Wells,POR,22,1,1.6,63.6,0.2,0.2,100,0.3,0.7,40,0.3,0.3,100,0,0,0,0.3,0.3,100,0,0.3,0
Brad Miller,CHH,23,1.8,2.6,69.1,0.1,0.5,20,0.2,0.6,29.2,0,0,0,0,0.1,0,0,0.1,0,0,0,100
Brandon Williams,SAS,24,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,-,0,0,0
Brent Barry,CHI,27,1.5,2.3,64.3,0.2,0.8,27.6,0.7,1.9,37.5,0.1,0.5,25,0.2,0.6,25,0.3,1.1,27.3,1.2,3.7,31.9
Brent Price,HOU,30,1,1.3,76,0.1,0.2,42.9,0.3,1,34.2,0.2,0.3,66.7,0.1,0.4,25,0.3,0.7,42.9,0.9,2.3,40.7
Brevin Knight,CLE,23,1.3,2.6,47.6,0.6,1.5,37.3,1.6,3.8,42.6,0,0,0,0,0,0,0,0,-,0,0.1,0
Brian Evans,MIN,25,0.1,0.4,33.3,0,0,0,0.5,1.7,28,0,0.2,0,0,0.3,0,0,0.5,0,0.3,0.7,44.4
Brian Grant,POR,27,2.8,4.4,62.4,0.3,1.4,20.6,0.8,2.1,36,0,0,0,0,0,0,0,0,-,0,0,0
Brian Shaw,POR,33,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,-,0,0,0
Brian Skinner,LAC,23,1,1.6,66.7,0.4,1.2,33.3,0.1,0.7,21.4,0,0,0,0,0,0,0,0,-,0,0,0
Bruce Bowen,BOS,28,0.3,0.7,42.9,0.2,0.6,26.3,0.2,0.9,18.5,0.1,0.4,20,0.1,0.2,33.3,0.2,0.6,33.3,0.1,0.4,30.8
Bruno Sundov,DAL,19,0,0.3,0,0,0,0,0.7,2,33.3,0,0,0,0,0,0,0,0,-,0,0,0
Bryant Reeves,VAN,26,2,3,66.2,0.9,3.2,28.8,1.2,3.8,31.3,0,0,0,0,0,0,0,0,-,0,0,0
Bryant Stith,DEN,28,0.7,1.2,57.4,0.2,0.4,36.8,1,2.4,40.2,0.2,0.5,31.6,0.3,1,29.7,0.5,1.5,33.3,0.3,1.1,28.6
Bryce Drew,HOU,24,0.4,0.6,63.6,0.3,0.6,40,0.3,1.2,23.7,0.1,0.2,50,0.1,0.2,33.3,0.2,0.4,50,0.4,1.3,31
Bryon Russell,UTA,28,2.2,3.5,63,0.2,0.6,37.9,0.9,2.4,37.5,0.2,0.4,42.9,0.2,0.6,36.8,0.4,1,40,0.8,2.3,34.5
Calbert Cheaney,WAS,27,0.9,1.5,64.4,0.4,1.3,31.3,1.9,4.8,40.1,0.1,0.2,50,0,0.2,14.3,0.1,0.4,25,0.1,0.5,17.4
Carl Herrera,DEN,32,0.4,0.6,70.6,0.1,0.9,12.5,0.5,1.2,44.1,0,0,0,0,0,0,0,0,-,0,0,0
Carlos Rogers,POR,28,0.5,0.5,100,0,0,0,0.5,0.5,100,0,0,0,0,0,0,0,0,-,0,0,0
Casey Shaw,PHI,23,0.1,0.3,33.3,0,0.6,0,0,0.2,0,0,0,0,-,-,-,0,0,-,0,0,0
Cedric Ceballos,DAL,29,2.6,4.2,61.8,0.2,1,15.4,0.9,3.2,28.6,0.1,0.7,14.3,0.3,0.4,75,0.4,1.1,36.4,0.5,1.5,36.8
Cedric Henderson,CLE,24,2,3.3,60.7,0.3,1.1,24.6,1.5,4.4,33.5,0,0.1,0,0,0,0,0,0.1,0,0,0.1,14.3
Charles Barkley,HOU,36,3.3,5.3,63.1,0.9,2.1,43.3,1.4,3.9,34.8,0.1,0.1,66.7,0,0.1,0,0.1,0.2,50,0,0.4,11.8
Charles O'Bannon,DET,24,0.7,1.1,63.2,0.1,0.5,28.6,0.6,1.8,34.5,0,0,0,0,0,0,0,0,-,0,0.1,0
Charles Oakley,TOR,35,0.5,1.1,48.1,0,0.3,14.3,2.2,5.1,43.7,0,0,0,0,0,0,0,0,-,0,0.1,20
Charles R. Jones,CHI,23,0.3,0.7,47.6,0.1,0.4,15.4,0.3,1,28.6,0,0.2,0,0.1,0.3,25,0.1,0.5,20,0.6,1.9,33.3
Charles Shackleford,CHH,33,0.7,1.1,63.9,0.7,1.7,41.7,0,0.2,16.7,0,0,0,0,0,0,0,0,-,0,0,0
Charles Smith,LAC,23,0.6,1,59.1,0.1,0.4,25,0.6,1.5,38.2,0.1,0.2,50,0.1,0.5,20,0.2,0.7,28.6,0.3,1.3,19.2
Charlie Ward,NYK,28,0.9,1.8,51.7,0.3,0.8,43.6,0.4,1.1,33.3,0.2,0.3,58.3,0.1,0.4,18.8,0.3,0.7,42.9,0.9,2.4,35.8
Chauncey Billups,DEN,22,1.4,3.1,44.9,0.2,0.6,25,0.8,2.1,39.6,0.2,0.7,37,0.3,0.5,55,0.5,1.2,41.7,1.4,4.1,33.9
Cherokee Parks,VAN,26,1,1.6,59,0.2,0.6,31,1.3,3.5,37.7,0,0,0,0,0,0,0,0,-,0,0,0
Chris Anstey,DAL,24,0.6,1.2,47.9,0.1,0.3,33.3,0.6,1.8,31.9,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0
Chris Carr,NJN,25,0.5,0.9,51.4,0.2,0.6,34.8,0.6,1.9,30,0.2,0.5,44.4,0.2,0.2,75,0.4,0.7,57.1,0.6,1.8,33.9
Chris Childs,NYK,31,0.6,1.1,50.9,0.1,0.3,31.3,1,2.2,44.2,0.1,0.1,40,0,0.1,50,0.1,0.2,50,0.7,1.8,37.2
Chris Crawford,ATL,24,1.4,2.2,60.6,0.3,1.1,25.5,0.7,2,37,0,0.1,33.3,0,0.1,0,0,0.2,0,0.2,0.7,34.5
Chris Dudley,NYK,34,0.8,1.7,45,0.2,0.6,44,0,0.1,25,0,0,0,0,0,0,0,0,-,0,0,0
Chris Gatling,MIL,31,1.2,1.9,62.9,0.5,1.4,37.5,0.8,2.2,34.6,0,0.1,0,0,0.1,50,0,0.2,0,0,0.1,0
Chris King,UTA,29,0,0.3,0,0.3,0.5,50,0.1,0.4,33.3,0,0,0,0,0,0,0,0,-,0,0,0
Chris Mills,GSW,29,1,1.8,58.3,0.4,1.2,38.2,1.8,4.2,42.2,0.1,0.4,35.7,0.2,0.6,33.3,0.3,1,30,0.4,1.7,25.3
Chris Morris,PHX,33,0.9,1.6,59.4,0.1,0.2,30,0.1,0.3,28.6,0.2,0.4,36.4,0.1,0.5,22.2,0.3,0.9,33.3,0.2,0.8,27.8
Chris Mullin,IND,35,0.8,1.2,67.8,0.2,0.5,36,1.1,2.6,42.7,0.4,0.8,51.5,0.3,0.6,47.6,0.7,1.4,50,0.9,2,44.1
Chris Webber,SAC,26,4.3,6,71.8,2.3,5,46.9,2.3,6.7,33.6,0,0,0,0,0,0,0,0,-,0.1,0.8,11.8
Chris Whitney,WAS,27,0.4,0.6,70.8,0.2,0.4,50,0.2,0.6,34.8,0.1,0.2,33.3,0.1,0.5,20,0.2,0.7,28.6,0.8,2.2,35.4
Christian Laettner,DET,29,1.1,2.2,48.6,0.3,1.1,27.8,0.9,3.1,30,0,0,0,0,0,0,0,0,-,0.1,0.2,33.3
Chuck Person,CHH,35,0.5,0.7,69.4,0.1,0.2,25,0.6,1.7,34.5,0.5,0.7,68,0.3,0.8,33.3,0.8,1.5,53.3,0.6,2.1,27.9
Chucky Brown,CHH,31,1,1.3,74.6,0.2,0.5,32,2.2,5.1,43.3,0,0.1,33.3,0,0.1,0,0,0.2,0,0.3,0.7,41.2
Clar. Weatherspoon,MIA,28,1.6,2.5,64.8,0.5,1.4,38.8,0.7,1.5,48,0,0,0,0,0,0,0,0,-,0,0,0
Clifford Robinson,PHX,32,2.3,3.6,64.6,1.1,2.8,41,1.3,3.4,39.4,0.1,0.2,45.5,0.1,0.3,50,0.2,0.5,40,1,2.4,40.7
Corey Beck,CHH,28,0.3,0.4,66.7,0.1,0.3,40,0.4,1.1,37.5,0,0,0,0,0,0,0,0,-,0,0,100
Corey Benjamin,CHI,21,0.8,1.4,55.8,0.1,0.5,18.2,0.5,1.7,30.6,0.1,0.1,100,0,0,0,0.1,0.1,100,0.1,0.5,15.4
Corie Blount,CLE,30,0.8,2,39.1,0.1,0.4,33.3,0.1,0.5,27.8,0,0,0,0,0,0,0,0,-,0,0,0
Corliss Williamson,SAC,25,3,4.7,63.7,1.7,3.9,43.5,0.7,2.5,28.5,0,0.1,50,0,0,0,0,0.1,0,0,0,0
Cory Alexander,DEN,26,0.4,0.9,44.1,0.4,0.8,59.3,1,2.6,37.9,0.1,0.2,33.3,0.1,0.2,50,0.2,0.4,50,0.7,2.6,27.2
Cory Carr,CHI,23,0.6,1.2,48,0.3,0.8,38.7,0.7,2.6,28.6,0,0.1,0,0,0,0,0,0.1,0,0.1,0.7,17.9
Cuttino Mobley,HOU,23,1.3,2.3,58.6,0.2,0.7,23.5,0.9,2.3,41.1,0,0.2,14.3,0,0.2,14.3,0,0.4,0,1,2.7,37.6
Dale Davis,IND,30,2.6,4.1,64.7,0.3,1.1,29.1,0.3,0.9,30.2,0,0,0,0,0,0,0,0,-,0,0,0
Dale Ellis,SEA,38,0.6,1,63.3,0.1,0.2,33.3,1,2.5,38,0.5,1.2,40.9,0.3,0.6,44.4,0.8,1.8,44.4,1.3,3,44.1
Damon Jones,BOS,22,0.3,0.9,31.8,0,0.3,16.7,0.4,1.3,34.5,0.3,0.7,50,0.1,0.3,25,0.4,1,40,0.8,2.1,39.6
Damon Stoudamire,POR,25,1.5,2.9,52.1,0.7,1.8,37,1.9,5,38.1,0,0.1,50,0,0.2,14.3,0,0.3,0,0.8,2.6,31.8
Dan Majerle,MIA,33,0.8,1.3,61.7,0.1,0.2,40,0.2,0.6,40.7,0.2,0.6,29.2,0.3,1,32.5,0.5,1.6,31.3,1,2.9,33.6
Dan Schayes,ORL,40,0.2,0.4,42.9,0.1,0.1,50,0.4,1.1,35,0,0,0,0,0,0,0,0,-,0,0,0
Dana Barros,BOS,32,0.8,1.5,54.7,0.1,0.4,36.8,1.1,2.3,47.9,0,0.2,25,0.2,0.3,71.4,0.2,0.5,40,1.1,2.9,39.3
Danny Ferry,CLE,32,0,0.1,33.3,0.3,0.5,70.8,1.7,3.4,49.4,0.1,0.2,42.9,0.3,0.7,46.2,0.4,0.9,44.4,0.5,1.3,36.9
Danny Fortson,DEN,23,2.8,5,56,0.7,1.4,46.5,0.3,1.2,28.3,0,0,0,0,0,0,0,0,-,0,0,0
Danny Manning,PHX,33,1.4,2.2,63.1,0.8,1.7,47,1.5,3.7,42.1,0,0,0,0,0,0,0,0,-,0,0.1,14.3
Darrell Armstrong,ORL,31,1.6,2.7,59.7,0.4,0.8,45,1.3,3.2,39.6,0.1,0.4,33.3,0.1,0.3,40,0.2,0.7,28.6,1.2,3.2,37.3
Darrick Martin,LAC,28,1.5,2.8,51.9,0.1,0.8,17.2,0.4,1.1,32.5,0.1,0.1,100,0.1,0.3,28.6,0.2,0.4,50,0.7,2.6,27.4
David Robinson,SAS,33,3.5,5.1,69,0.3,1.2,22.8,1.7,4.5,38,0,0,0,0,0,0,0,0,-,0,0,0
David Vaughn,NJN,26,1,1.5,64.7,0.1,0.3,33.3,0.2,0.5,40,0,0,0,0,0,0,0,0,-,0,0,0
David Wesley,CHH,28,1.6,2.7,59.7,0.3,0.7,36.1,1.8,4.1,43.6,0.1,0.2,55.6,0.1,0.3,25,0.2,0.5,40,1.1,3,35.6
David Wingate,NYK,35,0.2,0.3,66.7,0.3,0.6,50,0.1,0.4,16.7,0,0,0,0,0,0,0,0,-,0,0,0
DeJuan Wheat,VAN,25,0.5,0.9,50,0,0.4,10,0.6,1.5,39.4,0.1,0.2,75,0,0,100,0.1,0.2,50,0.4,1.2,33.3
Dean Garrett,MIN,32,0.9,1.5,57.3,0.4,0.8,51.3,1.1,2.4,45.3,0,0,0,0,0,0,0,0,-,0,0,0
Dee Brown,TOR,30,0.4,0.8,56.8,0,0.1,16.7,0.6,2.1,29.1,0.3,0.9,36.8,0.5,1.4,40,0.8,2.3,34.8,2.1,5.3,38.7
Dell Curry,MIL,35,0.4,0.7,50,0.2,0.6,34.8,1.7,3.3,51.4,0.3,0.9,39.3,0.3,0.9,36.7,0.6,1.8,33.3,1.1,2.1,54
Dennis Rodman,LAL,38,0.6,1.5,40,0.1,0.2,50,0,0.2,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0
Dennis Scott,MIN,30,0.2,0.4,50,0.2,0.4,57.1,1,2.4,39.8,0.2,0.8,29.4,0.1,0.4,33.3,0.3,1.2,25,0.8,2,40.8
Derek Anderson,CLE,24,1.2,2.3,52.9,0.2,0.6,34.8,1.3,3.6,37,0.1,0.3,42.9,0,0,100,0.1,0.3,33.3,0.4,1.6,28.3
Derek Fisher,LAL,24,0.5,1.3,38.5,0.2,0.6,38.7,0.5,1.4,34.3,0.1,0.1,50,0.1,0.4,36.4,0.2,0.5,40,0.6,1.6,40
Derek Harper,LAL,37,0.8,1.3,58.3,0.1,0.3,26.7,0.8,2.2,38.8,0.1,0.4,23.1,0.2,0.3,50,0.3,0.7,42.9,0.8,2.2,37.1
Derek Strong,ORL,31,1.1,1.8,60.3,0.1,0.4,21.1,0.6,1.8,31.3,0,0,0,0,0,0,0,0,-,0,0.1,0
Derrick Coleman,CHH,32,2.2,3.6,61.7,0.9,2.6,36.5,1.2,3.9,30.6,0,0,0,0,0,0,0,0,-,0.2,0.8,23.3
Derrick McKey,IND,32,1,1.8,54.2,0.1,0.4,20,0.7,1.7,40.9,0,0.1,0,0,0,0,0,0.1,0,0,0,0
Detlef Schrempf,SEA,36,2,3,66.4,0.9,2.4,37,1.7,3.9,42.3,0,0.1,40,0,0.1,33.3,0,0.2,0,0.6,1.5,39
Dickey Simpkins,CHI,27,2.4,4.2,57.8,0.4,1.6,27.8,0.1,0.7,18.2,0,0,0,0,0,0,0,0,-,0,0,0
Dikembe Mutombo,ATL,33,2.4,4,61.1,0.9,2.2,40.5,0.1,0.6,24.1,0,0,0,0,0,0,0,0,-,0,0,0
Dirk Nowitzki,DAL,21,1,1.7,60,0.4,0.8,47.2,1.2,3.2,37.7,0,0.1,0,0,0.2,20,0,0.3,0,0.3,1.3,21.3
Dominique Wilkins,ORL,39,0.8,1.7,48.9,0.2,0.8,25,0.7,1.8,37.5,0.2,0.3,66.7,0,0.3,0,0.2,0.6,33.3,0.1,0.5,23.1
Don MacLean,SEA,29,1.2,2.1,55.6,0.8,1.6,46.4,1.2,3.7,33.3,0.1,0.1,50,0,0.4,0,0.1,0.5,20,0.5,1.6,30.8
Don Reid,DET,25,1.8,2.7,66.1,0.2,0.5,32,0.1,0.5,22.7,0,0,0,0,0,0,0,0,-,0,0,0
Donyell Marshall,GSW,26,2,3.2,61.7,0.6,2,31.6,1.2,3.6,32.9,0.1,0.3,44.4,0.1,0.4,18.8,0.2,0.7,28.6,0.4,1,41.3
Doug Christie,TOR,29,1.7,3.5,49.4,0.3,1.4,24.6,2,4.9,40.7,0.2,0.8,24.2,0.2,0.7,31,0.4,1.5,26.7,0.6,1.9,33
Doug Overton,PHI,29,0.5,1,45.8,0,0.4,0,1.2,2.4,48.9,0,0,0,0,0,0,0,0,-,0.1,0.3,33.3
Doug West,VAN,32,0.8,1.4,57.9,0.2,0.2,100,1.2,2.9,41.5,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0
Drew Barry,SEA,26,0,0.1,0,0,0.1,0,0.1,0.4,33.3,0,0.3,0,0,0.2,0,0,0.5,0,0.5,1.3,38.1
Duane Causwell,MIA,31,0.5,0.8,66.7,0.6,0.8,75,0.1,0.4,12.5,0,0,0,0,0,0,0,0,-,0,0,0
Duane Ferrell,GSW,34,0.1,0.9,14.3,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0
Dwayne Schintzius,BOS,30,0.1,0.3,25,0.2,0.7,25,0.1,0.3,25,0,0,0,0,0,0,0,0,-,0,0,0
Earl Boykins,CLE,23,0.4,0.6,57.1,0.3,0.9,29.4,0.6,1.4,46.7,0,0,0,0.1,0.2,33.3,0.1,0.2,50,0.1,0.8,13.3
Ed Gray,ATL,23,0.8,1.6,52.1,0.1,0.8,14.3,0.4,2.4,18.3,0,0.2,0,0,0,0,0,0.2,0,0.4,1.3,30
Eddie Johnson,HOU,40,1,1,100,0,0.7,0,1,2.3,42.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0
Eddie Jones,CHH,27,2.8,4.7,59.4,0.2,0.8,31.6,1.2,3.6,33.5,0.2,0.6,34.5,0.1,0.4,33.3,0.3,1,30,0.6,1.9,34
Elden Campbell,CHH,30,2,3.6,55.7,1.3,3,42.5,1.3,2.9,43.8,0,0,0,0,0,0,0,0,-,0,0,0
Eldridge Recasner,CHH,31,0.7,0.9,75,0.1,0.3,35.7,0.5,1.6,32.9,0,0.1,50,0.1,0.1,100,0.1,0.2,50,0.5,1.3,37.5
Elliot Perry,NJN,30,0.4,0.7,60.9,0.1,0.2,42.9,0.4,1.4,24.5,0.1,0.3,33.3,0,0.1,0,0.1,0.4,25,0.3,0.6,45
Eric Montross,DET,27,0.6,0.9,70,0.2,0.4,37.5,0.2,0.5,34.8,0,0,0,0,0,0,0,0,-,0,0,0
Eric Murdock,NJN,31,1.1,2,56.7,0.6,1.5,40.9,0.7,2.7,27.5,0,0.1,0,0.2,0.3,66.7,0.2,0.4,50,0.4,1.2,35.3
Eric Piatkowski,LAC,28,1,1.7,60.7,0.3,0.9,38.6,1,2.5,37.9,0.3,0.6,55,0.1,0.5,27.8,0.4,1.1,36.4,1,2.6,38.6
Eric Riley,BOS,29,0.6,1.1,57.9,0.2,0.3,45.5,0,0.1,20,0,0,0,0,0,0,0,0,-,0,0,0
Eric Snow,PHI,26,1.7,2.8,61.9,0.4,1.6,25,0.9,2.4,35.9,0,0,0,0,0,0,0,0,-,0.1,0.4,25
Eric Washington,DEN,25,0.5,0.8,61.3,0.1,0.3,55.6,0.4,1.3,28.6,0.3,0.8,36.4,0.4,0.8,51.9,0.7,1.6,43.7,0.3,1.2,28.3
Eric Williams,DEN,26,1,1.9,50.7,0.6,1.7,34.9,0.4,1.5,26.3,0.1,0.4,37.5,0.1,0.1,50,0.2,0.5,40,0,0.4,7.1
Erick Dampier,GSW,23,1.9,3.5,55.5,0.9,3.4,27.3,0.4,1.4,26.1,0,0,0,0,0,0,0,0,-,0,0,0
Erick Strickland,DAL,25,0.9,1.4,63.8,0.2,0.8,26.9,1,2.7,38.2,0.2,0.4,57.1,0.1,0.4,30,0.3,0.8,37.5,0.3,1.3,26.2
Ervin Johnson,MIL,31,1.5,2.5,60.6,0.2,0.6,33.3,0.2,0.6,28.1,0,0,0,0,0,0,0,0,-,0,0,0
Etdrick Bohannon,WAS,26,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,-,0,0,0
Felipe Lopez,VAN,24,2.6,4.3,61.7,0.1,1,10.9,0.6,2,31.8,0,0.1,25,0.2,0.5,35.3,0.2,0.6,33.3,0.1,0.5,21.7
Felton Spencer,GSW,31,0.3,0.7,52.9,0.2,0.4,44.4,0.1,0.3,28.6,0,0,0,0,0,0,0,0,-,0,0,0
Fred Hoiberg,IND,26,0.1,0.3,25,0,0,0,0.4,0.7,50,0,0,0,0,0,0,0,0,-,0,0.8,0
