PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
Aaron McKie,PHI,31,75,30,45,28.2,70.2,29.8,55.2,25.0,32.7,18.9,12.2,19.4,30.2,54.7,45.3,97.3,2.7,66.8,33.2
Aaron Williams,NJN,32,72,39,33,18.6,99.1,0.9,76.0,13.3,0.7,4.0,23.3,16.2,62.7,77.8,22.2,100,0.0,77.9,22.1
Adonal Foyle,GSW,29,44,21,23,13.1,100,0.0,86.1,7.3,0.0,4.4,13.9,19.7,78.8,64.4,35.6,0.0,0.0,64.4,35.6
Adrian Griffin,HOU,29,19,13,6,6.4,88.9,11.1,72.7,18.2,27.3,18.2,0.0,36.4,54.5,75.0,25.0,0.0,100,60.0,40.0
Al Harrington,IND,24,79,58,21,30.9,91.5,8.5,76.3,35.5,6.0,10.3,17.7,16.7,40.8,58.5,41.5,90.5,9.5,60.1,39.9
Alan Henderson,ATL,31,6,2,4,11.3,100,0.0,83.3,33.3,0.0,0.0,16.7,8.3,50.0,60.0,40.0,0.0,0.0,60.0,40.0
Alex Garcia,SAS,24,2,2,0,6.3,100,0.0,66.7,66.7,0.0,0.0,33.3,0.0,0.0,100,0.0,0.0,0.0,100,0.0
Allan Houston,NYK,33,50,24,26,35.9,74.1,25.9,54.8,47.2,28.2,4.9,17.0,14.2,7.6,52.2,47.8,95.4,4.6,63.2,36.8
Allen Iverson,PHI,29,48,19,29,42.6,82.3,17.7,59.7,25.9,13.5,22.7,26.8,21.6,33.8,33.9,66.1,64.9,35.1,37.9,62.1
Alonzo Mourning,NJN,34,12,5,7,18.0,100,0.0,68.8,14.6,0.0,7.3,31.3,22.9,54.2,66.7,33.3,0.0,0.0,66.7,33.3
Alton Ford,HOU,23,9,4,5,4.5,100,0.0,80.0,26.7,0.0,0.0,20.0,0.0,53.3,83.3,16.7,0.0,0.0,83.3,16.7
Alvin Williams,TOR,29,56,25,31,31.0,82.1,17.9,70.9,47.8,15.8,9.7,13.4,17.2,23.1,56.0,44.0,88.5,11.5,60.2,39.8
Amal McCaskill,PHI,30,59,25,34,10.7,99.1,0.9,83.2,17.7,0.0,5.3,16.8,12.4,65.5,57.4,42.6,0.0,0.0,57.4,42.6
Amar'e Stoudemire,PHX,21,55,22,33,36.8,99.4,0.6,72.4,12.0,0.3,8.1,27.4,17.0,60.4,45.9,54.1,100,0.0,46.0,54.0
Andre Miller,DEN,28,82,43,39,34.7,93.1,6.9,68.9,18.1,3.0,22.9,28.2,18.9,50.7,35.6,64.4,50.0,50.0,36.0,64.0
Andrei Kirilenko,UTA,23,78,42,36,37.3,78.4,21.6,53.6,6.7,15.9,17.4,30.5,18.9,46.9,52.9,47.1,95.6,4.4,60.0,40.0
Andrew DeClercq,ORL,31,71,17,54,17.0,100,0.0,80.9,6.1,0.0,7.8,19.1,17.8,74.8,54.8,45.2,0.0,0.0,54.8,45.2
Anfernee Hardaway,NYK,32,76,33,43,27.6,88.4,11.6,71.2,40.9,12.9,5.0,15.9,15.7,30.3,60.2,39.8,90.0,10.0,63.4,36.6
Ansu Sesay,SEA,27,57,25,32,10.1,88.2,11.8,75.0,25.0,9.0,16.0,16.0,20.5,50.0,62.7,37.3,100,0.0,65.4,34.6
Antawn Jamison,DAL,28,82,52,30,29.0,95.6,4.4,77.9,14.2,4.0,15.6,18.2,13.7,63.7,74.4,25.6,100,0.0,75.2,24.8
Anthony Carter,SAS,29,5,3,2,17.4,91.9,8.1,100,54.5,0.0,9.1,0.0,18.2,45.5,54.5,45.5,0.0,0.0,54.5,45.5
Anthony Goldwire,NJN,32,11,8,3,7.6,63.6,36.4,58.8,47.1,35.3,0.0,5.9,17.6,11.8,40.0,60.0,50.0,50.0,42.9,57.1
Anthony Johnson,IND,29,73,53,20,22.0,70.3,29.7,56.0,37.8,27.3,8.9,16.7,23.1,18.2,55.6,44.4,85.4,14.6,62.9,37.1
Anthony Peeler,SAC,34,75,50,25,18.4,59.5,40.5,40.8,27.4,47.3,13.2,11.8,15.1,13.5,71.6,28.4,92.6,7.4,80.8,19.2
Antoine Walker,DAL,27,82,52,30,34.6,73.0,27.0,69.7,4.5,21.4,16.9,8.9,14.9,65.2,44.9,55.1,92.7,7.3,53.0,47.0
Antonio Daniels,SEA,29,71,29,42,21.3,70.9,29.1,50.8,13.7,22.1,19.6,27.1,22.1,37.1,35.9,64.1,76.2,23.8,44.9,55.1
Antonio Davis,CHI,35,80,27,53,32.2,100,0.0,75.1,31.4,0.0,5.9,24.9,11.6,43.8,66.9,33.1,0.0,0.0,66.9,33.1
Antonio McDyess,PHX,29,42,18,24,22.1,100,0.0,86.9,40.0,0.0,7.9,13.1,15.5,46.9,71.4,28.6,0.0,0.0,71.4,28.6
Austin Croshere,IND,29,77,57,20,13.6,53.1,46.9,32.6,8.8,43.4,10.6,24.0,12.7,23.8,61.9,38.1,92.9,7.1,76.5,23.5
Avery Johnson,GSW,39,46,22,24,13.8,98.5,1.5,75.5,11.3,0.0,9.9,24.5,15.1,64.2,11.3,88.8,0.0,0.0,11.3,88.8
Baron Davis,NOH,25,67,36,31,40.1,58.5,41.5,47.9,15.9,36.6,18.7,15.5,22.3,32.0,28.6,71.4,52.9,47.1,36.8,63.2
Ben Handlogten,UTA,30,17,9,8,10.1,100,0.0,73.5,2.9,0.0,11.8,26.5,19.1,70.6,60.0,40.0,0.0,0.0,60.0,40.0
Ben Wallace,DET,29,81,54,27,37.8,98.9,1.1,81.2,10.9,0.4,7.5,18.4,14.7,70.4,61.8,38.2,100,0.0,61.9,38.1
Bimbo Coles,MIA,36,22,6,16,7.6,100,0.0,85.7,35.7,0.0,14.3,14.3,32.1,50.0,75.0,25.0,0.0,0.0,75.0,25.0
Bo Outlaw,MEM,33,82,50,32,19.7,98.7,1.3,83.9,2.1,0.0,23.7,16.1,18.2,81.8,71.1,28.9,0.0,0.0,71.1,28.9
Bob Sura,ATL,31,80,42,38,20.7,83.7,16.3,60.7,14.8,10.6,22.7,28.7,20.5,46.0,43.6,56.4,85.7,14.3,48.0,52.0
Bobby Jackson,SAC,31,50,35,15,23.8,63.0,37.0,52.8,20.9,35.3,19.6,11.9,19.0,31.9,48.9,51.1,67.9,32.1,54.8,45.2
Bobby Simmons,LAC,24,56,20,36,24.5,96.8,3.2,66.4,28.4,1.4,9.6,32.3,19.7,38.0,62.8,37.2,100,0.0,63.3,36.7
Bonzi Wells,MEM,27,72,45,27,26.0,91.9,8.1,77.0,28.0,7.4,15.9,15.6,20.8,49.0,66.9,33.1,86.4,13.6,68.0,32.0
Boris Diaw,ATL,22,76,28,48,25.2,91.7,8.3,78.4,25.1,5.3,12.0,16.4,21.3,53.2,55.2,44.8,100,0.0,57.1,42.9
Bostjan Nachbar,HOU,23,45,25,20,11.3,52.3,47.7,34.8,5.8,50.0,20.3,15.2,11.6,29.0,54.2,45.8,95.7,4.3,74.5,25.5
Brad Miller,SAC,28,72,49,23,36.5,94.8,5.2,71.2,27.2,3.6,9.2,25.2,19.7,44.0,72.6,27.4,100,0.0,73.5,26.5
Brandon Armstrong,NJN,24,56,31,25,7.6,70.3,29.7,60.9,42.4,37.7,11.3,1.3,7.3,18.5,76.1,23.9,68.4,31.6,73.8,26.2
Brandon Hunter,BOS,23,36,14,22,11.2,97.4,2.6,84.8,3.2,0.0,4.0,15.2,20.0,81.6,43.4,56.6,0.0,0.0,43.4,56.6
Brendan Haywood,WAS,24,77,24,53,19.4,99.7,0.3,74.5,6.0,0.0,4.3,25.5,14.7,68.5,50.0,50.0,0.0,0.0,50.0,50.0
Brent Barry,SEA,32,59,30,29,30.6,41.0,59.0,31.8,7.9,53.9,16.5,14.3,15.7,23.9,44.6,55.4,86.8,13.2,67.0,33.0
Brevin Knight,MIL,28,56,18,38,18.5,96.7,3.3,78.9,49.0,2.3,6.1,18.8,19.5,29.9,47.6,52.4,0.0,100,46.7,53.3
Brian Cardinal,GSW,27,76,32,44,21.5,73.4,26.6,45.0,19.4,22.5,3.3,32.5,15.4,25.6,72.7,27.3,96.4,3.6,78.6,21.4
Brian Cook,LAL,23,35,23,12,12.5,96.5,3.5,86.5,50.3,0.0,9.0,13.5,15.5,36.1,82.1,17.9,0.0,0.0,82.1,17.9
Brian Grant,MIA,32,76,40,36,30.3,99.8,0.2,87.0,49.7,0.0,2.9,13.0,16.7,37.3,77.5,22.5,0.0,0.0,77.5,22.5
Brian Scalabrine,NJN,26,69,43,26,13.3,81.2,18.8,63.3,32.5,12.5,7.1,24.2,17.5,30.8,80.3,19.7,100,0.0,82.6,17.4
Brian Skinner,MIL,28,56,29,27,28.2,100,0.0,86.6,16.6,0.0,8.0,13.4,14.4,69.9,62.4,37.6,0.0,0.0,62.4,37.6
Britton Johnsen,ORL,24,20,4,16,14.6,79.7,20.3,76.2,14.3,7.1,11.9,16.7,33.3,61.9,37.5,62.5,100,0.0,41.2,58.8
Bruce Bowen,SAS,33,82,57,25,32.0,57.8,42.2,47.4,18.4,40.9,10.6,11.7,15.9,29.0,61.9,38.1,100,0.0,75.8,24.2
