PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
Aaron Brooks,HOU,23,51,36,15,11.9,51.6,48.4,43.2,10.6,40.9,13.6,15.9,14.0,32.6,21.1,78.9,91.7,8.3,48.4,51.6
Aaron Gray,CHI,23,61,23,38,10.0,99.5,0.5,78.6,6.9,0.0,5.0,21.4,8.0,71.8,50.5,49.5,0.0,0.0,50.5,49.5
Aaron Williams,LAC,36,30,9,21,9.9,100,0.0,79.4,11.8,0.0,0.0,20.6,4.4,67.6,55.6,44.4,0.0,0.0,55.6,44.4
Acie Law,ATL,23,56,25,31,15.5,85.7,14.3,74.9,20.4,8.9,19.1,16.2,17.0,54.5,29.5,70.5,85.7,14.3,33.7,66.3
Adonal Foyle,ORL,33,82,52,30,9.4,100,0.0,89.7,1.3,0.0,1.3,10.3,12.8,88.5,62.9,37.1,0.0,0.0,62.9,37.1
Adrian Griffin,SEA,33,35,10,25,8.8,100,0.0,92.3,24.6,0.0,9.2,7.7,12.3,67.7,43.3,56.7,0.0,0.0,43.3,56.7
Al Harrington,GSW,28,81,48,33,27.0,55.8,44.2,45.0,12.9,41.7,12.1,13.3,18.7,32.1,48.4,51.6,100,0.0,68.1,31.9
Al Horford,ATL,22,81,37,44,31.4,99.3,0.7,81.1,19.0,0.0,12.9,18.9,17.1,62.1,67.6,32.4,0.0,0.0,67.6,32.4
Al Jefferson,MIN,23,82,22,60,35.6,99.7,0.3,83.5,19.9,0.0,1.7,16.5,11.8,63.6,51.0,49.0,0.0,0.0,51.0,49.0
Al Thornton,LAC,24,79,23,56,27.3,85.1,14.9,65.9,25.9,12.8,11.8,21.3,14.3,40.0,54.4,45.6,93.0,7.0,58.8,41.2
Alando Tucker,PHX,24,6,6,0,8.0,81.8,18.2,63.6,9.1,13.6,0.0,22.7,9.1,54.5,57.1,42.9,100,0.0,62.5,37.5
Alexander Johnson,MIA,25,43,4,39,12.8,100,0.0,68.2,27.9,0.0,4.5,31.8,17.9,40.2,65.6,34.4,0.0,0.0,65.6,34.4
Allen Iverson,DEN,33,82,50,32,41.8,82.3,17.7,57.0,20.8,13.2,17.1,29.8,16.8,36.2,22.2,77.8,81.1,18.9,30.1,69.9
Alonzo Mourning,MIA,38,25,7,18,15.6,100,0.0,69.8,4.0,0.0,4.7,30.2,18.1,65.8,57.7,42.3,0.0,0.0,57.7,42.3
Amar'e Stoudemire,PHX,25,79,53,26,33.9,97.4,2.6,71.3,16.2,0.8,9.2,28.0,13.1,55.1,70.1,29.9,40.0,60.0,69.9,30.1
Amir Johnson,DET,21,62,49,13,12.3,100,0.0,83.3,3.6,0.0,17.2,16.7,18.6,79.6,51.1,48.9,0.0,0.0,51.1,48.9
Anderson Varejao,CLE,25,48,28,20,27.5,99.3,0.7,84.7,15.6,0.0,5.3,15.3,15.0,69.2,64.0,36.0,0.0,0.0,64.0,36.0
Andray Blatche,WAS,21,82,43,39,20.4,97.6,2.4,81.2,18.1,1.5,12.3,17.3,17.0,63.1,51.0,49.0,100,0.0,51.6,48.4
Andre Barrett,LAC,26,4,0,4,6.3,40.0,60.0,33.3,33.3,50.0,16.7,16.7,0.0,0.0,100,0.0,100,0.0,100,0.0
Andre Brown,MEM,27,33,8,25,8.7,100,0.0,78.0,6.0,0.0,6.0,22.0,20.0,72.0,69.2,30.8,0.0,0.0,69.2,30.8
Andre Iguodala,PHI,24,82,40,42,39.5,76.0,24.0,59.0,24.7,18.6,22.8,22.4,21.2,34.4,46.6,53.4,77.2,22.8,51.9,48.1
Andre Miller,PHI,32,82,40,42,36.8,97.1,2.9,81.0,34.6,0.6,17.7,18.4,13.7,46.4,32.0,68.0,66.7,33.3,32.2,67.8
Andre Owens,IND,27,31,12,19,12.6,62.6,37.4,35.8,9.8,43.9,8.1,20.3,14.6,26.0,18.2,81.8,83.3,16.7,47.5,52.5
Andrea Bargnani,TOR,22,78,39,39,23.9,64.0,36.0,48.0,24.5,34.1,6.1,17.9,13.0,23.5,71.1,28.9,95.6,4.4,78.9,21.1
Andrei Kirilenko,UTA,27,72,47,25,30.8,78.7,21.3,58.3,15.9,16.7,11.9,25.0,18.7,42.4,71.0,29.0,90.9,9.1,74.2,25.8
Andres Nocioni,CHI,28,82,33,49,24.6,60.5,39.5,46.9,22.8,35.0,12.9,18.1,18.2,24.1,63.2,36.8,98.4,1.6,74.9,25.1
Andrew Bogut,MIL,23,78,26,52,34.9,99.2,0.8,83.1,6.1,0.0,4.3,16.9,9.9,77.0,60.2,39.8,0.0,0.0,60.2,39.8
Andrew Bynum,LAL,20,35,24,11,28.8,100,0.0,82.2,1.7,0.0,4.1,17.8,10.4,80.4,55.6,44.4,0.0,0.0,55.6,44.4
Andris Biedrins,GSW,22,76,44,32,27.3,100,0.0,85.4,0.3,0.0,5.8,14.6,10.7,85.2,71.5,28.5,0.0,0.0,71.5,28.5
Anfernee Hardaway,MIA,36,16,4,12,20.3,68.3,31.7,46.7,30.0,40.0,10.0,13.3,10.0,16.7,42.9,57.1,100,0.0,63.6,36.4
Antawn Jamison,WAS,32,79,41,38,38.7,75.0,25.0,59.0,17.6,21.3,7.0,19.7,14.2,41.3,55.2,44.8,95.0,5.0,62.9,37.1
Anthony Carter,DEN,33,70,42,28,28.0,72.9,27.1,63.5,25.7,24.8,26.8,11.7,21.3,37.8,65.9,34.1,93.3,6.7,71.6,28.4
Anthony Johnson,SAC,33,69,32,37,22.2,73.8,26.2,58.4,21.2,32.6,18.1,9.0,20.7,37.2,54.0,46.0,88.1,11.9,63.2,36.8
Anthony Parker,TOR,33,82,41,41,32.1,63.3,36.7,51.1,31.2,38.9,12.3,10.0,17.0,19.9,59.2,40.8,95.5,4.5,71.4,28.6
Antoine Walker,MIN,31,46,10,36,19.4,49.9,50.1,40.8,3.3,49.7,8.4,9.5,18.5,37.5,25.3,74.7,96.7,3.3,57.4,42.6
Antoine Wright,DAL,24,56,26,30,22.0,66.6,33.4,59.4,16.0,27.4,16.3,13.1,20.6,43.4,66.3,33.7,100,0.0,74.3,25.7
Antonio Daniels,WAS,33,71,40,31,30.4,83.4,16.6,63.0,16.1,8.5,24.0,28.5,21.3,46.9,31.4,68.6,70.6,29.4,34.6,65.4
Antonio McDyess,DET,33,78,57,21,29.3,99.7,0.3,85.8,49.8,0.0,3.7,14.2,10.4,36.0,86.0,14.0,0.0,0.0,86.0,14.0
Arron Afflalo,DET,22,75,55,20,12.9,80.1,19.9,64.5,26.8,10.9,28.3,24.6,25.0,37.7,65.2,34.8,80.0,20.0,66.7,33.3
Austin Croshere,GSW,33,44,26,18,10.4,55.5,44.5,45.1,10.4,38.2,4.6,16.8,8.1,34.7,53.8,46.2,100,0.0,70.5,29.5
Awvee Storey,MIL,31,26,4,22,9.9,92.1,7.9,84.8,19.6,0.0,14.1,15.2,14.1,65.2,69.2,30.8,0.0,0.0,69.2,30.8
Baron Davis,GSW,29,82,48,34,39.0,65.6,34.4,53.3,13.2,29.0,24.3,17.8,17.9,40.1,19.9,80.1,46.8,53.2,27.1,72.9
Ben Gordon,CHI,25,72,29,43,31.8,67.6,32.4,48.2,30.2,31.9,13.5,19.9,13.5,18.0,42.9,57.1,71.8,28.2,51.7,48.3
Ben Wallace,CLE,33,72,31,41,30.6,98.9,1.1,79.3,5.2,0.0,5.5,20.7,14.4,74.1,68.8,31.2,0.0,0.0,68.8,31.2
Beno Udrih,SAC,25,65,31,34,32.0,80.6,19.4,65.9,27.8,19.1,11.0,15.0,14.1,38.1,25.8,74.2,94.3,5.7,36.9,63.1
Billy Thomas,CLE,32,11,7,4,3.8,5.9,94.1,0.0,0.0,85.7,21.4,14.3,0.0,0.0,0.0,0.0,100,0.0,100,0.0
Blake Ahearn,MIA,24,12,1,11,14.8,40.4,59.6,14.3,0.0,42.9,8.6,42.9,11.4,14.3,20.0,80.0,100,0.0,73.3,26.7
Bo Outlaw,ORL,37,2,2,0,3.3,100,0.0,100,0.0,0.0,100,0.0,0.0,100,100,0.0,0.0,0.0,100,0.0
Bobby Jackson,HOU,35,72,52,20,19.3,55.3,44.7,44.5,19.9,43.9,11.8,11.6,18.1,24.6,30.9,69.1,79.0,21.0,50.0,50.0
Bobby Jones,DEN,24,47,25,22,11.3,62.1,37.9,47.2,5.6,30.3,29.2,22.5,28.1,41.6,47.6,52.4,100,0.0,63.3,36.7
Bobby Simmons,MIL,28,70,24,46,21.7,65.5,34.5,56.1,35.0,33.9,3.0,10.0,14.3,21.1,63.8,36.2,86.7,13.3,70.3,29.7
Bonzi Wells,NOH,31,73,44,29,21.4,91.2,8.8,72.5,17.8,5.4,17.5,22.1,20.2,54.7,67.1,32.9,91.7,8.3,68.3,31.7
Boris Diaw,PHX,26,82,55,27,28.1,93.7,6.3,81.4,30.1,5.4,8.6,13.2,11.9,51.3,64.7,35.3,100,0.0,66.2,33.8
Bostjan Nachbar,NJN,27,75,33,42,22.1,57.0,43.0,40.9,11.1,38.2,17.2,20.9,17.8,29.8,68.9,31.1,98.9,1.1,80.4,19.6
Brad Miller,SAC,32,72,35,37,34.9,87.6,12.4,64.1,30.3,8.7,5.1,27.2,12.6,33.8,68.9,31.1,100,0.0,71.5,28.5
Brandan Wright,GSW,20,38,22,16,9.9,100,0.0,82.1,10.6,0.0,18.5,17.9,19.9,71.5,69.4,30.6,0.0,0.0,69.4,30.6
Brandon Bass,DAL,23,79,48,31,19.7,99.2,0.8,75.2,32.7,0.0,6.7,24.8,16.7,42.5,56.9,43.1,0.0,0.0,56.9,43.1
Brandon Roy,POR,23,74,40,34,37.7,81.6,18.4,64.7,28.1,15.5,7.1,19.8,14.1,36.6,27.5,72.5,87.7,12.3,35.8,64.2
Brendan Haywood,WAS,28,80,41,39,27.8,100,0.0,74.5,5.4,0.0,4.5,25.5,12.1,69.1,52.8,47.2,0.0,0.0,52.8,47.2
Brent Barry,SAS,36,31,22,9,17.9,30.0,70.0,26.2,10.9,65.2,15.8,8.6,10.4,15.4,72.4,27.6,97.9,2.1,88.3,11.7
