PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
Aaron McKie,LAL,33,0.0,0.0,0.0,0.1,0.1,50.0,0.2,0.6,25.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0
Aaron Miles,GSW,23,0.1,0.4,28.6,0.0,0.1,0.0,0.2,0.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Aaron Williams,NOK,34,1.3,2.1,64.6,0.2,0.7,30.0,0.4,1.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adonal Foyle,GSW,31,1.3,2.2,57.8,0.5,1.2,41.6,0.2,0.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Adrian Griffin,DAL,31,0.8,1.3,58.2,0.5,0.9,52.2,0.7,1.7,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Al Harrington,ATL,26,3.3,5.6,59.1,0.5,1.6,32.5,2.6,6.3,40.2,0.2,0.6,32.6,0.1,0.3,40.9,0.3,0.9,33.3,0.6,1.7,34.6
Al Jefferson,BOS,21,2.3,4.0,58.7,0.6,1.6,38.0,0.3,0.8,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Alan Anderson,CHA,23,1.0,2.0,50.0,0.1,0.3,37.5,0.3,1.2,27.9,0.2,0.7,29.4,0.5,0.8,63.2,0.7,1.5,46.7,0.2,0.6,31.8
Alan Henderson,CLE,33,0.8,1.5,56.6,0.1,0.2,33.3,0.0,0.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Alex Acker,DET,23,0.0,0.6,0.0,0.3,0.3,100,0.4,1.4,28.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.3,1.3,25.0
