PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
A.C. Green,DAL,34,82,20,62,32.3,99.3,0.7,80.7,47.7,0.0,12.0,19.3,15.8,33.0,74.4,25.6,0.0,0.0,74.4,25.6
Aaron McKie,PHI,25,81,34,47,22.4,83.5,16.5,76.5,42.2,10.8,17.2,12.7,18.7,34.3,71.7,28.3,91.7,8.3,73.4,26.6
Aaron Williams,SEA,26,65,49,16,11.6,99.5,0.5,77.9,8.7,0.0,15.4,22.1,18.1,69.1,81.9,18.1,0.0,0.0,81.9,18.1
Adam Keefe,UTA,28,80,61,19,25.6,100,0.0,73.9,12.6,0.0,17.6,26.1,19.7,61.3,80.8,19.2,0.0,0.0,80.8,19.2
Adonal Foyle,GSW,23,55,9,46,12.0,99.4,0.6,83.6,9.7,0.0,9.1,16.4,15.2,73.9,49.3,50.7,0.0,0.0,49.3,50.7
Adrian Caldwell,DAL,31,1,1,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Henderson,ATL,25,69,42,27,29.1,99.2,0.8,73.4,18.7,0.9,11.8,25.7,17.4,54.8,56.9,43.1,66.7,33.3,57.0,43.0
Allan Houston,NYK,27,82,43,39,34.7,83.3,16.7,64.8,39.1,16.3,11.2,18.9,18.8,25.7,53.2,46.8,95.1,4.9,59.2,40.8
Allen Iverson,PHI,23,80,31,49,39.4,83.3,16.7,65.9,23.5,11.9,20.7,22.2,22.7,42.3,35.8,64.2,84.3,15.7,41.0,59.0
Alonzo Mourning,MIA,28,58,39,19,33.4,100,0.0,72.3,13.2,0.0,9.0,27.7,14.6,59.1,70.5,29.5,0.0,0.0,70.5,29.5
Alton Lister,POR,39,7,5,2,6.2,100,0.0,100,66.7,0.0,0.0,0.0,0.0,33.3,33.3,66.7,0.0,0.0,33.3,66.7
Alvin Williams,TOR,23,54,24,30,19.8,90.1,9.9,71.6,31.5,8.3,17.9,20.1,16.0,40.1,43.1,56.9,55.6,44.4,44.0,56.0
Andrew DeClercq,BOS,25,81,36,45,18.8,99.7,0.3,77.0,2.3,0.0,10.3,23.0,17.1,74.7,56.2,43.8,0.0,0.0,56.2,43.8
Andrew Lang,MIL,32,57,23,34,12.1,99.3,0.7,71.1,10.5,0.0,9.9,28.9,22.4,60.5,57.4,42.6,0.0,0.0,57.4,42.6
Anfernee Hardaway,ORL,26,19,10,9,32.9,81.7,18.3,56.6,19.9,14.5,23.8,28.9,20.6,36.7,50.0,50.0,100,0.0,57.3,42.7
Anthony Bowie,NYK,34,27,11,16,8.2,91.7,8.3,77.3,45.3,12.0,22.7,10.7,21.3,32.0,82.8,17.2,100,0.0,84.4,15.6
Anthony Goldwire,DEN,26,82,11,71,26.9,74.2,25.8,54.9,29.6,25.2,26.9,20.0,21.8,25.3,42.7,57.3,81.0,19.0,51.7,48.3
Anthony Johnson,SAC,23,77,25,52,29.4,79.0,21.0,64.1,24.0,22.0,18.6,13.9,20.4,40.1,57.6,42.4,88.1,11.9,63.3,36.7
Anthony Mason,CHH,31,81,50,31,38.9,99.5,0.5,74.9,12.5,0.0,8.8,25.1,12.5,62.4,47.8,52.2,0.0,0.0,47.8,52.2
Anthony Miller,ATL,26,37,25,12,6.2,100,0.0,73.4,2.5,0.0,15.2,26.6,15.2,70.9,44.8,55.2,0.0,0.0,44.8,55.2
Anthony Parker,PHI,23,37,18,19,5.3,55.6,44.4,44.4,25.0,37.5,26.4,18.1,12.5,19.4,43.8,56.3,88.9,11.1,60.0,40.0
Anthony Peeler,MIN,28,38,19,19,31.4,70.2,29.8,58.4,32.0,33.9,18.3,7.7,20.7,26.4,64.2,35.8,86.8,13.2,70.5,29.5
Antoine Carr,UTA,36,66,48,18,16.4,100,0.0,79.9,38.6,0.0,5.8,20.1,14.0,41.3,72.8,27.2,0.0,0.0,72.8,27.2
Antoine Walker,BOS,21,82,36,46,39.9,82.9,17.1,68.6,12.4,14.8,13.5,16.6,24.7,56.2,53.1,46.9,90.1,9.9,57.8,42.2
Antonio Daniels,VAN,23,74,17,57,26.4,90.5,9.5,75.0,31.8,5.7,22.8,19.3,18.5,43.2,43.3,56.7,90.9,9.1,45.6,54.4
Antonio Davis,IND,29,82,58,24,26.8,99.4,0.6,64.7,14.5,0.0,9.8,35.3,16.6,50.2,70.5,29.5,0.0,0.0,70.5,29.5
Antonio Lang,MIA,26,6,4,2,5.0,100,0.0,50.0,0.0,0.0,16.7,50.0,0.0,50.0,66.7,33.3,0.0,0.0,66.7,33.3
Antonio McDyess,PHX,23,81,55,26,30.0,99.8,0.2,81.1,23.8,0.0,16.7,18.9,17.5,57.3,78.5,21.5,0.0,0.0,78.5,21.5
Armen Gilliam,MIL,34,82,36,46,25.8,99.4,0.6,71.0,18.5,0.0,12.5,29.0,19.8,52.6,58.1,41.9,0.0,0.0,58.1,41.9
Arvydas Sabonis,POR,33,73,40,33,31.9,86.1,13.9,64.6,7.4,7.7,1.9,27.7,13.1,57.2,67.6,32.4,96.7,3.3,69.8,30.2
Austin Croshere,IND,23,26,21,5,9.4,84.9,15.1,73.7,39.5,15.8,11.8,10.5,15.8,34.2,64.3,35.7,75.0,25.0,65.6,34.4
Avery Johnson,SAS,33,75,50,25,35.6,98.1,1.9,83.3,20.6,0.8,17.6,15.9,17.1,62.7,41.7,58.3,100,0.0,42.1,57.9
B.J. Armstrong,CHH,30,66,36,30,12.6,83.6,16.4,73.6,42.1,10.3,18.0,16.1,20.3,31.4,60.4,39.6,100,0.0,63.8,36.2
Ben Davis,NYK,25,7,1,6,1.7,100,0.0,100,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0
Ben Wallace,WAS,23,67,34,33,16.8,100,0.0,82.9,0.0,0.0,9.8,17.1,19.0,82.9,65.9,34.1,0.0,0.0,65.9,34.1
Benoit Benjamin,PHI,33,14,5,9,14.3,100,0.0,69.8,12.7,0.0,3.2,30.2,17.5,57.1,68.2,31.8,0.0,0.0,68.2,31.8
Bill Curley,MIN,26,11,8,3,13.3,97.0,3.0,94.1,41.2,0.0,5.9,5.9,23.5,52.9,68.8,31.3,0.0,0.0,68.8,31.3
Bill Wennington,CHI,35,48,35,13,9.7,100,0.0,89.8,61.1,0.0,4.8,10.2,10.8,28.7,77.3,22.7,0.0,0.0,77.3,22.7
Billy Owens,SAC,29,78,25,53,30.1,90.4,9.6,76.3,20.0,9.5,12.7,14.2,16.4,56.2,57.1,42.9,92.3,7.7,59.8,40.2
Bimbo Coles,GSW,30,53,12,41,27.7,87.0,13.0,72.3,43.5,9.2,18.0,18.4,19.9,28.8,43.8,56.2,76.9,23.1,46.4,53.6
Bison Dele,DET,29,78,35,43,33.6,99.7,0.3,84.1,25.4,0.2,8.0,15.7,15.7,58.7,67.5,32.5,0.0,100,67.4,32.6
Blue Edwards,VAN,32,81,19,62,24.3,83.8,16.2,65.6,30.0,13.8,19.7,20.6,18.3,35.6,69.2,30.8,100,0.0,73.0,27.0
Bo Outlaw,ORL,27,82,41,41,36.0,99.3,0.7,76.6,3.3,0.4,16.9,23.0,20.9,73.2,61.5,38.5,0.0,100,61.3,38.7
Bob McCann,TOR,34,1,0,1,5.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Sura,CLE,25,46,25,21,20.5,74.0,26.0,50.9,8.2,21.3,18.4,27.7,16.5,42.7,27.9,72.1,78.9,21.1,39.1,60.9
Bobby Hurley,VAN,27,61,19,42,14.3,90.8,9.2,70.4,47.2,6.0,7.2,23.6,14.4,23.2,50.0,50.0,100,0.0,52.7,47.3
Bobby Jackson,DEN,25,68,8,60,30.1,89.8,10.2,73.2,40.0,8.0,19.6,18.9,21.8,33.2,45.7,54.3,42.9,57.1,45.5,54.5
Bobby Phills,CHH,28,62,40,22,30.5,79.3,20.7,62.9,19.9,20.6,21.8,16.5,21.7,43.0,65.3,34.7,95.5,4.5,70.7,29.3
Brad Lohaus,SAS,33,9,6,3,11.3,33.3,66.7,31.6,31.6,63.2,10.5,5.3,15.8,0.0,66.7,33.3,100,0.0,85.7,14.3
Brandon Williams,GSW,23,9,2,7,15.5,82.0,18.0,70.3,43.2,24.3,5.4,5.4,16.2,27.0,69.2,30.8,100,0.0,75.0,25.0
Brent Barry,MIA,26,58,21,37,27.6,54.7,45.3,39.0,7.9,42.8,21.4,18.2,16.8,31.1,43.9,56.1,70.0,30.0,54.9,45.1
Brent Price,HOU,29,72,35,37,18.5,39.7,60.3,27.1,7.9,53.9,13.1,19.0,14.3,19.2,38.2,61.8,74.0,26.0,58.6,41.4
Brevin Knight,CLE,22,80,45,35,31.1,98.8,1.2,72.2,31.8,0.0,15.9,27.8,21.6,40.4,38.3,61.7,0.0,0.0,38.3,61.7
Brian Evans,NJN,24,72,32,40,12.4,72.1,27.9,58.6,40.5,27.1,10.6,14.3,18.1,18.1,69.1,30.9,93.1,6.9,74.8,25.2
Brian Grant,POR,26,61,35,26,31.5,99.8,0.2,76.8,14.9,0.0,8.4,23.2,16.1,61.9,67.5,32.5,0.0,0.0,67.5,32.5
Brian Oliver,ATL,30,5,5,0,12.2,100,0.0,93.3,26.7,0.0,40.0,6.7,0.0,66.7,57.1,42.9,0.0,0.0,57.1,42.9
Brian Shaw,PHI,32,59,17,42,25.9,78.7,21.3,67.7,30.6,22.6,10.8,9.7,12.1,37.1,44.4,55.6,85.7,14.3,51.9,48.1
Brooks Thompson,NYK,27,30,17,13,5.6,46.4,53.6,47.5,23.7,45.8,15.3,6.8,16.9,23.7,28.6,71.4,77.8,22.2,47.8,52.2
Bruce Bowen,BOS,27,61,26,35,21.4,80.2,19.8,60.0,14.7,17.6,25.3,22.4,37.1,45.3,59.8,40.2,90.0,10.0,64.8,35.2
Bryant Reeves,VAN,25,74,16,58,34.1,99.6,0.4,81.5,24.2,0.0,6.0,18.5,12.8,57.3,71.1,28.9,0.0,0.0,71.1,28.9
Bryant Stith,DEN,27,31,3,28,23.2,78.7,21.3,55.3,27.2,12.8,11.5,31.9,17.4,28.1,50.8,49.2,70.0,30.0,53.3,46.7
Bryon Russell,UTA,27,82,62,20,27.1,59.2,40.8,41.5,10.0,29.7,17.2,28.9,22.4,31.4,66.7,33.3,91.8,8.2,74.8,25.2
Bubba Wells,DAL,23,39,7,32,10.0,94.8,5.2,73.4,39.1,2.3,14.8,24.2,21.1,34.4,44.7,55.3,100,0.0,45.8,54.2
Buck Williams,NYK,38,41,22,19,18.0,100,0.0,74.3,9.9,0.0,9.9,25.7,13.4,64.4,58.7,41.3,0.0,0.0,58.7,41.3
Calbert Cheaney,WAS,26,82,42,40,34.6,94.6,5.4,82.5,40.4,4.3,13.5,13.2,20.2,42.1,66.7,33.3,66.7,33.3,66.7,33.3
Carl Herrera,SAS,31,58,42,16,8.9,99.4,0.6,89.4,22.4,0.0,10.0,10.6,17.6,67.1,56.6,43.4,0.0,0.0,56.6,43.4
Carl Thomas,CLE,28,43,16,27,9.8,57.9,42.1,48.6,36.5,40.5,25.0,10.8,18.9,12.2,72.2,27.8,95.0,5.0,80.4,19.6
Carlos Rogers,POR,27,21,7,14,17.9,97.8,2.2,83.9,1.8,0.0,27.7,16.1,14.3,82.1,63.8,36.2,0.0,0.0,63.8,36.2
