PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
Aaron Brooks,HOU,24,80,52,28,25.0,60.5,39.5,45.4,13.2,37.9,11.9,16.7,12.5,32.2,20.2,79.8,66.4,33.6,36.7,63.3
Aaron Gray,CHI,24,56,26,30,12.8,99.4,0.6,82.7,3.1,0.0,1.0,17.3,12.2,79.6,40.7,59.3,0.0,0.0,40.7,59.3
Acie Law,ATL,24,55,33,22,10.2,79.1,20.9,53.1,12.3,16.7,18.5,30.2,17.9,40.7,14.0,86.0,77.8,22.2,25.0,75.0
Adam Morrison,LAL,24,52,23,29,13.7,57.0,43.0,45.9,29.7,45.9,3.3,8.1,21.5,16.3,52.1,47.9,93.8,6.3,68.8,31.3
Adonal Foyle,ORL,34,10,6,4,6.2,100,0.0,82.4,0.0,0.0,0.0,17.6,11.8,82.4,42.9,57.1,0.0,0.0,42.9,57.1
Al Harrington,NYK,29,73,27,46,34.9,61.2,38.8,49.1,13.1,34.9,10.3,15.9,17.8,36.1,31.3,68.7,90.6,9.4,50.4,49.6
Al Horford,ATL,23,67,41,26,33.5,99.8,0.2,80.7,21.2,0.0,9.4,19.3,15.5,59.5,66.3,33.7,0.0,0.0,66.3,33.7
Al Jefferson,MIN,24,50,17,33,36.7,99.6,0.4,83.9,22.8,0.0,1.6,16.1,10.9,61.1,52.2,47.8,0.0,0.0,52.2,47.8
Al Thornton,LAC,25,71,16,55,37.4,92.5,7.5,75.2,27.8,5.0,13.2,19.8,15.4,47.4,57.2,42.8,90.0,10.0,58.6,41.4
Alando Tucker,PHX,25,30,15,15,9.4,81.0,19.0,63.8,10.1,17.4,33.3,18.8,23.9,53.6,61.4,38.6,87.5,12.5,65.4,34.6
Alex Acker,LAC,26,25,4,21,8.0,73.7,26.3,63.9,44.4,29.2,9.7,6.9,16.7,19.4,47.8,52.2,71.4,28.6,53.3,46.7
Alexis Ajinca,CHA,21,31,11,20,5.9,97.1,2.9,71.4,45.7,0.0,0.0,28.6,18.6,25.7,72.0,28.0,0.0,0.0,72.0,28.0
Allen Iverson,DET,34,57,25,32,36.7,88.1,11.9,64.3,32.2,8.4,12.2,27.2,16.1,32.2,25.6,74.4,92.9,7.1,31.0,69.0
Amar'e Stoudemire,PHX,26,53,30,23,36.8,99.1,0.9,70.7,20.6,0.8,6.4,28.5,14.1,50.1,57.1,42.9,66.7,33.3,57.2,42.8
Amir Johnson,DET,22,62,27,35,14.7,100,0.0,89.4,10.1,0.0,12.9,10.6,22.6,79.3,57.7,42.3,0.0,0.0,57.7,42.3
Anderson Varejao,CLE,26,81,65,16,28.5,99.6,0.4,77.8,15.3,0.0,7.3,22.2,15.7,62.5,78.5,21.5,0.0,0.0,78.5,21.5
Andray Blatche,WAS,22,71,17,54,24.0,96.7,3.3,81.9,21.9,2.1,7.4,16.0,15.4,60.0,50.0,50.0,60.0,40.0,50.2,49.8
Andre Brown,CHA,28,4,2,2,10.3,100,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100,0.0,0.0,0.0,100
Andre Iguodala,PHI,25,82,41,41,39.9,77.2,22.8,60.0,19.2,15.6,25.4,24.5,23.9,40.8,49.1,50.9,65.0,35.0,51.5,48.5
Andre Miller,PHI,33,82,41,41,36.3,94.9,5.1,71.4,26.9,3.4,18.8,25.3,14.6,44.4,29.1,70.9,60.0,40.0,30.1,69.9
Andrea Bargnani,TOR,23,78,30,48,31.5,69.6,30.4,51.9,22.8,29.7,6.8,18.4,12.6,29.1,69.2,30.8,97.5,2.5,77.0,23.0
Andrei Kirilenko,UTA,28,67,42,25,27.3,87.2,12.8,60.8,18.6,7.7,14.7,31.4,19.2,42.3,75.0,25.0,100,0.0,77.0,23.0
Andres Nocioni,SAC,29,76,27,49,26.2,55.6,44.4,40.4,12.0,42.9,11.4,16.7,11.2,28.4,57.7,42.3,98.4,1.6,74.6,25.4
Andrew Bogut,MIL,24,36,19,17,31.2,100,0.0,86.7,6.2,0.0,5.0,13.3,18.0,80.6,57.4,42.6,0.0,0.0,57.4,42.6
Andrew Bynum,LAL,21,50,40,10,28.9,100,0.0,78.7,4.5,0.0,4.9,21.3,13.7,74.2,63.7,36.3,0.0,0.0,63.7,36.3
Andris Biedrins,GSW,23,62,20,42,30.0,99.8,0.2,83.8,0.3,0.0,3.8,16.2,11.8,83.5,63.6,36.4,0.0,0.0,63.6,36.4
Antawn Jamison,WAS,33,81,19,62,38.2,77.9,22.1,62.4,18.4,18.7,9.5,18.9,15.3,44.0,63.9,36.1,100,0.0,69.9,30.1
Anthony Carter,DEN,34,78,53,25,22.9,77.2,22.8,70.9,31.6,15.3,20.9,13.8,21.4,39.3,61.0,39.0,95.2,4.8,65.3,34.7
Anthony Johnson,ORL,34,80,58,22,18.5,65.1,34.9,48.5,23.8,37.1,9.7,14.5,10.7,24.7,20.6,79.4,71.2,28.8,37.7,62.3
Anthony Morrow,GSW,23,67,23,44,22.6,65.5,34.5,50.0,31.1,38.2,18.6,11.8,11.8,18.9,52.1,47.9,93.0,7.0,65.9,34.1
Anthony Parker,TOR,34,80,31,49,33.0,68.0,32.0,53.0,32.7,32.9,13.4,14.1,18.4,20.3,50.2,49.8,92.6,7.4,62.6,37.4
Anthony Randolph,GSW,19,63,21,42,17.9,99.1,0.9,79.8,19.6,0.0,19.2,20.2,20.0,60.1,47.7,52.3,0.0,0.0,47.7,52.3
Anthony Roberson,CHI,26,29,11,18,9.5,32.5,67.5,30.3,11.8,65.5,12.6,4.2,11.8,18.5,50.0,50.0,80.8,19.2,68.2,31.8
Anthony Tolliver,SAS,24,19,14,5,11.0,36.9,63.1,38.5,11.5,51.9,9.6,9.6,5.8,26.9,50.0,50.0,88.9,11.1,68.4,31.6
Antoine Wright,DAL,25,65,38,27,23.9,65.4,34.6,56.5,17.3,28.5,20.3,15.0,20.0,39.2,47.8,52.2,93.3,6.7,59.2,40.8
Antonio Daniels,NOH,34,74,40,34,13.8,74.6,25.4,51.3,20.0,22.0,17.7,26.7,17.7,31.3,24.7,75.3,86.4,13.6,38.4,61.6
Antonio McDyess,DET,34,62,28,34,30.1,100,0.0,89.9,59.4,0.0,5.0,10.1,10.1,30.5,86.6,13.4,0.0,0.0,86.6,13.4
Arron Afflalo,DET,23,74,36,38,16.7,64.3,35.7,48.5,21.5,35.5,17.4,16.0,18.7,27.0,53.4,46.6,93.0,7.0,66.4,33.6
Austin Croshere,SAS,34,14,7,7,7.1,61.5,38.5,45.0,5.0,37.5,10.0,17.5,12.5,40.0,55.6,44.4,100,0.0,71.4,28.6
Baron Davis,LAC,30,65,17,48,34.6,65.8,34.2,52.9,17.4,30.7,12.3,16.4,13.9,35.5,14.5,85.5,50.5,49.5,24.5,75.5
Ben Gordon,CHI,26,82,41,41,36.6,67.9,32.1,50.0,29.0,30.5,19.5,19.4,15.4,21.1,35.8,64.2,67.1,32.9,44.8,55.2
Ben Wallace,CLE,34,56,45,11,23.5,100,0.0,83.6,6.1,0.0,2.4,16.4,11.5,77.6,63.8,36.2,0.0,0.0,63.8,36.2
Beno Udrih,SAC,26,73,14,59,31.1,83.8,16.2,71.5,31.8,13.1,14.0,15.4,18.1,39.8,30.4,69.6,82.9,17.1,36.1,63.9
Blake Ahearn,SAS,25,3,2,1,6.3,33.3,66.7,0.0,0.0,75.0,0.0,25.0,25.0,0.0,0.0,0.0,100,0.0,100,0.0
Bobby Brown,MIN,24,68,13,55,13.7,63.9,36.1,53.2,29.9,37.4,12.7,9.4,16.9,23.3,24.0,76.0,66.7,33.3,37.6,62.4
Bobby Jackson,SAC,36,71,16,55,20.9,59.4,40.6,50.0,21.1,33.8,19.7,16.2,19.7,28.9,37.6,62.4,75.0,25.0,49.2,50.8
Bobby Simmons,NJN,29,71,30,41,24.4,40.6,59.4,29.1,13.3,63.1,3.8,7.7,14.0,15.8,60.5,39.5,93.2,6.8,79.8,20.2
Boris Diaw,CHA,27,81,41,40,34.0,79.5,20.5,69.6,14.7,21.0,6.6,9.4,16.3,54.9,56.6,43.4,98.7,1.3,63.6,36.4
Brad Miller,CHI,33,70,25,45,30.0,90.9,9.1,64.7,27.2,8.3,1.9,27.0,11.0,37.5,65.1,34.9,95.7,4.3,67.5,32.5
Brandan Wright,GSW,21,39,11,28,17.6,98.4,1.6,80.5,7.4,0.0,13.9,19.5,15.5,73.1,73.1,26.9,0.0,0.0,73.1,26.9
Brandon Bass,DAL,24,81,49,32,19.4,98.8,1.2,73.5,29.4,0.0,11.7,26.5,14.9,44.0,69.8,30.2,0.0,0.0,69.8,30.2
