PLAYER,ESV
Brent Barry,11.61
Shaquille O'Neal,11.49
Hubert Davis,11.35
Jerome Williams,11.33
Dikembe Mutombo,11.24
Jon Barry,11.24
Steve Nash,11.23
Rodney Rogers,11.0
Alonzo Mourning,10.99
Terry Porter,10.97
Keon Clark,10.96
Danny Ferry,10.9
Eddie Robinson,10.89
Charlie Ward,10.87
Kelvin Cato,10.87
Jeff Hornacek,10.86
Ruben Patterson,10.86
Matt Bullard,10.8
Dan Majerle,10.76
Dell Curry,10.74
Terry Mills,10.68
Wally Szczerbiak,10.67
Walt Williams,10.66
Tracy Murray,10.63
John Stockton,10.57
Allan Houston,10.54
Reggie Miller,10.54
Dana Barros,10.5
Shandon Anderson,10.5
Aaron Williams,10.49
Carlos Rogers,10.49
Rasheed Wallace,10.47
Steven Smith,10.46
Greg Anthony,10.44
Rashard Lewis,10.42
Lindsey Hunter,10.41
Peja Stojakovic,10.41
Ray Allen,10.4
Clifford Robinson,10.32
Sam Perkins,10.32
Wesley Person,10.31
Travis Best,10.3
Clar. Weatherspoon,10.29
Dirk Nowitzki,10.29
David Robinson,10.25
Mario Elie,10.25
Pat Garrity,10.25
Bonzi Wells,10.24
Arvydas Sabonis,10.23
Bob Sura,10.23
James Posey,10.22
Karl Malone,10.21
Adonal Foyle,10.2
Andrew DeClercq,10.2
Chris Whitney,10.18
Mark Jackson,10.18
Kerry Kittles,10.17
Antonio Daniels,10.16
Antonio McDyess,10.16
Jahidi White,10.14
Kevin Garnett,10.14
Othella Harrington,10.14
Bryon Russell,10.13
George McCloud,10.13
Johnny Newman,10.12
Vlade Divac,10.11
Kurt Thomas,10.1
Tim Thomas,10.1
Jalen Rose,10.06
Dale Davis,10.04
Gary Payton,10.04
Grant Hill,10.04
Hersey Hawkins,10.04
Scottie Pippen,10.04
Glenn Robinson,10.03
Jaren Jackson,10.03
Theo Ratliff,10.03
Vitaly Potapenko,10.0
Scott Williams,9.98
Corliss Williamson,9.96
Bobby Phills,9.94
Eric Piatkowski,9.94
Anthony Peeler,9.93
Jamal Mashburn,9.92
Darrell Armstrong,9.89
Terrell Brandon,9.89
Greg Buckner,9.88
Vince Carter,9.88
Austin Croshere,9.86
Voshon Lenard,9.85
Anfernee Hardaway,9.84
Steve Francis,9.84
Chris Webber,9.82
Monty Williams,9.82
Brian Grant,9.81
Tim Duncan,9.81
Todd Day,9.81
Scott Burrell,9.8
Michael Finley,9.77
Dee Brown,9.76
Kobe Bryant,9.76
Charles Barkley,9.74
Tyrone Hill,9.74
Corey Maggette,9.71
Eddie Jones,9.7
Michael Dickerson,9.7
Paul Pierce,9.7
Cuttino Mobley,9.68
Rik Smits,9.68
Vinny Del Negro,9.68
Elton Brand,9.67
Kenny Anderson,9.67
Dennis Scott,9.65
Erick Strickland,9.65
Derrick Coleman,9.64
Malik Sealy,9.64
Mike Bibby,9.64
Shawn Bradley,9.63
Tom Gugliotta,9.63
Anthony Mason,9.6
Jason Caffey,9.6
P.J. Brown,9.6
Marcus Camby,9.58
Nick Anderson,9.58
Raef LaFrentz,9.58
Keith Van Horn,9.57
Rasho Nesterovic,9.57
Sam Cassell,9.57
Tony Battie,9.57
Lamond Murray,9.56
Larry Johnson,9.56
Christian Laettner,9.55
Damon Stoudamire,9.55
Shareef Abdur-Rahim,9.55
B.J. Armstrong,9.52
Corey Benjamin,9.52
George Lynch,9.52
Rodney Buford,9.52
Moochie Norris,9.51
Shawn Marion,9.5
Derek Anderson,9.47
Doug Christie,9.45
Antawn Jamison,9.44
Cedric Ceballos,9.44
David Wesley,9.44
Avery Johnson,9.43
Mitch Richmond,9.43
Glen Rice,9.41
Al Harrington,9.4
Chucky Atkins,9.4
John Wallace,9.39
Rick Fox,9.38
Lamar Odom,9.37
Lucious Harris,9.37
Luc Longley,9.34
Patrick Ewing,9.33
Eric Williams,9.32
Brad Miller,9.31
Bryce Drew,9.3
Jim Jackson,9.3
Maurice Taylor,9.3
Chris Childs,9.29
Chris Gatling,9.28
Joe Smith,9.26
Howard Eisley,9.24
Alan Henderson,9.23
Rex Chapman,9.22
Sam Mitchell,9.22
Tracy McGrady,9.22
Tim Hardaway,9.21
Hakeem Olajuwon,9.2
Juwan Howard,9.19
Aaron McKie,9.17
Bimbo Coles,9.17
Stephon Marbury,9.16
Andre Miller,9.14
Detlef Schrempf,9.14
Jason Terry,9.14
Jerry Stackhouse,9.14
Fred Hoiberg,9.13
Vin Baker,9.13
Matt Maloney,9.1
LaPhonso Ellis,9.09
Malik Rose,9.09
Baron Davis,9.07
Antoine Walker,9.06
Elliot Perry,9.06
Latrell Sprewell,9.06
Bryant Reeves,9.04
Michael Doleac,9.04
Chucky Brown,9.02
Jason Williams,9.02
Bobby Jackson,9.0
Mookie Blaylock,9.0
Horace Grant,8.97
Metta World Peace,8.97
Jeff McInnis,8.96
Allen Iverson,8.95
Tyrone Nesby,8.94
Richard Hamilton,8.93
Nick Van Exel,8.92
Elden Campbell,8.91
Isaiah Rider,8.91
Chris Anstey,8.9
Jamie Feick,8.9
Adrian Griffin,8.89
Matt Geiger,8.89
Vonteego Cummings,8.87
Jason Kidd,8.82
Tony Delk,8.8
Antonio Davis,8.79
Eric Snow,8.76
John Amaechi,8.76
Armen Gilliam,8.75
Chris Mills,8.75
Darrick Martin,8.75
Toni Kukoc,8.72
Michael Olowokandi,8.71
Alvin Williams,8.7
Ron Mercer,8.68
Billy Owens,8.67
Ron Harper,8.67
Troy Hudson,8.66
Ike Austin,8.63
John Starks,8.63
Rod Strickland,8.61
Terry Cummings,8.6
Kenny Thomas,8.59
Chris Carr,8.56
Tariq Abdul-Wahad,8.55
Kornel David,8.52
Robert Pack,8.51
Charles Oakley,8.5
Donyell Marshall,8.49
Eric Murdock,8.48
Kendall Gill,8.46
Dedric Willoughby,8.43
Dion Glover,8.41
Shawn Kemp,8.38
Larry Hughes,8.31
Brevin Knight,8.3
Kevin Willis,8.3
Vernon Maxwell,8.24
Sam Mack,8.23
Mark Davis,8.17
Derek Fisher,8.14
Erick Dampier,8.09
Shammond Williams,8.02
Anthony Carter,8.0
Roshown McLeod,7.85
Cedric Henderson,7.75
Randy Brown,7.3
