PLAYER,ESV
DeAndre Jordan,14.38
Rudy Gobert,13.17
Montrezl Harrell,13.15
Clint Capela,12.87
Dwight Howard,12.71
Kyle Korver,12.43
Nene,12.4
Otto Porter Jr.,12.2
Andre Iguodala,12.18
Tristan Thompson,12.08
Nikola Jokic,12.07
Nerlens Noel,11.98
Kevin Durant,11.89
LeBron James,11.89
Richaun Holmes,11.86
Channing Frye,11.8
David Lee,11.78
Gary Harris,11.78
Joe Ingles,11.72
Tony Snell,11.72
Stephen Curry,11.7
Marcin Gortat,11.62
Dante Cunningham,11.59
Mike Muscala,11.59
Kelly Olynyk,11.58
Seth Curry,11.58
Karl-Anthony Towns,11.53
Jae Crowder,11.47
Steven Adams,11.46
Allen Crabbe,11.43
Cody Zeller,11.43
Anthony Tolliver,11.41
Kyle Lowry,11.4
Darrell Arthur,11.35
Bradley Beal,11.34
Klay Thompson,11.32
Jared Dudley,11.29
CJ Miles,11.23
Ian Clark,11.21
Nick Young,11.2
Thaddeus Young,11.19
Patty Mills,11.16
George Hill,11.14
Chris Paul,11.13
Hassan Whiteside,11.13
Jonas Valanciunas,11.13
Michael Beasley,11.12
Maurice Harkless,11.11
JaMychal Green,11.09
Kosta Koufos,11.05
Pau Gasol,11.03
JJ Redick,11.02
Wayne Ellington,11.01
Mike Conley,11.0
Ryan Anderson,11.0
Sam Dekker,10.99
Kenneth Faried,10.96
CJ McCollum,10.94
Enes Kanter,10.93
Isaiah Thomas,10.92
Marreese Speights,10.92
Serge Ibaka,10.9
Skal Labissiere,10.89
Joe Harris,10.88
Giannis Antetokounmpo,10.86
Zach LaVine,10.86
Larry Nance Jr.,10.83
Mason Plumlee,10.83
Kawhi Leonard,10.81
James Johnson,10.78
Tim Hardaway Jr.,10.77
Gordon Hayward,10.74
Kyrie Irving,10.73
Greg Monroe,10.7
Trevor Booker,10.7
Courtney Lee,10.69
Spencer Hawes,10.69
Willy Hernangomez,10.69
Alex Abrines,10.68
Myles Turner,10.68
Tobias Harris,10.67
Avery Bradley,10.66
Bobby Portis,10.66
Jabari Parker,10.66
Paul George,10.66
Terrence Ross,10.66
Andre Drummond,10.65
Jameer Nelson,10.64
Brook Lopez,10.63
James Ennis III,10.63
Danilo Gallinari,10.62
Willie Cauley-Stein,10.61
Bojan Bogdanovic,10.6
Caris LeVert,10.6
Justin Hamilton,10.6
Darren Collison,10.59
Justin Holiday,10.59
Ivica Zubac,10.57
Eric Gordon,10.56
Kemba Walker,10.56
Goran Dragic,10.55
Al Horford,10.54
Trevor Ariza,10.54
Danny Green,10.53
James Harden,10.53
Doug McDermott,10.51
Buddy Hield,10.47
Kyle O'Quinn,10.45
Shabazz Muhammad,10.45
Patrick Patterson,10.44
Patrick Beverley,10.43
E'Twaun Moore,10.42
Austin Rivers,10.4
Nikola Mirotic,10.4
Wilson Chandler,10.4
Jodie Meeks,10.39
