PLAYER,ESV
Marko Jaric,9.52
Tracy McGrady,9.5
Jamaal Tinsley,9.48
Jason Kidd,9.47
Rasheed Wallace,9.47
Gordan Giricek,9.46
Earl Watson,9.45
Bonzi Wells,9.43
Chris Bosh,9.43
Kenny Thomas,9.43
Kurt Thomas,9.42
Lorenzen Wright,9.42
Malik Allen,9.42
Rasual Butler,9.42
Nick Van Exel,9.41
Alonzo Mourning,9.4
Damon Stoudamire,9.4
Zydrunas Ilgauskas,9.39
Al Harrington,9.38
Corliss Williamson,9.38
David Wesley,9.38
Juan Dixon,9.38
Baron Davis,9.36
Stephen Jackson,9.36
Antawn Jamison,9.35
Damien Wilkins,9.35
Derek Fisher,9.35
Jason Kapono,9.35
Marcus Camby,9.35
Caron Butler,9.34
Marc Jackson,9.32
Troy Hudson,9.31
Derek Anderson,9.3
Gerald Wallace,9.28
Antoine Walker,9.25
Dan Dickau,9.24
Kirk Hinrich,9.24
Rasho Nesterovic,9.23
Jeff McInnis,9.22
Predrag Drobnjak,9.22
Antonio Davis,9.21
Kwame Brown,9.2
Mo Williams,9.2
Corey Maggette,9.17
Maurice Taylor,9.17
Josh Smith,9.16
Larry Hughes,9.16
Luol Deng,9.16
Rodney White,9.15
David West,9.13
Marcus Fizer,9.13
Kareem Rush,9.12
Richard Hamilton,9.12
Michael Olowokandi,9.11
Ben Wallace,9.1
Ira Newble,9.1
Eddie Griffin,9.09
Travis Best,9.09
Allen Iverson,9.07
Jermaine O'Neal,9.06
Clifford Robinson,9.05
Latrell Sprewell,9.05
Anfernee Hardaway,9.02
Juwan Howard,9.02
Luke Ridnour,9.02
Stromile Swift,9.01
JR Smith,8.99
Jiri Welsch,8.99
Malik Rose,8.99
Richard Jefferson,8.99
Zach Randolph,8.98
Carmelo Anthony,8.97
Chris Duhon,8.97
Earl Boykins,8.97
Kirk Snyder,8.95
Emeka Okafor,8.93
P.J. Brown,8.9
Troy Murphy,8.9
Desmond Mason,8.89
Marquis Daniels,8.88
Robert Traylor,8.85
DeShawn Stevenson,8.84
Rick Brunson,8.83
Jerry Stackhouse,8.81
James Posey,8.79
Steve Francis,8.76
Chris Webber,8.75
Rodney Rogers,8.69
Brian Scalabrine,8.68
Jamaal Magloire,8.64
Jannero Pargo,8.61
Melvin Ely,8.6
Speedy Claxton,8.59
Jarvis Hayes,8.56
Tom Gugliotta,8.56
Howard Eisley,8.55
Brevin Knight,8.53
Keith Bogans,8.53
Matt Carroll,8.52
Austin Croshere,8.51
Brian Cardinal,8.49
Andres Nocioni,8.39
Rodney Buford,8.39
Jason Collins,8.34
Doug Christie,8.26
Sebastian Telfair,8.24
Shaun Livingston,8.24
Willie Green,8.24
Flip Murray,8.17
Erick Strickland,8.11
Carlos Arroyo,8.1
Keith McLeod,7.51
Junior Harrington,7.35
Matt Freije,7.09
