PLAYER,ESV
Tyronn Lue,9.85
Lamond Murray,9.84
Corey Maggette,9.81
Erick Strickland,9.8
Ricky Davis,9.8
Antonio Daniels,9.79
Gary Payton,9.79
Jerome Williams,9.79
Allan Houston,9.78
Shawn Marion,9.76
Calbert Cheaney,9.74
Jumaine Jones,9.74
Jalen Rose,9.72
Kevin Garnett,9.71
Tracy McGrady,9.71
Vin Baker,9.71
Elden Campbell,9.7
Tim Thomas,9.7
Jim Jackson,9.68
Robert Horry,9.68
Shane Battier,9.68
Avery Johnson,9.66
Baron Davis,9.66
Devean George,9.66
DerMarr Johnson,9.65
Lee Nailon,9.65
Darius Miles,9.64
Keith Van Horn,9.63
Stromile Swift,9.63
Jermaine O'Neal,9.6
Jonathan Bender,9.6
Kobe Bryant,9.6
Mike Bibby,9.58
Derek Anderson,9.57
Clifford Robinson,9.55
Rick Fox,9.54
Al Harrington,9.53
Dell Curry,9.53
Jake Tsakalidis,9.51
Kenny Thomas,9.51
Vlade Divac,9.51
Vince Carter,9.5
P.J. Brown,9.49
Antawn Jamison,9.48
Chris Mills,9.47
Desmond Mason,9.47
Kenyon Martin,9.45
Trenton Hassell,9.45
Troy Hudson,9.45
Matt Harpring,9.44
Austin Croshere,9.42
Brian Grant,9.41
Christian Laettner,9.41
Voshon Lenard,9.41
Courtney Alexander,9.4
Hedo Turkoglu,9.4
Toni Kukoc,9.39
Bob Sura,9.38
Shareef Abdur-Rahim,9.38
Tony Parker,9.38
Andrei Kirilenko,9.37
Stephon Marbury,9.37
Tim Hardaway,9.37
Derrick Coleman,9.35
Eddie House,9.35
Eddie Robinson,9.35
Richard Jefferson,9.34
Lindsey Hunter,9.33
Hakeem Olajuwon,9.32
Andre Miller,9.31
Charles Smith,9.3
LaPhonso Ellis,9.3
Malik Rose,9.29
Jason Richardson,9.28
Predrag Drobnjak,9.27
Damon Stoudamire,9.25
Dana Barros,9.23
Bruce Bowen,9.22
Metta World Peace,9.22
Lorenzen Wright,9.21
Nazr Mohammed,9.21
Juwan Howard,9.2
Antoine Walker,9.19
Joe Johnson,9.17
Nick Van Exel,9.17
Karl Malone,9.13
Scottie Pippen,9.11
Latrell Sprewell,9.1
Travis Best,9.09
Dion Glover,9.08
Rod Strickland,9.05
Steve Francis,9.05
Tyrone Nesby,9.02
Bryon Russell,9.01
A.J. Guyton,8.98
Marcus Camby,8.98
Rodney Buford,8.98
Jeff McInnis,8.97
Oscar Torres,8.96
Alvin Williams,8.95
Jason Kidd,8.95
David Wesley,8.94
Jason Williams,8.93
Richard Hamilton,8.91
Popeye Jones,8.9
Eric Snow,8.88
Glen Rice,8.88
Adonal Foyle,8.87
Patrick Ewing,8.87
Marcus Fizer,8.83
Tony Delk,8.82
Chris Gatling,8.81
Kenny Anderson,8.81
Lamar Odom,8.81
Kevin Willis,8.78
Eddie Griffin,8.73
Erick Dampier,8.73
Jamal Mashburn,8.72
Larry Hughes,8.72
Rusty LaRue,8.7
Emanual Davis,8.67
Michael Olowokandi,8.66
Shawn Kemp,8.65
Greg Anthony,8.64
Jerry Stackhouse,8.63
Anfernee Hardaway,8.62
Grant Long,8.61
Moochie Norris,8.61
Danny Fortson,8.58
Terrell Brandon,8.58
Antonio Davis,8.53
Brevin Knight,8.51
Tom Gugliotta,8.51
Chris Mihm,8.49
James Posey,8.48
Zydrunas Ilgauskas,8.46
Allen Iverson,8.45
Troy Murphy,8.43
Will Solomon,8.39
Michael Jordan,8.38
Clar. Weatherspoon,8.36
John Starks,8.35
Mengke Bateer,8.35
George McCloud,8.22
Ron Mercer,8.19
Jamaal Tinsley,8.17
Eric Williams,8.09
Speedy Claxton,8.08
Scott Williams,8.02
Tyrone Hill,7.84
Kendall Gill,7.75
Kenny Satterfield,7.73
DeShawn Stevenson,7.71
Tariq Abdul-Wahad,7.6
Anthony Carter,7.03
