PLAYER,ESV
Clint Capela,13.06
DeAndre Jordan,12.84
Montrezl Harrell,12.72
Dwight Powell,12.69
Anthony Tolliver,12.63
Steven Adams,12.6
Kyle Korver,12.58
Stephen Curry,12.46
Rudy Gobert,12.43
Joe Harris,12.25
Joe Ingles,12.18
Reggie Bullock,12.1
Darius Miller,11.99
Jarrett Allen,11.95
Karl-Anthony Towns,11.94
Enes Kanter,11.87
Mike Scott,11.86
John Collins,11.85
Jonas Valanciunas,11.85
Tomas Satoransky,11.82
LeBron James,11.79
Kevin Durant,11.76
Klay Thompson,11.73
E'Twaun Moore,11.72
Kyle O'Quinn,11.71
Larry Nance Jr.,11.71
Kelly Olynyk,11.65
Otto Porter Jr.,11.63
Taj Gibson,11.63
Maurice Harkless,11.58
Tyler Zeller,11.58
David West,11.57
Dewayne Dedmon,11.54
Quinn Cook,11.52
John Henson,11.5
Darren Collison,11.49
Davis Bertans,11.49
Luc Mbah a Moute,11.49
Derrick Favors,11.45
Gary Harris,11.43
JJ Redick,11.43
Chandler Parsons,11.42
Josh Hart,11.42
Wayne Ellington,11.42
Jerami Grant,11.41
Kosta Koufos,11.41
Marvin Williams,11.39
Trey Lyles,11.38
Troy Daniels,11.37
Alex Len,11.35
Kyrie Irving,11.35
Greg Monroe,11.31
Ryan Anderson,11.3
Bojan Bogdanovic,11.29
Julius Randle,11.29
Doug McDermott,11.24
Tony Snell,11.21
Nemanja Bjelica,11.2
D.J. Augustin,11.16
Thabo Sefolosha,11.16
Mike Muscala,11.14
Trey Burke,11.14
Al Horford,11.13
Nikola Jokic,11.13
Dwight Howard,11.11
Chris Paul,11.06
Anthony Davis,11.04
Ben Simmons,11.04
Kyle Lowry,11.04
Serge Ibaka,11.03
Kevin Love,11.02
Dirk Nowitzki,11.0
Malcolm Brogdon,11.0
James Johnson,10.99
Kyle Anderson,10.98
Nikola Mirotic,10.94
T.J. McConnell,10.91
Trevor Ariza,10.91
Buddy Hield,10.87
Gerald Green,10.87
Giannis Antetokounmpo,10.86
Jrue Holiday,10.86
Nick Young,10.86
Eric Gordon,10.83
George Hill,10.83
Dario Saric,10.82
Jaylen Brown,10.82
James Ennis III,10.81
James Harden,10.81
Marco Belinelli,10.79
Markieff Morris,10.79
Milos Teodosic,10.79
Hassan Whiteside,10.78
Pascal Siakam,10.78
Eric Bledsoe,10.76
Jayson Tatum,10.76
Victor Oladipo,10.76
Evan Fournier,10.75
Robert Covington,10.74
Brook Lopez,10.71
Tobias Harris,10.71
Robin Lopez,10.68
Bogdan Bogdanovic,10.67
Dante Cunningham,10.67
Delon Wright,10.66
Allen Crabbe,10.65
DeMarcus Cousins,10.65
Fred VanVleet,10.65
Jabari Parker,10.63
Jamal Murray,10.63
Andre Drummond,10.62
Domantas Sabonis,10.6
Ersan Ilyasova,10.6
Al Jefferson,10.59
Courtney Lee,10.59
Will Barton,10.57
Bradley Beal,10.56
Luke Kennard,10.56
Michael Beasley,10.56
Kyle Kuzma,10.55
Kentavious Caldwell-Pope,10.54
J.J. Barea,10.51
Jeff Green,10.51
Myles Turner,10.5
Trevor Booker,10.49
JR Smith,10.48
Marreese Speights,10.48
Patty Mills,10.48
Khris Middleton,10.47
Paul George,10.46
Wayne Selden,10.46
Josh Richardson,10.44
Thaddeus Young,10.44
Tyreke Evans,10.44
Yogi Ferrell,10.42
Bobby Portis,10.41
Tyler Johnson,10.41
Jerryd Bayless,10.4
CJ Miles,10.39
Damian Lillard,10.39
Draymond Green,10.39
LaMarcus Aldridge,10.39
Kemba Walker,10.38
PJ Tucker,10.38
Lauri Markkanen,10.37
Marcin Gortat,10.36
Wesley Matthews,10.35
Wilson Chandler,10.35
Denzel Valentine,10.34
Rajon Rondo,10.34
Troy Williams,10.32
Elfrid Payton,10.31
Taurean Prince,10.31
Bryn Forbes,10.3
Jeremy Lamb,10.3
Justin Anderson,10.3
Mario Hezonja,10.3
Rodney Hood,10.3
Jimmy Butler,10.28
Joel Embiid,10.27
Ian Clark,10.25
Devin Harris,10.24
Justin Jackson,10.24
Nikola Vucevic,10.24
Jonathon Simmons,10.23
Paul Millsap,10.23
Rudy Gay,10.23
Garrett Temple,10.22
Jordan Clarkson,10.2
Dragan Bender,10.18
Austin Rivers,10.15
Zach Randolph,10.15
Danuel House Jr.,10.14
DeMarre Carroll,10.14
Donovan Mitchell,10.14
Ish Smith,10.14
T.J. Warren,10.14
CJ McCollum,10.13
Manu Ginobili,10.12
Marcus Morris,10.12
Vince Carter,10.11
Michael Kidd-Gilchrist,10.1
Willie Cauley-Stein,10.1
Dillon Brooks,10.09
Jusuf Nurkic,10.09
Lou Williams,10.09
Luke Kornet,10.09
Devin Booker,10.07
Frank Kaminsky,10.05
Goran Dragic,10.05
Al-Farouq Aminu,10.04
Shaquille Harrison,10.03
Aaron Gordon,10.02
JaMychal Green,10.0
Kent Bazemore,10.0
Brandon Ingram,9.98
Tim Hardaway Jr.,9.98
Jeff Teague,9.97
Ben McLemore,9.95
David Nwaba,9.94
Shabazz Napier,9.93
Harrison Barnes,9.91
Quincy Acy,9.91
Blake Griffin,9.88
Wesley Johnson,9.88
Caris LeVert,9.87
Terry Rozier,9.86
C.J. Williams,9.85
Jodie Meeks,9.85
Pau Gasol,9.84
Kristaps Porzingis,9.81
Raymond Felton,9.81
Danny Green,9.79
DeMar DeRozan,9.78
Jamal Crawford,9.78
Nicolas Batum,9.76
Shelvin Mack,9.76
Jae Crowder,9.74
Cameron Payne,9.72
Langston Galloway,9.71
Terrence Ross,9.69
Evan Turner,9.68
Rondae Hollis-Jefferson,9.65
Lance Stephenson,9.63
Andrew Wiggins,9.62
Jarell Martin,9.62
Marquese Chriss,9.62
Cory Joseph,9.61
D'Angelo Russell,9.61
Kelly Oubre Jr.,9.61
Justise Winslow,9.59
Jerian Grant,9.58
Aron Baynes,9.57
Ricky Rubio,9.54
Russell Westbrook,9.54
Carmelo Anthony,9.53
Justin Holiday,9.53
Timothe Luwawu-Cabarrot,9.52
Andrew Harrison,9.51
Avery Bradley,9.51
Tyler Dorsey,9.51
Tony Parker,9.5
Reggie Jackson,9.49
Skal Labissiere,9.48
Jameer Nelson,9.47
Marc Gasol,9.47
Danilo Gallinari,9.46
Dennis Schroder,9.43
Norman Powell,9.42
Spencer Dinwiddie,9.41
John Wall,9.4
Alec Burks,9.35
Malcolm Delaney,9.34
Tyrone Wallace,9.31
Isaiah Canaan,9.3
Dorian Finney-Smith,9.29
Malik Monk,9.29
Dion Waiters,9.26
Joe Johnson,9.26
Kris Dunn,9.26
Dwyane Wade,9.24
Kobi Simmons,9.24
Myke Henry,9.21
DeAndre' Bembry,9.2
Jarrett Jack,9.14
Sean Kilpatrick,9.14
Derrick Rose,9.12
Dwight Buycks,9.11
Dejounte Murray,9.08
Josh Jackson,8.98
Mario Chalmers,8.98
Dennis Smith Jr.,8.95
Johnny O'Bryant III,8.88
Marcus Smart,8.88
Isaiah Taylor,8.87
Zach LaVine,8.85
De'Aaron Fox,8.83
Lonzo Ball,8.82
Isaiah Thomas,8.79
Emmanuel Mudiay,8.77
Stanley Johnson,8.74
Jonathan Isaac,8.72
Mike James,8.57
Tyler Ulis,8.56
Frank Mason,8.47
Frank Ntilikina,8.42
Jawun Evans,7.71
