PLAYER,ESV
Bryant Stith,8.77
Clifford Robinson,8.76
Sam Mack,8.76
Kenny Anderson,8.75
Jerome Kersey,8.74
Sean Elliott,8.74
Anthony Peeler,8.73
Antoine Walker,8.73
Carl Herrera,8.71
Donyell Marshall,8.71
Jerry Stackhouse,8.69
Chris Robinson,8.63
Kevin Edwards,8.62
Terry Dehere,8.62
Erick Strickland,8.6
Damon Stoudamire,8.56
Wayman Tisdale,8.51
Jason Kidd,8.47
Malik Sealy,8.47
Jamal Mashburn,8.44
Bimbo Coles,8.42
Darrell Armstrong,8.42
Pooh Richardson,8.36
Hubert Davis,8.3
Dee Brown,8.28
Lawrence Moten,8.25
Vernon Maxwell,8.25
Blue Edwards,8.19
Jayson Williams,8.16
Robert Pack,8.14
Derrick McKey,8.02
Sharone Wright,7.98
Xavier McDaniel,7.96
Brian Shaw,7.75
Willie Burton,7.75
Tyus Edney,7.65
Lloyd Daniels,7.02
