PLAYER,ESV
Brent Barry,12.5
Tyson Chandler,12.47
Steve Nash,12.29
Walter Herrmann,12.21
Mikki Moore,12.18
Dwight Howard,12.06
Andris Biedrins,12.02
David Lee,12.02
Jason Kapono,11.94
Kwame Brown,11.83
Shaquille O'Neal,11.78
Amar'e Stoudemire,11.55
Eddy Curry,11.51
Bostjan Nachbar,11.41
Nene,11.41
Luther Head,11.39
Mickael Pietrus,11.35
Shane Battier,11.34
Leandro Barbosa,11.33
Anthony Parker,11.28
Andrew Bynum,11.27
Shawn Marion,11.26
Carlos Boozer,11.23
Jason Terry,11.2
Mike Miller,11.2
Alonzo Mourning,11.19
Andrew Bogut,11.09
JR Smith,11.08
Boris Diaw,11.07
Jose Calderon,11.04
Rasho Nesterovic,11.0
Ruben Patterson,11.0
Ime Udoka,10.97
Tim Duncan,10.92
Trevor Ariza,10.86
James Posey,10.85
Pau Gasol,10.83
Raja Bell,10.83
Samuel Dalembert,10.83
Andres Nocioni,10.8
Craig Smith,10.79
Manu Ginobili,10.78
Morris Peterson,10.76
Rashard Lewis,10.73
Kevin Martin,10.7
Gordan Giricek,10.68
Chris Wilcox,10.66
Emeka Okafor,10.66
Elton Brand,10.64
Dirk Nowitzki,10.62
Josh Childress,10.6
Kelenna Azubuike,10.57
Tony Allen,10.56
Tony Parker,10.56
Antonio McDyess,10.54
Nenad Krstic,10.54
JJ Redick,10.51
Gerald Wallace,10.48
Joe Johnson,10.48
Danny Granger,10.47
Hakim Warrick,10.47
Michael Redd,10.47
Ricky Davis,10.47
Anthony Roberson,10.45
Donyell Marshall,10.45
Mehmet Okur,10.44
Derek Anderson,10.43
Matt Carroll,10.43
Eddie House,10.42
Matt Barnes,10.42
Eddie Jones,10.41
Darius Songaila,10.4
Kyle Korver,10.39
Luol Deng,10.39
Luke Walton,10.38
Al Harrington,10.36
Grant Hill,10.36
Yao Ming,10.36
Nate Robinson,10.35
Chucky Atkins,10.34
Johan Petro,10.31
Sasha Pavlovic,10.31
Al Jefferson,10.3
Kirk Hinrich,10.28
Mark Blount,10.28
Ben Gordon,10.26
Damon Jones,10.26
Brian Cook,10.23
DeShawn Stevenson,10.23
Devin Harris,10.23
Lamar Odom,10.23
Antawn Jamison,10.22
Tim Thomas,10.22
Ray Allen,10.21
Corliss Williamson,10.2
Andrea Bargnani,10.19
Charlie Villanueva,10.19
Linas Kleiza,10.19
Quentin Richardson,10.16
LeBron James,10.15
Troy Murphy,10.15
Smush Parker,10.13
LaMarcus Aldridge,10.12
Rodney Carney,10.11
Sean May,10.08
Bruce Bowen,10.07
Josh Howard,10.05
Paul Pierce,10.05
Vince Carter,10.05
Charlie Bell,10.04
Chris Bosh,10.04
Francisco Garcia,10.04
Jarrett Jack,10.04
Jason Williams,10.04
Kobe Bryant,10.04
Chris Duhon,10.03
Dwyane Wade,10.03
Matt Harpring,10.03
Nick Collison,10.02
Tayshaun Prince,10.02
Martell Webster,10.01
Devin Brown,9.99
Cuttino Mobley,9.97
Deron Williams,9.95
Monta Ellis,9.9
Trenton Hassell,9.9
John Salmons,9.89
Richard Jefferson,9.89
Chauncey Billups,9.88
Vladimir Radmanovic,9.88
Brandon Roy,9.87
Mike Dunleavy,9.87
Jason Richardson,9.85
Michael Finley,9.83
Tony Battie,9.81
Carmelo Anthony,9.8
Udonis Haslem,9.79
Andrei Kirilenko,9.77
Salim Stoudamire,9.77
Richard Hamilton,9.76
Gerald Green,9.74
Rasual Butler,9.74
Zydrunas Ilgauskas,9.74
Randy Foye,9.72
Stephen Jackson,9.72
Hedo Turkoglu,9.7
Metta World Peace,9.7
Mo Williams,9.7
David West,9.69
Gilbert Arenas,9.69
Baron Davis,9.68
Allan Ray,9.67
Juan Dixon,9.67
Kevin Garnett,9.67
Jorge Garbajosa,9.66
Rasheed Wallace,9.66
Steve Blake,9.66
Stephon Marbury,9.64
Earl Boykins,9.63
Mike James,9.63
Maurice Evans,9.59
Tarence Kinsey,9.58
Mike Bibby,9.57
Damien Wilkins,9.56
Sarunas Jasikevicius,9.56
Ryan Gomes,9.55
Dahntay Jones,9.54
Jerry Stackhouse,9.53
Drew Gooden,9.51
Jason Kidd,9.51
Marcus Camby,9.51
Shareef Abdur-Rahim,9.5
Wally Szczerbiak,9.49
Delonte West,9.48
James Jones,9.48
Tracy McGrady,9.48
Zaza Pachulia,9.48
Andre Miller,9.46
Zach Randolph,9.46
Caron Butler,9.45
Jarvis Hayes,9.45
Andre Iguodala,9.44
Devean George,9.44
Steve Francis,9.43
Shaun Livingston,9.4
Jannero Pargo,9.39
Tyronn Lue,9.39
Luke Ridnour,9.37
Marquis Daniels,9.36
Rafer Alston,9.36
Jameer Nelson,9.34
Allen Iverson,9.33
Chris Paul,9.32
Corey Maggette,9.32
Juwan Howard,9.28
Stromile Swift,9.28
Jason Hart,9.25
Rudy Gay,9.23
Damon Stoudamire,9.22
Jamal Crawford,9.21
Antoine Walker,9.18
