PLAYER,ESV
Brent Barry,12.57
Danny Ferry,11.68
Matt Bullard,11.48
Shaquille O'Neal,11.44
Ray Allen,11.17
John Stockton,11.16
Terry Porter,11.1
Rashard Lewis,11.0
Eddie Robinson,10.91
Fred Hoiberg,10.91
Hubert Davis,10.9
Steve Nash,10.87
Bonzi Wells,10.86
Toni Kukoc,10.83
Rick Fox,10.81
Shammond Williams,10.74
Dirk Nowitzki,10.73
Tony Battie,10.68
Peja Stojakovic,10.63
Antonio Daniels,10.61
Eric Piatkowski,10.58
Donyell Marshall,10.54
Mike Miller,10.48
Wally Szczerbiak,10.48
Dell Curry,10.45
Marcus Camby,10.45
Rasheed Wallace,10.44
Sean Elliott,10.38
Trajan Langdon,10.37
Aaron McKie,10.26
Bryon Russell,10.26
Reggie Miller,10.26
Kurt Thomas,10.25
Charlie Ward,10.24
Steven Smith,10.19
Vince Carter,10.19
Christian Laettner,10.18
Emanual Davis,10.18
Steve Francis,10.18
Raef LaFrentz,10.17
Ron Harper,10.17
Damon Jones,10.12
Darius Miles,10.12
Scottie Pippen,10.11
Corliss Williamson,10.08
Tim Duncan,10.07
Tim Thomas,10.07
Eddie Jones,10.06
Paul Pierce,10.06
Dale Davis,10.04
Clar. Weatherspoon,10.02
Glen Rice,10.02
Mike Bibby,10.01
Hakeem Olajuwon,9.99
Jahidi White,9.99
Dana Barros,9.98
Mahmoud Abdul-Rauf,9.98
Theo Ratliff,9.98
Karl Malone,9.97
Anthony Peeler,9.96
Danny Manning,9.96
Olden Polynice,9.95
Wesley Person,9.95
Lamar Odom,9.94
Larry Robinson,9.94
Matt Maloney,9.94
Ruben Patterson,9.94
Antonio McDyess,9.9
Shawn Bradley,9.89
Walt Williams,9.88
Quentin Richardson,9.87
Ben Wallace,9.86
Chauncey Billups,9.86
Shawn Marion,9.82
Jeff McInnis,9.81
Michael Finley,9.8
Allan Houston,9.78
Glenn Robinson,9.78
Gary Payton,9.77
Othella Harrington,9.77
Jason Caffey,9.76
Sam Cassell,9.76
Maurice Taylor,9.75
Chris Whitney,9.74
Morris Peterson,9.73
Shandon Anderson,9.73
David Robinson,9.72
Zydrunas Ilgauskas,9.72
Voshon Lenard,9.71
Dikembe Mutombo,9.7
Kobe Bryant,9.7
Cedric Ceballos,9.69
Tim Hardaway,9.69
Vlade Divac,9.69
Kevin Garnett,9.68
Stephon Marbury,9.67
Darrell Armstrong,9.66
Keon Clark,9.66
Anthony Mason,9.65
Jason Williams,9.65
Keith Van Horn,9.65
A.J. Guyton,9.64
Arvydas Sabonis,9.64
Chris Webber,9.63
Mark Jackson,9.63
Corey Maggette,9.62
Jalen Rose,9.61
Jason Terry,9.61
Bobby Jackson,9.6
Juwan Howard,9.6
Brian Grant,9.58
Damon Stoudamire,9.58
Lindsey Hunter,9.58
Antoine Walker,9.56
Bryant Stith,9.56
Derek Fisher,9.56
Rodney Buford,9.55
Elton Brand,9.54
Pat Garrity,9.54
Scott Williams,9.53
Shareef Abdur-Rahim,9.53
Tracy McGrady,9.52
Vitaly Potapenko,9.51
Nazr Mohammed,9.49
Nick Van Exel,9.48
Chris Gatling,9.47
Felipe Lopez,9.47
Marc Jackson,9.47
Stephen Jackson,9.46
Tyrone Hill,9.46
Baron Davis,9.44
Cuttino Mobley,9.44
Howard Eisley,9.44
Moochie Norris,9.44
LaPhonso Ellis,9.42
Scot Pollard,9.42
Chris Crawford,9.4
Derek Anderson,9.39
James Posey,9.39
Kenny Thomas,9.38
Lucious Harris,9.34
Andre Miller,9.32
Eddie House,9.32
Horace Grant,9.3
Tracy Murray,9.3
Chucky Atkins,9.29
Terrell Brandon,9.29
Travis Best,9.29
Matt Harpring,9.28
Robert Horry,9.28
David Wesley,9.26
Jermaine O'Neal,9.26
Johnny Newman,9.26
Isaiah Rider,9.24
Bryant Reeves,9.23
Clifford Robinson,9.22
Rodney Rogers,9.2
Michael Dickerson,9.19
Aaron Williams,9.18
Lamond Murray,9.17
Antawn Jamison,9.15
Doug Christie,9.15
Jerome Williams,9.14
George Lynch,9.13
Larry Johnson,9.13
Avery Johnson,9.09
Brian Shaw,9.07
Bruce Bowen,9.07
Richard Hamilton,9.07
Ron Mercer,9.05
Dan Majerle,9.04
Alvin Williams,9.03
Jamal Mashburn,9.03
John Starks,9.02
Lorenzen Wright,9.0
Mitch Richmond,9.0
Desmond Mason,8.99
Kenyon Martin,8.98
Allen Iverson,8.95
P.J. Brown,8.95
Latrell Sprewell,8.94
Al Harrington,8.92
Austin Croshere,8.92
Mookie Blaylock,8.92
Bryce Drew,8.91
Jerry Stackhouse,8.91
Tony Delk,8.91
Malik Rose,8.89
Jason Kidd,8.88
Greg Buckner,8.87
Kevin Willis,8.87
Alan Henderson,8.86
Chris Mihm,8.86
George McCloud,8.84
Marcus Fizer,8.79
Roshown McLeod,8.79
Elden Campbell,8.78
Bob Sura,8.77
Robert Pack,8.74
Anthony Goldwire,8.71
Brad Miller,8.7
Grant Long,8.69
Michael Olowokandi,8.69
Dion Glover,8.68
Antonio Davis,8.67
Metta World Peace,8.65
Jamal Crawford,8.63
Patrick Ewing,8.63
Chris Mullin,8.6
Courtney Alexander,8.59
John Wallace,8.58
Rod Strickland,8.58
DerMarr Johnson,8.52
Eric Snow,8.52
Vin Baker,8.48
Doug Overton,8.45
Michael Doleac,8.41
Eric Williams,8.4
Anthony Carter,8.36
Derrick Coleman,8.35
Adonal Foyle,8.33
Sherman Douglas,8.32
Khalid El-Amin,8.31
Shawn Kemp,8.27
Kenny Anderson,8.23
Mateen Cleaves,8.13
Joe Smith,8.1
Erick Dampier,8.06
Tyrone Nesby,8.05
Jim Jackson,8.03
Corey Benjamin,8.0
John Amaechi,7.99
Tom Gugliotta,7.98
Vernon Maxwell,7.92
Vonteego Cummings,7.91
Larry Hughes,7.83
Charles Oakley,7.82
Matt Geiger,7.79
Billy Owens,7.76
Chris Porter,7.75
Erick Strickland,7.58
Brevin Knight,7.54
Troy Hudson,7.35
Ike Austin,7.32
Kendall Gill,6.74
