PLAYER,ESV
Shaquille O'Neal,13.25
Tyson Chandler,13.04
Nene,12.37
Matt Bonner,12.15
Dwight Howard,11.92
Arron Afflalo,11.7
Josh McRoberts,11.64
Chris Wilcox,11.6
Richard Jefferson,11.6
Ray Allen,11.57
Andrew Bynum,11.55
Ed Davis,11.52
Emeka Okafor,11.49
Lamar Odom,11.42
Landry Fields,11.41
Peja Stojakovic,11.4
Amir Johnson,11.34
Marcin Gortat,11.29
Reggie Williams,11.28
Patrick Patterson,11.25
Jared Dudley,11.23
Mike Bibby,11.23
Mike Dunleavy,11.22
Al Horford,11.14
Gary Neal,11.1
Ryan Anderson,11.09
Stephen Curry,11.09
Ty Lawson,11.08
JaVale McGee,11.07
Shane Battier,11.06
Paul Pierce,11.0
Greg Monroe,10.99
Jodie Meeks,10.96
Dirk Nowitzki,10.94
Beno Udrih,10.9
Thaddeus Young,10.9
Kyle Korver,10.89
DeShawn Stevenson,10.88
Serge Ibaka,10.88
Shawne Williams,10.86
Steve Nash,10.86
Boris Diaw,10.85
LeBron James,10.84
Martell Webster,10.82
Anthony Morrow,10.81
JJ Redick,10.76
Jason Richardson,10.76
Paul Millsap,10.75
Hedo Turkoglu,10.73
Channing Frye,10.71
Matt Barnes,10.69
Marco Belinelli,10.65
Nicolas Batum,10.64
Anderson Varejao,10.63
Charlie Villanueva,10.63
Tony Parker,10.62
Luke Ridnour,10.61
Wesley Matthews,10.6
Pau Gasol,10.59
Chuck Hayes,10.58
Kevin Garnett,10.56
Marc Gasol,10.56
Francisco Garcia,10.55
Joakim Noah,10.53
Kris Humphries,10.52
Dwyane Wade,10.46
Nazr Mohammed,10.46
James Harden,10.42
Shawn Marion,10.42
Chauncey Billups,10.39
Delonte West,10.39
Kwame Brown,10.38
Derrick Favors,10.36
Jameer Nelson,10.36
JR Smith,10.35
Tony Allen,10.35
George Hill,10.34
Brandon Bass,10.32
Jermaine Taylor,10.32
Brandon Rush,10.31
Kevin Love,10.31
Hakim Warrick,10.28
Ben Gordon,10.26
Mike Miller,10.26
Grant Hill,10.25
Kenyon Martin,10.25
Toney Douglas,10.25
Elton Brand,10.24
Carlos Boozer,10.22
Jason Thompson,10.22
Luol Deng,10.22
Manu Ginobili,10.21
David West,10.2
Eddie House,10.2
Andres Nocioni,10.19
Blake Griffin,10.19
Jason Terry,10.19
Nenad Krstic,10.19
Dorell Wright,10.18
Mickael Pietrus,10.18
Wilson Chandler,10.18
Kevin Durant,10.17
Kirk Hinrich,10.17
Kyle Lowry,10.17
Omri Casspi,10.17
Rashard Lewis,10.16
Amar'e Stoudemire,10.15
David Lee,10.15
Mario Chalmers,10.15
Eric Gordon,10.14
Dahntay Jones,10.13
Kevin Martin,10.12
Leandro Barbosa,10.12
Rudy Gay,10.12
Zach Randolph,10.12
Luis Scola,10.11
LaMarcus Aldridge,10.09
Al Harrington,10.08
Carl Landry,10.08
Robin Lopez,10.08
Vince Carter,10.08
Andrei Kirilenko,10.06
Goran Dragic,10.06
Chris Paul,10.05
DeJuan Blair,10.05
Courtney Lee,10.04
Josh Smith,10.04
Paul George,10.04
Chris Bosh,10.01
Nick Young,9.98
Tim Duncan,9.96
Andrew Bogut,9.94
Danilo Gallinari,9.94
Al Jefferson,9.91
Darrell Arthur,9.91
Marvin Williams,9.91
Marcus Thornton,9.9
Chase Budinger,9.89
Monta Ellis,9.89
Nate Robinson,9.89
Carlos Delfino,9.88
Patty Mills,9.88
Daniel Gibson,9.86
J.J. Barea,9.86
Brook Lopez,9.85
Deron Williams,9.84
Jeff Green,9.84
Caron Butler,9.83
Jamal Crawford,9.83
Sam Young,9.83
Ronnie Brewer,9.82
Tayshaun Prince,9.82
Gerald Wallace,9.81
Willie Green,9.8
Alonzo Gee,9.79
Luther Head,9.79
Austin Daye,9.78
Jrue Holiday,9.78
Derrick Rose,9.77
Rodrigue Beaubois,9.77
Sasha Vujacic,9.77
Kobe Bryant,9.76
Linas Kleiza,9.76
Andre Iguodala,9.75
Carmelo Anthony,9.75
Jose Calderon,9.75
Danny Granger,9.73
Earl Boykins,9.73
Mike Conley,9.72
Raymond Felton,9.72
Shannon Brown,9.72
Maurice Evans,9.71
Rajon Rondo,9.71
Darren Collison,9.65
Joe Johnson,9.65
Raja Bell,9.64
Andrea Bargnani,9.61
Antawn Jamison,9.6
Ryan Gomes,9.59
James Posey,9.58
Keyon Dooling,9.58
Anthony Parker,9.57
D.J. Augustin,9.56
James Johnson,9.55
Corey Maggette,9.53
Jordan Farmar,9.53
Baron Davis,9.52
Wesley Johnson,9.52
Al Thornton,9.5
Tyrus Thomas,9.5
Ersan Ilyasova,9.49
O.J. Mayo,9.49
Michael Beasley,9.48
Wayne Ellington,9.48
Will Bynum,9.48
Samuel Dalembert,9.47
Rudy Fernandez,9.45
Donte Greene,9.44
Jerryd Bayless,9.44
Stephen Jackson,9.44
Chris Kaman,9.43
Spencer Hawes,9.43
Darko Milicic,9.42
Jason Kidd,9.42
Taj Gibson,9.42
CJ Miles,9.41
Shaun Livingston,9.4
Luc Mbah a Moute,9.39
Ramon Sessions,9.39
Richard Hamilton,9.38
DeMar DeRozan,9.36
Tracy McGrady,9.35
Christian Eyenga,9.34
Sebastian Telfair,9.34
Sonny Weems,9.33
Tyler Hansbrough,9.32
Lou Williams,9.31
Andre Miller,9.26
John Salmons,9.26
Anthony Randolph,9.25
Roy Hibbert,9.24
Devin Harris,9.23
Gerald Henderson,9.2
Chris Douglas-Roberts,9.18
Dante Cunningham,9.18
Randy Foye,9.18
Metta World Peace,9.17
JJ Hickson,9.14
Rodney Stuckey,9.14
Eric Bledsoe,9.13
Samardo Samuels,9.1
Trevor Ariza,9.1
Mo Williams,9.09
Glen Davis,9.04
Russell Westbrook,9.02
Al-Farouq Aminu,8.99
Derek Fisher,8.99
Andray Blatche,8.98
Brandon Jennings,8.9
Aaron Brooks,8.89
Evan Turner,8.82
Corey Brewer,8.75
Drew Gooden,8.75
Jarrett Jack,8.74
Gilbert Arenas,8.69
Manny Harris,8.69
DeMarcus Cousins,8.68
Brandon Roy,8.67
C.J. Watson,8.66
Tyreke Evans,8.65
Rasual Butler,8.6
Travis Outlaw,8.59
John Wall,8.56
AJ Price,8.55
Zabian Dowdell,8.45
Yi Jianlian,8.44
Jonny Flynn,8.4
Jordan Crawford,8.39
T.J. Ford,7.95
Marcus Camby,7.94
Terrence Williams,7.82
