PLAYER,ESV
Shaquille O'Neal,12.0
Josh Childress,11.69
Steve Nash,11.68
Chris Wilcox,11.44
Raja Bell,11.3
Eddy Curry,11.26
Shawn Marion,11.21
Matt Bonner,11.2
James Posey,11.17
Leandro Barbosa,11.17
Austin Croshere,11.12
Mike Miller,11.12
Tony Parker,11.09
Kyle Korver,11.07
Gerald Wallace,11.02
Jason Terry,11.02
Delonte West,11.0
Carlos Boozer,10.96
Brian Cook,10.95
Qyntel Woods,10.94
Ray Allen,10.89
Andre Iguodala,10.88
Earl Watson,10.83
Kevin Martin,10.83
Shane Battier,10.8
Wally Szczerbiak,10.79
Mike James,10.77
Raef LaFrentz,10.7
Andrew Bogut,10.68
Greg Buckner,10.67
Jameer Nelson,10.67
Jason Williams,10.67
Dwight Howard,10.66
Boris Diaw,10.65
Damon Jones,10.64
Rashard Lewis,10.64
Samuel Dalembert,10.64
Tyronn Lue,10.64
Kevin Garnett,10.63
Nick Collison,10.61
Bruce Bowen,10.6
Shareef Abdur-Rahim,10.58
Kwame Brown,10.57
Charlie Bell,10.55
Elton Brand,10.55
Smush Parker,10.54
Manu Ginobili,10.51
Lamar Odom,10.48
Chris Kaman,10.46
Hedo Turkoglu,10.46
Richard Jefferson,10.43
Tim Thomas,10.43
Steve Blake,10.42
Rashad McCants,10.41
Ruben Patterson,10.4
Yao Ming,10.4
James Jones,10.39
Bobby Simmons,10.37
Morris Peterson,10.37
Primoz Brezec,10.37
Vladimir Radmanovic,10.36
Andres Nocioni,10.35
Dirk Nowitzki,10.35
Peja Stojakovic,10.35
LeBron James,10.34
Robert Swift,10.32
Brad Miller,10.3
Richard Hamilton,10.3
Ben Wallace,10.29
DerMarr Johnson,10.29
Joey Graham,10.28
Brendan Haywood,10.27
David West,10.26
Drew Gooden,10.26
Antoine Walker,10.23
Sarunas Jasikevicius,10.22
Jason Richardson,10.21
Melvin Ely,10.21
Chauncey Billups,10.2
Nenad Krstic,10.18
Udonis Haslem,10.18
Paul Pierce,10.17
Zydrunas Ilgauskas,10.17
Antonio McDyess,10.16
Mark Blount,10.16
Chris Bosh,10.15
Gilbert Arenas,10.14
Kenny Thomas,10.13
Beno Udrih,10.11
Eddie House,10.1
Tony Battie,10.1
Kirk Snyder,10.09
Michael Redd,10.07
Dwyane Wade,10.06
Mike Bibby,10.05
Rasheed Wallace,10.05
Joe Johnson,10.04
Pau Gasol,10.04
Tony Delk,10.04
Chris Mihm,10.03
Alan Anderson,10.0
Charlie Villanueva,10.0
Salim Stoudamire,10.0
Chris Duhon,9.97
Kenyon Martin,9.95
Luther Head,9.95
Danny Granger,9.94
Grant Hill,9.93
Marcus Banks,9.93
Al Jefferson,9.92
Ben Gordon,9.92
