PLAYER,ESV
Jrue Holiday,9.69
Nik Stauskas,9.68
Jordan Clarkson,9.67
Brandon Knight,9.66
Kentavious Caldwell-Pope,9.66
Reggie Jackson,9.66
Andrew Wiggins,9.65
Shane Larkin,9.65
Terrence Jones,9.65
Isaiah Canaan,9.64
Devin Booker,9.63
Pau Gasol,9.63
D'Angelo Russell,9.62
Danny Green,9.62
JaMychal Green,9.62
Alexis Ajinca,9.61
Mike Conley,9.61
DeMarcus Cousins,9.59
Zach Randolph,9.58
Cameron Payne,9.57
Deron Williams,9.57
Aaron Brooks,9.56
Wayne Ellington,9.54
Donatas Motiejunas,9.53
Frank Kaminsky,9.53
Carmelo Anthony,9.51
DeMarre Carroll,9.49
Tony Allen,9.49
Dennis Schroder,9.46
Jeff Green,9.46
Danilo Gallinari,9.45
Spencer Hawes,9.44
PJ Tucker,9.42
Jamal Crawford,9.41
Monta Ellis,9.41
Zaza Pachulia,9.4
Vince Carter,9.39
Evan Turner,9.37
Kris Humphries,9.37
John Wall,9.34
Kristaps Porzingis,9.34
Cory Joseph,9.33
Michael Carter-Williams,9.33
Langston Galloway,9.32
Mario Chalmers,9.32
Matt Barnes,9.31
DeMar DeRozan,9.27
Jeremy Lin,9.27
Dion Waiters,9.26
Andrea Bargnani,9.25
Gerald Green,9.25
Marc Gasol,9.25
Alec Burks,9.24
Marco Belinelli,9.24
Justise Winslow,9.22
O.J. Mayo,9.2
Markel Brown,9.19
Elfrid Payton,9.15
Markieff Morris,9.12
Marreese Speights,9.12
Paul Pierce,9.12
Brandon Jennings,9.1
Dwyane Wade,9.1
Jared Sullinger,9.08
Charlie Villanueva,9.05
Tony Snell,9.04
Iman Shumpert,9.01
Nick Young,9.01
Corey Brewer,9.0
Raymond Felton,9.0
Derrick Rose,8.97
Bobby Portis,8.96
Jerami Grant,8.95
Archie Goodwin,8.94
Ty Lawson,8.89
Roy Hibbert,8.86
Norris Cole,8.83
Tim Frazier,8.83
PJ Hairston,8.82
Ish Smith,8.78
Kevin Martin,8.78
Jameer Nelson,8.77
Jarrett Jack,8.76
Julius Randle,8.73
Rodney Stuckey,8.71
Stanley Johnson,8.7
Randy Foye,8.62
Ricky Rubio,8.52
Josh Smith,8.5
Alex Len,8.48
Kobe Bryant,8.35
Jusuf Nurkic,8.34
Jerian Grant,8.32
Marcus Smart,8.15
Emmanuel Mudiay,8.11
Greivis Vasquez,7.9
Metta World Peace,7.71
