PLAYER,ESV
Tony Parker,10.03
Keyon Dooling,10.02
Randy Foye,9.99
Andre Iguodala,9.97
Andre Miller,9.96
Chris Bosh,9.95
Corey Maggette,9.95
Tim Duncan,9.95
Rasheed Wallace,9.94
Metta World Peace,9.93
Dorell Wright,9.92
Matt Harpring,9.92
Rajon Rondo,9.92
Wally Szczerbiak,9.92
Kareem Rush,9.91
Brandon Bass,9.9
Carlos Delfino,9.9
Richard Jefferson,9.9
Ryan Gomes,9.9
Vince Carter,9.9
Carlos Arroyo,9.88
Kurt Thomas,9.88
Michael Redd,9.88
Antonio McDyess,9.8
Channing Frye,9.8
Joe Johnson,9.8
Nate Robinson,9.8
DeShawn Stevenson,9.79
Mike Bibby,9.79
Allen Iverson,9.77
Gerald Wallace,9.77
Bobby Jackson,9.75
Earl Watson,9.75
Boris Diaw,9.74
Marcus Williams,9.74
Matt Barnes,9.73
Brandon Roy,9.72
Baron Davis,9.71
Jarrett Jack,9.71
LaMarcus Aldridge,9.71
Bobby Simmons,9.7
Bostjan Nachbar,9.7
David West,9.69
Luol Deng,9.69
Nick Young,9.69
Josh Howard,9.68
Shawne Williams,9.68
Brad Miller,9.67
Dwyane Wade,9.66
T.J. Ford,9.66
Stephen Jackson,9.64
Chris Kaman,9.63
Desmond Mason,9.63
Joe Smith,9.61
Joakim Noah,9.6
Luke Walton,9.6
Antawn Jamison,9.59
Marko Jaric,9.58
Tayshaun Prince,9.56
Chucky Atkins,9.55
Antonio Daniels,9.54
Mark Blount,9.54
Andray Blatche,9.53
Jamal Crawford,9.51
Zydrunas Ilgauskas,9.5
Juan Dixon,9.49
Ronny Turiaf,9.49
Antoine Wright,9.48
Cuttino Mobley,9.48
Jason Williams,9.46
Kyle Lowry,9.45
Rafer Alston,9.41
Zach Randolph,9.39
Josh Smith,9.38
Stephon Marbury,9.38
Tim Thomas,9.38
Charlie Villanueva,9.37
Udonis Haslem,9.36
Chris Duhon,9.35
Kirk Hinrich,9.35
Mike Conley,9.35
Thabo Sefolosha,9.34
Willie Green,9.31
Jerry Stackhouse,9.29
Delonte West,9.28
Anderson Varejao,9.27
Lou Williams,9.25
Josh Powell,9.22
Marvin Williams,9.22
Bonzi Wells,9.21
Daequan Cook,9.21
Darius Songaila,9.21
Charlie Bell,9.2
Jason Kidd,9.2
Rodney Carney,9.2
Sam Cassell,9.2
Tony Allen,9.19
Devin Brown,9.1
Travis Outlaw,9.1
Al Thornton,9.09
Marquis Daniels,9.08
Travis Diener,9.08
Tracy McGrady,9.07
Andrea Bargnani,9.06
Marcus Camby,9.05
Drew Gooden,9.04
Flip Murray,9.04
Kevin Durant,9.04
Wilson Chandler,9.04
Salim Stoudamire,8.96
Antoine Walker,8.89
Damien Wilkins,8.87
Royal Ivey,8.87
Jannero Pargo,8.86
Jeff Green,8.86
Raymond Felton,8.86
Jermaine O'Neal,8.8
Damon Stoudamire,8.75
Darko Milicic,8.75
Rasual Butler,8.74
Sebastian Telfair,8.64
Luke Ridnour,8.61
Yi Jianlian,8.58
Tyrus Thomas,8.52
Larry Hughes,8.51
Jamaal Tinsley,8.49
Quentin Richardson,8.44
Johan Petro,8.41
Mike James,8.29
Gerald Green,8.24
Nenad Krstic,8.22
Smush Parker,8.21
Rodney Stuckey,8.17
Sasha Pavlovic,8.11
Earl Barron,8.08
Shannon Brown,7.94
Corey Brewer,7.67
