PLAYER,ESV
Eddy Curry,11.66
Bruce Bowen,11.49
Shaquille O'Neal,11.49
Brent Barry,11.26
Michael Redd,11.26
Raef LaFrentz,11.24
Shane Battier,11.21
Peja Stojakovic,11.19
Eric Piatkowski,11.18
Doug Christie,10.99
Jon Barry,10.99
Wesley Person,10.91
Tony Battie,10.9
Matt Harpring,10.87
Dale Davis,10.81
Carlos Boozer,10.74
Glen Rice,10.72
Ira Newble,10.69
P.J. Brown,10.67
Tyson Chandler,10.62
Reggie Miller,10.58
Tony Delk,10.58
Charlie Ward,10.56
Pat Garrity,10.56
Kerry Kittles,10.55
Bobby Jackson,10.54
Walter McCarty,10.52
Rasho Nesterovic,10.51
Howard Eisley,10.49
Wally Szczerbiak,10.49
Nene,10.46
Rasheed Wallace,10.42
Andrei Kirilenko,10.37
Todd MacCulloch,10.34
Keith Van Horn,10.33
Steve Nash,10.33
Toni Kukoc,10.33
Tim Duncan,10.32
Zach Randolph,10.32
Dirk Nowitzki,10.29
Jumaine Jones,10.29
Ray Allen,10.27
John Stockton,10.25
Pau Gasol,10.24
Chauncey Billups,10.21
Erick Strickland,10.21
Mike Bibby,10.2
Brian Grant,10.19
Shandon Anderson,10.19
Kevin Garnett,10.18
Othella Harrington,10.18
Calbert Cheaney,10.16
Allan Houston,10.15
Rick Fox,10.13
Keon Clark,10.1
Richard Jefferson,10.1
Tony Parker,10.1
Tracy McGrady,10.09
Cherokee Parks,10.08
Ruben Patterson,10.07
Jerome Williams,10.06
Manu Ginobili,10.05
Elton Brand,10.04
Erick Dampier,10.01
Shawn Marion,10.01
David Wesley,9.99
Eddie Jones,9.97
Mike Miller,9.97
Christian Laettner,9.96
Derek Anderson,9.96
Jason Terry,9.95
Tim Thomas,9.95
Yao Ming,9.95
Brad Miller,9.93
Sam Cassell,9.93
Vince Carter,9.93
Grant Hill,9.91
Derek Fisher,9.9
Stephen Jackson,9.87
Antawn Jamison,9.83
Vladimir Radmanovic,9.83
Gordan Giricek,9.81
Rafer Alston,9.8
