PLAYER,ESV
Dirk Nowitzki,10.13
Manu Ginobili,10.1
Jimmy Butler,10.09
Tony Allen,10.09
Chase Budinger,10.07
Isaiah Thomas,10.07
Taj Gibson,10.07
Chris Bosh,10.06
Derrick Williams,10.06
Boris Diaw,10.04
Jose Calderon,10.04
Gordon Hayward,10.03
Greivis Vasquez,10.03
Jeff Teague,10.02
Rodney Hood,10.02
Shaun Livingston,10.02
Wilson Chandler,10.02
Giannis Antetokounmpo,10.0
Larry Sanders,10.0
Pau Gasol,10.0
Carlos Boozer,9.99
Marreese Speights,9.96
Aaron Brooks,9.95
Kyle Singler,9.95
Marc Gasol,9.94
Danilo Gallinari,9.93
Danny Granger,9.93
Greg Monroe,9.93
Jameer Nelson,9.93
O.J. Mayo,9.92
Jabari Parker,9.91
Joe Johnson,9.91
CJ Miles,9.89
Otto Porter Jr.,9.89
Jrue Holiday,9.87
Brandon Knight,9.86
Zach Randolph,9.85
Jeremy Lamb,9.84
Arron Afflalo,9.83
Avery Bradley,9.83
Chris Johnson,9.83
Eric Bledsoe,9.83
Markieff Morris,9.83
Patrick Beverley,9.83
Rudy Gay,9.82
Marcus Thornton,9.81
Bradley Beal,9.79
Randy Foye,9.79
Lou Williams,9.77
Jodie Meeks,9.74
Kevin Martin,9.74
Nikola Mirotic,9.72
Thaddeus Young,9.71
Henry Sims,9.7
Ryan Anderson,9.67
Dwyane Wade,9.66
Iman Shumpert,9.66
Jeff Green,9.66
Kentavious Caldwell-Pope,9.66
Carmelo Anthony,9.65
Tayshaun Prince,9.64
Wayne Ellington,9.64
Mirza Teletovic,9.63
Nicolas Batum,9.63
Wesley Johnson,9.63
Al Jefferson,9.61
Cole Aldrich,9.6
Henry Walker,9.59
LaMarcus Aldridge,9.59
Rodney Stuckey,9.59
Tyreke Evans,9.59
Jae Crowder,9.58
Jordan Clarkson,9.58
Tyler Johnson,9.55
Kyle Lowry,9.54
JJ Hickson,9.53
Ty Lawson,9.53
Andrea Bargnani,9.52
Patty Mills,9.52
John Wall,9.51
Monta Ellis,9.5
Shelvin Mack,9.5
Jared Sullinger,9.49
Tim Hardaway Jr.,9.49
Victor Oladipo,9.49
Jeremy Lin,9.46
Kris Humphries,9.46
Ray McCallum,9.46
Alexey Shved,9.45
Brandon Jennings,9.45
David West,9.44
Jamal Crawford,9.41
Luis Scola,9.41
Reggie Jackson,9.41
Jason Thompson,9.4
J.J. Barea,9.39
Jarrett Jack,9.39
DeMarcus Cousins,9.38
Dennis Schroder,9.38
Donald Sloan,9.38
Mo Williams,9.38
Corey Brewer,9.36
Shane Larkin,9.36
D.J. Augustin,9.34
Andrew Nicholson,9.33
Marcus Smart,9.33
Gerald Henderson,9.32
Zach LaVine,9.31
Kevin Garnett,9.29
Michael Kidd-Gilchrist,9.29
Nerlens Noel,9.27
Brian Roberts,9.26
Jerryd Bayless,9.24
Langston Galloway,9.24
Mario Chalmers,9.24
Norris Cole,9.22
Austin Daye,9.21
Jordan Hill,9.21
Spencer Hawes,9.21
Cody Zeller,9.2
Will Barton,9.17
Willie Green,9.17
Zaza Pachulia,9.14
Kirk Hinrich,9.13
Michael Beasley,9.12
Nick Young,9.12
Russell Westbrook,9.12
Josh Smith,9.11
Dante Exum,9.1
Andrew Wiggins,9.09
Tony Wroten,9.09
Austin Rivers,9.05
Derrick Rose,9.04
Solomon Hill,9.04
Evan Turner,9.02
Alec Burks,9.01
Dante Cunningham,9.0
Jason Smith,8.99
Joakim Noah,8.96
Roy Hibbert,8.94
Jusuf Nurkic,8.93
Chris Copeland,8.91
Deron Williams,8.91
Drew Gooden,8.91
John Lucas III,8.91
KJ McDaniels,8.91
Rajon Rondo,8.91
Luc Mbah a Moute,8.89
Darrell Arthur,8.76
Dion Waiters,8.7
Elfrid Payton,8.66
Anthony Bennett,8.63
Trey Burke,8.62
Archie Goodwin,8.6
Kemba Walker,8.59
Brandon Davies,8.56
DeMar DeRozan,8.52
Vince Carter,8.51
PJ Hairston,8.5
AJ Price,8.48
Jerami Grant,8.48
Lance Thomas,8.47
Nikola Pekovic,8.47
Gary Neal,8.46
Ronnie Price,8.39
Michael Carter-Williams,8.31
Adreian Payne,8.3
Ryan Kelly,8.28
Kobe Bryant,8.23
Ish Smith,8.19
Nate Robinson,8.18
Cleanthony Early,8.17
Elijah Millsap,8.17
Ramon Sessions,8.1
Markel Brown,7.98
Lance Stephenson,7.87
Ricky Rubio,7.72
Spencer Dinwiddie,6.84
