PLAYER,ESV
Kirk Hinrich,9.92
Dirk Nowitzki,9.9
Elton Brand,9.9
Tim Duncan,9.9
Chris Bosh,9.89
Taj Gibson,9.88
Carlos Delfino,9.87
DJ White,9.87
Jason Richardson,9.87
Al Jefferson,9.86
Martell Webster,9.86
Luis Scola,9.85
Marvin Williams,9.85
Nate Robinson,9.84
Channing Frye,9.81
Spencer Hawes,9.81
Amar'e Stoudemire,9.8
Gerald Wallace,9.8
David West,9.79
Boris Diaw,9.77
Jarrett Jack,9.77
Tony Parker,9.76
Landry Fields,9.75
Brandon Knight,9.74
Kyle Lowry,9.74
Marc Gasol,9.74
Michael Beasley,9.73
Kevin Martin,9.71
Luke Ridnour,9.68
Russell Westbrook,9.65
Steve Blake,9.65
Jason Maxiell,9.63
Shannon Brown,9.63
Danny Granger,9.62
Kris Humphries,9.62
Terrence Williams,9.62
Danilo Gallinari,9.61
Richard Hamilton,9.61
Linas Kleiza,9.6
Mike Conley,9.6
Vince Carter,9.6
Reggie Williams,9.59
Rudy Gay,9.59
Tony Allen,9.59
Brandon Bass,9.58
Derrick Rose,9.57
Jeremy Lin,9.57
John Lucas III,9.57
Brandon Jennings,9.53
Jimmer Fredette,9.52
Leandro Barbosa,9.52
O.J. Mayo,9.52
Darren Collison,9.48
Rodrigue Beaubois,9.44
Gary Forbes,9.43
Greivis Vasquez,9.42
Josh Smith,9.42
Jrue Holiday,9.42
Anthony Randolph,9.41
Caron Butler,9.41
Nick Young,9.4
Chauncey Billups,9.39
Corey Brewer,9.39
Gerald Henderson,9.39
Zach Randolph,9.38
Andrea Bargnani,9.37
JJ Hickson,9.37
Wayne Ellington,9.37
James Johnson,9.36
Luol Deng,9.35
Deron Williams,9.34
Omri Casspi,9.33
J.J. Barea,9.3
MarShon Brooks,9.3
Tyreke Evans,9.3
Wesley Johnson,9.3
Carmelo Anthony,9.28
Daniel Gibson,9.27
Sebastian Telfair,9.27
Kobe Bryant,9.26
Monta Ellis,9.26
Ramon Sessions,9.26
Lou Williams,9.24
Michael Redd,9.23
Shawn Marion,9.22
Grant Hill,9.21
Francisco Garcia,9.2
Andre Miller,9.18
Beno Udrih,9.18
John Salmons,9.17
Rajon Rondo,9.17
Nikola Vucevic,9.15
Alec Burks,9.13
Rodney Stuckey,9.13
C.J. Watson,9.12
Marreese Speights,9.12
Raymond Felton,9.12
Trevor Ariza,9.11
Evan Turner,9.06
Charles Jenkins,9.05
Alonzo Gee,9.03
DeMarcus Cousins,9.01
Donte Greene,9.01
Markieff Morris,9.01
Metta World Peace,9.0
Ronnie Brewer,9.0
Derrick Williams,8.99
Manny Harris,8.97
Drew Gooden,8.96
Iman Shumpert,8.96
Antawn Jamison,8.94
Chris Kaman,8.92
Jordan Crawford,8.92
Tayshaun Prince,8.91
Kenyon Martin,8.87
Patrick Patterson,8.84
Jamal Crawford,8.83
Tristan Thompson,8.83
D.J. Augustin,8.82
Baron Davis,8.8
Byron Mullens,8.79
DeMar DeRozan,8.75
Stephen Jackson,8.69
CJ Miles,8.66
Al-Farouq Aminu,8.53
Glen Davis,8.49
John Wall,8.46
Udonis Haslem,8.46
Derek Fisher,8.43
Jeremy Tyler,8.41
Sundiata Gaines,8.4
Norris Cole,8.39
Xavier Henry,8.39
Rashard Lewis,8.33
Will Bynum,8.33
Hakim Warrick,8.31
Josh Howard,8.28
Kemba Walker,8.25
Corey Maggette,8.15
Donald Sloan,8.15
Tyler Hansbrough,8.12
Ricky Rubio,8.06
Lamar Odom,7.87
Andray Blatche,7.68
Toney Douglas,7.41
Tyrus Thomas,7.35
Shawne Williams,7.08
Austin Daye,6.97
