PLAYER,ESV
Rodney Rogers,9.6
Shawn Bradley,9.6
Brian Grant,9.59
Glenn Robinson,9.59
Elden Campbell,9.58
Gary Trent,9.56
Eddie Jones,9.55
Jamal Mashburn,9.55
J.R. Reid,9.54
Damon Jones,9.53
Jason Kidd,9.52
Matt Harpring,9.51
Tim Hardaway,9.49
Chauncey Billups,9.48
Nick Anderson,9.48
Avery Johnson,9.46
Juwan Howard,9.46
Michael Finley,9.43
Antonio McDyess,9.42
Olden Polynice,9.42
Theo Ratliff,9.41
Antonio Davis,9.4
Mark Jackson,9.39
Brent Barry,9.38
Shandon Anderson,9.37
Stephon Marbury,9.34
Michael Doleac,9.33
Troy Hudson,9.33
Samaki Walker,9.3
Johnny Newman,9.28
Kevin Garnett,9.27
Vince Carter,9.25
Kurt Thomas,9.24
Maurice Taylor,9.24
Dickey Simpkins,9.23
Antoine Walker,9.21
Lorenzen Wright,9.21
Peja Stojakovic,9.21
Chris Carr,9.2
Felipe Lopez,9.2
Allan Houston,9.18
Kenny Anderson,9.15
Tyrone Hill,9.15
Mitch Richmond,9.14
Derek Fisher,9.13
Armen Gilliam,9.11
Jason Williams,9.11
Erick Strickland,9.07
Anfernee Hardaway,9.06
Travis Best,9.06
Vin Baker,9.06
Bimbo Coles,9.05
Antawn Jamison,9.03
Sean Elliott,9.01
Toni Kukoc,9.01
Donyell Marshall,9.0
Tracy McGrady,9.0
Chris Mills,8.97
Bryant Stith,8.96
Isaiah Rider,8.96
Vinny Del Negro,8.94
Jason Caffey,8.93
Scott Burrell,8.93
Chris Crawford,8.92
Jim Jackson,8.91
Nick Van Exel,8.91
Steven Smith,8.91
Mike Bibby,8.9
Tyrone Corbin,8.9
Tariq Abdul-Wahad,8.89
Allen Iverson,8.88
Mookie Blaylock,8.87
Jayson Williams,8.85
Alan Henderson,8.84
Chris Gatling,8.81
Steve Nash,8.8
George Lynch,8.78
Shareef Abdur-Rahim,8.77
Keith Van Horn,8.76
Eric Snow,8.74
Terry Cummings,8.74
Horace Grant,8.73
Latrell Sprewell,8.73
Ron Mercer,8.72
Sherman Douglas,8.72
Anthony Peeler,8.71
Cory Alexander,8.68
Patrick Ewing,8.65
Derek Anderson,8.64
Damon Stoudamire,8.63
John Wallace,8.63
Terrell Brandon,8.63
Rusty LaRue,8.61
James Robinson,8.6
Joe Smith,8.6
Cherokee Parks,8.59
Michael Olowokandi,8.59
Robert Pack,8.59
Charles Oakley,8.58
Darrick Martin,8.56
Brevin Knight,8.54
Grant Long,8.53
LaPhonso Ellis,8.53
Calbert Cheaney,8.52
Derrick Coleman,8.52
Doug Christie,8.52
Rod Strickland,8.52
Tracy Murray,8.52
Malik Sealy,8.51
John Starks,8.46
Lamond Murray,8.46
Alvin Williams,8.45
Dirk Nowitzki,8.44
Bobby Jackson,8.43
Jalen Rose,8.41
Kevin Willis,8.4
Rex Chapman,8.39
Cedric Henderson,8.38
A.C. Green,8.36
Sam Mitchell,8.3
Vladimir Stepania,8.3
Ron Harper,8.27
Kerry Kittles,8.24
Larry Hughes,8.23
Randy Brown,8.21
Bryant Reeves,8.19
Ike Austin,8.16
Jerry Stackhouse,8.16
Billy Owens,8.12
Dominique Wilkins,8.07
Kendall Gill,8.01
Tony Delk,7.96
Lucious Harris,7.9
Erick Dampier,7.8
Walter McCarty,7.74
Eric Williams,7.65
Cory Carr,6.73
Ed Gray,6.26
