PLAYER,ESV
Jerald Honeycutt,9.82
Steven Smith,9.81
Tim Thomas,9.81
Scottie Pippen,9.8
Samaki Walker,9.78
Gary Trent,9.77
Allen Iverson,9.76
Alan Henderson,9.74
Christian Laettner,9.73
Jason Caffey,9.73
Terrell Brandon,9.73
Antonio Davis,9.71
Ray Allen,9.67
Allan Houston,9.66
Anthony Goldwire,9.65
Avery Johnson,9.65
Billy Owens,9.65
Cedric Henderson,9.65
Jaren Jackson,9.65
Glenn Robinson,9.64
Hakeem Olajuwon,9.63
Derek Harper,9.61
Vitaly Potapenko,9.61
Armen Gilliam,9.6
Michael Finley,9.59
Mark Price,9.57
Chris Robinson,9.56
David Wesley,9.56
John Wallace,9.56
Tony Massenburg,9.56
Doug Christie,9.54
Martin Muursepp,9.54
Clyde Drexler,9.53
Chuck Person,9.52
Khalid Reeves,9.52
Maurice Taylor,9.51
Dennis Scott,9.5
Eddie Johnson,9.5
Tracy McGrady,9.5
Michael Curry,9.48
Otis Thorpe,9.48
Sam Mitchell,9.48
Michael Jordan,9.47
Vernon Maxwell,9.46
Kobe Bryant,9.44
Tyrone Corbin,9.44
P.J. Brown,9.42
Chris Mills,9.41
James Robinson,9.41
Zan Tabak,9.41
Blue Edwards,9.4
Chris Carr,9.4
Juwan Howard,9.36
Terry Cummings,9.36
Isaiah Rider,9.35
Oliver Miller,9.35
Walt Williams,9.34
Ike Austin,9.31
Antoine Carr,9.3
Jamal Mashburn,9.3
Terry Dehere,9.29
Chris Childs,9.27
Elden Campbell,9.26
Calbert Cheaney,9.25
John Starks,9.25
Derrick McKey,9.23
Travis Knight,9.22
Olden Polynice,9.21
Jim Jackson,9.18
Keith Van Horn,9.18
Reggie Slater,9.18
Horace Grant,9.17
Jerry Stackhouse,9.17
Jason Kidd,9.16
Chris Gatling,9.15
David Benoit,9.15
Vinny Del Negro,9.15
Sean Elliott,9.14
Bruce Bowen,9.13
Stephon Marbury,9.12
Johnny Newman,9.11
A.C. Green,9.1
Grant Hill,9.09
Luc Longley,9.09
Ron Harper,9.08
Antoine Walker,9.07
Kevin Johnson,9.07
Ron Mercer,9.07
Eric Murdock,9.06
Damon Stoudamire,9.05
Danny Fortson,9.04
Brian Evans,9.0
Darrell Armstrong,9.0
Mark Jackson,9.0
Monty Williams,8.98
Darrick Martin,8.97
Eric Washington,8.95
Alvin Williams,8.94
Sam Cassell,8.94
Lorenzen Wright,8.93
Shawn Kemp,8.93
Erick Dampier,8.91
Charles Oakley,8.89
Donyell Marshall,8.87
Tony Battie,8.87
Chauncey Billups,8.86
Walter McCarty,8.84
Clar. Weatherspoon,8.83
Kendall Gill,8.82
Muggsy Bogues,8.81
Brevin Knight,8.8
Elliot Perry,8.78
Rod Strickland,8.78
Mookie Blaylock,8.74
Travis Best,8.73
Malik Sealy,8.72
Kenny Anderson,8.71
LaPhonso Ellis,8.69
Greg Foster,8.67
Lindsey Hunter,8.67
Joe Smith,8.66
Ed Gray,8.65
Rony Seikaly,8.64
Derek Anderson,8.63
Dean Garrett,8.56
Derrick Coleman,8.55
Antonio Daniels,8.46
Tony Delk,8.45
Shawn Bradley,8.43
Bob Sura,8.42
Derek Strong,8.39
Jerome Kersey,8.38
Dan Schayes,8.37
Stacey Augmon,8.37
Marcus Camby,8.26
Tariq Abdul-Wahad,8.16
Anthony Johnson,8.13
Bobby Jackson,8.13
Chris Anstey,8.13
Erick Strickland,8.01
Bimbo Coles,7.85
Mahmoud Abdul-Rauf,7.74
Aaron McKie,7.72
Brian Shaw,7.57
Rodrick Rhodes,7.4
Gerald Wilkins,7.01
Bryant Stith,6.96
