PLAYER,TEAM,AGE,Restricted Area FGM,Restricted Area FGA,Restricted Area FG PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG PCT
Aaron Brooks,HOU,24,1.3,2.8,47.1,0.5,1.5,34.5,0.7,1.7,43.1,0.2,0.4,44.8,0.1,0.3,44.4,0.3,0.7,42.9,1.2,3.1,36.7
Aaron Gray,CHI,24,1.0,1.9,53.2,0.4,0.8,47.6,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Acie Law,ATL,24,0.5,0.9,55.8,0.1,0.2,33.3,0.2,0.9,21.7,0.1,0.2,80.0,0.1,0.3,37.5,0.2,0.5,40.0,0.0,0.3,6.7
Adam Morrison,LAL,24,0.1,0.3,37.5,0.2,0.6,40.7,0.6,1.6,36.9,0.3,0.6,47.4,0.1,0.3,41.7,0.4,0.9,44.4,0.4,1.3,27.7
Adonal Foyle,ORL,34,0.4,0.6,66.7,0.4,0.5,75.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Al Harrington,NYK,29,3.1,5.3,57.4,0.6,1.4,41.4,1.3,3.5,37.9,0.3,0.7,34.0,0.3,0.7,39.5,0.6,1.4,42.9,1.9,5.1,36.5
Al Horford,ATL,23,2.3,3.3,68.0,1.2,2.6,45.1,1.2,2.9,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Al Jefferson,MIN,24,4.8,7.8,61.6,2.2,4.9,45.3,2.6,6.7,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Al Thornton,LAC,25,3.2,5.4,59.9,0.8,2.0,38.6,2.3,6.3,36.9,0.0,0.1,0.0,0.0,0.0,100,0.0,0.1,0.0,0.3,0.9,28.4
Alando Tucker,PHX,25,1.0,1.7,59.6,0.2,0.8,27.3,0.2,0.8,29.2,0.1,0.4,37.5,0.0,0.0,0.0,0.1,0.4,25.0,0.2,0.5,35.7
Alex Acker,LAC,26,0.2,0.7,33.3,0.1,0.3,20.0,0.7,1.5,50.0,0.0,0.3,0.0,0.2,0.4,40.0,0.2,0.7,28.6,0.2,0.5,40.0
Alexis Ajinca,CHA,21,0.2,0.4,41.7,0.2,0.4,40.0,0.6,1.6,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1,0.0
Allen Iverson,DET,34,2.2,4.3,51.8,0.6,1.6,35.2,2.8,7.0,40.3,0.1,0.4,28.6,0.0,0.1,33.3,0.1,0.5,20.0,0.4,1.3,28.4
Amar'e Stoudemire,PHX,26,4.1,6.3,64.4,1.3,2.7,47.6,2.2,5.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.1,0.1,50.0
Amir Johnson,DET,22,1.2,1.8,67.6,0.2,0.4,45.8,0.2,0.5,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Anderson Varejao,CLE,26,2.4,3.4,69.0,0.3,0.9,35.1,0.7,1.9,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
Andray Blatche,WAS,22,2.5,4.0,62.3,0.6,1.4,39.0,1.1,3.2,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.1,0.3,27.8
